scientificName,.family_names,clean_family_names,.uncer_terms,uncer_terms,clean_uncer_terms,.other_issues,clean_other_issues,.infraesp_names,infraesp_term,names_clean,cardinality,quality
Byrsonima chrysophylla,TRUE,Byrsonima chrysophylla,TRUE,,Byrsonima chrysophylla,TRUE,Byrsonima chrysophylla,TRUE,,Byrsonima chrysophylla,2,1
Helicodontium capillare,TRUE,Helicodontium capillare,TRUE,,Helicodontium capillare,TRUE,Helicodontium capillare,TRUE,,Helicodontium capillare,2,1
Lippia rigida,TRUE,Lippia rigida,TRUE,,Lippia rigida,TRUE,Lippia rigida,TRUE,,Lippia rigida,2,1
Albizia pedicellaris (DC.) L.Rico,TRUE,Albizia pedicellaris (DC.) L.Rico,TRUE,,Albizia pedicellaris (DC.) L.Rico,TRUE,Albizia pedicellaris (DC.) L.Rico,TRUE,,Albizia pedicellaris,2,1
Schoepfia brasiliensis,TRUE,Schoepfia brasiliensis,TRUE,,Schoepfia brasiliensis,TRUE,Schoepfia brasiliensis,TRUE,,Schoepfia brasiliensis,2,1
Phyllanthus tenellus tenellus,TRUE,Phyllanthus tenellus tenellus,TRUE,,Phyllanthus tenellus tenellus,TRUE,Phyllanthus tenellus tenellus,TRUE,,Phyllanthus tenellus tenellus,3,1
Digitaria,TRUE,Digitaria,TRUE,,Digitaria,TRUE,Digitaria,TRUE,,Digitaria,1,1
Martiodendron mediterraneum (Mart. ex Benth.) R.C.Koeppen,TRUE,Martiodendron mediterraneum (Mart. ex Benth.) R.C.Koeppen,TRUE,,Martiodendron mediterraneum (Mart. ex Benth.) R.C.Koeppen,TRUE,Martiodendron mediterraneum (Mart. ex Benth.) R.C.Koeppen,TRUE,,Martiodendron mediterraneum,2,2
Phoradendron nigricans,TRUE,Phoradendron nigricans,TRUE,,Phoradendron nigricans,TRUE,Phoradendron nigricans,TRUE,,Phoradendron nigricans,2,1
Stachytarpheta bicolor,TRUE,Stachytarpheta bicolor,TRUE,,Stachytarpheta bicolor,TRUE,Stachytarpheta bicolor,TRUE,,Stachytarpheta bicolor,2,1
Ochtodes secundiramea,TRUE,Ochtodes secundiramea,TRUE,,Ochtodes secundiramea,TRUE,Ochtodes secundiramea,TRUE,,Ochtodes secundiramea,2,1
Pterocarpus amazonicus Huber,TRUE,Pterocarpus amazonicus Huber,TRUE,,Pterocarpus amazonicus Huber,TRUE,Pterocarpus amazonicus Huber,TRUE,,Pterocarpus amazonicus,2,1
Vernonanthura,TRUE,Vernonanthura,TRUE,,Vernonanthura,TRUE,Vernonanthura,TRUE,,Vernonanthura,1,1
Guatteria australis A.St.-Hil.,TRUE,Guatteria australis A.St.-Hil.,TRUE,,Guatteria australis A.St.-Hil.,TRUE,Guatteria australis A.St.-Hil.,TRUE,,Guatteria australis,2,1
Cyperus subcastaneus,TRUE,Cyperus subcastaneus,TRUE,,Cyperus subcastaneus,TRUE,Cyperus subcastaneus,TRUE,,Cyperus subcastaneus,2,1
Heliotropium elongatum,TRUE,Heliotropium elongatum,TRUE,,Heliotropium elongatum,TRUE,Heliotropium elongatum,TRUE,,Heliotropium elongatum,2,1
Leandra barbinervis (Cham. ex Triana) Cogn.,TRUE,Leandra barbinervis (Cham. ex Triana) Cogn.,TRUE,,Leandra barbinervis (Cham. ex Triana) Cogn.,TRUE,Leandra barbinervis (Cham. ex Triana) Cogn.,TRUE,,Leandra barbinervis,2,2
Serjania coradinii,TRUE,Serjania coradinii,TRUE,,Serjania coradinii,TRUE,Serjania coradinii,TRUE,,Serjania coradinii,2,1
Myrciaria arborea var. rostrata Mattos,TRUE,Myrciaria arborea var. rostrata Mattos,TRUE,,Myrciaria arborea var. rostrata Mattos,TRUE,Myrciaria arborea var. rostrata Mattos,FALSE,varietas,Myrciaria arborea rostrata,3,1
Bredemeyera,TRUE,Bredemeyera,TRUE,,Bredemeyera,TRUE,Bredemeyera,TRUE,,Bredemeyera,1,1
Solanum mauritianum,TRUE,Solanum mauritianum,TRUE,,Solanum mauritianum,TRUE,Solanum mauritianum,TRUE,,Solanum mauritianum,2,1
Frullania riojaneirensis,TRUE,Frullania riojaneirensis,TRUE,,Frullania riojaneirensis,TRUE,Frullania riojaneirensis,TRUE,,Frullania riojaneirensis,2,1
Ocotea cinerea,TRUE,Ocotea cinerea,TRUE,,Ocotea cinerea,TRUE,Ocotea cinerea,TRUE,,Ocotea cinerea,2,1
Varronia multispicata,TRUE,Varronia multispicata,TRUE,,Varronia multispicata,TRUE,Varronia multispicata,TRUE,,Varronia multispicata,2,1
Ipomoea alba,TRUE,Ipomoea alba,TRUE,,Ipomoea alba,TRUE,Ipomoea alba,TRUE,,Ipomoea alba,2,1
Pseudopiptadenia psilostachya (DC.) G. P. Lewis & M. P. Lima,TRUE,Pseudopiptadenia psilostachya (DC.) G. P. Lewis & M. P. Lima,TRUE,,Pseudopiptadenia psilostachya (DC.) G. P. Lewis & M. P. Lima,TRUE,Pseudopiptadenia psilostachya (DC.) G. P. Lewis & M. P. Lima,TRUE,,Pseudopiptadenia psilostachya,2,1
Aeschynomene sensitiva var. sensitiva,TRUE,Aeschynomene sensitiva var. sensitiva,TRUE,,Aeschynomene sensitiva var. sensitiva,TRUE,Aeschynomene sensitiva var. sensitiva,FALSE,varietas,Aeschynomene sensitiva sensitiva,3,1
Bauhinia forficata,TRUE,Bauhinia forficata,TRUE,,Bauhinia forficata,TRUE,Bauhinia forficata,TRUE,,Bauhinia forficata,2,1
Vriesea,TRUE,Vriesea,TRUE,,Vriesea,TRUE,Vriesea,TRUE,,Vriesea,1,1
Echinodorus macrophyllus macrophyllus,TRUE,Echinodorus macrophyllus macrophyllus,TRUE,,Echinodorus macrophyllus macrophyllus,TRUE,Echinodorus macrophyllus macrophyllus,TRUE,,Echinodorus macrophyllus macrophyllus,3,1
Diospyros hispida,TRUE,Diospyros hispida,TRUE,,Diospyros hispida,TRUE,Diospyros hispida,TRUE,,Diospyros hispida,2,1
Serjania lethalis,TRUE,Serjania lethalis,TRUE,,Serjania lethalis,TRUE,Serjania lethalis,TRUE,,Serjania lethalis,2,1
Crataeva benthamii Eichler,TRUE,Crataeva benthamii Eichler,TRUE,,Crataeva benthamii Eichler,TRUE,Crataeva benthamii Eichler,TRUE,,Crataeva benthamii,2,1
Ocotea glaziovii,TRUE,Ocotea glaziovii,TRUE,,Ocotea glaziovii,TRUE,Ocotea glaziovii,TRUE,,Ocotea glaziovii,2,1
Bathysa australis,TRUE,Bathysa australis,TRUE,,Bathysa australis,TRUE,Bathysa australis,TRUE,,Bathysa australis,2,1
Piriqueta duarteana duarteana,TRUE,Piriqueta duarteana duarteana,TRUE,,Piriqueta duarteana duarteana,TRUE,Piriqueta duarteana duarteana,TRUE,,Piriqueta duarteana duarteana,3,1
Skytanthus hancorniifolius (A.DC.) Miers,TRUE,Skytanthus hancorniifolius (A.DC.) Miers,TRUE,,Skytanthus hancorniifolius (A.DC.) Miers,TRUE,Skytanthus hancorniifolius (A.DC.) Miers,TRUE,,Skytanthus hancorniifolius,2,1
Cassia grandis,TRUE,Cassia grandis,TRUE,,Cassia grandis,TRUE,Cassia grandis,TRUE,,Cassia grandis,2,1
Rhipsalis floccosa,TRUE,Rhipsalis floccosa,TRUE,,Rhipsalis floccosa,TRUE,Rhipsalis floccosa,TRUE,,Rhipsalis floccosa,2,1
Mentha pulegium L.,TRUE,Mentha pulegium L.,TRUE,,Mentha pulegium L.,TRUE,Mentha pulegium L.,TRUE,,Mentha pulegium,2,1
Handroanthus sp.,TRUE,Handroanthus sp.,FALSE,species,Handroanthus,TRUE,Handroanthus,TRUE,,Handroanthus,1,1
Sebastiania jacobinensis (Müll. Arg.) Müll. Arg.,TRUE,Sebastiania jacobinensis (Müll. Arg.) Müll. Arg.,TRUE,,Sebastiania jacobinensis (Müll. Arg.) Müll. Arg.,TRUE,Sebastiania jacobinensis (Müll. Arg.) Müll. Arg.,TRUE,,Sebastiania jacobinensis,2,1
Vochysia rufa,TRUE,Vochysia rufa,TRUE,,Vochysia rufa,TRUE,Vochysia rufa,TRUE,,Vochysia rufa,2,1
Vismia japurensis Reichardt,TRUE,Vismia japurensis Reichardt,TRUE,,Vismia japurensis Reichardt,TRUE,Vismia japurensis Reichardt,TRUE,,Vismia japurensis,2,1
Grazielia serrata,TRUE,Grazielia serrata,TRUE,,Grazielia serrata,TRUE,Grazielia serrata,TRUE,,Grazielia serrata,2,1
Pinnularia meridiana pararella,TRUE,Pinnularia meridiana pararella,TRUE,,Pinnularia meridiana pararella,TRUE,Pinnularia meridiana pararella,TRUE,,Pinnularia meridiana pararella,3,1
Pleopeltis pleopeltifolia,TRUE,Pleopeltis pleopeltifolia,TRUE,,Pleopeltis pleopeltifolia,TRUE,Pleopeltis pleopeltifolia,TRUE,,Pleopeltis pleopeltifolia,2,1
Carpotroche crispidentata,TRUE,Carpotroche crispidentata,TRUE,,Carpotroche crispidentata,TRUE,Carpotroche crispidentata,TRUE,,Carpotroche crispidentata,2,1
Eragrostis solida,TRUE,Eragrostis solida,TRUE,,Eragrostis solida,TRUE,Eragrostis solida,TRUE,,Eragrostis solida,2,1
Peperomia obtusifolia (L.) A.Dietr.,TRUE,Peperomia obtusifolia (L.) A.Dietr.,TRUE,,Peperomia obtusifolia (L.) A.Dietr.,TRUE,Peperomia obtusifolia (L.) A.Dietr.,TRUE,,Peperomia obtusifolia,2,1
Carolus chasei,TRUE,Carolus chasei,TRUE,,Carolus chasei,TRUE,Carolus chasei,TRUE,,Carolus chasei,2,1
Baccharis serrulata (Lam.) Pers.,TRUE,Baccharis serrulata (Lam.) Pers.,TRUE,,Baccharis serrulata (Lam.) Pers.,TRUE,Baccharis serrulata (Lam.) Pers.,TRUE,,Baccharis serrulata,2,1
Cambessedesia fasciculata,TRUE,Cambessedesia fasciculata,TRUE,,Cambessedesia fasciculata,TRUE,Cambessedesia fasciculata,TRUE,,Cambessedesia fasciculata,2,1
Escallonia megapotamica Spreng.,TRUE,Escallonia megapotamica Spreng.,TRUE,,Escallonia megapotamica Spreng.,TRUE,Escallonia megapotamica Spreng.,TRUE,,Escallonia megapotamica,2,1
Trichilia septentrionalis,TRUE,Trichilia septentrionalis,TRUE,,Trichilia septentrionalis,TRUE,Trichilia septentrionalis,TRUE,,Trichilia septentrionalis,2,1
Christensonella subulata,TRUE,Christensonella subulata,TRUE,,Christensonella subulata,TRUE,Christensonella subulata,TRUE,,Christensonella subulata,2,1
Trichilia pallida Sw.,TRUE,Trichilia pallida Sw.,TRUE,,Trichilia pallida Sw.,TRUE,Trichilia pallida Sw.,TRUE,,Trichilia pallida,2,1
Manihot sparsifolia,TRUE,Manihot sparsifolia,TRUE,,Manihot sparsifolia,TRUE,Manihot sparsifolia,TRUE,,Manihot sparsifolia,2,1
Holomitrium crispulum Mart.,TRUE,Holomitrium crispulum Mart.,TRUE,,Holomitrium crispulum Mart.,TRUE,Holomitrium crispulum Mart.,TRUE,,Holomitrium crispulum,2,1
Microstachys corniculata,TRUE,Microstachys corniculata,TRUE,,Microstachys corniculata,TRUE,Microstachys corniculata,TRUE,,Microstachys corniculata,2,1
Declieuxia saturejoides,TRUE,Declieuxia saturejoides,TRUE,,Declieuxia saturejoides,TRUE,Declieuxia saturejoides,TRUE,,Declieuxia saturejoides,2,1
Cheiloclinium cognatum (Miers) A.C.Sm.,TRUE,Cheiloclinium cognatum (Miers) A.C.Sm.,TRUE,,Cheiloclinium cognatum (Miers) A.C.Sm.,TRUE,Cheiloclinium cognatum (Miers) A.C.Sm.,TRUE,,Cheiloclinium cognatum,2,1
Parapiptadenia rigida,TRUE,Parapiptadenia rigida,TRUE,,Parapiptadenia rigida,TRUE,Parapiptadenia rigida,TRUE,,Parapiptadenia rigida,2,1
Praxelis,TRUE,Praxelis,TRUE,,Praxelis,TRUE,Praxelis,TRUE,,Praxelis,1,1
Thelypteris conspersa,TRUE,Thelypteris conspersa,TRUE,,Thelypteris conspersa,TRUE,Thelypteris conspersa,TRUE,,Thelypteris conspersa,2,1
Tanaecium jaroba Sw.,TRUE,Tanaecium jaroba Sw.,TRUE,,Tanaecium jaroba Sw.,TRUE,Tanaecium jaroba Sw.,TRUE,,Tanaecium jaroba,2,1
Myrcia hirtiflora DC.,TRUE,Myrcia hirtiflora DC.,TRUE,,Myrcia hirtiflora DC.,TRUE,Myrcia hirtiflora DC.,TRUE,,Myrcia hirtiflora,2,1
Crotalaria,TRUE,Crotalaria,TRUE,,Crotalaria,TRUE,Crotalaria,TRUE,,Crotalaria,1,1
Baccharis reticularia,TRUE,Baccharis reticularia,TRUE,,Baccharis reticularia,TRUE,Baccharis reticularia,TRUE,,Baccharis reticularia,2,1
Deianira nervosa Cham. & Schltdl.,TRUE,Deianira nervosa Cham. & Schltdl.,TRUE,,Deianira nervosa Cham. & Schltdl.,TRUE,Deianira nervosa Cham. & Schltdl.,TRUE,,Deianira nervosa,2,1
Mimosa xanthocentra Mart.,TRUE,Mimosa xanthocentra Mart.,TRUE,,Mimosa xanthocentra Mart.,TRUE,Mimosa xanthocentra Mart.,TRUE,,Mimosa xanthocentra,2,1
Declieuxia cordigera,TRUE,Declieuxia cordigera,TRUE,,Declieuxia cordigera,TRUE,Declieuxia cordigera,TRUE,,Declieuxia cordigera,2,1
Phytolacca thyrsiflora,TRUE,Phytolacca thyrsiflora,TRUE,,Phytolacca thyrsiflora,TRUE,Phytolacca thyrsiflora,TRUE,,Phytolacca thyrsiflora,2,1
Clidemia urceolata DC.,TRUE,Clidemia urceolata DC.,TRUE,,Clidemia urceolata DC.,TRUE,Clidemia urceolata DC.,TRUE,,Clidemia urceolata,2,1
Rhodocalyx rotundifolius,TRUE,Rhodocalyx rotundifolius,TRUE,,Rhodocalyx rotundifolius,TRUE,Rhodocalyx rotundifolius,TRUE,,Rhodocalyx rotundifolius,2,1
Eschweilera truncata A. C. Sm.,TRUE,Eschweilera truncata A. C. Sm.,TRUE,,Eschweilera truncata A. C. Sm.,TRUE,Eschweilera truncata A. C. Sm.,TRUE,,Eschweilera truncata,2,1
Senna spectabilis,TRUE,Senna spectabilis,TRUE,,Senna spectabilis,TRUE,Senna spectabilis,TRUE,,Senna spectabilis,2,1
Synedrella nodiflora,TRUE,Synedrella nodiflora,TRUE,,Synedrella nodiflora,TRUE,Synedrella nodiflora,TRUE,,Synedrella nodiflora,2,1
Ficus elliotiana,TRUE,Ficus elliotiana,TRUE,,Ficus elliotiana,TRUE,Ficus elliotiana,TRUE,,Ficus elliotiana,2,1
Passiflora variolata Poepp. & Endl.,TRUE,Passiflora variolata Poepp. & Endl.,TRUE,,Passiflora variolata Poepp. & Endl.,TRUE,Passiflora variolata Poepp. & Endl.,TRUE,,Passiflora variolata,2,1
Dichaea pendula,TRUE,Dichaea pendula,TRUE,,Dichaea pendula,TRUE,Dichaea pendula,TRUE,,Dichaea pendula,2,1
Tetracera breyniana,TRUE,Tetracera breyniana,TRUE,,Tetracera breyniana,TRUE,Tetracera breyniana,TRUE,,Tetracera breyniana,2,1
Mascagnia,TRUE,Mascagnia,TRUE,,Mascagnia,TRUE,Mascagnia,TRUE,,Mascagnia,1,1
Anthurium,TRUE,Anthurium,TRUE,,Anthurium,TRUE,Anthurium,TRUE,,Anthurium,1,1
Sticherus longipes (Fée) Copel.,TRUE,Sticherus longipes (Fée) Copel.,TRUE,,Sticherus longipes (Fée) Copel.,TRUE,Sticherus longipes (Fée) Copel.,TRUE,,Sticherus longipes,2,1
Nectandra grandiflora Nees & Mart. ex Nees,TRUE,Nectandra grandiflora Nees & Mart. ex Nees,TRUE,,Nectandra grandiflora Nees & Mart. ex Nees,TRUE,Nectandra grandiflora Nees & Mart. ex Nees,TRUE,,Nectandra grandiflora,2,2
Aeschynomene brevipes,TRUE,Aeschynomene brevipes,TRUE,,Aeschynomene brevipes,TRUE,Aeschynomene brevipes,TRUE,,Aeschynomene brevipes,2,1
Baillonia amabilis Bocq.,TRUE,Baillonia amabilis Bocq.,TRUE,,Baillonia amabilis Bocq.,TRUE,Baillonia amabilis Bocq.,TRUE,,Baillonia amabilis,2,1
Tibouchina heteromalla,TRUE,Tibouchina heteromalla,TRUE,,Tibouchina heteromalla,TRUE,Tibouchina heteromalla,TRUE,,Tibouchina heteromalla,2,1
Schoepfia brasiliensis A.DC.,TRUE,Schoepfia brasiliensis A.DC.,TRUE,,Schoepfia brasiliensis A.DC.,TRUE,Schoepfia brasiliensis A.DC.,TRUE,,Schoepfia brasiliensis,2,1
Asplenium serra,TRUE,Asplenium serra,TRUE,,Asplenium serra,TRUE,Asplenium serra,TRUE,,Asplenium serra,2,1
Lycopodiella alopecuroides,TRUE,Lycopodiella alopecuroides,TRUE,,Lycopodiella alopecuroides,TRUE,Lycopodiella alopecuroides,TRUE,,Lycopodiella alopecuroides,2,1
Zornia reticulata,TRUE,Zornia reticulata,TRUE,,Zornia reticulata,TRUE,Zornia reticulata,TRUE,,Zornia reticulata,2,1
Faramea hymenocalyx,TRUE,Faramea hymenocalyx,TRUE,,Faramea hymenocalyx,TRUE,Faramea hymenocalyx,TRUE,,Faramea hymenocalyx,2,1
Helicostylis,TRUE,Helicostylis,TRUE,,Helicostylis,TRUE,Helicostylis,TRUE,,Helicostylis,1,1
Mimosa misera,TRUE,Mimosa misera,TRUE,,Mimosa misera,TRUE,Mimosa misera,TRUE,,Mimosa misera,2,1
Leandra echinata,TRUE,Leandra echinata,TRUE,,Leandra echinata,TRUE,Leandra echinata,TRUE,,Leandra echinata,2,1
Fridericia caudigera,TRUE,Fridericia caudigera,TRUE,,Fridericia caudigera,TRUE,Fridericia caudigera,TRUE,,Fridericia caudigera,2,1
Campyloneurum angustifolium,TRUE,Campyloneurum angustifolium,TRUE,,Campyloneurum angustifolium,TRUE,Campyloneurum angustifolium,TRUE,,Campyloneurum angustifolium,2,1
Ocimum campechianum,TRUE,Ocimum campechianum,TRUE,,Ocimum campechianum,TRUE,Ocimum campechianum,TRUE,,Ocimum campechianum,2,1
Piper arboreum Aubl.,TRUE,Piper arboreum Aubl.,TRUE,,Piper arboreum Aubl.,TRUE,Piper arboreum Aubl.,TRUE,,Piper arboreum,2,1
Chamaecrista negrensis,TRUE,Chamaecrista negrensis,TRUE,,Chamaecrista negrensis,TRUE,Chamaecrista negrensis,TRUE,,Chamaecrista negrensis,2,1
Vellozia maxillarioides,TRUE,Vellozia maxillarioides,TRUE,,Vellozia maxillarioides,TRUE,Vellozia maxillarioides,TRUE,,Vellozia maxillarioides,2,1
Eupatorium stachyophyllum Spreng.,TRUE,Eupatorium stachyophyllum Spreng.,TRUE,,Eupatorium stachyophyllum Spreng.,TRUE,Eupatorium stachyophyllum Spreng.,TRUE,,Eupatorium stachyophyllum,2,1
Myrcia retorta,TRUE,Myrcia retorta,TRUE,,Myrcia retorta,TRUE,Myrcia retorta,TRUE,,Myrcia retorta,2,1
Miconia buddlejoides,TRUE,Miconia buddlejoides,TRUE,,Miconia buddlejoides,TRUE,Miconia buddlejoides,TRUE,,Miconia buddlejoides,2,1
Dyckia macedoi L.B.Sm.,TRUE,Dyckia macedoi L.B.Sm.,TRUE,,Dyckia macedoi L.B.Sm.,TRUE,Dyckia macedoi L.B.Sm.,TRUE,,Dyckia macedoi,2,1
Deianira nervosa,TRUE,Deianira nervosa,TRUE,,Deianira nervosa,TRUE,Deianira nervosa,TRUE,,Deianira nervosa,2,1
Rauia,TRUE,Rauia,TRUE,,Rauia,TRUE,Rauia,TRUE,,Rauia,1,1
Barbula sp.,TRUE,Barbula sp.,FALSE,species,Barbula,TRUE,Barbula,TRUE,,Barbula,1,1
Melochia pilosa (Mill.) Fawc. & Rendle,TRUE,Melochia pilosa (Mill.) Fawc. & Rendle,TRUE,,Melochia pilosa (Mill.) Fawc. & Rendle,TRUE,Melochia pilosa (Mill.) Fawc. & Rendle,TRUE,,Melochia pilosa,2,1
Cybianthus spicatus (Kunth) G. Agostini,TRUE,Cybianthus spicatus (Kunth) G. Agostini,TRUE,,Cybianthus spicatus (Kunth) G. Agostini,TRUE,Cybianthus spicatus (Kunth) G. Agostini,TRUE,,Cybianthus spicatus,2,1
Humiriastrum excelsum (Ducke) Cuatrec.,TRUE,Humiriastrum excelsum (Ducke) Cuatrec.,TRUE,,Humiriastrum excelsum (Ducke) Cuatrec.,TRUE,Humiriastrum excelsum (Ducke) Cuatrec.,TRUE,,Humiriastrum excelsum,2,1
Delonix,TRUE,Delonix,TRUE,,Delonix,TRUE,Delonix,TRUE,,Delonix,1,1
Paepalanthus chiquitensis,TRUE,Paepalanthus chiquitensis,TRUE,,Paepalanthus chiquitensis,TRUE,Paepalanthus chiquitensis,TRUE,,Paepalanthus chiquitensis,2,1
Calathea cannoides,TRUE,Calathea cannoides,TRUE,,Calathea cannoides,TRUE,Calathea cannoides,TRUE,,Calathea cannoides,2,1
Sematophyllum subpinnatum,TRUE,Sematophyllum subpinnatum,TRUE,,Sematophyllum subpinnatum,TRUE,Sematophyllum subpinnatum,TRUE,,Sematophyllum subpinnatum,2,1
Crossomitrium patrisiae,TRUE,Crossomitrium patrisiae,TRUE,,Crossomitrium patrisiae,TRUE,Crossomitrium patrisiae,TRUE,,Crossomitrium patrisiae,2,1
Pecluma pecnatiformis,TRUE,Pecluma pecnatiformis,TRUE,,Pecluma pecnatiformis,TRUE,Pecluma pecnatiformis,TRUE,,Pecluma pecnatiformis,2,1
Mimosa distans,TRUE,Mimosa distans,TRUE,,Mimosa distans,TRUE,Mimosa distans,TRUE,,Mimosa distans,2,1
Camarea sericea,TRUE,Camarea sericea,TRUE,,Camarea sericea,TRUE,Camarea sericea,TRUE,,Camarea sericea,2,1
Senna tropica (Vell.) H.S.Irwin & Barneby,TRUE,Senna tropica (Vell.) H.S.Irwin & Barneby,TRUE,,Senna tropica (Vell.) H.S.Irwin & Barneby,TRUE,Senna tropica (Vell.) H.S.Irwin & Barneby,TRUE,,Senna tropica,2,1
Croton gracilipes,TRUE,Croton gracilipes,TRUE,,Croton gracilipes,TRUE,Croton gracilipes,TRUE,,Croton gracilipes,2,1
Eugenia splendens O.Berg,TRUE,Eugenia splendens O.Berg,TRUE,,Eugenia splendens O.Berg,TRUE,Eugenia splendens O.Berg,TRUE,,Eugenia splendens,2,1
Leonotis nepetifolia,TRUE,Leonotis nepetifolia,TRUE,,Leonotis nepetifolia,TRUE,Leonotis nepetifolia,TRUE,,Leonotis nepetifolia,2,1
Dyckia,TRUE,Dyckia,TRUE,,Dyckia,TRUE,Dyckia,TRUE,,Dyckia,1,1
Coffea,TRUE,Coffea,TRUE,,Coffea,TRUE,Coffea,TRUE,,Coffea,1,1
Euphorbia papillosa A.St.-Hil.,TRUE,Euphorbia papillosa A.St.-Hil.,TRUE,,Euphorbia papillosa A.St.-Hil.,TRUE,Euphorbia papillosa A.St.-Hil.,TRUE,,Euphorbia papillosa,2,1
Macromitrium sp.,TRUE,Macromitrium sp.,FALSE,species,Macromitrium,TRUE,Macromitrium,TRUE,,Macromitrium,1,1
Palicourea rigida,TRUE,Palicourea rigida,TRUE,,Palicourea rigida,TRUE,Palicourea rigida,TRUE,,Palicourea rigida,2,1
Smilax,TRUE,Smilax,TRUE,,Smilax,TRUE,Smilax,TRUE,,Smilax,1,1
Rhynchospora holoschoenoides,TRUE,Rhynchospora holoschoenoides,TRUE,,Rhynchospora holoschoenoides,TRUE,Rhynchospora holoschoenoides,TRUE,,Rhynchospora holoschoenoides,2,1
Leucaena leucocephala,TRUE,Leucaena leucocephala,TRUE,,Leucaena leucocephala,TRUE,Leucaena leucocephala,TRUE,,Leucaena leucocephala,2,1
Alcantarea turgida,TRUE,Alcantarea turgida,TRUE,,Alcantarea turgida,TRUE,Alcantarea turgida,TRUE,,Alcantarea turgida,2,1
Erythroxylum,TRUE,Erythroxylum,TRUE,,Erythroxylum,TRUE,Erythroxylum,TRUE,,Erythroxylum,1,1
Copaifera multijuga Hayne,TRUE,Copaifera multijuga Hayne,TRUE,,Copaifera multijuga Hayne,TRUE,Copaifera multijuga Hayne,TRUE,,Copaifera multijuga,2,1
Mimosa gemmulata,TRUE,Mimosa gemmulata,TRUE,,Mimosa gemmulata,TRUE,Mimosa gemmulata,TRUE,,Mimosa gemmulata,2,1
Richardia brasiliensis,TRUE,Richardia brasiliensis,TRUE,,Richardia brasiliensis,TRUE,Richardia brasiliensis,TRUE,,Richardia brasiliensis,2,1
Utricularia neottioides A. St.-Hil. & Girard,TRUE,Utricularia neottioides A. St.-Hil. & Girard,TRUE,,Utricularia neottioides A. St.-Hil. & Girard,TRUE,Utricularia neottioides A. St.-Hil. & Girard,TRUE,,Utricularia neottioides,2,1
Riencourtia tenuifolia,TRUE,Riencourtia tenuifolia,TRUE,,Riencourtia tenuifolia,TRUE,Riencourtia tenuifolia,TRUE,,Riencourtia tenuifolia,2,1
Baccharis crispa,TRUE,Baccharis crispa,TRUE,,Baccharis crispa,TRUE,Baccharis crispa,TRUE,,Baccharis crispa,2,1
Pouteria gardneri,TRUE,Pouteria gardneri,TRUE,,Pouteria gardneri,TRUE,Pouteria gardneri,TRUE,,Pouteria gardneri,2,1
Senna sp.,TRUE,Senna sp.,FALSE,species,Senna,TRUE,Senna,TRUE,,Senna,1,1
Bowdichia,TRUE,Bowdichia,TRUE,,Bowdichia,TRUE,Bowdichia,TRUE,,Bowdichia,1,1
Cnidoscolus pubescens,TRUE,Cnidoscolus pubescens,TRUE,,Cnidoscolus pubescens,TRUE,Cnidoscolus pubescens,TRUE,,Cnidoscolus pubescens,2,1
Metzgeria decipiens,TRUE,Metzgeria decipiens,TRUE,,Metzgeria decipiens,TRUE,Metzgeria decipiens,TRUE,,Metzgeria decipiens,2,1
Guatteria australis,TRUE,Guatteria australis,TRUE,,Guatteria australis,TRUE,Guatteria australis,TRUE,,Guatteria australis,2,1
Thelypteris sp.,TRUE,Thelypteris sp.,FALSE,species,Thelypteris,TRUE,Thelypteris,TRUE,,Thelypteris,1,1
Scleria cyperina,TRUE,Scleria cyperina,TRUE,,Scleria cyperina,TRUE,Scleria cyperina,TRUE,,Scleria cyperina,2,1
Steirachne diandra,TRUE,Steirachne diandra,TRUE,,Steirachne diandra,TRUE,Steirachne diandra,TRUE,,Steirachne diandra,2,1
Chamaecrista machaeriifolia,TRUE,Chamaecrista machaeriifolia,TRUE,,Chamaecrista machaeriifolia,TRUE,Chamaecrista machaeriifolia,TRUE,,Chamaecrista machaeriifolia,2,1
Chamaecrista blanchetii,TRUE,Chamaecrista blanchetii,TRUE,,Chamaecrista blanchetii,TRUE,Chamaecrista blanchetii,TRUE,,Chamaecrista blanchetii,2,1
Swartzia,TRUE,Swartzia,TRUE,,Swartzia,TRUE,Swartzia,TRUE,,Swartzia,1,1
Banisteriopsis argyrophylla (A.Juss.) B.Gates,TRUE,Banisteriopsis argyrophylla (A.Juss.) B.Gates,TRUE,,Banisteriopsis argyrophylla (A.Juss.) B.Gates,TRUE,Banisteriopsis argyrophylla (A.Juss.) B.Gates,TRUE,,Banisteriopsis argyrophylla,2,1
Eriotheca pentaphylla (Vell. & K.Schum.) A.Robyns,TRUE,Eriotheca pentaphylla (Vell. & K.Schum.) A.Robyns,TRUE,,Eriotheca pentaphylla (Vell. & K.Schum.) A.Robyns,TRUE,Eriotheca pentaphylla (Vell. & K.Schum.) A.Robyns,TRUE,,Eriotheca pentaphylla,2,1
Manettia cordifolia,TRUE,Manettia cordifolia,TRUE,,Manettia cordifolia,TRUE,Manettia cordifolia,TRUE,,Manettia cordifolia,2,1
Schiffneriolejeunea polycarpa,TRUE,Schiffneriolejeunea polycarpa,TRUE,,Schiffneriolejeunea polycarpa,TRUE,Schiffneriolejeunea polycarpa,TRUE,,Schiffneriolejeunea polycarpa,2,1
