scientificName,.family_names,clean_family_names,.uncer_terms,uncer_terms,clean_uncer_terms,.other_issues,clean_other_issues,.infraesp_names,infraesp_term,names_clean,cardinality,quality
Cleome viridiflora,TRUE,Cleome viridiflora,TRUE,,Cleome viridiflora,TRUE,Cleome viridiflora,TRUE,,Cleome viridiflora,2,1
Inga stenoptera,TRUE,Inga stenoptera,TRUE,,Inga stenoptera,TRUE,Inga stenoptera,TRUE,,Inga stenoptera,2,1
Hedyosmum brasiliense,TRUE,Hedyosmum brasiliense,TRUE,,Hedyosmum brasiliense,TRUE,Hedyosmum brasiliense,TRUE,,Hedyosmum brasiliense,2,1
Solanum swartzianum,TRUE,Solanum swartzianum,TRUE,,Solanum swartzianum,TRUE,Solanum swartzianum,TRUE,,Solanum swartzianum,2,1
Mimosa radula,TRUE,Mimosa radula,TRUE,,Mimosa radula,TRUE,Mimosa radula,TRUE,,Mimosa radula,2,1
Spathiphyllum neblinae,TRUE,Spathiphyllum neblinae,TRUE,,Spathiphyllum neblinae,TRUE,Spathiphyllum neblinae,TRUE,,Spathiphyllum neblinae,2,1
Guatteria megalophylla,TRUE,Guatteria megalophylla,TRUE,,Guatteria megalophylla,TRUE,Guatteria megalophylla,TRUE,,Guatteria megalophylla,2,1
Cuphea sessilifolia,TRUE,Cuphea sessilifolia,TRUE,,Cuphea sessilifolia,TRUE,Cuphea sessilifolia,TRUE,,Cuphea sessilifolia,2,1
Licania membranacea,TRUE,Licania membranacea,TRUE,,Licania membranacea,TRUE,Licania membranacea,TRUE,,Licania membranacea,2,1
Solidago chilensis,TRUE,Solidago chilensis,TRUE,,Solidago chilensis,TRUE,Solidago chilensis,TRUE,,Solidago chilensis,2,1
Alchornea discolor,TRUE,Alchornea discolor,TRUE,,Alchornea discolor,TRUE,Alchornea discolor,TRUE,,Alchornea discolor,2,1
Mimosa annularis,TRUE,Mimosa annularis,TRUE,,Mimosa annularis,TRUE,Mimosa annularis,TRUE,,Mimosa annularis,2,1
Calycolpus goetheanus,TRUE,Calycolpus goetheanus,TRUE,,Calycolpus goetheanus,TRUE,Calycolpus goetheanus,TRUE,,Calycolpus goetheanus,2,1
Palicourea rigida,TRUE,Palicourea rigida,TRUE,,Palicourea rigida,TRUE,Palicourea rigida,TRUE,,Palicourea rigida,2,1
Syngonium vellozianum,TRUE,Syngonium vellozianum,TRUE,,Syngonium vellozianum,TRUE,Syngonium vellozianum,TRUE,,Syngonium vellozianum,2,1
Tapirira obtusa,TRUE,Tapirira obtusa,TRUE,,Tapirira obtusa,TRUE,Tapirira obtusa,TRUE,,Tapirira obtusa,2,1
Cabralea canjerana,TRUE,Cabralea canjerana,TRUE,,Cabralea canjerana,TRUE,Cabralea canjerana,TRUE,,Cabralea canjerana,2,1
Voyria flavescens,TRUE,Voyria flavescens,TRUE,,Voyria flavescens,TRUE,Voyria flavescens,TRUE,,Voyria flavescens,2,1
Achyrocline alata,TRUE,Achyrocline alata,TRUE,,Achyrocline alata,TRUE,Achyrocline alata,TRUE,,Achyrocline alata,2,1
Lobelia hassleri,TRUE,Lobelia hassleri,TRUE,,Lobelia hassleri,TRUE,Lobelia hassleri,TRUE,,Lobelia hassleri,2,1
Emmotum nitens,TRUE,Emmotum nitens,TRUE,,Emmotum nitens,TRUE,Emmotum nitens,TRUE,,Emmotum nitens,2,1
Cordia nodosa,TRUE,Cordia nodosa,TRUE,,Cordia nodosa,TRUE,Cordia nodosa,TRUE,,Cordia nodosa,2,1
Neocalyptrocalyx longifolium,TRUE,Neocalyptrocalyx longifolium,TRUE,,Neocalyptrocalyx longifolium,TRUE,Neocalyptrocalyx longifolium,TRUE,,Neocalyptrocalyx longifolium,2,1
Byrsonima coccolobifolia,TRUE,Byrsonima coccolobifolia,TRUE,,Byrsonima coccolobifolia,TRUE,Byrsonima coccolobifolia,TRUE,,Byrsonima coccolobifolia,2,1
Matayba opaca,TRUE,Matayba opaca,TRUE,,Matayba opaca,TRUE,Matayba opaca,TRUE,,Matayba opaca,2,1
Andira fraxinifolia,TRUE,Andira fraxinifolia,TRUE,,Andira fraxinifolia,TRUE,Andira fraxinifolia,TRUE,,Andira fraxinifolia,2,1
Piptocarpha axillaris,TRUE,Piptocarpha axillaris,TRUE,,Piptocarpha axillaris,TRUE,Piptocarpha axillaris,TRUE,,Piptocarpha axillaris,2,1
Bertolonia mosenii,TRUE,Bertolonia mosenii,TRUE,,Bertolonia mosenii,TRUE,Bertolonia mosenii,TRUE,,Bertolonia mosenii,2,1
Calyptranthes dardanoi,TRUE,Calyptranthes dardanoi,TRUE,,Calyptranthes dardanoi,TRUE,Calyptranthes dardanoi,TRUE,,Calyptranthes dardanoi,2,1
Jacaranda puberula,TRUE,Jacaranda puberula,TRUE,,Jacaranda puberula,TRUE,Jacaranda puberula,TRUE,,Jacaranda puberula,2,1
Licaria rodriguesii,TRUE,Licaria rodriguesii,TRUE,,Licaria rodriguesii,TRUE,Licaria rodriguesii,TRUE,,Licaria rodriguesii,2,1
Streptochaeta spicata,TRUE,Streptochaeta spicata,TRUE,,Streptochaeta spicata,TRUE,Streptochaeta spicata,TRUE,,Streptochaeta spicata,2,1
Tibouchina saxicola,TRUE,Tibouchina saxicola,TRUE,,Tibouchina saxicola,TRUE,Tibouchina saxicola,TRUE,,Tibouchina saxicola,2,1
Emmotum nitens,TRUE,Emmotum nitens,TRUE,,Emmotum nitens,TRUE,Emmotum nitens,TRUE,,Emmotum nitens,2,1
Galphimia brasiliensis,TRUE,Galphimia brasiliensis,TRUE,,Galphimia brasiliensis,TRUE,Galphimia brasiliensis,TRUE,,Galphimia brasiliensis,2,1
Davilla elliptica,TRUE,Davilla elliptica,TRUE,,Davilla elliptica,TRUE,Davilla elliptica,TRUE,,Davilla elliptica,2,1
Zelometeorium patulum,TRUE,Zelometeorium patulum,TRUE,,Zelometeorium patulum,TRUE,Zelometeorium patulum,TRUE,,Zelometeorium patulum,2,1
Pseuderanthemum congestum,TRUE,Pseuderanthemum congestum,TRUE,,Pseuderanthemum congestum,TRUE,Pseuderanthemum congestum,TRUE,,Pseuderanthemum congestum,2,1
Cissampelos andromorpha,TRUE,Cissampelos andromorpha,TRUE,,Cissampelos andromorpha,TRUE,Cissampelos andromorpha,TRUE,,Cissampelos andromorpha,2,1
Hydrolea spinosa,TRUE,Hydrolea spinosa,TRUE,,Hydrolea spinosa,TRUE,Hydrolea spinosa,TRUE,,Hydrolea spinosa,2,1
Solanum campaniforme,TRUE,Solanum campaniforme,TRUE,,Solanum campaniforme,TRUE,Solanum campaniforme,TRUE,,Solanum campaniforme,2,1
Orthosia congesta,TRUE,Orthosia congesta,TRUE,,Orthosia congesta,TRUE,Orthosia congesta,TRUE,,Orthosia congesta,2,1
Moldenhawera polysperma,TRUE,Moldenhawera polysperma,TRUE,,Moldenhawera polysperma,TRUE,Moldenhawera polysperma,TRUE,,Moldenhawera polysperma,2,1
Paspalum guttatum,TRUE,Paspalum guttatum,TRUE,,Paspalum guttatum,TRUE,Paspalum guttatum,TRUE,,Paspalum guttatum,2,1
Cupania oblongifolia,TRUE,Cupania oblongifolia,TRUE,,Cupania oblongifolia,TRUE,Cupania oblongifolia,TRUE,,Cupania oblongifolia,2,1
Kyllinga pumila,TRUE,Kyllinga pumila,TRUE,,Kyllinga pumila,TRUE,Kyllinga pumila,TRUE,,Kyllinga pumila,2,1
Stylosanthes guianensis,TRUE,Stylosanthes guianensis,TRUE,,Stylosanthes guianensis,TRUE,Stylosanthes guianensis,TRUE,,Stylosanthes guianensis,2,1
Tournefortia bicolor,TRUE,Tournefortia bicolor,TRUE,,Tournefortia bicolor,TRUE,Tournefortia bicolor,TRUE,,Tournefortia bicolor,2,1
Declieuxia fruticosa,TRUE,Declieuxia fruticosa,TRUE,,Declieuxia fruticosa,TRUE,Declieuxia fruticosa,TRUE,,Declieuxia fruticosa,2,1
Mikania cordifolia,TRUE,Mikania cordifolia,TRUE,,Mikania cordifolia,TRUE,Mikania cordifolia,TRUE,,Mikania cordifolia,2,1
Tetrapterys microphylla,TRUE,Tetrapterys microphylla,TRUE,,Tetrapterys microphylla,TRUE,Tetrapterys microphylla,TRUE,,Tetrapterys microphylla,2,1
Anemia dentata,TRUE,Anemia dentata,TRUE,,Anemia dentata,TRUE,Anemia dentata,TRUE,,Anemia dentata,2,1
Setaria fiebrigii,TRUE,Setaria fiebrigii,TRUE,,Setaria fiebrigii,TRUE,Setaria fiebrigii,TRUE,,Setaria fiebrigii,2,1
Evolvulus barbatus,TRUE,Evolvulus barbatus,TRUE,,Evolvulus barbatus,TRUE,Evolvulus barbatus,TRUE,,Evolvulus barbatus,2,1
Miconia kavanayensis,TRUE,Miconia kavanayensis,TRUE,,Miconia kavanayensis,TRUE,Miconia kavanayensis,TRUE,,Miconia kavanayensis,2,1
Piper umbellatum,TRUE,Piper umbellatum,TRUE,,Piper umbellatum,TRUE,Piper umbellatum,TRUE,,Piper umbellatum,2,1
Licania heteromorpha,TRUE,Licania heteromorpha,TRUE,,Licania heteromorpha,TRUE,Licania heteromorpha,TRUE,,Licania heteromorpha,2,1
Solanum campaniforme,TRUE,Solanum campaniforme,TRUE,,Solanum campaniforme,TRUE,Solanum campaniforme,TRUE,,Solanum campaniforme,2,1
Ipomoea asarifolia,TRUE,Ipomoea asarifolia,TRUE,,Ipomoea asarifolia,TRUE,Ipomoea asarifolia,TRUE,,Ipomoea asarifolia,2,1
Abarema filamentosa,TRUE,Abarema filamentosa,TRUE,,Abarema filamentosa,TRUE,Abarema filamentosa,TRUE,,Abarema filamentosa,2,1
Calyptranthes strigipes,TRUE,Calyptranthes strigipes,TRUE,,Calyptranthes strigipes,TRUE,Calyptranthes strigipes,TRUE,,Calyptranthes strigipes,2,1
Crotalaria holosericea,TRUE,Crotalaria holosericea,TRUE,,Crotalaria holosericea,TRUE,Crotalaria holosericea,TRUE,,Crotalaria holosericea,2,1
Sebastiania commersoniana,TRUE,Sebastiania commersoniana,TRUE,,Sebastiania commersoniana,TRUE,Sebastiania commersoniana,TRUE,,Sebastiania commersoniana,2,1
Sebastiania serrata,TRUE,Sebastiania serrata,TRUE,,Sebastiania serrata,TRUE,Sebastiania serrata,TRUE,,Sebastiania serrata,2,1
Coussarea platyphylla,TRUE,Coussarea platyphylla,TRUE,,Coussarea platyphylla,TRUE,Coussarea platyphylla,TRUE,,Coussarea platyphylla,2,1
Guatteria tomentosa,TRUE,Guatteria tomentosa,TRUE,,Guatteria tomentosa,TRUE,Guatteria tomentosa,TRUE,,Guatteria tomentosa,2,1
Diandrolyra tatianae,TRUE,Diandrolyra tatianae,TRUE,,Diandrolyra tatianae,TRUE,Diandrolyra tatianae,TRUE,,Diandrolyra tatianae,2,1
Monotagma plurispicatum,TRUE,Monotagma plurispicatum,TRUE,,Monotagma plurispicatum,TRUE,Monotagma plurispicatum,TRUE,,Monotagma plurispicatum,2,1
Turnera sidoides,TRUE,Turnera sidoides,TRUE,,Turnera sidoides,TRUE,Turnera sidoides,TRUE,,Turnera sidoides,2,1
Everardia montana,TRUE,Everardia montana,TRUE,,Everardia montana,TRUE,Everardia montana,TRUE,,Everardia montana,2,1
Siparuna decipiens,TRUE,Siparuna decipiens,TRUE,,Siparuna decipiens,TRUE,Siparuna decipiens,TRUE,,Siparuna decipiens,2,1
Pera glabrata,TRUE,Pera glabrata,TRUE,,Pera glabrata,TRUE,Pera glabrata,TRUE,,Pera glabrata,2,1
Senegalia loretensis,TRUE,Senegalia loretensis,TRUE,,Senegalia loretensis,TRUE,Senegalia loretensis,TRUE,,Senegalia loretensis,2,1
Ipomoea setosa,TRUE,Ipomoea setosa,TRUE,,Ipomoea setosa,TRUE,Ipomoea setosa,TRUE,,Ipomoea setosa,2,1
Pagamea coriacea,TRUE,Pagamea coriacea,TRUE,,Pagamea coriacea,TRUE,Pagamea coriacea,TRUE,,Pagamea coriacea,2,1
Cupania vernalis,TRUE,Cupania vernalis,TRUE,,Cupania vernalis,TRUE,Cupania vernalis,TRUE,,Cupania vernalis,2,1
Chionanthus trichotomus,TRUE,Chionanthus trichotomus,TRUE,,Chionanthus trichotomus,TRUE,Chionanthus trichotomus,TRUE,,Chionanthus trichotomus,2,1
Adiscanthus fusciflorus,TRUE,Adiscanthus fusciflorus,TRUE,,Adiscanthus fusciflorus,TRUE,Adiscanthus fusciflorus,TRUE,,Adiscanthus fusciflorus,2,1
Licania octandra,TRUE,Licania octandra,TRUE,,Licania octandra,TRUE,Licania octandra,TRUE,,Licania octandra,2,1
Bulbostylis sphaerocephala,TRUE,Bulbostylis sphaerocephala,TRUE,,Bulbostylis sphaerocephala,TRUE,Bulbostylis sphaerocephala,TRUE,,Bulbostylis sphaerocephala,2,1
Miconia kriegeriana,TRUE,Miconia kriegeriana,TRUE,,Miconia kriegeriana,TRUE,Miconia kriegeriana,TRUE,,Miconia kriegeriana,2,1
Oldenlandia filicaulis,TRUE,Oldenlandia filicaulis,TRUE,,Oldenlandia filicaulis,TRUE,Oldenlandia filicaulis,TRUE,,Oldenlandia filicaulis,2,1
Myrcia splendens,TRUE,Myrcia splendens,TRUE,,Myrcia splendens,TRUE,Myrcia splendens,TRUE,,Myrcia splendens,2,1
Combretum mellifluum,TRUE,Combretum mellifluum,TRUE,,Combretum mellifluum,TRUE,Combretum mellifluum,TRUE,,Combretum mellifluum,2,1
Ilex paraguariensis,TRUE,Ilex paraguariensis,TRUE,,Ilex paraguariensis,TRUE,Ilex paraguariensis,TRUE,,Ilex paraguariensis,2,1
Myrcia pubiflora,TRUE,Myrcia pubiflora,TRUE,,Myrcia pubiflora,TRUE,Myrcia pubiflora,TRUE,,Myrcia pubiflora,2,1
Digitaria gardneri,TRUE,Digitaria gardneri,TRUE,,Digitaria gardneri,TRUE,Digitaria gardneri,TRUE,,Digitaria gardneri,2,1
Chamaecrista pohliana,TRUE,Chamaecrista pohliana,TRUE,,Chamaecrista pohliana,TRUE,Chamaecrista pohliana,TRUE,,Chamaecrista pohliana,2,1
Salpichlaena volubilis,TRUE,Salpichlaena volubilis,TRUE,,Salpichlaena volubilis,TRUE,Salpichlaena volubilis,TRUE,,Salpichlaena volubilis,2,1
Crepidospermum atlanticum,TRUE,Crepidospermum atlanticum,TRUE,,Crepidospermum atlanticum,TRUE,Crepidospermum atlanticum,TRUE,,Crepidospermum atlanticum,2,1
Coccocypselum lanceolatum,TRUE,Coccocypselum lanceolatum,TRUE,,Coccocypselum lanceolatum,TRUE,Coccocypselum lanceolatum,TRUE,,Coccocypselum lanceolatum,2,1
Tibouchina cerastifolia,TRUE,Tibouchina cerastifolia,TRUE,,Tibouchina cerastifolia,TRUE,Tibouchina cerastifolia,TRUE,,Tibouchina cerastifolia,2,1
Tibouchinopsis glutinosa,TRUE,Tibouchinopsis glutinosa,TRUE,,Tibouchinopsis glutinosa,TRUE,Tibouchinopsis glutinosa,TRUE,,Tibouchinopsis glutinosa,2,1
Pfaffia denudata,TRUE,Pfaffia denudata,TRUE,,Pfaffia denudata,TRUE,Pfaffia denudata,TRUE,,Pfaffia denudata,2,1
Agalinis communis,TRUE,Agalinis communis,TRUE,,Agalinis communis,TRUE,Agalinis communis,TRUE,,Agalinis communis,2,1
Strychnos peckii,TRUE,Strychnos peckii,TRUE,,Strychnos peckii,TRUE,Strychnos peckii,TRUE,,Strychnos peckii,2,1
Cambessedesia espora,TRUE,Cambessedesia espora,TRUE,,Cambessedesia espora,TRUE,Cambessedesia espora,TRUE,,Cambessedesia espora,2,1
Macrolobium gracile,TRUE,Macrolobium gracile,TRUE,,Macrolobium gracile,TRUE,Macrolobium gracile,TRUE,,Macrolobium gracile,2,1
Mimosa foliolosa,TRUE,Mimosa foliolosa,TRUE,,Mimosa foliolosa,TRUE,Mimosa foliolosa,TRUE,,Mimosa foliolosa,2,1
Agalinis glandulosa,TRUE,Agalinis glandulosa,TRUE,,Agalinis glandulosa,TRUE,Agalinis glandulosa,TRUE,,Agalinis glandulosa,2,1
Andira fraxinifolia,TRUE,Andira fraxinifolia,TRUE,,Andira fraxinifolia,TRUE,Andira fraxinifolia,TRUE,,Andira fraxinifolia,2,1
Leptolobium elegans,TRUE,Leptolobium elegans,TRUE,,Leptolobium elegans,TRUE,Leptolobium elegans,TRUE,,Leptolobium elegans,2,1
Leptolejeunea elliptica,TRUE,Leptolejeunea elliptica,TRUE,,Leptolejeunea elliptica,TRUE,Leptolejeunea elliptica,TRUE,,Leptolejeunea elliptica,2,1
Deianira erubescens,TRUE,Deianira erubescens,TRUE,,Deianira erubescens,TRUE,Deianira erubescens,TRUE,,Deianira erubescens,2,1
Myrcia undulata,TRUE,Myrcia undulata,TRUE,,Myrcia undulata,TRUE,Myrcia undulata,TRUE,,Myrcia undulata,2,1
Ocotea cernua,TRUE,Ocotea cernua,TRUE,,Ocotea cernua,TRUE,Ocotea cernua,TRUE,,Ocotea cernua,2,1
Solanum corymbiflorum,TRUE,Solanum corymbiflorum,TRUE,,Solanum corymbiflorum,TRUE,Solanum corymbiflorum,TRUE,,Solanum corymbiflorum,2,1
Eleocharis mutata,TRUE,Eleocharis mutata,TRUE,,Eleocharis mutata,TRUE,Eleocharis mutata,TRUE,,Eleocharis mutata,2,1
Enterolobium timbouva,TRUE,Enterolobium timbouva,TRUE,,Enterolobium timbouva,TRUE,Enterolobium timbouva,TRUE,,Enterolobium timbouva,2,1
Solanum paniculatum,TRUE,Solanum paniculatum,TRUE,,Solanum paniculatum,TRUE,Solanum paniculatum,TRUE,,Solanum paniculatum,2,1
Prockia crucis,TRUE,Prockia crucis,TRUE,,Prockia crucis,TRUE,Prockia crucis,TRUE,,Prockia crucis,2,1
Aspidosperma cylindrocarpon,TRUE,Aspidosperma cylindrocarpon,TRUE,,Aspidosperma cylindrocarpon,TRUE,Aspidosperma cylindrocarpon,TRUE,,Aspidosperma cylindrocarpon,2,1
Chrysophyllum prieurii,TRUE,Chrysophyllum prieurii,TRUE,,Chrysophyllum prieurii,TRUE,Chrysophyllum prieurii,TRUE,,Chrysophyllum prieurii,2,1
Swartzia alagoensis,TRUE,Swartzia alagoensis,TRUE,,Swartzia alagoensis,TRUE,Swartzia alagoensis,TRUE,,Swartzia alagoensis,2,1
Myrceugenia myrcioides,TRUE,Myrceugenia myrcioides,TRUE,,Myrceugenia myrcioides,TRUE,Myrceugenia myrcioides,TRUE,,Myrceugenia myrcioides,2,1
Trigonia spruceana,TRUE,Trigonia spruceana,TRUE,,Trigonia spruceana,TRUE,Trigonia spruceana,TRUE,,Trigonia spruceana,2,1
Rinorea macrocarpa,TRUE,Rinorea macrocarpa,TRUE,,Rinorea macrocarpa,TRUE,Rinorea macrocarpa,TRUE,,Rinorea macrocarpa,2,1
Leandra reversa,TRUE,Leandra reversa,TRUE,,Leandra reversa,TRUE,Leandra reversa,TRUE,,Leandra reversa,2,1
Campomanesia eugenioides,TRUE,Campomanesia eugenioides,TRUE,,Campomanesia eugenioides,TRUE,Campomanesia eugenioides,TRUE,,Campomanesia eugenioides,2,1
Croton radlkoferi,TRUE,Croton radlkoferi,TRUE,,Croton radlkoferi,TRUE,Croton radlkoferi,TRUE,,Croton radlkoferi,2,1
Miconia cinnamomifolia,TRUE,Miconia cinnamomifolia,TRUE,,Miconia cinnamomifolia,TRUE,Miconia cinnamomifolia,TRUE,,Miconia cinnamomifolia,2,1
Conchocarpus ucayalinus,TRUE,Conchocarpus ucayalinus,TRUE,,Conchocarpus ucayalinus,TRUE,Conchocarpus ucayalinus,TRUE,,Conchocarpus ucayalinus,2,1
Zoopsidella integrifolia,TRUE,Zoopsidella integrifolia,TRUE,,Zoopsidella integrifolia,TRUE,Zoopsidella integrifolia,TRUE,,Zoopsidella integrifolia,2,1
Begonia grisea,TRUE,Begonia grisea,TRUE,,Begonia grisea,TRUE,Begonia grisea,TRUE,,Begonia grisea,2,1
Moquinia racemosa,TRUE,Moquinia racemosa,TRUE,,Moquinia racemosa,TRUE,Moquinia racemosa,TRUE,,Moquinia racemosa,2,1
Valeriana scandens,TRUE,Valeriana scandens,TRUE,,Valeriana scandens,TRUE,Valeriana scandens,TRUE,,Valeriana scandens,2,1
Polygala longicaulis,TRUE,Polygala longicaulis,TRUE,,Polygala longicaulis,TRUE,Polygala longicaulis,TRUE,,Polygala longicaulis,2,1
Desmoncus orthacanthos,TRUE,Desmoncus orthacanthos,TRUE,,Desmoncus orthacanthos,TRUE,Desmoncus orthacanthos,TRUE,,Desmoncus orthacanthos,2,1
Zanthoxylum rhoifolium,TRUE,Zanthoxylum rhoifolium,TRUE,,Zanthoxylum rhoifolium,TRUE,Zanthoxylum rhoifolium,TRUE,,Zanthoxylum rhoifolium,2,1
Alternanthera brasiliana,TRUE,Alternanthera brasiliana,TRUE,,Alternanthera brasiliana,TRUE,Alternanthera brasiliana,TRUE,,Alternanthera brasiliana,2,1
Galactia striata,TRUE,Galactia striata,TRUE,,Galactia striata,TRUE,Galactia striata,TRUE,,Galactia striata,2,1
Sabicea grisea,TRUE,Sabicea grisea,TRUE,,Sabicea grisea,TRUE,Sabicea grisea,TRUE,,Sabicea grisea,2,1
Cuphea thymoides,TRUE,Cuphea thymoides,TRUE,,Cuphea thymoides,TRUE,Cuphea thymoides,TRUE,,Cuphea thymoides,2,1
Helicteres brevispira,TRUE,Helicteres brevispira,TRUE,,Helicteres brevispira,TRUE,Helicteres brevispira,TRUE,,Helicteres brevispira,2,1
Leandra acutiflora,TRUE,Leandra acutiflora,TRUE,,Leandra acutiflora,TRUE,Leandra acutiflora,TRUE,,Leandra acutiflora,2,1
Baccharis erioclada,TRUE,Baccharis erioclada,TRUE,,Baccharis erioclada,TRUE,Baccharis erioclada,TRUE,,Baccharis erioclada,2,1
Diplotropis incexis,TRUE,Diplotropis incexis,TRUE,,Diplotropis incexis,TRUE,Diplotropis incexis,TRUE,,Diplotropis incexis,2,1
Clethra scabra,TRUE,Clethra scabra,TRUE,,Clethra scabra,TRUE,Clethra scabra,TRUE,,Clethra scabra,2,1
Coccocypselum lanceolatum,TRUE,Coccocypselum lanceolatum,TRUE,,Coccocypselum lanceolatum,TRUE,Coccocypselum lanceolatum,TRUE,,Coccocypselum lanceolatum,2,1
Eriosema crinitum,TRUE,Eriosema crinitum,TRUE,,Eriosema crinitum,TRUE,Eriosema crinitum,TRUE,,Eriosema crinitum,2,1
Tapura guianensis,TRUE,Tapura guianensis,TRUE,,Tapura guianensis,TRUE,Tapura guianensis,TRUE,,Tapura guianensis,2,1
Fissidens amoenus,TRUE,Fissidens amoenus,TRUE,,Fissidens amoenus,TRUE,Fissidens amoenus,TRUE,,Fissidens amoenus,2,1
Senna silvestris,TRUE,Senna silvestris,TRUE,,Senna silvestris,TRUE,Senna silvestris,TRUE,,Senna silvestris,2,1
Myrcia spectabilis,TRUE,Myrcia spectabilis,TRUE,,Myrcia spectabilis,TRUE,Myrcia spectabilis,TRUE,,Myrcia spectabilis,2,1
Aspidosperma macrocarpon,TRUE,Aspidosperma macrocarpon,TRUE,,Aspidosperma macrocarpon,TRUE,Aspidosperma macrocarpon,TRUE,,Aspidosperma macrocarpon,2,1
Averrhoidium gardnerianum,TRUE,Averrhoidium gardnerianum,TRUE,,Averrhoidium gardnerianum,TRUE,Averrhoidium gardnerianum,TRUE,,Averrhoidium gardnerianum,2,1
Merremia macrocalyx,TRUE,Merremia macrocalyx,TRUE,,Merremia macrocalyx,TRUE,Merremia macrocalyx,TRUE,,Merremia macrocalyx,2,1
Siparuna cervicornis,TRUE,Siparuna cervicornis,TRUE,,Siparuna cervicornis,TRUE,Siparuna cervicornis,TRUE,,Siparuna cervicornis,2,1
Myrcia inaequiloba,TRUE,Myrcia inaequiloba,TRUE,,Myrcia inaequiloba,TRUE,Myrcia inaequiloba,TRUE,,Myrcia inaequiloba,2,1
Genipa americana,TRUE,Genipa americana,TRUE,,Genipa americana,TRUE,Genipa americana,TRUE,,Genipa americana,2,1
Dorstenia turnerifolia,TRUE,Dorstenia turnerifolia,TRUE,,Dorstenia turnerifolia,TRUE,Dorstenia turnerifolia,TRUE,,Dorstenia turnerifolia,2,1
Trema micrantha,TRUE,Trema micrantha,TRUE,,Trema micrantha,TRUE,Trema micrantha,TRUE,,Trema micrantha,2,1
Swartzia recurva,TRUE,Swartzia recurva,TRUE,,Swartzia recurva,TRUE,Swartzia recurva,TRUE,,Swartzia recurva,2,1
Aristolochia cymbifera,TRUE,Aristolochia cymbifera,TRUE,,Aristolochia cymbifera,TRUE,Aristolochia cymbifera,TRUE,,Aristolochia cymbifera,2,1
Eleocharis geniculata,TRUE,Eleocharis geniculata,TRUE,,Eleocharis geniculata,TRUE,Eleocharis geniculata,TRUE,,Eleocharis geniculata,2,1
Croton glutinosus,TRUE,Croton glutinosus,TRUE,,Croton glutinosus,TRUE,Croton glutinosus,TRUE,,Croton glutinosus,2,1
Ferdinandusa edmundoi,TRUE,Ferdinandusa edmundoi,TRUE,,Ferdinandusa edmundoi,TRUE,Ferdinandusa edmundoi,TRUE,,Ferdinandusa edmundoi,2,1
Campomanesia pubescens,TRUE,Campomanesia pubescens,TRUE,,Campomanesia pubescens,TRUE,Campomanesia pubescens,TRUE,,Campomanesia pubescens,2,1
Chiococca alba,TRUE,Chiococca alba,TRUE,,Chiococca alba,TRUE,Chiococca alba,TRUE,,Chiococca alba,2,1
Lessingianthus grandiflorus,TRUE,Lessingianthus grandiflorus,TRUE,,Lessingianthus grandiflorus,TRUE,Lessingianthus grandiflorus,TRUE,,Lessingianthus grandiflorus,2,1
Solanum alternatopinnatum,TRUE,Solanum alternatopinnatum,TRUE,,Solanum alternatopinnatum,TRUE,Solanum alternatopinnatum,TRUE,,Solanum alternatopinnatum,2,1
Aspilia reflexa,TRUE,Aspilia reflexa,TRUE,,Aspilia reflexa,TRUE,Aspilia reflexa,TRUE,,Aspilia reflexa,2,1
Alibertia edulis,TRUE,Alibertia edulis,TRUE,,Alibertia edulis,TRUE,Alibertia edulis,TRUE,,Alibertia edulis,2,1
Richterago hatschbachii,TRUE,Richterago hatschbachii,TRUE,,Richterago hatschbachii,TRUE,Richterago hatschbachii,TRUE,,Richterago hatschbachii,2,1
Sisyrinchium vaginatum,TRUE,Sisyrinchium vaginatum,TRUE,,Sisyrinchium vaginatum,TRUE,Sisyrinchium vaginatum,TRUE,,Sisyrinchium vaginatum,2,1
Entada polystachya,TRUE,Entada polystachya,TRUE,,Entada polystachya,TRUE,Entada polystachya,TRUE,,Entada polystachya,2,1
Gunnera manicata,TRUE,Gunnera manicata,TRUE,,Gunnera manicata,TRUE,Gunnera manicata,TRUE,,Gunnera manicata,2,1
Evolvulus elegans,TRUE,Evolvulus elegans,TRUE,,Evolvulus elegans,TRUE,Evolvulus elegans,TRUE,,Evolvulus elegans,2,1
Rumohra adiantiformis,TRUE,Rumohra adiantiformis,TRUE,,Rumohra adiantiformis,TRUE,Rumohra adiantiformis,TRUE,,Rumohra adiantiformis,2,1
Neojobertia candolleana,TRUE,Neojobertia candolleana,TRUE,,Neojobertia candolleana,TRUE,Neojobertia candolleana,TRUE,,Neojobertia candolleana,2,1
Pouzolzia formicaria,TRUE,Pouzolzia formicaria,TRUE,,Pouzolzia formicaria,TRUE,Pouzolzia formicaria,TRUE,,Pouzolzia formicaria,2,1
Passiflora vitifolia,TRUE,Passiflora vitifolia,TRUE,,Passiflora vitifolia,TRUE,Passiflora vitifolia,TRUE,,Passiflora vitifolia,2,1
Lueheopsis rosea,TRUE,Lueheopsis rosea,TRUE,,Lueheopsis rosea,TRUE,Lueheopsis rosea,TRUE,,Lueheopsis rosea,2,1
Pleopeltis hirsutissima,TRUE,Pleopeltis hirsutissima,TRUE,,Pleopeltis hirsutissima,TRUE,Pleopeltis hirsutissima,TRUE,,Pleopeltis hirsutissima,2,1
