input,sort,taxonID,scientificName,taxonRank,taxonomicStatus,acceptedNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,parentNameUsageID,originalNameUsageID,scientificNameAuthorship,vernacularName
GBIF:7602021,122,GBIF:7602021,Miconia tristis tristis,subspecies,accepted,GBIF:7602021,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,tristis,tristis,7601120,,,
GBIF:8802971,123,GBIF:8802971,Miconia tristis tristis,variety,accepted,GBIF:8802971,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,tristis,tristis,7601120,,,
GBIF:8249974,124,GBIF:8249974,Parkia,genus,accepted,GBIF:8249974,Animalia,Nematoda,Adenophorea,Araeolaimida,Plectidae,Parkia,,,2607,,"Yeates, 1967",
GBIF:2943936,125,GBIF:2943936,Parkia,genus,accepted,GBIF:2943936,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkia,,,5386,,R.Br.,
GBIF:2356953,126,GBIF:2356953,Lutjanus,genus,accepted,GBIF:2356953,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,,,8542,,"Bloch, 1790",フエダイ
GBIF:1520645,127,GBIF:1520645,Ormosia,genus,accepted,GBIF:1520645,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Ormosia,,,5580,,"Rondani, 1856",
GBIF:2960439,128,GBIF:2960439,Ormosia,genus,accepted,GBIF:2960439,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ormosia,,,5386,,Jacks.,
GBIF:7068544,129,GBIF:7068544,Mimosa aurivillus aurivillus,variety,accepted,GBIF:7068544,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,aurivillus,aurivillus,2969820,,,
GBIF:9048273,130,GBIF:9048273,Mimosa aurivillus aurivillus,subspecies,accepted,GBIF:9048273,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,aurivillus,aurivillus,2969820,,,
GBIF:2949948,131,GBIF:2949948,Chamaecrista desvauxii graminea,variety,accepted,GBIF:2949948,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,desvauxii,graminea,2949909,,H.S.Irwin & Barneby,
GBIF:8983116,132,GBIF:8983116,Chamaecrista desvauxii graminea,subspecies,accepted,GBIF:8983116,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,desvauxii,graminea,2949909,,Irwin & Barneby,
GBIF:8231591,133,GBIF:8231591,Ottonia,genus,accepted,GBIF:8231591,Animalia,Mollusca,Gastropoda,Stylommatophora,Athoracophoridae,Ottonia,,,9464,,"Simroth, 1920",
GBIF:7304815,134,GBIF:7304815,Ottonia,genus,accepted,GBIF:7304815,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Ottonia,,,6678,,Spreng.,
GBIF:4308004,135,GBIF:4308004,Heptacyclus,genus,accepted,GBIF:4308004,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Heptacyclus,,,3576,,"Vasileyev, 1939",ムチウオビル
GBIF:4406192,136,GBIF:4406192,Camerotrombidium,genus,accepted,GBIF:4406192,Animalia,Arthropoda,Arachnida,Prostigmata,Microtrombidiidae,Camerotrombidium,,,2814,,"Thor, 1936",
GBIF:2226620,137,GBIF:2226620,Pitho,genus,accepted,GBIF:2226620,Animalia,Arthropoda,Malacostraca,Decapoda,Mithracidae,Pitho,,,8150,,"Bell, 1836",
GBIF:7347188,138,GBIF:7347188,Syrrhopodon prolifer prolifer,subspecies,accepted,GBIF:7347188,Plantae,Bryophyta,Bryopsida,Pottiales,Calymperaceae,Syrrhopodon,prolifer,prolifer,2670298,,,
GBIF:8132959,139,GBIF:8132959,Syrrhopodon prolifer prolifer,variety,accepted,GBIF:8132959,Plantae,Bryophyta,Bryopsida,Pottiales,Calymperaceae,Syrrhopodon,prolifer,prolifer,2670298,,,
GBIF:8757636,140,GBIF:8757636,Mimosa pseudoradula detonsa,subspecies,accepted,GBIF:8757636,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,pseudoradula,detonsa,7266229,,Barneby,
GBIF:3796297,141,GBIF:3796297,Mimosa pseudoradula detonsa,variety,accepted,GBIF:3796297,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,pseudoradula,detonsa,7266229,,Barneby,
GBIF:10324804,142,GBIF:10324804,Humiria balsamifera balsamifera,subspecies,accepted,GBIF:10324804,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Humiriaceae,Humiria,balsamifera,balsamifera,8196855,,,
GBIF:7320164,143,GBIF:7320164,Humiria balsamifera balsamifera,form,accepted,GBIF:7320164,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Humiriaceae,Humiria,balsamifera,balsamifera,8196855,,,
GBIF:7320136,144,,,,,,,,,,,,,,,,,
GBIF:1214429,145,GBIF:1214429,Heteropsis,genus,accepted,GBIF:1214429,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heteropsis,,,7017,,"Westwood, 1850",
GBIF:2867803,146,GBIF:2867803,Heteropsis,genus,accepted,GBIF:2867803,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Heteropsis,,,6979,,Kunth,
GBIF:1967231,147,GBIF:1967231,Amygdaloptera,genus,accepted,GBIF:1967231,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Amygdaloptera,,,6950,,"Gumppenberg, 1887",
GBIF:6561682,148,GBIF:6561682,Crotalaria pallida obovata,subspecies,accepted,GBIF:6561682,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,pallida,obovata,8260433,,Aiton,黃野百合
GBIF:2942716,149,GBIF:2942716,Crotalaria pallida obovata,variety,accepted,GBIF:2942716,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,pallida,obovata,8260433,2942717,Polhill (G.Don),smooth rattlebox
GBIF:7278361,150,GBIF:7278361,Senna multijuga multijuga,variety,accepted,GBIF:7278361,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,multijuga,multijuga,2957158,,,leafy cassia
GBIF:7225424,151,GBIF:7225424,Senna multijuga multijuga,subspecies,accepted,GBIF:7225424,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,multijuga,multijuga,2957158,8266048,,
GBIF:7922306,152,GBIF:7922306,Eclipta,genus,accepted,GBIF:7922306,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Eclipta,,,5602,,"Bates, 1873",
GBIF:3086569,153,GBIF:3086569,Eclipta,genus,accepted,GBIF:3086569,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eclipta,,,3065,,L.,eclipta
GBIF:7268859,154,GBIF:7268859,Esenbeckia grandiflora grandiflora,subspecies,accepted,GBIF:7268859,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Esenbeckia,grandiflora,grandiflora,7268853,,,
GBIF:7268854,155,GBIF:7268854,Esenbeckia grandiflora grandiflora,variety,accepted,GBIF:7268854,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Esenbeckia,grandiflora,grandiflora,7268853,,,Yellow Gasparee
GBIF:3241546,156,GBIF:3241546,Erythrina,genus,accepted,GBIF:3241546,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Erythrina,,,5242,,"Blyth, 1852",
GBIF:2945830,157,GBIF:2945830,Erythrina,genus,accepted,GBIF:2945830,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Erythrina,,,5386,,L.,"coral-bean, coraltree"
GBIF:2953862,158,GBIF:2953862,Bauhinia forficata forficata,subspecies,accepted,GBIF:2953862,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,forficata,forficata,2953861,,,
GBIF:7278542,159,GBIF:7278542,Bauhinia forficata forficata,variety,accepted,GBIF:7278542,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,forficata,forficata,2953861,,,
GBIF:1520710,160,GBIF:1520710,Ormosia nobilis,species,accepted,GBIF:1520710,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Ormosia,nobilis,,1520645,,"Alexander, 1964",
GBIF:2960604,161,GBIF:2960604,Ormosia nobilis,species,accepted,GBIF:2960604,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ormosia,nobilis,,2960439,,Tul.,
GBIF:2015491,162,GBIF:2015491,Plinia,genus,accepted,GBIF:2015491,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Plinia,,,3764,,"Stål, 1866",
GBIF:3173680,163,GBIF:3173680,Plinia,genus,accepted,GBIF:3173680,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Plinia,,,5014,,L.,
GBIF:10149960,164,GBIF:10149960,Tryonia myriophylla,species,accepted,GBIF:10149960,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cochliopidae,Tryonia,myriophylla,,2299875,,,
GBIF:7355846,165,GBIF:7355846,Tryonia myriophylla,species,accepted,GBIF:7355846,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Tryonia,myriophylla,,7779718,,"Schuettp., J.Prado & A.T.Cochran (Sw.)",
GBIF:2958029,166,GBIF:2958029,Senna silvestris bifaria,subspecies,accepted,GBIF:2958029,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,silvestris,bifaria,2958026,,H.S.Irwin & Barneby,
GBIF:6376691,167,GBIF:6376691,Senna silvestris bifaria,variety,accepted,GBIF:6376691,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,silvestris,bifaria,2958026,,H.S.Irwin & Barneby,
GBIF:3221838,168,GBIF:3221838,Buchnera,genus,accepted,GBIF:3221838,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,,,4899,,"Munson, Baumann & Kinsey, 1991",aphid P-endosymbionts
GBIF:3172224,169,GBIF:3172224,Buchnera,genus,accepted,GBIF:3172224,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Buchnera,,,6651,,L.,bluehearts
GBIF:9042004,170,GBIF:9042004,Mimosa albolanata brasiliana,subspecies,accepted,GBIF:9042004,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,albolanata,brasiliana,2969808,,R.C.Barneby,
GBIF:3794748,171,GBIF:3794748,Mimosa albolanata brasiliana,variety,accepted,GBIF:3794748,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,albolanata,brasiliana,2969808,,Barneby,
GBIF:4051555,172,GBIF:4051555,Polygala harleyi intermedia,variety,accepted,GBIF:4051555,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,harleyi,intermedia,7293579,,M.C.M.Marques,
GBIF:9070126,173,GBIF:9070126,Polygala harleyi intermedia,subspecies,accepted,GBIF:9070126,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,harleyi,intermedia,7293579,,M.C.Marques,
GBIF:1810912,174,GBIF:1810912,Riccia,genus,accepted,GBIF:1810912,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Riccia,,,4548,,"Travassos, 1953",
GBIF:2688639,175,GBIF:2688639,Riccia,genus,accepted,GBIF:2688639,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia,,,2259,,L.,rosettmossor
GBIF:3248891,176,GBIF:3248891,Ceiba,genus,accepted,GBIF:3248891,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Ceiba,,,6761,,"Clark & Durham, 1946",
GBIF:3152218,177,GBIF:3152218,Ceiba,genus,accepted,GBIF:3152218,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Ceiba,,,6685,,Mill.,
GBIF:3265154,178,GBIF:3265154,Condalia,genus,accepted,GBIF:3265154,Animalia,Arthropoda,Insecta,Odonata,,Condalia,,,789,,"Whalley & Jarzembowski, 1985",
GBIF:3039287,179,GBIF:3039287,Condalia,genus,accepted,GBIF:3039287,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Condalia,,,2407,,Cav.,snakewood
GBIF:2906871,180,GBIF:2906871,Coccocypselum,genus,accepted,GBIF:2906871,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coccocypselum,,,8798,,P.Browne,
GBIF:3262232,181,GBIF:3262232,Arachis,genus,accepted,GBIF:3262232,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Arachis,,,7854,,"Raffray, 1890",
GBIF:2956684,182,GBIF:2956684,Arachis,genus,accepted,GBIF:2956684,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,,,5386,,L.,peanut
GBIF:3985149,183,GBIF:3985149,Banisteriopsis malifolia appressa,variety,accepted,GBIF:3985149,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Banisteriopsis,malifolia,appressa,7285536,,B.Gates,
GBIF:8832018,184,GBIF:8832018,Banisteriopsis malifolia appressa,subspecies,accepted,GBIF:8832018,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Banisteriopsis,malifolia,appressa,7285536,,B.Gates,
GBIF:3087526,185,GBIF:3087526,Trichospira verticillata,species,accepted,GBIF:3087526,Chromista,Ciliophora,Kinetofragminophora,Trichostomatida,Trichospiridae,Trichospira,verticillata,,8211018,,,
GBIF:10585474,186,GBIF:10585474,Trichospira verticillata,species,accepted,GBIF:10585474,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Trichospira,verticillata,,3087525,,S.F.Blake,
GBIF:8874935,187,GBIF:8874935,Hirtella racemosa racemosa,subspecies,accepted,GBIF:8874935,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Hirtella,racemosa,racemosa,2985122,,,
GBIF:7335166,188,GBIF:7335166,Hirtella racemosa racemosa,variety,accepted,GBIF:7335166,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Hirtella,racemosa,racemosa,2985122,,,
GBIF:7303719,189,GBIF:7303719,Turnera bahiensis bahiensis,variety,accepted,GBIF:7303719,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Turneraceae,Turnera,bahiensis,bahiensis,7303718,,,menino duro
GBIF:9117896,190,GBIF:9117896,Turnera bahiensis bahiensis,subspecies,accepted,GBIF:9117896,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Turneraceae,Turnera,bahiensis,bahiensis,7303718,,,
GBIF:7068492,191,GBIF:7068492,Hymenaea stigonocarpa stigonocarpa,variety,accepted,GBIF:7068492,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hymenaea,stigonocarpa,stigonocarpa,2950722,,,Jatobá-do-cerrado
GBIF:8867527,192,GBIF:8867527,Hymenaea stigonocarpa stigonocarpa,subspecies,accepted,GBIF:8867527,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hymenaea,stigonocarpa,stigonocarpa,2950722,,,
GBIF:3796085,193,GBIF:3796085,Mimosa claussenii corneiseta,variety,accepted,GBIF:3796085,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,claussenii,corneiseta,2969629,,Barneby,
GBIF:9115074,194,GBIF:9115074,Mimosa claussenii corneiseta,subspecies,accepted,GBIF:9115074,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,claussenii,corneiseta,2969629,,Barneby,
GBIF:1697074,195,GBIF:1697074,Maripa,genus,accepted,GBIF:1697074,Animalia,Arthropoda,Insecta,Orthoptera,Eumastacidae,Maripa,,,5934,,"Descamps & Amédégnato, 1970",
GBIF:3234444,196,GBIF:3234444,Maripa,genus,accepted,GBIF:3234444,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Maripa,,,2389,,Aubl.,
GBIF:1060232,197,GBIF:1060232,Diplotropis,genus,accepted,GBIF:1060232,Animalia,Arthropoda,Insecta,Coleoptera,Melolonthidae,Diplotropis,,,5593,,"Boheman, 1857",
GBIF:2960676,198,GBIF:2960676,Diplotropis,genus,accepted,GBIF:2960676,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Diplotropis,,,5386,,Benth.,
GBIF:3269713,199,GBIF:3269713,Vesicularia,genus,accepted,GBIF:3269713,Fungi,Ascomycota,,,,Vesicularia,,,95,,"I.Schmidt, 1974",
GBIF:7521361,200,GBIF:7521361,Vesicularia,genus,accepted,GBIF:7521361,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Vesicularia,,,8751,,Müll.Hal. (Müll.Hal.),
GBIF:1010250,201,GBIF:1010250,Vesicularia,genus,accepted,GBIF:1010250,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Vesicularia,,,6904,,"Thompson, 1830",
GBIF:3250940,202,,,,,,,,,,,,,,,,,
GBIF:7313408,203,GBIF:7313408,Passiflora foetida foetida,form,accepted,GBIF:7313408,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,foetida,foetida,2874211,,,
GBIF:7226067,204,GBIF:7226067,Passiflora foetida foetida,variety,accepted,GBIF:7226067,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,foetida,foetida,2874211,,,fetid passionflower
GBIF:7313418,205,GBIF:7313418,Passiflora foetida foetida,subspecies,accepted,GBIF:7313418,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,foetida,foetida,2874211,,,
GBIF:7326813,206,GBIF:7326813,Sauvagesia erecta erecta,variety,accepted,GBIF:7326813,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Ochnaceae,Sauvagesia,erecta,erecta,5421109,,,Yerba de San Martin
GBIF:7326816,207,GBIF:7326816,Sauvagesia erecta erecta,subspecies,accepted,GBIF:7326816,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Ochnaceae,Sauvagesia,erecta,erecta,5421109,,,
