scientificName,.uncer_terms,.infraesp_names,names_clean,quality
Callisthene minor Mart.,TRUE,TRUE,Callisthene minor,1
Combretum leprosum Mart.,TRUE,TRUE,Combretum leprosum,1
Pouteria gardneri (Mart. & Miq.) Baehni,TRUE,TRUE,Pouteria gardneri,1
Cordiera rigida (K.Schum.) Kuntze,TRUE,TRUE,Cordiera rigida,1
Miconia ligustroides (DC.) Naudin,TRUE,TRUE,Miconia ligustroides,1
Psidium guajava L.,TRUE,TRUE,Psidium guajava,1
Inga alba (Sw.) Willd.,TRUE,TRUE,Inga alba,1
Ouratea oliviformis (A.St.-Hil.) Engl.,TRUE,TRUE,Ouratea oliviformis,1
Cordia glabrata (Mart.) A.DC.,TRUE,TRUE,Cordia glabrata,1
Myrceugenia pilotantha (Kiaersk.) Landrum,TRUE,TRUE,Myrceugenia pilotantha,1
Cordia nodosa Lam.,TRUE,TRUE,Cordia nodosa,1
Jacaratia corumbensis Kuntze,TRUE,TRUE,Jacaratia corumbensis,1
Aspidosperma australe Müll.Arg.,TRUE,TRUE,Aspidosperma australe,3
Chrysophyllum marginatum (Hook. & Arn.) Radlk.,TRUE,TRUE,Chrysophyllum marginatum,1
Myrcia tomentosa (Aubl.) DC.,TRUE,TRUE,Myrcia tomentosa,1
Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,TRUE,TRUE,Senna macranthera,2
Croton floribundus Spreng.,TRUE,TRUE,Croton floribundus,1
Amaioua intermedia Mart. ex Schult. & Schult.f.,TRUE,TRUE,Amaioua intermedia,2
Galipea jasminiflora (A.St.-Hil.) Engl.,TRUE,TRUE,Galipea jasminiflora,1
Tovomita paniculata (Spreng.) Cambess.,TRUE,TRUE,Tovomita paniculata,1
Rhodostemonodaphne capixabensis Baitello & Coe-Teixeira,TRUE,TRUE,Rhodostemonodaphne capixabensis,1
Myrcia pubescens DC.,TRUE,TRUE,Myrcia pubescens,1
Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo,TRUE,TRUE,Dahlstedtia muehlbergiana,1
Simira corumbensis (Standl.) Steyerm.,TRUE,TRUE,Simira corumbensis,1
Eugenia hirta O.Berg,TRUE,TRUE,Eugenia hirta,1
Cordia sellowiana Cham.,TRUE,TRUE,Cordia sellowiana,1
Sorocea guilleminiana Gaudich.,TRUE,TRUE,Sorocea guilleminiana,1
Cheiloclinium cognatum (Miers) A.C.Sm.,TRUE,TRUE,Cheiloclinium cognatum,1
Miconia valtherii Naudin,TRUE,TRUE,Miconia valtherii,1
Pera heteranthera (Schrank) I.M.Johnst.,TRUE,TRUE,Pera heteranthera,1
Handroanthus serratifolius (Vahl) S.O.Grose,TRUE,TRUE,Handroanthus serratifolius,1
Citronella gongonha (Mart.) R.A.Howard,TRUE,TRUE,Citronella gongonha,1
Inga ingoides (Rich.) Willd.,TRUE,TRUE,Inga ingoides,1
Alchornea discolor Poepp. & Endl.,TRUE,TRUE,Alchornea discolor,1
Ocotea diospyrifolia (Meisn.) Mez,TRUE,TRUE,Ocotea diospyrifolia,1
Vitex megapotamica (Spreng.) Moldenke,TRUE,TRUE,Vitex megapotamica,1
Palicourea rigida Kunth,TRUE,TRUE,Palicourea rigida,1
Antonia ovata Pohl,TRUE,TRUE,Antonia ovata,1
Combretum glaucocarpum Mart.,TRUE,TRUE,Combretum glaucocarpum,1
Jacaranda micrantha Cham.,TRUE,TRUE,Jacaranda micrantha,1
Myrcia eriocalyx DC.,TRUE,TRUE,Myrcia eriocalyx,1
Trichilia lepidota Mart.,TRUE,TRUE,Trichilia lepidota,1
Aniba intermedia (Meisn.) Mez,TRUE,TRUE,Aniba intermedia,1
Cordia americana (L.) Gottschling & J.J.Mill.,TRUE,TRUE,Cordia americana,1
Erythroxylum anguifugum Mart.,TRUE,TRUE,Erythroxylum anguifugum,1
Inga laurina (Sw.) Willd.,TRUE,TRUE,Inga laurina,1
Kielmeyera coriacea Mart. & Zucc.,TRUE,TRUE,Kielmeyera coriacea,1
Blepharocalyx salicifolius (Kunth) O.Berg,TRUE,TRUE,Blepharocalyx salicifolius,1
Sambucus australis Cham. & Schltdl.,TRUE,TRUE,Sambucus australis,1
Bauhinia rufa (Bong.) Steud.,TRUE,TRUE,Bauhinia rufa,1
Trichilia catigua A.Juss.,TRUE,TRUE,Trichilia catigua,1
Ilex lundii Warm.,TRUE,TRUE,Ilex lundii,1
Myrsine umbellata Mart.,TRUE,TRUE,Myrsine umbellata,1
Acanthocladus santosii (Wurdack) J.F.B.Pastore & D.B.O.S.Cardoso,TRUE,TRUE,Acanthocladus santosii,1
Manihot caerulescens Pohl,TRUE,TRUE,Manihot caerulescens,1
Vitex polygama Cham.,TRUE,TRUE,Vitex polygama,1
Psidium cattleianum Sabine,TRUE,TRUE,Psidium cattleianum,1
Colicodendron yco Mart.,TRUE,TRUE,Colicodendron yco,1
Diospyros inconstans Jacq.,TRUE,TRUE,Diospyros inconstans,1
Guettarda viburnoides Cham. & Schltdl.,TRUE,TRUE,Guettarda viburnoides,1
Casearia sylvestris Sw.,TRUE,TRUE,Casearia sylvestris,1
Pera glabrata (Schott) Poepp. ex Baill.,TRUE,TRUE,Pera glabrata,2
Cecropia pachystachya Trécul,TRUE,TRUE,Cecropia pachystachya,3
Alchornea triplinervia (Spreng.) Müll.Arg.,TRUE,TRUE,Alchornea triplinervia,3
Tabebuia obtusifolia (Cham.) Bureau,TRUE,TRUE,Tabebuia obtusifolia,1
Rauvolfia grandiflora Mart. ex DC.,TRUE,TRUE,Rauvolfia grandiflora,2
Eugenia myrcianthes Nied.,TRUE,TRUE,Eugenia myrcianthes,1
Rudgea viburnoides (Cham.) Benth.,TRUE,TRUE,Rudgea viburnoides,1
Mouriri acutiflora Naudin,TRUE,TRUE,Mouriri acutiflora,1
Trichilia silvatica C.DC.,TRUE,TRUE,Trichilia silvatica,1
Maytenus aquifolia Mart.,TRUE,TRUE,Maytenus aquifolia,1
Dilodendron bipinnatum Radlk.,TRUE,TRUE,Dilodendron bipinnatum,1
Antonia ovata Pohl,TRUE,TRUE,Antonia ovata,1
Rudgea viburnoides (Cham.) Benth.,TRUE,TRUE,Rudgea viburnoides,1
Lonchocarpus cultratus (Vell.) A.M.G.Azevedo & H.C.Lima,TRUE,TRUE,Lonchocarpus cultratus,1
Solanum cernuum Vell.,TRUE,TRUE,Solanum cernuum,1
Guettarda viburnoides Cham. & Schltdl.,TRUE,TRUE,Guettarda viburnoides,1
Myrocarpus fastigiatus Allemão,TRUE,TRUE,Myrocarpus fastigiatus,3
Diospyros sericea A.DC.,TRUE,TRUE,Diospyros sericea,1
Lithrea molleoides (Vell.) Engl.,TRUE,TRUE,Lithrea molleoides,1
Myrcia guianensis (Aubl.) DC.,TRUE,TRUE,Myrcia guianensis,1
Tabernaemontana catharinensis A.DC.,TRUE,TRUE,Tabernaemontana catharinensis,1
Pera glabrata (Schott) Poepp. ex Baill.,TRUE,TRUE,Pera glabrata,2
Chrysophyllum marginatum (Hook. & Arn.) Radlk.,TRUE,TRUE,Chrysophyllum marginatum,1
Urera aurantiaca Wedd.,TRUE,TRUE,Urera aurantiaca,1
Norantea guianensis (Aubl.) Choisy,TRUE,TRUE,Norantea guianensis,1
Celtis pubescens (Kunth) Spreng.,TRUE,TRUE,Celtis pubescens,1
Inga cylindrica (Vell.) Mart.,TRUE,TRUE,Inga cylindrica,1
Eugenia hiemalis Cambess.,TRUE,TRUE,Eugenia hiemalis,1
Genipa americana L.,TRUE,TRUE,Genipa americana,1
Inga striata Benth.,TRUE,TRUE,Inga striata,1
Machaerium nyctitans (Vell.) Benth.,TRUE,TRUE,Machaerium nyctitans,1
Myrsine umbellata Mart.,TRUE,TRUE,Myrsine umbellata,1
Diospyros sericea A.DC.,TRUE,TRUE,Diospyros sericea,1
Clusia dardanoi G.Mariz & Maguire,TRUE,TRUE,Clusia dardanoi,1
Platypodium elegans Vogel,TRUE,TRUE,Platypodium elegans,1
Aspidosperma olivaceum Müll.Arg.,TRUE,TRUE,Aspidosperma olivaceum,3
Erythrina falcata Benth.,TRUE,TRUE,Erythrina falcata,1
Eugenia pyriformis Cambess.,TRUE,TRUE,Eugenia pyriformis,1
Amaioua glomerulata (Lam. ex Poir.) Delprete & C.H.Perss.,TRUE,TRUE,Amaioua glomerulata,2
Syagrus coronata (Mart.) Becc.,TRUE,TRUE,Syagrus coronata,1
Myrsine gardneriana A.DC.,TRUE,TRUE,Myrsine gardneriana,1
Eugenia uniflora L.,TRUE,TRUE,Eugenia uniflora,1
Erythroxylum tortuosum Mart.,TRUE,TRUE,Erythroxylum tortuosum,1
Trichilia hirta L.,TRUE,TRUE,Trichilia hirta,1
Genipa americana L.,TRUE,TRUE,Genipa americana,1
Averrhoidium paraguaiense Radlk.,TRUE,TRUE,Averrhoidium paraguaiense,1
Campomanesia guaviroba (DC.) Kiaersk.,TRUE,TRUE,Campomanesia guaviroba,1
Lacistema pubescens Mart.,TRUE,TRUE,Lacistema pubescens,1
Inga ingoides (Rich.) Willd.,TRUE,TRUE,Inga ingoides,1
Cinnamomum tomentulosum Kosterm.,TRUE,TRUE,Cinnamomum tomentulosum,1
Chrysophyllum lucentifolium Cronq.,TRUE,TRUE,Chrysophyllum lucentifolium,1
Annona coriacea Mart.,TRUE,TRUE,Annona coriacea,1
Andira fraxinifolia Benth.,TRUE,TRUE,Andira fraxinifolia,1
Poecilanthe grandiflora Benth.,TRUE,TRUE,Poecilanthe grandiflora,1
Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.,TRUE,TRUE,Myrsine coriacea,2
Astronium fraxinifolium Schott,TRUE,TRUE,Astronium fraxinifolium,1
Machaerium paraguariense Hassl.,TRUE,TRUE,Machaerium paraguariense,1
Bowdichia virgilioides Kunth,TRUE,TRUE,Bowdichia virgilioides,1
Paralychnophora harleyi (H.Rob.) D.J.N.Hind,TRUE,TRUE,Paralychnophora harleyi,1
Ocotea pomaderroides (Meisn.) Mez,TRUE,TRUE,Ocotea pomaderroides,1
Croton vulnerarius Baill.,TRUE,TRUE,Croton vulnerarius,1
Guapira laxa (Netto) Furlan,TRUE,TRUE,Guapira laxa,1
Myrtaceae sp. 5,FALSE,TRUE,,0
Himatanthus articulatus (Vahl) Woodson,TRUE,TRUE,Himatanthus articulatus,1
Vochysia rufa Mart.,TRUE,TRUE,Vochysia rufa,1
Neocalyptrocalyx longifolium (Mart.) Cornejo & Iltis,TRUE,TRUE,Neocalyptrocalyx longifolium,1
Campomanesia sessiliflora (O.Berg) Mattos,TRUE,TRUE,Campomanesia sessiliflora,1
Qualea multiflora Mart.,TRUE,TRUE,Qualea multiflora,1
Beilschmiedia taubertiana (Schwacke & Mez) Kosterm.,TRUE,TRUE,Beilschmiedia taubertiana,1
Luehea grandiflora Mart. & Zucc.,TRUE,TRUE,Luehea grandiflora,1
Philyra brasiliensis Klotzsch,TRUE,TRUE,Philyra brasiliensis,1
Senna multijuga (Rich.) H.S.Irwin & Barneby,TRUE,TRUE,Senna multijuga,1
Maytenus gonoclada Mart.,TRUE,TRUE,Maytenus gonoclada,1
Endlicheria paniculata (Spreng.) J.F.Macbr.,TRUE,TRUE,Endlicheria paniculata,1
Pisonia zapallo Griseb.,TRUE,TRUE,Pisonia zapallo,1
Cordia superba Cham.,TRUE,TRUE,Cordia superba,1
Eugenia pyriformis Cambess.,TRUE,TRUE,Eugenia pyriformis,1
Myrcia splendens (Sw.) DC.,TRUE,TRUE,Myrcia splendens,1
Ocotea glaziovii Mez,TRUE,TRUE,Ocotea glaziovii,1
Buddleja stachyoides Cham. & Schltdl.,TRUE,TRUE,Buddleja stachyoides,1
Pimenta pseudocaryophyllus (Gomes) Landrum,TRUE,TRUE,Pimenta pseudocaryophyllus,1
Xylosma tweediana (Clos) Eichler,TRUE,TRUE,Xylosma tweediana,1
Austroeupatorium inulaefolium (Kunth) R.M.King & H.Rob.,TRUE,TRUE,Austroeupatorium inulaefolium,1
Guazuma ulmifolia Lam.,TRUE,TRUE,Guazuma ulmifolia,1
Daphnopsis racemosa Griseb.,TRUE,TRUE,Daphnopsis racemosa,1
Pseudopiptadenia warmingii (Benth.) G.P.Lewis & M.P.Lima,TRUE,TRUE,Pseudopiptadenia warmingii,1
Myrcia spectabilis DC.,TRUE,TRUE,Myrcia spectabilis,1
Senegalia polyphylla (DC.) Britton & Rose,TRUE,TRUE,Senegalia polyphylla,1
Ficus luschnathiana (Miq.) Miq.,TRUE,TRUE,Ficus luschnathiana,1
Laplacea fruticosa (Schrad.) Kobuski,TRUE,TRUE,Laplacea fruticosa,1
Plathymenia reticulata Benth.,TRUE,TRUE,Plathymenia reticulata,1
Piptadenia gonoacantha (Mart.) J.F.Macbr.,TRUE,TRUE,Piptadenia gonoacantha,1
Luehea grandiflora Mart. & Zucc.,TRUE,TRUE,Luehea grandiflora,1
Margaritaria nobilis L.f.,TRUE,TRUE,Margaritaria nobilis,1
Guapira laxa (Netto) Furlan,TRUE,TRUE,Guapira laxa,1
Erythroxylum deciduum A.St.-Hil.,TRUE,TRUE,Erythroxylum deciduum,1
Albizia polycephala (Benth.) Killip,TRUE,TRUE,Albizia polycephala,1
Machaerium ruddianum C.V.Mend.F. & A.M.G.Azevedo,TRUE,TRUE,Machaerium ruddianum,1
Solanum crinitum Lam.,TRUE,TRUE,Solanum crinitum,1
Cordia ecalyculata Vell.,TRUE,TRUE,Cordia ecalyculata,1
Piptadenia macradenia Benth.,TRUE,TRUE,Piptadenia macradenia,1
Simira grazielae Peixoto,TRUE,TRUE,Simira grazielae,1
Porcelia macrocarpa (Warm.) R.E.Fr.,TRUE,TRUE,Porcelia macrocarpa,1
Zanthoxylum rhoifolium Lam.,TRUE,TRUE,Zanthoxylum rhoifolium,1
Clusia weddelliana Planch. & Triana,TRUE,TRUE,Clusia weddelliana,1
Zanthoxylum riedelianum Engl.,TRUE,TRUE,Zanthoxylum riedelianum,1
Styrax camporum Pohl,TRUE,TRUE,Styrax camporum,1
Ouratea fieldingiana (Gardner) Engl.,TRUE,TRUE,Ouratea fieldingiana,1
Trichilia pallida Sw.,TRUE,TRUE,Trichilia pallida,1
Dictyoloma vandellianum A.Juss.,TRUE,TRUE,Dictyoloma vandellianum,1
Eugenia involucrata DC.,TRUE,TRUE,Eugenia involucrata,1
Ilex cerasifolia Reissek,TRUE,TRUE,Ilex cerasifolia,1
Hirtella gracilipes (Hook.f.) Prance,TRUE,TRUE,Hirtella gracilipes,1
Trichilia pseudostipularis (A.Juss) C.DC.,TRUE,TRUE,Trichilia pseudostipularis,1
Vantanea obovata (Nees & Mart.) Benth.,TRUE,TRUE,Vantanea obovata,1
Machaerium brasiliense Vogel,TRUE,TRUE,Machaerium brasiliense,1
Senna acuruensis (Benth.) H.S.Irwin & Barneby,TRUE,TRUE,Senna acuruensis,1
Aloysia virgata (Ruiz & Pav.) A.Juss.,TRUE,TRUE,Aloysia virgata,1
Parkia platycephala Benth.,TRUE,TRUE,Parkia platycephala,1
Handroanthus chrysotrichus (Mart. ex A.DC.) Mattos,TRUE,TRUE,Handroanthus chrysotrichus,2
Ficus calyptroceras (Miq.) Miq.,TRUE,TRUE,Ficus calyptroceras,1
Jacaranda cuspidifolia Mart. ex A.DC.,TRUE,TRUE,Jacaranda cuspidifolia,2
Annona cacans Warm.,TRUE,TRUE,Annona cacans,1
Bauhinia pentandra (Bong.) Vogel ex Steud.,TRUE,TRUE,Bauhinia pentandra,2
Pereskia grandifolia Haw.,TRUE,TRUE,Pereskia grandifolia,1
Pilosocereus pentaedrophorus (Labour.) Byles & G.D.Rowley,TRUE,TRUE,Pilosocereus pentaedrophorus,1
Manihot carthaginensis (Jacq.) Müll.Arg.,TRUE,TRUE,Manihot carthaginensis,3
Coutarea hexandra (Jacq.) K.Schum.,TRUE,TRUE,Coutarea hexandra,1
Miconia chamissois Naudin,TRUE,TRUE,Miconia chamissois,1
Myroxylon peruiferum L.f.,TRUE,TRUE,Myroxylon peruiferum,1
Matayba marginata Radlk.,TRUE,TRUE,Matayba marginata,1
Sebastiania brasiliensis Spreng.,TRUE,TRUE,Sebastiania brasiliensis,1
Aspidosperma cuspa (Kunth) S.F.Blake ex Pittier,TRUE,TRUE,Aspidosperma cuspa,2
Psychotria deflexa DC.,TRUE,TRUE,Psychotria deflexa,1
Byrsonima laxiflora Griseb.,TRUE,TRUE,Byrsonima laxiflora,1
Heisteria silvianii Schwacke,TRUE,TRUE,Heisteria silvianii,1
Miconia leucocarpa DC.,TRUE,TRUE,Miconia leucocarpa,1
Salacia elliptica (Mart. ex Schult.) G.Don,TRUE,TRUE,Salacia elliptica,2
Ocotea corymbosa (Meisn.) Mez,TRUE,TRUE,Ocotea corymbosa,1
Coursetia rostrata Benth.,TRUE,TRUE,Coursetia rostrata,1
Bauhinia cheilantha (Bong.) Steud.,TRUE,TRUE,Bauhinia cheilantha,1
Commiphora leptophloeos (Mart.) J.B.Gillet,TRUE,TRUE,Commiphora leptophloeos,1
Talisia esculenta (A.St.-Hil.) Radlk.,TRUE,TRUE,Talisia esculenta,1
Luehea grandiflora Mart. & Zucc.,TRUE,TRUE,Luehea grandiflora,1
Schinus engleri F.A.Barkley,TRUE,TRUE,Schinus engleri,1
Centrolobium microchaete (Mart. ex Benth.) H.C.Lima,TRUE,TRUE,Centrolobium microchaete,2
Combretum monetaria Mart.,TRUE,TRUE,Combretum monetaria,1
Swartzia psilonema Harms,TRUE,TRUE,Swartzia psilonema,1
Prockia crucis P.Browne ex L.,TRUE,TRUE,Prockia crucis,2
Coussarea contracta (Walp.) Müll.Arg.,TRUE,TRUE,Coussarea contracta,3
Miconia prasina (Sw.) DC.,TRUE,TRUE,Miconia prasina,1
Guarea macrophylla Vahl,TRUE,TRUE,Guarea macrophylla,1
Gymnanthes klotzschiana Müll.Arg.,TRUE,TRUE,Gymnanthes klotzschiana,3
Astronium fraxinifolium Schott,TRUE,TRUE,Astronium fraxinifolium,1
Cyathea atrovirens (Langsd.& Fisch.) Domin,TRUE,TRUE,Cyathea atrovirens,1
Baccharis dracunculifolia DC.,TRUE,TRUE,Baccharis dracunculifolia,1
Endlicheria paniculata (Spreng.) J.F.Macbr.,TRUE,TRUE,Endlicheria paniculata,1
Qualea multiflora Mart.,TRUE,TRUE,Qualea multiflora,1
Palicourea rigida Kunth,TRUE,TRUE,Palicourea rigida,1
Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,TRUE,TRUE,Senna macranthera,2
Sorocea bonplandii (Baill.) W.C.Burger et al.,TRUE,TRUE,Sorocea bonplandii,1
Chrysophyllum gonocarpum (Mart. & Eichler) Engl.,TRUE,TRUE,Chrysophyllum gonocarpum,1
Machaerium brasiliense Vogel,TRUE,TRUE,Machaerium brasiliense,1
Casearia sylvestris Sw.,TRUE,TRUE,Casearia sylvestris,1
Vataireopsis araroba (Aguiar) Ducke,TRUE,TRUE,Vataireopsis araroba,1
Homalium guianense (Aubl.) Oken,TRUE,TRUE,Homalium guianense,1
Zanthoxylum rhoifolium Lam.,TRUE,TRUE,Zanthoxylum rhoifolium,1
Ilex cerasifolia Reissek,TRUE,TRUE,Ilex cerasifolia,1
Combretum leprosum Mart.,TRUE,TRUE,Combretum leprosum,1
Erythroxylum deciduum A.St.-Hil.,TRUE,TRUE,Erythroxylum deciduum,1
Dulacia gardneriana (Benth.) O.Kuntze,TRUE,TRUE,Dulacia gardneriana,1
Cnidoscolus quercifolius Pohl,TRUE,TRUE,Cnidoscolus quercifolius,1
Garcinia gardneriana (Planch. & Triana) Zappi,TRUE,TRUE,Garcinia gardneriana,1
Myrcia anacardiifolia Gardner,TRUE,TRUE,Myrcia anacardiifolia,1
Alsophila sternbergii (Pohl ex Sternb.) Conant,TRUE,TRUE,Alsophila sternbergii,2
Miconia prasina (Sw.) DC.,TRUE,TRUE,Miconia prasina,1
Eugenia vernicosa O.Berg,TRUE,TRUE,Eugenia vernicosa,1
Sacoglottis mattogrossensis Malme,TRUE,TRUE,Sacoglottis mattogrossensis,1
Maytenus ilicifolia Mart. ex Reissek,TRUE,TRUE,Maytenus ilicifolia,2
Guarea guidonia (L.) Sleumer,TRUE,TRUE,Guarea guidonia,1
Davilla elliptica A.St.-Hil.,TRUE,TRUE,Davilla elliptica,1
Mezilaurus crassiramea (Meisn.) Taub. ex Mez,TRUE,TRUE,Mezilaurus crassiramea,2
Holocalyx balansae Micheli,TRUE,TRUE,Holocalyx balansae,1
Bauhinia longifolia (Bong.) Steud.,TRUE,TRUE,Bauhinia longifolia,1
Schinus terebinthifolius Raddi,TRUE,TRUE,Schinus terebinthifolius,1
Varronia leucocephala (Moric.) J.S.Mill.,TRUE,TRUE,Varronia leucocephala,1
Pisonia zapallo Griseb.,TRUE,TRUE,Pisonia zapallo,1
Lacistema robustum Schnizl.,TRUE,TRUE,Lacistema robustum,1
Gallesia integrifolia (Spreng.) Harms,TRUE,TRUE,Gallesia integrifolia,1
Annona salzmannii A.DC.,TRUE,TRUE,Annona salzmannii,1
Anadenanthera peregrina (L.) Speg.,TRUE,TRUE,Anadenanthera peregrina,1
Erythrina falcata Benth.,TRUE,TRUE,Erythrina falcata,1
Clusia nemorosa G.Mey.,TRUE,TRUE,Clusia nemorosa,1
Erythroxylum tortuosum Mart.,TRUE,TRUE,Erythroxylum tortuosum,1
Guapira opposita (Vell.) Reitz,TRUE,TRUE,Guapira opposita,1
Simarouba versicolor A.St.-Hil.,TRUE,TRUE,Simarouba versicolor,1
Neocabreria mexiae R.M.King & H.Rob.,TRUE,TRUE,Neocabreria mexiae,1
Luehea divaricata Mart.,TRUE,TRUE,Luehea divaricata,1
Inga laurina (Sw.) Willd.,TRUE,TRUE,Inga laurina,1
Campomanesia phaea (O.Berg) Landrum,TRUE,TRUE,Campomanesia phaea,1
Maytenus distichophylla Mart. ex Reissek,TRUE,TRUE,Maytenus distichophylla,2
Baccharis serrulata DC.,TRUE,TRUE,Baccharis serrulata,1
Psychotria carthagenensis Jacq.,TRUE,TRUE,Psychotria carthagenensis,1
Urera caracasana (Jacq.) Gaudich. ex Griseb.,TRUE,TRUE,Urera caracasana,2
Anadenanthera colubrina (Vell.) Brenan,TRUE,TRUE,Anadenanthera colubrina,1
Ziziphus joazeiro Mart.,TRUE,TRUE,Ziziphus joazeiro,1
Diospyros sericea A.DC.,TRUE,TRUE,Diospyros sericea,1
Combretaceae sp.1,FALSE,TRUE,,0
Psidium hians Mart. ex DC.,TRUE,TRUE,Psidium hians,2
Aegiphila integrifolia (Jacq.) B.D.Jackson,TRUE,TRUE,Aegiphila integrifolia,1
Luehea divaricata Mart.,TRUE,TRUE,Luehea divaricata,1
Curatella americana L.,TRUE,TRUE,Curatella americana,1
Curatella americana L.,TRUE,TRUE,Curatella americana,1
Inga cylindrica (Vell.) Mart.,TRUE,TRUE,Inga cylindrica,1
Eugenia lambertiana DC.,TRUE,TRUE,Eugenia lambertiana,1
Maytenus gonoclada Mart.,TRUE,TRUE,Maytenus gonoclada,1
Myrcia splendens (Sw.) DC.,TRUE,TRUE,Myrcia splendens,1
Symplocos celastrinea Mart. ex Miq.,TRUE,TRUE,Symplocos celastrinea,2
Joannesia princeps Vell.,TRUE,TRUE,Joannesia princeps,1
Cereus jamacaru DC.,TRUE,TRUE,Cereus jamacaru,1
Caryocar edule Casar.,TRUE,TRUE,Caryocar edule,1
Handroanthus bureavii (Sandwith) S.O.Grose,TRUE,TRUE,Handroanthus bureavii,1
Calliandra brevipes Benth.,TRUE,TRUE,Calliandra brevipes,1
Aspidosperma cylindrocarpon Müll.Arg.,TRUE,TRUE,Aspidosperma cylindrocarpon,3
Vismia magnoliifolia Schltdl. & Cham.,TRUE,TRUE,Vismia magnoliifolia,1
Casearia gossypiosperma Briq.,TRUE,TRUE,Casearia gossypiosperma,1
Copaifera langsdorffii Desf.,TRUE,TRUE,Copaifera langsdorffii,1
Casearia gossypiosperma Briq.,TRUE,TRUE,Casearia gossypiosperma,1
Himatanthus bracteatus (A.DC.) Woodson,TRUE,TRUE,Himatanthus bracteatus,1
Myrcia obovata (O.Berg) Nied.,TRUE,TRUE,Myrcia obovata,1
Luehea candicans Mart. & Zucc.,TRUE,TRUE,Luehea candicans,1
Pseudobombax grandiflorum (Cav.) A.Robyns,TRUE,TRUE,Pseudobombax grandiflorum,1
Guettarda viburnoides Cham. & Schltdl.,TRUE,TRUE,Guettarda viburnoides,1
Aspidosperma polyneuron Müll.Arg.,TRUE,TRUE,Aspidosperma polyneuron,3
Prunus myrtifolia (L.) Urb.,TRUE,TRUE,Prunus myrtifolia,1
Prockia crucis P.Browne ex L.,TRUE,TRUE,Prockia crucis,2
Trichilia pallens C.DC.,TRUE,TRUE,Trichilia pallens,1
Tachigali aurea Tul.,TRUE,TRUE,Tachigali aurea,1
Acrocomia aculeata (Jacq.) Lodd. ex Mart.,TRUE,TRUE,Acrocomia aculeata,2
Astronium nelson-rosae Santin,TRUE,TRUE,Astronium nelson-rosae,1
Myracrodruon urundeuva Allemão,TRUE,TRUE,Myracrodruon urundeuva,3
Protium spruceanum (Benth.) Engl.,TRUE,TRUE,Protium spruceanum,1
Albizia polycephala (Benth.) Killip,TRUE,TRUE,Albizia polycephala,1
Kielmeyera coriacea Mart. & Zucc.,TRUE,TRUE,Kielmeyera coriacea,1
Ficus gomelleira Kunth & C.D.Bouché,TRUE,TRUE,Ficus gomelleira,3
Cassia ferruginea (Schrad.) Schrad. ex DC.,TRUE,TRUE,Cassia ferruginea,2
Myrcia mischophylla Kiaersk.,TRUE,TRUE,Myrcia mischophylla,1
Qualea grandiflora Mart.,TRUE,TRUE,Qualea grandiflora,1
Chloroleucon foliolosum (Benth.) G.P.Lewis,TRUE,TRUE,Chloroleucon foliolosum,1
Handroanthus impetiginosus (Mart. ex DC.) Mattos,TRUE,TRUE,Handroanthus impetiginosus,2
Albizia polycephala (Benth.) Killip,TRUE,TRUE,Albizia polycephala,1
Schefflera distractiflora (Harms) Frodin,TRUE,TRUE,Schefflera distractiflora,1
Myrsine matensis (Mez) Otegui,TRUE,TRUE,Myrsine matensis,1
Plathymenia reticulata Benth.,TRUE,TRUE,Plathymenia reticulata,1
Dasyphyllum brasiliense (Spreng.) Cabrera,TRUE,TRUE,Dasyphyllum brasiliense,1
Handroanthus chrysotrichus (Mart. ex A.DC.) Mattos,TRUE,TRUE,Handroanthus chrysotrichus,2
Vitex polygama Cham.,TRUE,TRUE,Vitex polygama,1
Protium heptaphyllum (Aubl.) Marchand,TRUE,TRUE,Protium heptaphyllum,1
Metrodorea nigra A.St.-Hil.,TRUE,TRUE,Metrodorea nigra,1
Cyathea phalerata Mart.,TRUE,TRUE,Cyathea phalerata,1
Metrodorea nigra A.St.-Hil.,TRUE,TRUE,Metrodorea nigra,1
Senna pendula (Willd.) H.S.Irwin & Barneby,TRUE,TRUE,Senna pendula,1
Solanum velleum Thunb.,TRUE,TRUE,Solanum velleum,1
Mezilaurus vanderwerffii F.M.Alves & J.B.Baitello,TRUE,TRUE,Mezilaurus vanderwerffii,1
Lafoensia pacari A.St.-Hil.,TRUE,TRUE,Lafoensia pacari,1
Myrcia laruotteana Cambess.,TRUE,TRUE,Myrcia laruotteana,1
Eugenia ligustrina (Sw.) Willd.,TRUE,TRUE,Eugenia ligustrina,1
Cyathea villosa Willd.,TRUE,TRUE,Cyathea villosa,1
Campomanesia xanthocarpa (Mart.) O.Berg,TRUE,TRUE,Campomanesia xanthocarpa,1
Banara tomentosa Clos,TRUE,TRUE,Banara tomentosa,1
Campomanesia guazumifolia (Cambess.) O.Berg,TRUE,TRUE,Campomanesia guazumifolia,1
Apterokarpos gardneri (Engl.) Rizzini,TRUE,TRUE,Apterokarpos gardneri,1
Conchocarpus racemosus (Nees & Mart.) Kallunki & Pirani,TRUE,TRUE,Conchocarpus racemosus,1
