scientificName,.uncer_terms,.infraesp_names,names_clean,quality
Solanum megalochiton Mart.,TRUE,TRUE,Solanum megalochiton,1
Ocotea longifolia,TRUE,TRUE,Ocotea longifolia,1
Couepia bracteosa Benth.,TRUE,TRUE,Couepia bracteosa,1
Pavonia communis A.St.-Hil.,TRUE,TRUE,Pavonia communis,1
Cladium,TRUE,TRUE,Cladium,1
Melastomataceae,TRUE,TRUE,Melastomataceae,1
Litothamnus nitidus (DC.) W.C.Holmes,TRUE,TRUE,Litothamnus nitidus,1
Byrsonima crispa,TRUE,TRUE,Byrsonima crispa,1
Buchnera palustris (Aubl.) Spreng.,TRUE,TRUE,Buchnera palustris,1
Lithothamnion crispatum,TRUE,TRUE,Lithothamnion crispatum,1
Exostyles venusta Schott,TRUE,TRUE,Exostyles venusta,1
Aphelandra impressa Lindau,TRUE,TRUE,Aphelandra impressa,1
MELASTOMATACEAE Miconia cf. aulocalyx Mart. ex Triana,FALSE,TRUE,Miconia aulocalyx,2
Lauraceae,TRUE,TRUE,Lauraceae,1
Pavonia sepium A.St.-Hil.,TRUE,TRUE,Pavonia sepium,1
FLACOURTIACEAE cf. Xylosma,FALSE,TRUE,Xylosma,1
Meriania tetramera,TRUE,TRUE,Meriania tetramera,1
Amasonia hirta Benth.,TRUE,TRUE,Amasonia hirta,1
Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo,TRUE,TRUE,Lonchocarpus montanus,2
Albizia inundata (Mart.) Barneby & J.W.Grimes,TRUE,TRUE,Albizia inundata,1
Mesophyllum macroblastum (Foslie) W.H.Adey,TRUE,TRUE,Mesophyllum macroblastum,1
Jacaranda,TRUE,TRUE,Jacaranda,1
Chamaecrista viscosa var. major (Benth.) H.S.Irwin & Barneby,TRUE,FALSE,Chamaecrista viscosa major,1
Buchenavia,TRUE,TRUE,Buchenavia,1
Palicourea marcgravii A.St.-Hil.,TRUE,TRUE,Palicourea marcgravii,1
Apeiba tibourbou,TRUE,TRUE,Apeiba tibourbou,1
Heliconia acuminata,TRUE,TRUE,Heliconia acuminata,1
Grazielia gaudichaudeana (DC.) R.M.King & H.Rob.,TRUE,TRUE,Grazielia gaudichaudeana,1
ASTERACEAE,TRUE,TRUE,Asteraceae,1
Dendropanax monogynus (Vell.) Seem.,TRUE,TRUE,Dendropanax monogynus,1
Vidalia obtusiloba,TRUE,TRUE,Vidalia obtusiloba,1
Eleocharis elata Boeckeler,TRUE,TRUE,Eleocharis elata,1
Myrcia recurvata O.Berg,TRUE,TRUE,Myrcia recurvata,1
Piper,TRUE,TRUE,Piper,1
Philodendron wittianum,TRUE,TRUE,Philodendron wittianum,1
Symplocos tetrandra,TRUE,TRUE,Symplocos tetrandra,1
Annonaceae,TRUE,TRUE,Annonaceae,1
Botryocladia wynnei D.L.Ballant.,TRUE,TRUE,Botryocladia wynnei,1
Celtis pubescens (Kunth) Spreng.,TRUE,TRUE,Celtis pubescens,1
LEGUMINOSAE,TRUE,TRUE,Leguminosae,1
Cattleya grandis (Lindl. & Paxton) A.A.Chadwick,TRUE,TRUE,Cattleya grandis,1
Thamniopsis langsdorffii (Hook.) W.R. Buck,TRUE,TRUE,Thamniopsis langsdorffii,1
Inga marginata Willd.,TRUE,TRUE,Inga marginata,1
Rudgea triflora Benth.,TRUE,TRUE,Rudgea triflora,1
Miconia,TRUE,TRUE,Miconia,1
Mimosa dichroa Barneby,TRUE,TRUE,Mimosa dichroa,1
Tournefortia,TRUE,TRUE,Tournefortia,1
Caraipa rodriguesii Paula,TRUE,TRUE,Caraipa rodriguesii,1
Asteraceae,TRUE,TRUE,Asteraceae,1
CALYMPERACEAE,TRUE,TRUE,Calymperaceae,1
Chamaecrista orbiculata (Benth.) H.S.Irwin & Barneby,TRUE,TRUE,Chamaecrista orbiculata,1
Plagiochila micropterys Gottsche,TRUE,TRUE,Plagiochila micropterys,1
Centrosema,TRUE,TRUE,Centrosema,1
Cyperaceae,TRUE,TRUE,Cyperaceae,1
Psychotria prunifolia (Kunth) Steyerm.,TRUE,TRUE,Psychotria prunifolia,1
Peperomia,TRUE,TRUE,Peperomia,1
Diospyros hispida,TRUE,TRUE,Diospyros hispida,1
Tibouchina fissinervia (Schrank & Mart. ex DC.) Cogn.,TRUE,TRUE,Tibouchina fissinervia,2
Baccharis milleflora (Less.) DC.,TRUE,TRUE,Baccharis milleflora,1
Inga edulis,TRUE,TRUE,Inga edulis,1
Chamaecrista,TRUE,TRUE,Chamaecrista,1
Eriotheca,TRUE,TRUE,Eriotheca,1
Scirpus,TRUE,TRUE,Scirpus,1
Terminalia acuminata (Allemão) Eichler,TRUE,TRUE,Terminalia acuminata,3
Asteraceae,TRUE,TRUE,Asteraceae,1
Annonaceae,TRUE,TRUE,Annonaceae,1
Quararibea turbinata (Sw.) Poir.,TRUE,TRUE,Quararibea turbinata,1
Mendoncia,TRUE,TRUE,Mendoncia,1
Bauhinia,TRUE,TRUE,Bauhinia,1
Epidendrum secundum Jacq.,TRUE,TRUE,Epidendrum secundum,1
Bredemeyera kunthiana (A.St.-Hil.) Klotzsch ex A.W.Benn.,TRUE,TRUE,Bredemeyera kunthiana,2
Eschweilera grandiflora,TRUE,TRUE,Eschweilera grandiflora,1
Croton blanchetianus,TRUE,TRUE,Croton blanchetianus,1
Begonia hammoniae Irmsch.,TRUE,TRUE,Begonia hammoniae,1
Scleria bracteata Cav.,TRUE,TRUE,Scleria bracteata,1
Pleiochiton blepharodes (DC.) Reginato et al.,TRUE,TRUE,Pleiochiton blepharodes,1
Recordoxylon,TRUE,TRUE,Recordoxylon,1
Merremia aturensis (Kunth) Hallier f.,TRUE,TRUE,Merremia aturensis,1
Mollinedia schottiana (Spreng.) Perkins,TRUE,TRUE,Mollinedia schottiana,1
Sidastrum paniculatum (L.) Fryxell,TRUE,TRUE,Sidastrum paniculatum,1
Iridaceae,TRUE,TRUE,Iridaceae,1
Jacquemontia,TRUE,TRUE,Jacquemontia,1
Martinella insignis A.H. Gentry ex Zuntini & L.G. Lohmann,TRUE,TRUE,Martinella insignis,2
Fimbristylis cymosa R.Br.,TRUE,TRUE,Fimbristylis cymosa,1
Piper,TRUE,TRUE,Piper,1
Philodendron acutatum Schott,TRUE,TRUE,Philodendron acutatum,1
Laguncularia racemosa,TRUE,TRUE,Laguncularia racemosa,1
Serjania velutina Cambess.,TRUE,TRUE,Serjania velutina,1
Mollinedia longifolia Perkins,TRUE,TRUE,Mollinedia longifolia,1
Annonaceae,TRUE,TRUE,Annonaceae,1
CLUSIACEAE Tovomitopsis cf. saldanhae Engl.,FALSE,TRUE,Tovomitopsis saldanhae,1
Justicia floribunda (C.Koch) Wassh.,TRUE,TRUE,Justicia floribunda,1
Araucaria angustifolia,TRUE,TRUE,Araucaria angustifolia,1
Phaseolus leptostachyus Benth.,TRUE,TRUE,Phaseolus leptostachyus,1
Senna spectabilis (DC.) H.S.Irwin & Barneby,TRUE,TRUE,Senna spectabilis,1
Arachis paraguariensis Chodat & Hassl.,TRUE,TRUE,Arachis paraguariensis,1
Leandra melastomoides,TRUE,TRUE,Leandra melastomoides,1
Ocotea pomaderroides (Meisn.) Mez,TRUE,TRUE,Ocotea pomaderroides,1
Croton blanchetianus,TRUE,TRUE,Croton blanchetianus,1
Guarea guidonia (L.) Sleumer,TRUE,TRUE,Guarea guidonia,1
Lasiacis ligulata Hitchc. & Chase,TRUE,TRUE,Lasiacis ligulata,1
Chlorophyta,TRUE,TRUE,Chlorophyta,1
Oxandra euneura Diels,TRUE,TRUE,Oxandra euneura,1
Sebastiania salicifolia var. longifolia Müll.Arg.,TRUE,FALSE,Sebastiania salicifolia longifolia,3
Myrcia sylvatica (G.Mey.) DC.,TRUE,TRUE,Myrcia sylvatica,1
Solanum graveolens,TRUE,TRUE,Solanum graveolens,1
Salvia sellowiana Benth.,TRUE,TRUE,Salvia sellowiana,1
Burseraceae,TRUE,TRUE,Burseraceae,1
Talinum paniculatum (Jacq.) Gaertn.,TRUE,TRUE,Talinum paniculatum,1
Geonoma pohliana Mart.,TRUE,TRUE,Geonoma pohliana,1
Calathea,TRUE,TRUE,Calathea,1
Baccharis pseudomyriocephala Malag.,TRUE,TRUE,Baccharis pseudomyriocephala,1
Chamaecrista incana (Vogel) H.S.Irwin & Barneby,TRUE,TRUE,Chamaecrista incana,1
Malpighiaceae,TRUE,TRUE,Malpighiaceae,1
Stigmaphyllon caatingicola R.F.Almeida & Amorim,TRUE,TRUE,Stigmaphyllon caatingicola,1
Schinus molle,TRUE,TRUE,Schinus molle,1
Campomanesia phaea (O.Berg) Landrum,TRUE,TRUE,Campomanesia phaea,1
Xyris mucujensis Kral & L.B.Sm.,TRUE,TRUE,Xyris mucujensis,1
Polygonum ferrugineum,TRUE,TRUE,Polygonum ferrugineum,1
Lantana,TRUE,TRUE,Lantana,1
Myrtaceae,TRUE,TRUE,Myrtaceae,1
Phoradendron orbiculare Rizzini,TRUE,TRUE,Phoradendron orbiculare,1
Byrsonima,TRUE,TRUE,Byrsonima,1
Cenostigma tocantinum Ducke,TRUE,TRUE,Cenostigma tocantinum,1
Bredemeyera velutina A.W. Benn.,TRUE,TRUE,Bredemeyera velutina,1
Manilkara huberi,TRUE,TRUE,Manilkara huberi,1
Cuphea,TRUE,TRUE,Cuphea,1
Heteropterys bahiensis Nied.,TRUE,TRUE,Heteropterys bahiensis,1
Bernardia scabra Müll.Arg.,TRUE,TRUE,Bernardia scabra,3
Lauraceae,TRUE,TRUE,Lauraceae,1
Chimarrhis,TRUE,TRUE,Chimarrhis,1
Rhynchosia pyramidalis (Lam.) Urb.,TRUE,TRUE,Rhynchosia pyramidalis,1
Ocotea,TRUE,TRUE,Ocotea,1
Oxypetalum appendiculatum Mart.,TRUE,TRUE,Oxypetalum appendiculatum,1
Grammadenia,TRUE,TRUE,Grammadenia,1
Micractinium,TRUE,TRUE,Micractinium,1
Retiniphyllum scabrum Benth.,TRUE,TRUE,Retiniphyllum scabrum,1
Mollinedia pachysandra Perkins,TRUE,TRUE,Mollinedia pachysandra,1
ANACARDIACEAE,TRUE,TRUE,Anacardiaceae,1
Anemopaegma,TRUE,TRUE,Anemopaegma,1
Echinodorus grandiflorus (Cham. & Schltr.) Micheli,TRUE,TRUE,Echinodorus grandiflorus,1
Rhipsalis dissimilis,TRUE,TRUE,Rhipsalis dissimilis,1
Myrcia splendens (Sw.) DC.,TRUE,TRUE,Myrcia splendens,1
Psychotria platypoda DC.,TRUE,TRUE,Psychotria platypoda,1
Matayba,TRUE,TRUE,Matayba,1
Alternanthera littoralis var. maritima (Mart.) Pedersen,TRUE,FALSE,Alternanthera littoralis maritima,1
Emmeorhiza umbellata (Spreng.) K.Schum.,TRUE,TRUE,Emmeorhiza umbellata,1
Krameria tomentosa A.St.-Hil.,TRUE,TRUE,Krameria tomentosa,1
Guarea,TRUE,TRUE,Guarea,1
Melastomataceae,TRUE,TRUE,Melastomataceae,1
Taralea oppositifolia Aubl.,TRUE,TRUE,Taralea oppositifolia,1
Unonopsis bahiensis Maas & Orava,TRUE,TRUE,Unonopsis bahiensis,1
Lantana,TRUE,TRUE,Lantana,1
Bertholletia excelsa,TRUE,TRUE,Bertholletia excelsa,1
Byrsonima,TRUE,TRUE,Byrsonima,1
Brassavola rhomboglossa,TRUE,TRUE,Brassavola rhomboglossa,1
Pagamea hirsuta,TRUE,TRUE,Pagamea hirsuta,1
Hydrochorea marginata (Benth.) Barneby & J.W.Grimes,TRUE,TRUE,Hydrochorea marginata,1
Comolia coriaceae Gleason,TRUE,TRUE,Comolia,1
Dimorphandra gardneriana Tul.,TRUE,TRUE,Dimorphandra gardneriana,1
Trichomanes pinnatum,TRUE,TRUE,Trichomanes pinnatum,1
Elephantopus mollis,TRUE,TRUE,Elephantopus mollis,1
Gomphonema gracile,TRUE,TRUE,Gomphonema gracile,1
Asplenium,TRUE,TRUE,Asplenium,1
Ludwigia,TRUE,TRUE,Ludwigia,1
Buddleja stachyoides Cham. & Schltdl.,TRUE,TRUE,Buddleja stachyoides,1
Carapa guianensis,TRUE,TRUE,Carapa guianensis,1
Syzygiella perfoliata (Sw.) Spruce,TRUE,TRUE,Syzygiella perfoliata,1
Evolvulus,TRUE,TRUE,Evolvulus,1
CYPERACEAE,TRUE,TRUE,Cyperaceae,1
Trichocolea brevifissa Steph.,TRUE,TRUE,Trichocolea brevifissa,1
BROMELIACEAE,TRUE,TRUE,Bromeliaceae,1
Albizia niopoides (Spruce ex Benth.) Burkart var. niopoides,TRUE,FALSE,Albizia niopoides niopoides,2
Marsypianthes,TRUE,TRUE,Marsypianthes,1
CYPERACEAE Rhynchospora cf. tenuis Link,FALSE,TRUE,Rhynchospora tenuis,1
Valeriana organensis Gardner,TRUE,TRUE,Valeriana organensis,1
Miconia theaezans,TRUE,TRUE,Miconia theaezans,1
Sapotaceae,TRUE,TRUE,Sapotaceae,1
Miconia bubalina (D.Don) Naudin,TRUE,TRUE,Miconia bubalina,1
Piptocarpha rotundifolia (Less.) Baker,TRUE,TRUE,Piptocarpha rotundifolia,1
Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,TRUE,TRUE,Pityrocarpa moniliformis,1
Tabebuia cassinoides (Lam.) DC.,TRUE,TRUE,Tabebuia cassinoides,1
Copaifera coriacea Mart.,TRUE,TRUE,Copaifera coriacea,1
Dalbergia foliolosa Benth.,TRUE,TRUE,Dalbergia foliolosa,1
Phanera altiscandens (Ducke) Vaz,TRUE,TRUE,Phanera altiscandens,1
ASTERACEAE,TRUE,TRUE,Asteraceae,1
Diplusodon punctatus Pohl var. punctatus,TRUE,FALSE,Diplusodon punctatus punctatus,1
Sorocea bonplandii (Baill.) W.C.Burger et al.,TRUE,TRUE,Sorocea bonplandii,1
Swartzia pinheiroana R.S.Cowan,TRUE,TRUE,Swartzia pinheiroana,1
Chamaecrista bahiae (H.S.Irwin) H.S.Irwin & Barneby,TRUE,TRUE,Chamaecrista bahiae,1
Elaeis guineensis,TRUE,TRUE,Elaeis guineensis,1
MYRTACEAE Pimenta cf. pseudocaryophyllus (Gomes) Landrum,FALSE,TRUE,Pimenta pseudocaryophyllus,1
Sloanea guianensis (Aubl.) Benth.,TRUE,TRUE,Sloanea guianensis,1
Dasyphyllum sprengelianum (Gardner) Cabrera,TRUE,TRUE,Dasyphyllum sprengelianum,1
Rubiaceae,TRUE,TRUE,Rubiaceae,1
Strychnos gardneri A.DC.,TRUE,TRUE,Strychnos gardneri,1
Plantae,TRUE,TRUE,Plantae,1
Urospatha sagittifolia (Rudge) Schott,TRUE,TRUE,Urospatha sagittifolia,1
Amaioua guianensis,TRUE,TRUE,Amaioua guianensis,1
Asplenium serra Langsd. & Fisch.,TRUE,TRUE,Asplenium serra,1
Piper gaudichaudianum Kunth,TRUE,TRUE,Piper gaudichaudianum,1
Ruellia,TRUE,TRUE,Ruellia,1
Critoniopsis quinqueflora (Less.) H.Rob.,TRUE,TRUE,Critoniopsis quinqueflora,1
Siparuna,TRUE,TRUE,Siparuna,1
Spathiphyllum,TRUE,TRUE,Spathiphyllum,1
Ilex paraguariensis,TRUE,TRUE,Ilex paraguariensis,1
Tibouchina,TRUE,TRUE,Tibouchina,1
Myrcia tomentosa (Aubl.) DC.,TRUE,TRUE,Myrcia tomentosa,1
Cambessedesia,TRUE,TRUE,Cambessedesia,1
Mimosa radula Benth.,TRUE,TRUE,Mimosa radula,1
Bertholletia excelsa,TRUE,TRUE,Bertholletia excelsa,1
Hippocratea,TRUE,TRUE,Hippocratea,1
Polygala,TRUE,TRUE,Polygala,1
Euphorbia hyssopifolia L.,TRUE,TRUE,Euphorbia hyssopifolia,1
Pyrrhobryum spiniforme,TRUE,TRUE,Pyrrhobryum spiniforme,1
Banisteriopsis stellaris (Griseb.) B.Gates,TRUE,TRUE,Banisteriopsis stellaris,1
Tephrosia,TRUE,TRUE,Tephrosia,1
Adiantum tetraphyllum,TRUE,TRUE,Adiantum tetraphyllum,1
Myrcia splendens (Sw.) DC.,TRUE,TRUE,Myrcia splendens,1
Simarouba amara,TRUE,TRUE,Simarouba amara,1
Andira cordata Arroyo ex R.T.Penn. & H.C.Lima,TRUE,TRUE,Andira cordata,2
Piper ovatum Vahl,TRUE,TRUE,Piper ovatum,1
Alchornea discolor Poepp.,TRUE,TRUE,Alchornea discolor,1
Piptadenia trisperma (Vell.) Benth.,TRUE,TRUE,Piptadenia trisperma,1
OLACACEAE,TRUE,TRUE,Olacaceae,1
Sloanea hirsuta (Schott) Planch. ex Benth.,TRUE,TRUE,Sloanea hirsuta,2
Prunus subcoriacea,TRUE,TRUE,Prunus subcoriacea,1
Tibouchina heteromalla (D.Don) Cogn.,TRUE,TRUE,Tibouchina heteromalla,1
Myrceugenia myrcioides (Cambess.) O.Berg,TRUE,TRUE,Myrceugenia myrcioides,1
Coccocypselum erythrocephalum Cham. & Schltdl.,TRUE,TRUE,Coccocypselum erythrocephalum,1
Piper scabrellum Yunck.,TRUE,TRUE,Piper scabrellum,1
Stelis megantha Barb.Rodr.,TRUE,TRUE,Stelis megantha,1
Isabelia violacea,TRUE,TRUE,Isabelia violacea,1
Arachis cryptopotamica Krapov. & W.C.Greg.,TRUE,TRUE,Arachis cryptopotamica,1
Bertolonia,TRUE,TRUE,Bertolonia,1
DRYOPTERIDACEAE,TRUE,TRUE,Dryopteridaceae,1
Hirtella racemosa var. hispida Prance,TRUE,FALSE,Hirtella racemosa hispida,1
Achyrocline satureioides,TRUE,TRUE,Achyrocline satureioides,1
Licania,TRUE,TRUE,Licania,1
Asterostigma,TRUE,TRUE,Asterostigma,1
Lythraceae,TRUE,TRUE,Lythraceae,1
INDETERMINADA,TRUE,TRUE,Indeterminada,1
Araucaria angustifolia,TRUE,TRUE,Araucaria angustifolia,1
Mucuna,TRUE,TRUE,Mucuna,1
Couepia uiti (Mart. & Zucc.) Benth. ex Hook.f.,TRUE,TRUE,Couepia uiti,2
Stemodia trifoliata (Link) Rchb.,TRUE,TRUE,Stemodia trifoliata,1
Manilkara huberi,TRUE,TRUE,Manilkara huberi,1
Anomoclada,TRUE,TRUE,Anomoclada,1
Cupania,TRUE,TRUE,Cupania,1
Combretum hilarianum D.Dietr.,TRUE,TRUE,Combretum hilarianum,1
Piptadenia adiantoides (Spreng.) J.F.Macbr.,TRUE,TRUE,Piptadenia adiantoides,1
Rubiaceae,TRUE,TRUE,Rubiaceae,1
Melastomataceae,TRUE,TRUE,Melastomataceae,1
Krameria,TRUE,TRUE,Krameria,1
LEGUMINOSAE,TRUE,TRUE,Leguminosae,1
Abarema filamentosa (Benth.) Pittier,TRUE,TRUE,Abarema filamentosa,1
Chamaecrista hedysaroides (Vogel) H.S.Irwin & Barneby,TRUE,TRUE,Chamaecrista hedysaroides,1
Aechmea maasii Gouda & W.Till,TRUE,TRUE,Aechmea maasii,1
Eugenia punicifolia (Kunth) DC.,TRUE,TRUE,Eugenia punicifolia,1
Vitis labrusca,TRUE,TRUE,Vitis labrusca,1
Artemisia vulgaris L.,TRUE,TRUE,Artemisia vulgaris,1
Henriettea succosa (Aubl.) DC.,TRUE,TRUE,Henriettea succosa,1
Chusquea nutans L.G.Clark,TRUE,TRUE,Chusquea nutans,1
Cissus striata Ruiz & Pav.,TRUE,TRUE,Cissus striata,1
Epidendrum paranaense Barb.Rodr.,TRUE,TRUE,Epidendrum paranaense,1
Rhynchospora,TRUE,TRUE,Rhynchospora,1
Machaerium ovalifolium Glaz. ex Rudd,TRUE,TRUE,Machaerium ovalifolium,2
Tortella humilis,TRUE,TRUE,Tortella humilis,1
Philodendron,TRUE,TRUE,Philodendron,1
BORAGINACEAE,TRUE,TRUE,Boraginaceae,1
Coccoloba,TRUE,TRUE,Coccoloba,1
Mimosa pteridifolia Benth.,TRUE,TRUE,Mimosa pteridifolia,1
Burseraceae,TRUE,TRUE,Burseraceae,1
Epidendrum secundum,TRUE,TRUE,Epidendrum secundum,1
Poaceae,TRUE,TRUE,Poaceae,1
Enydra sessilifolia,TRUE,TRUE,Enydra sessilifolia,1
Microlicia,TRUE,TRUE,Microlicia,1
Cynophalla flexuosa (L.) J.Presl,TRUE,TRUE,Cynophalla flexuosa,1
Fabaceae,TRUE,TRUE,Fabaceae,1
Tachigali aurea Tul.,TRUE,TRUE,Tachigali aurea,1
Sapindaceae,TRUE,TRUE,Sapindaceae,1
Dalbergia frutescens,TRUE,TRUE,Dalbergia frutescens,1
Acca sellowiana,TRUE,TRUE,Acca sellowiana,1
Bromeliaceae,TRUE,TRUE,Bromeliaceae,1
Palicourea weddelliana (Müll.Arg.) Standl.,TRUE,TRUE,Palicourea weddelliana,3
Thelypteris glaziovii (Christ) C.F. Reed,TRUE,TRUE,Thelypteris glaziovii,1
Waltheria indica L.,TRUE,TRUE,Waltheria indica,1
Annona crassiflora,TRUE,TRUE,Annona crassiflora,1
Surirella minuta,TRUE,TRUE,Surirella minuta,1
Leonia glycycarpa Ruiz & Pav.,TRUE,TRUE,Leonia glycycarpa,1
Senegalia globosa (Bocage & Miotto) L.P.Queiroz,TRUE,TRUE,Senegalia globosa,1
Cyperus esculentus,TRUE,TRUE,Cyperus esculentus,1
Pteridophyta,TRUE,TRUE,Pteridophyta,1
Hyptis,TRUE,TRUE,Hyptis,1
Phyllanthus aracaensis G.L.Webster ex Secco & A.Rosário,TRUE,TRUE,Phyllanthus aracaensis,3
INDETERMINADA,TRUE,TRUE,Indeterminada,1
Cyathea corcovadensis (Raddi) Domin,TRUE,TRUE,Cyathea corcovadensis,1
Swartzia brachyrhachis Harms,TRUE,TRUE,Swartzia brachyrhachis,1
Zornia latifolia,TRUE,TRUE,Zornia latifolia,1
Bertholletia excelsa,TRUE,TRUE,Bertholletia excelsa,1
Stachytarpheta macedoi Moldenke,TRUE,TRUE,Stachytarpheta macedoi,1
Machaerium debile (Vell.) Stellfeld,TRUE,TRUE,Machaerium debile,1
Xyris tenella Kunth,TRUE,TRUE,Xyris tenella,1
Bertholletia excelsa,TRUE,TRUE,Bertholletia excelsa,1
Polygonum,TRUE,TRUE,Polygonum,1
Polygala longicaulis Kunth,TRUE,TRUE,Polygala longicaulis,1
Solanum,TRUE,TRUE,Solanum,1
Eugenia stigmatosa DC.,TRUE,TRUE,Eugenia stigmatosa,1
Palicourea macrobotrys (Ruiz & Pav.) Schult.,TRUE,TRUE,Palicourea macrobotrys,1
Dioscorea,TRUE,TRUE,Dioscorea,1
Annona cacans Warm.,TRUE,TRUE,Annona cacans,1
Philodendron acutatum,TRUE,TRUE,Philodendron acutatum,1
Syagrus,TRUE,TRUE,Syagrus,1
Psyllocarpus laricoides,TRUE,TRUE,Psyllocarpus laricoides,1
Blechnum polypodioides,TRUE,TRUE,Blechnum polypodioides,1
Clusia nemorosa G.Mey.,TRUE,TRUE,Clusia nemorosa,1
Bertholletia excelsa,TRUE,TRUE,Bertholletia excelsa,1
Coccocypselum lymansmithii Standl.,TRUE,TRUE,Coccocypselum lymansmithii,1
Solanum pseudo-quina,TRUE,TRUE,Solanum pseudo-quina,1
Selaginella radiata (Aubl.) Spring,TRUE,TRUE,Selaginella radiata,1
Nicotiana glauca Graham,TRUE,TRUE,Nicotiana glauca,1
Lonchocarpus sericeus,TRUE,TRUE,Lonchocarpus sericeus,1
Amaranthus hybridus L.,TRUE,TRUE,Amaranthus hybridus,1
Alvimia gracilis,TRUE,TRUE,Alvimia gracilis,1
Attalea seabrensis Glassman,TRUE,TRUE,Attalea seabrensis,1
Velloziaceae,TRUE,TRUE,Velloziaceae,1
Polytrichum juniperinum Willd. ex Hedw.,TRUE,TRUE,Polytrichum juniperinum,2
Leiothrix curvifolia (Bong.) Ruhland,TRUE,TRUE,Leiothrix curvifolia,1
Apochloa molinioides,TRUE,TRUE,Apochloa molinioides,1
Calolisianthus pulcherrimus (Mart.) Gilg,TRUE,TRUE,Calolisianthus pulcherrimus,1
Mabea speciosa Müll. Arg.,TRUE,TRUE,Mabea speciosa,3
Melastomataceae,TRUE,TRUE,Melastomataceae,1
Acianthera pectinata (Lindl.) Pridgeon & M.W.Chase,TRUE,TRUE,Acianthera pectinata,1
MELASTOMATACEAE Tibouchina cf. aemula Cogn.,FALSE,TRUE,Tibouchina aemula,1
Miconia tomentosa (Rich.) D.Don,TRUE,TRUE,Miconia tomentosa,1
Elaphoglossum,TRUE,TRUE,Elaphoglossum,1
Phoradendron platycaulon Eichler,TRUE,TRUE,Phoradendron platycaulon,1
Myrcia laxiflora Cambess.,TRUE,TRUE,Myrcia laxiflora,1
Peperomia alata Ruiz & Pav.,TRUE,TRUE,Peperomia alata,1
Myrsinaceae,TRUE,TRUE,Myrsinaceae,1
Lafoensia,TRUE,TRUE,Lafoensia,1
Dioclea grandistipula L.P.Queiroz,TRUE,TRUE,Dioclea grandistipula,1
Pagamea coriacea,TRUE,TRUE,Pagamea coriacea,1
Paspalum notatum Flüggé,TRUE,TRUE,Paspalum notatum,3
Senna,TRUE,TRUE,Senna,1
Palicourea,TRUE,TRUE,Palicourea,1
Calyptranthes brasiliensis,TRUE,TRUE,Calyptranthes brasiliensis,1
LEGUMINOSAE,TRUE,TRUE,Leguminosae,1
Bathysa,TRUE,TRUE,Bathysa,1
Passiflora,TRUE,TRUE,Passiflora,1
Tectaria incisa,TRUE,TRUE,Tectaria incisa,1
Bertholletia excelsa,TRUE,TRUE,Bertholletia excelsa,1
Cestrum calycinum,TRUE,TRUE,Cestrum calycinum,1
Richterago arenaria,TRUE,TRUE,Richterago arenaria,1
Licania coriacea Benth.,TRUE,TRUE,Licania coriacea,1
Miconia polyandra Gardner,TRUE,TRUE,Miconia polyandra,1
Cayaponia cabocla (Vell.) Mart.,TRUE,TRUE,Cayaponia cabocla,1
POLYGALACEAE Polygala cf. pseudosericea Chodat,FALSE,TRUE,Polygala pseudosericea,1
Mimosa guaranitica Chodat & Hassl.,TRUE,TRUE,Mimosa guaranitica,1
Baccharis microcephala,TRUE,TRUE,Baccharis microcephala,1
Myrcia venulosa DC.,TRUE,TRUE,Myrcia venulosa,1
Avicennia germinans,TRUE,TRUE,Avicennia germinans,1
Clitoria,TRUE,TRUE,Clitoria,1
Hymenaea courbaril,TRUE,TRUE,Hymenaea courbaril,1
Inga grandiflora Ducke,TRUE,TRUE,Inga grandiflora,1
Rapateaceae,TRUE,TRUE,Rapateaceae,1
Chomelia obtusa Cham. & Schltdl.,TRUE,TRUE,Chomelia obtusa,1
Epidendrum rigidum,TRUE,TRUE,Epidendrum rigidum,1
Octomeria,TRUE,TRUE,Octomeria,1
Protium ovatum Engl.,TRUE,TRUE,Protium ovatum,1
Cupania racemosa (Vell.) Radlk.,TRUE,TRUE,Cupania racemosa,1
Melastomataceae,TRUE,TRUE,Melastomataceae,1
Alsophila setosa Kaulf.,TRUE,TRUE,Alsophila setosa,1
Xylopia,TRUE,TRUE,Xylopia,1
Lophocolea martiana Nees,TRUE,TRUE,Lophocolea martiana,1
Prionodon densus (Hedw.) Müll.Hal.,TRUE,TRUE,Prionodon densus,3
Myrcia splendens (Sw.) DC.,TRUE,TRUE,Myrcia splendens,1
Calliandra trinervia Benth.,TRUE,TRUE,Calliandra trinervia,1
Manilkara huberi,TRUE,TRUE,Manilkara huberi,1
Bauhinia,TRUE,TRUE,Bauhinia,1
Lindsaea ulei Hieron.,TRUE,TRUE,Lindsaea ulei,1
Acacia polyphylla DC.,TRUE,TRUE,Acacia polyphylla,1
POACEAE,TRUE,TRUE,Poaceae,1
Gouania,TRUE,TRUE,Gouania,1
VIOLACEAE,TRUE,TRUE,Violaceae,1
Meriania glabra (DC.) Triana,TRUE,TRUE,Meriania glabra,1
Rhytachne subgibbosa (Winkl. ex Hack.) Clayton,TRUE,TRUE,Rhytachne subgibbosa,2
