SpName,Longitude,Latitude
Rudgea viburnoides,-71.05,-8.73
Ocotea bicolor,-50.543056,-24.414444
Siparuna brasiliensis,-45.473333,-21.116111
Helietta apiculata,-54.69,-29.4975
Senegalia polyphylla,-47.88,-20.72
Terminalia mameluco,-40.6,-19.935833
Bowdichia virgilioides,-56.4767,-9.66472
Ossaea amygdaloides,-48.871111,-26.819722
Sideroxylon obtusifolium,-37.141667,-10.844167
Campomanesia dichotoma,-34.833889,-6.981111
Austroeupatorium inulaefolium,-43.3503,-21.7642
Pseudobombax grandiflorum,-46.39,-23.96
Ferdinandusa elliptica,-47.74,-15.77
Persea major,-48.6133,-28.0233
Randia armata,-37.0539,-8.41889
Podocarpus sellowii,-48.374444,-24.291361
Vochysia riedeliana,-39.799944,-19.608889
Maytenus distichophylla,-41.063056,-11.598333
Myrcia venulosa,-50.3,-24.5
Solanum rhytidoandrum,-35.2094,-5.795
Baccharis platypoda,-41.100556,-20.519167
Diospyros brasiliensis,-40.442222,-20.107778
Myrsine lineata,-43.8278,-22.0892
Solanum ramulosum,-50.58,-27.28
Asclepias curassavica,-44.6425,-21.4875
Chloroleucon foliolosum,-40.8394,-14.8661
Eugenia pyriformis,-53.2711,-22.2953
Sparattosperma leucanthum,-43.2075,-22.9028
Calophyllum brasiliense,-41.85,-13.316667
Lonchocarpus sericeus,-35.0183,-8.00222
Cheiloclinium cognatum,-49.47,-18.97
Ruprechtia laxiflora,-39.8117,-14.9611
Vitex polygama,-48.625,-17.7417
Piper xylosteoides,-49.0633,-25.4417
Chiococca alba,-46.25,-23.99
Myrcia hartwegiana,-45.59,-22.73
Myrsine guianensis,-47.7,-14.11
Eugenia punicifolia,-47.85,-23.35
Aniba viridis,-43.1253,-21.4575
Senna spectabilis,-39.4094,-7.23417
Astraea lobata,-37.734722,-11.771389
Psychotria stachyoides,-49.680073,-26.550061
Pouteria cuspidata,-39.071667,-14.78
Miconia nervosa,-44.96,-23.07
Byrsonima intermedia,-43.68,-18.33
Coutarea hexandra,-48.958333,-28.168333
Jacaranda caroba,-43.6919,-20.5208
Solanum robustum,-46.936944,-23.232889
Piper gaudichaudianum,-48.1872,-18.6472
Qualea dichotoma,-47.3,-21.27
Jatropha mollissima,-36.985,-9.53222
Bastardiopsis densiflora,-44.0814,-19.5578
Senna obtusifolia,-54.33,-24.86
Mollinedia ovata,-68.7481,-11.0161
Andira humilis,-42.889444,-16.593333
Trichilia pallida,-42.8819,-20.7539
Andira fraxinifolia,-39.1,-15.166667
Ocotea silvestris,-49.6281,-26.9583
Casearia ulmifolia,-60.5542,-13.4978
Tephrosia candida,-47.0608,-22.9056
Coutarea hexandra,-48.036667,-19.676389
Casearia sylvestris,-44.1714,-22.5442
Randia ferox,-51.1144,-29.3764
Tournefortia paniculata,-47.89,-22.01
Pera glabrata,-42.2042,-22.4806
Matayba arborescens,-63.6122,-10.5969
Varronia multispicata,-38.31,-12.49
Hirtella triandra,-42.0186,-22.8794
Pilocarpus pennatifolius,-50.6467,-23.1811
Cordia trichotoma,-39.5233,-12.7719
Ocotea minarum,-54.5664,-19.3953
Myrceugenia campestris,-48.6836,-27.9617
Erythroxylum deciduum,-47.8908,-22.0175
Solanum ramulosum,-51.7606,-27.7106
Ocotea glauca,-40.0722,-19.3911
Salzmannia nitida,-37.699444,-12.028056
Casearia sylvestris,-44.783889,-15.497222
Sorocea bonplandii,-35.01,-7.836389
Guarea macrophylla,-48.959722,-26.099444
Psidium myrsinites,-56.833333,-15.833333
Guarea kunthiana,-72.8958,-7.61417
Annona neosericea,-49.2717,-26.8233
Byrsonima crassifolia,-47.966667,-15.616667
Solanum rufescens,-46.5375,-23.366389
Myrceugenia bracteosa,-50.310002,-26.730093
Senegalia riparia,-43.8514,-19.7697
Cordiera elliptica,-43.78,-18.08
Ficus obtusiuscula,-43.9378,-19.9208
Brunfelsia brasiliensis,-45.31,-23.22
Leandra rufescens,-51.32,3.6
Cyathea phalerata,-46.9914,-20.9169
Nectandra reticulata,-43.2075,-22.9028
Swartzia apetala,-42.6,-19.766667
Vitex cymosa,-47.4167,-21.8169
Piper hispidum,-48.5333333,-17.9166667
Crotalaria vitellina,-48.5428,-25.8175
Campomanesia pubescens,-47.916667,-15.583333
Allophylus petiolulatus,-48.5047,-24.7564
Hymenaea courbaril,-41.848889,-3.278889
Pouteria macrophylla,-40.92,-3.83
Trema micrantha,-39.1019,-12.67
Micropholis gardneriana,-39.2208,-17.3411
Senna splendida,-36.770833,-9.383333
Swartzia apetala,-37.4253,-10.685
Ocotea floribunda,-68.85,-9.1
Alchornea triplinervia,-44.635,-20.5414
Sebastiania schottiana,-50.1878,-23.8486
Piper aduncum,-56.5588889,-21.2666667
Trema micrantha,-42.4086111,-19.3455555
Piptocarpha oblonga,-43.3503,-21.7642
Erythrina velutina,-37.169722,-10.806389
Handroanthus heptaphyllus,-39.603333,-14.705833
Sebastiania brasiliensis,-52.221472,-21.534167
Posoqueria latifolia,-39.4958,-15.4192
Gochnatia polymorpha,-40.6592,-20.3633
Eschweilera ovata,-38.42,-12.951667
Esenbeckia febrifuga,-52.877275,-22.598192
Piptocarpha axillaris,-46.774722,-23.457778
Jatropha mollissima,-35.29694444,-5.462222222
Psychotria carthagenensis,-48.508056,-27.451111
Calyptranthes concinna,-50.42,-26.96
Stryphnodendron adstringens,-44.635,-20.5414
Myrcianthes gigantea,-51.13,-27.69
Piper umbellatum,-39.183333,-13.824167
Clusia nemorosa,-41.207222,-11.590833
Nectandra membranacea,-48.452222,-24.72
Trichilia pallida,-67.7,-10.37
Senna macranthera,-37.1666667,-8.6166667
Nectandra oppositifolia,-46.9914,-20.9169
Mabea fistulifera,-51.307222,-20.931111
Emmotum nitens,-60.9442,-2.62139
Guapira hirsuta,-51.2311,-22.7803
Psidium brownianum,-40.190833,-13.939444
Eugenia punicifolia,-42.513889,-14.080278
Piper aduncum,-42.525,-14.451389
Senna alata,-47.51,-14.1325
Piper aduncum,-43.7144,-19.1689
Guarea guidonia,-60.8997,-12.5522
Piper aduncum,-65.232222,-4.885
Luehea speciosa,-57.666667,-16.083333
Roupala montana,-47.44,-19.8653
Piper mollicomum,-42.9675,-21.4597
Psychotria leiocarpa,-51.233333,-23.366667
Rustia formosa,-45.55,-23.733333
Solanum rhytidoandrum,-38.1503,-7.30444
Tapirira guianensis,-60.21,2.47
Senegalia tenuifolia,-43.2656,-21.5878
Tapirira guianensis,-44.7131,-23.2178
Casearia sylvestris,-47.4383333,-7.7263889
Ocotea tristis,-50.41,-22.66
Poincianella pyramidalis,-43.216667,-12.783333
Protium aracouchini,-39.02,-16.28
Faramea multiflora,-39.09,-13.32
Clidemia capitellata,-44.8683,-1.82833
Dalbergia miscolobium,-41.76666667,-13.45
Casearia commersoniana,-42.8897,-16.5594
Anadenanthera colubrina,-51.42,-23.42
Myrceugenia alpigena,-43.8775,-21.6908333
Licaria bahiana,-42.1392,-19.7897
Cereus fernambucensis,-39.08,-15.29
Miconia albicans,-47.75,-14.14
Galipea jasminiflora,-49.06,-22.31
Miconia theizans,-49.635278,-25.584167
Capsicum flexuosum,-47.42,-23.71
Psychotria stachyoides,-39.7,-13.5
Posoqueria latifolia,-48.9911,-24.6572
Leandra fragilis,-44.8072222,-22.36
Trema micrantha,-36.4758,-9.92528
Protium heptaphyllum,-38.9331,-4.26333
Siparuna guianensis,-59.7,-2.7
Hedyosmum brasiliense,-48.431111,-25.604028
Lantana camara,-49.053611,-24.074167
Acalypha gracilis,-49.498611,-28.443611
Myrcia variabilis,-44.8072,-19.7303
Senna obtusifolia,-54.9003,-28.73
Chomelia pohliana,-51.7833333,-17.2
Solanum didymum,-48.6158,-23.1017
Senna alata,-47.7711,-1.67417
Eugenia pyriformis,-49.83,-25.42
Dalbergia frutescens,-51.867211,-23.350133
Solanum hexandrum,-45.12,-22.73
Faramea truncata,-42.99,-22.46
Myrcia tenuivenosa,-42.6531,-22.4625
Adenocalymma comosum,-40.2075,-14.3625
Rhamnidium elaeocarpum,-69.26,-10.94
Dicksonia sellowiana,-51.23,-30.03
Cryptocarya aschersoniana,-50.14,-26.37
Myrsine coriacea,-49.061389,-24.0775
Leandra acutiflora,-43.466667,-22.566667
Baccharis tridentata,-53.491389,-30.5125
Senegalia polyphylla,-39.166667,-12.416667
Cassia grandis,-37.65,-10.917222
Vitex megapotamica,-51.52,-29.17
Cordiera macrophylla,-57.666667,-16.25
Ficus insipida,-51.928333,-23.429444
Ficus enormis,-46.7324,-23.6752
Brunfelsia pilosa,-51.6597,-25.6956
Sebastiania brasiliensis,-51.692778,-17.929444
Hornschuchia myrtillus,-39.4,-17.166667
Indigofera suffruticosa,-48.625,-17.7417
Senefeldera verticillata,-39.731944,-14.167222
Blepharocalyx salicifolius,-44.2905555,-21.0444444
Brunfelsia clandestina,-39.0333333,-14.3
Miconia polyandra,-40.05444444,-16.40361111
Hirtella ciliata,-44.8333333,-13.45
Angostura bracteata,-40.07,-19.39
Croton heliotropiifolius,-40.5183,-11.1806
Ocotea dispersa,-42.9819,-22.5372
Dialium guianense,-65.68,-8.32
Erythroxylum pulchrum,-37.2542,-7.22278
Trembleya parviflora,-47.88722222,-15.96583333
Campomanesia adamantium,-50.16,-25.09
Licania heteromorpha,-43.1786,-22.505
Bauhinia forficata,-39.164167,-14.726944
Inga marginata,-55.5181,-1.9175
Rhamnidium elaeocarpum,-49.33,-22.14
Miconia cinnamomifolia,-39.0494,-14.7889
Annona neosericea,-47.92,-24.38
Styrax leprosus,-49.696592,-24.217331
Piptadenia paniculata,-43.416667,-22.583333
Chrysophyllum marginatum,-47.0472,-23.266833
Inga laurina,-42.53,-22.28
Rudgea reticulata,-39.0731,-13.3703
Tocoyena formosa,-46.8075,-18.1783
Pera glabrata,-49.118,-21.9973
Ocotea teleiandra,-48.364722,-24.290556
Actinostemon verticillatus,-39.1956,-17.5194
Trichilia catigua,-50.215,-16.1267
Eugenia punicifolia,-43.2269,-19.6192
Anadenanthera colubrina,-46.515611,-20.485556
Tachigali aurea,-44.0431,-19.0061
Ficus luschnathiana,-52.6692,-26.5122
Berberis laurina,-44.6419,-22.1706
Piper arboreum,-50.22,-16.13
Schistostemon retusum,-39.02,-16.27
Miconia prasina,-35.8533,-9.47833
Bowdichia virgilioides,-37.601111,-11.889167
Amaioua guianensis,-48.1,-21.72
Urbanodendron verrucosum,-42.7156,-19.0558
Eugenia itapemirimensis,-39.054722,-15.159722
Ocotea odorifera,-46.78,-24.18
Guettarda viburnoides,-46.3861,-21.9236
Sloanea garckeana,-49.27,-25.43
Machaonia acuminata,-49.296667,-16.666667
Eugenia malacantha,-46.313889,-23.781111
Myrcia guianensis,-35.2225,-9.01222
Bredemeyera floribunda,-43.8514,-19.7697
Pilocarpus pennatifolius,-51.2783,-23.2758
Bauhinia rufa,-48.4191667,-14.3866666
Ocotea longifolia,-67.81,-9.97472
Baccharis linearifolia,-52.15,-14.05
Manilkara salzmannii,-37.7125,-12.016667
Handroanthus impetiginosus,-34.975556,-8.08
Hieronyma alchorneoides,-44.1961,-21.4686
Miconia sellowiana,-48.44,-22.88
Nectandra cuspidata,-52.863611,-22.609444
Tapirira guianensis,-48.05,-23.59
Clidemia biserrata,-38.6786,-12.8883
Hamelia patens,-49.34,-24.11
Acca sellowiana,-51.0789,-25.5711
Piper aduncum,-46.759722,-23.4625
Myrcia pubipetala,-49.05,-27.45
Baccharis lateralis,-46.5614,-21.7878
Asclepias curassavica,-72.67,-7.63111
Coussarea hydrangeifolia,-44.4308,-18.7564
Campomanesia adamantium,-43.571111,-18.22
Dalbergia miscolobium,-44.3631,-6.37083
Bredemeyera brevifolia,-40.481944,-11.206667
Pimenta pseudocaryophyllus,-49.950556,-26.730278
Syagrus romanzoffiana,-49.81,-22.22
Bunchosia glandulifera,-40.479444,-19.919722
Myrrhinium atropurpureum,-42.2042,-22.4806
Syagrus schizophylla,-37.530278,-11.748333
Cordiera elliptica,-44.2617,-21.1356
Cordia nodosa,-35.08111111,-6.316388889
Vismia guianensis,-40.373611,-10.693056
Eschweilera ovata,-34.8631,-7.115
Vochysia thyrsoidea,-41.3708,-13.0053
Miconia calvescens,-39.22,-14.8
Clusia nemorosa,-40.535556,-11.388333
Indigofera suffruticosa,-46.8539,-20.3439
Zollernia ilicifolia,-39.7244,-15.1425
Mollinedia widgrenii,-46.44,-22.79
Qualea multiflora,-55.7497,-15.4606
Myrcia splendens,-50.57,-22.41
Sorocea guilleminiana,-52.26,-15.89
Sideroxylon obtusifolium,-51.23,-30.0331
Hedyosmum brasiliense,-46.42,-23.89
Swartzia flaemingii,-41.484722,-22.063611
Solanum corymbiflorum,-51.55,-26.16
Alsophila setosa,-51.0853,-29.5803
Syagrus schizophylla,-34.976944,-6.502222
Miconia chamissois,-51.07,-21.68
Leandra variabilis,-48.870278,-28.169444
Piptocarpha macropoda,-42.3477777,-22.5230556
Solanum paludosum,-35.1164,-7.40194
Erythroxylum citrifolium,-35.7167,-8.66667
Symplocos tetrandra,-50.580325,-27.450483
Machaerium stipitatum,-42.88,-20.75
Eugenia chlorophylla,-49.08,-25.5
Cybianthus amplus,-61.44,-4.89
Sambucus australis,-48.9592,-15.8525
Croton heliotropiifolius,-40.1567,-4.33194
Geonoma schottiana,-40.616111,-20.101944
Schinus terebinthifolius,-50.7411,-23.7275
Solanum stipulaceum,-39.913889,-16.596944
Piper arboreum,-39.04,-14.78
Leptolobium dasycarpum,-48.9528,-16.3267
Miconia chamissois,-54.8603,-20.4422
Eugenia melanogyna,-48.3289,-25.3067
Leucochloron incuriale,-46.6328,-22.4764
Himatanthus sucuuba,-53.0204,-13.2258
Gochnatia polymorpha,-50.2428,-24.2458
Calliandra sessilis,-42.574167,-14.747222
Psychotria hoffmannseggiana,-63.366667,0.7
Henriettea succosa,-39.0647,-16.4497
Copaifera langsdorffii,-48.5614,-18.1425
Ficus luschnathiana,-51.9783,-31.3653
Campomanesia guazumifolia,-51.003889,-27.633889
Dalbergia ecastaphyllum,-42.86,-22.74
Psidium myrtoides,-40.595963,-19.930105
Tapirira guianensis,-47.9315,-25.0749
Inga flagelliformis,-43.0406,-22.6528
Anadenanthera colubrina,-42.4972,-15.1719
Picramnia ramiflora,-47.26,-22.82
Davilla rugosa,-43.77,-21.23
Trichilia elegans,-50.4583,-24.0325
Psidium grandifolium,-49.3142,-25.19
Swartzia apetala,-40.136389,-19.968611
Myrsine guianensis,-57.016667,-19.933333
Croton nepetifolius,-37.7697,-4.56167
Platycyamus regnellii,-47.56,-22.41
Solanum granulosoleprosum,-50.3675,-23.11
Amorimia rigida,-40.3,-12.466667
Lantana camara,-46.212778,-23.519167
Chrysophyllum inornatum,-49.2317,-26.8978
Margaritaria nobilis,-72.8958,-7.61417
Myrsine gardneriana,-51.1903,-28.0536
Piper umbellatum,-51.9386,-23.4253
Aspidosperma cylindrocarpon,-47.39,-22.18
Copaifera langsdorffii,-42.6986,-13.0194
Erythroxylum suberosum,-48.8841666,-15.8175
Psychotria carthagenensis,-60.025,-3.10194
Sapium glandulosum,-50.213264,-29.661564
Copaifera langsdorffii,-46.883333,-10.266667
Lantana camara,-51.723889,-20.815833
Aegiphila integrifolia,-46.3183,-22.8547
Luehea divaricata,-52.3781,-29.9897
Deguelia costata,-45.7114,-20.1744
Myrsine umbellata,-51.301944,-27.629444
Piper arboreum,-43.4052778,-20.1027778
Psychotria carthagenensis,-40.6306,-19.5394
Gymnanthes glabrata,-39.0494,-14.7889
Roupala montana,-44.3617,-15.4881
Miconia albicans,-56.74,-2.17
Psychotria bracteocardia,-35.142,-6.742306
Senegalia tenuifolia,-35.5647,-8.20111
Leandra carassana,-40.553056,-19.9075
Aspidosperma parvifolium,-56.65,-18.983333
Amaioua guianensis,-39.0731,-13.3703
Psychotria vellosiana,-47.46,-24.28
Erythroxylum vacciniifolium,-38.1492,-9.10528
Varronia polycephala,-51.6678,-27.5669
Inga vera,-43.6003,-18.2494
Protium heptaphyllum,-37.429167,-11.401389
Ocotea glomerata,-39.083333,-14.416667
Solanum sooretamum,-40.5352777,-19.9783334
Swartzia apetala,-39.882778,-19.671944
Couratari macrosperma,-39.5339,-15.9508
Solanum paludosum,-40.9211,-3.85444
Senna quinquangulata,-45.41,-23.76
Marlierea eugeniopsoides,-49.393611,-27.180278
Calyptranthes lucida,-46.775417,-23.989083
Cordia anabaptista,-38.971111,-4.206111
Davilla rugosa,-46.8539,-20.3439
Henriettea succosa,-34.979167,-7.752222
Myrcia tomentosa,-41.880556,-13.060556
Eugenia punicifolia,-40.486111,-11.152778
Sparattanthelium tupiniquinorum,-63.6122,-10.5969
Psychotria jambosioides,-39.475556,-12.853056
Tephrosia candida,-39.0494,-14.7889
Senna obtusifolia,-35.9567,-9.59722
Cestrum bracteatum,-45.27,-22.5
Trichilia hirta,-47.7199,-21.1599
Calophyllum brasiliense,-41.826667,-13.597778
Virola bicuhyba,-45.079328,-23.381112
Pouteria peduncularis,-34.978611,-6.493611
Piper miquelianum,-52.323417,-24.103722
Commiphora leptophloeos,-37.0539,-8.41889
Cestrum schlechtendalii,-51.1164,-10.0117
Anadenanthera peregrina,-44.831389,-23.361667
Chiococca alba,-38.3242,-12.6975
Stryphnodendron pulcherrimum,-37.4253,-10.685
Cryptocarya aschersoniana,-46.9492,-23.2364
Prunus myrtifolia,-53.1153,-30.8719
Clidemia hirta,-40.615,-19.861111
Psychotria leiocarpa,-53.553361,-22.900722
Psidium longipetiolatum,-48.867222,-25.171944
Ouratea parviflora,-49.589444,-26.998056
Trichilia casaretti,-43.0886111,-22.4647222
Tabernaemontana catharinensis,-48.31,-22.1
Erythrina verna,-42.9675,-21.4597
Tibouchina sellowiana,-49.2064,-25.5347
Chromolaena laevigata,-47.994167,-24.141389
Machaerium punctatum,-40.7497,-20.635
Chamaecrista ramosa,-45.1411,-7.08444
Ocotea corymbosa,-49.068056,-24.079444
Ternstroemia brasiliensis,-39.4283,-12.7656
Capparidastrum frondosum,-37.9111,-6.08778
Miconia latecrenata,-49.4197,-24.5681
Eugenia punicifolia,-47.42,-7.13
Chiococca alba,-37.831389,-12.315
Ormosia arborea,-44.4042,-19.2744
Himatanthus phagedaenicus,-39.755833,-18.7375
Ziziphus joazeiro,-40.5008,-9.39861
Luehea divaricata,-50.561389,-17.539722
Salacia elliptica,-57.6533,-19.0092
Miconia petropolitana,-49.254747,-27.120297
Mollinedia widgrenii,-50.6467,-23.1811
Pseudopiptadenia contorta,-41.384722,-12.996667
Pera glabrata,-47.9369,-23.3442
Cordiera concolor,-50.729972,-23.725611
Eugenia ligustrina,-38.5108,-12.9711
Tetracera breyniana,-38.083333,-11.933333
Tibouchina heteromalla,-42.0336,-20.2581
Miconia ciliata,-35.0922,-8.11861
Prunus myrtifolia,-49.406667,-28.080278
Myrcia obovata,-44.1911,-21.9472
Senna silvestris,-44.2811,-14.2128
Pouteria torta,-43.5772223,-19.38
Miconia pusilliflora,-42.5638889,-22.3591667
Handroanthus serratifolius,-49.3386,-14.1956
Aniba firmula,-49.588611,-28.708056
Dasyphyllum brasiliense,-51.015,-26.7753
Piper divaricatum,-38.1833333,-11.45
Manilkara rufula,-35.9394,-8.9725
Cybistax antisyphilitica,-51.7181,-29.9433
Cordia trichoclada,-39.07,-14.37
Erythroxylum suberosum,-44.9833,-21.7167
Asclepias curassavica,-49.33,-22.14
Bauhinia cheilantha,-34.8553,-8.00889
Andira fraxinifolia,-37.1261,-10.855
Psychotria pleiocephala,-40.697222,-20.043333
Faramea hyacinthina,-41.924722,-13.261944
Davilla rugosa,-48.50944444,-23.75055556
Peltophorum dubium,-46.97,-23.03
Sapium glandulosum,-44.5633,-22.4961
Vitex polygama,-48.05,-23.59
Zanthoxylum rhoifolium,-56.4819,-21.1211
Myrcia hebepetala,-51.6597,-25.6956
Cinnamomum triplinerve,-42.39,-22.65
Ximenia americana,-54.6356,-16.4708
Leandra variabilis,-48.400278,-24.643333
Miconia albicans,-50.4136,-24.5094
Syagrus botryophora,-39.0494,-14.7889
Myrcia guianensis,-41.333333,-13.666667
Tibouchina heteromalla,-41.672222,-17.173611
Coutarea hexandra,-50.213264,-29.661564
Hirtella racemosa,-38.971111,-4.206111
Faramea axilliflora,-39.6725,-13.231667
Aspidosperma pyrifolium,-42.881667,-14.230556
Pseudopiptadenia contorta,-43.4244445,-22.5836111
Lantana fucata,-42.191111,-11.808333
Platypodium elegans,-43.6003,-18.2494
Tocoyena formosa,-47.5239,-15.5796
Miconia ferruginata,-47.902778,-15.778056
Cabralea canjerana,-47.9249,-24.181
Mabea fistulifera,-56.0967,-15.5961
Psychotria platypoda,-60.08333333,-2.316666667
Palicourea rigida,-60.3558333,-12.5575
Miconia lepidota,-41.7869,-22.3708
Maytenus obtusifolia,-38.9233,-4.225
Senna silvestris,-46.009444,-17.009722
Coccoloba marginata,-38.6786,-12.8883
Psychotria hoffmannseggiana,-48.8925,-21.21388889
Citharexylum solanaceum,-52.8781,-25.1008
Symphonia globulifera,-39.3719,-17.8919
Rudgea parquioides,-50.7411,-23.7275
Poecilanthe falcata,-40.0722,-19.3911
Cinnamomum amoenum,-53.1153,-30.8719
Myrsine loefgrenii,-51.1794,-29.1681
Geonoma schottiana,-44.9667,-22.3903
Psychotria stachyoides,-38.9967,-14.2775
Ocotea corymbosa,-46.9,-17.983333
Clidemia hirta,-49.31,-25.19
Eugenia supraaxillaris,-42.39,-22.65
Piper corcovadensis,-35.675,-8.401944
Verbesina macrophylla,-41.001389,-11.627778
Urera baccifera,-47.2928,-19.3528
Myrcia splendens,-40.5,-11.333333
Sloanea guianensis,-41.4722,-22.1067
Libidibia ferrea,-37.51444444,-5.439166667
Ocotea corymbosa,-50.477694,-22.61925
Aureliana velutina,-43.233333,-22.516667
Nectandra angustifolia,-53.4914,-30.5122
Pterodon emarginatus,-47.885278,-15.944722
Centrolobium tomentosum,-50.91,-23.07
Alibertia edulis,-48.6081,-16.6589
Croton heliotropiifolius,-36.984444,-9.678333
Psidium rufum,-49.3142,-25.19
Nectandra lanceolata,-51.145556,-23.938611
Myrcia guianensis,-50.49622222,-22.58261111
Inga striata,-47.466667,-22.366667
Cestrum intermedium,-47.47,-20.25
Pseudobombax grandiflorum,-49.115,-25.2061
Senna rizzinii,-38.666667,-10.950278
Guazuma ulmifolia,-40.545,-13.287222
Senegalia tenuifolia,-42.2903,-16.1703
Myrcia splendens,-37.0717,-10.9111
Trema micrantha,-48.2772,-18.9186
Eugenia pluriflora,-49.068056,-24.051944
Antonia ovata,-41.729722,-4.072222
Pogonophora schomburgkiana,-37.4253,-10.685
Peltophorum dubium,-56.439167,-21.166389
Solanum robustum,-47.0608,-22.9056
Solanum swartzianum,-42.7322,-19.7122
Ficus enormis,-49.499444,-28.710833
Piptadenia gonoacantha,-46.76,-22.7
Pouteria gardneriana,-39.0147,-14.1031
Ferdinandusa speciosa,-47.5,-13.87
Simarouba amara,-59.4594,-10.1667
Senegalia tenuifolia,-48.8344,-25.4769
Cyathea delgadii,-48.78,-27.54
Pera glabrata,-40.0722,-19.3911
Ocotea glomerata,-68.6569,-9.06556
Myrcia amazonica,-43.7144,-19.1689
Eugenia pyriformis,-54.218892,-23.120581
Hancornia speciosa,-47.9169,-19.0386
Gochnatia paniculata,-44.18,-17.8733
Protium kleinii,-48.9911,-24.6572
Myrcia hebepetala,-52.0667,-27.0533
Couepia grandiflora,-48.8827778,-15.8047222
Diospyros sericea,-41.506944,-12.865278
Senna pinheiroi,-40.769722,-15.021389
Goniorrhachis marginata,-41.7653,-16.6131
Vitex sellowiana,-43.73,-19.83
Psychotria mapourioides,-35.8089,-8.7825
Mimosa furfuracea,-47.29,-22.77
Inga barbata,-42.0081,-21.9553
Prunus myrtifolia,-50.940717,-27.449703
Cedrela fissilis,-46.63525,-23.449083
Tournefortia candidula,-38.85,-11.71
Ceiba glaziovii,-37.355278,-10.0975
Jatropha mollissima,-36.5328,-7.39083
Chromolaena maximilianii,-42.6431,-21.5319
Tovomitopsis saldanhae,-43.2075,-22.9028
Ocotea glomerata,-53.383333,-13.1
Nectandra oppositifolia,-43.6558,-18.4456
Guapira opposita,-42.8019,-5.08917
Inga marginata,-47.29,-16.21
Pluchea sagittalis,-42.8186,-22.9194
Allophylus puberulus,-40.0722,-19.3911
Solanum paludosum,-34.9075,-7.25972
Hancornia speciosa,-35.1047,-8.75972
Zeyheria tuberculosa,-40.6456,-20.8058
Piptocarpha regnellii,-49.64,-27.21
Myrcia spectabilis,-46.56,-23.69
Mimosa tenuiflora,-35.683333,-6.45
Myrcia pulchra,-49.4636,-24.1128
Esenbeckia grandiflora,-34.978633,-6.493619
Dalbergia frutescens,-51.930278,-26.64
Guarea macrophylla,-49.4244,-28.5978
Ternstroemia brasiliensis,-49.096111,-25.099444
Cyathea delgadii,-52.502944,-14.885
Ocotea tabacifolia,-43.5081,-20.2875
Piptadenia gonoacantha,-49.157194,-16.566583
Myrcia fenzliana,-47.846611,-15.874839
Solanum asperum,-61.33,3.37
Alibertia edulis,-52.5511,-17.5694
Discophora guianensis,-72.8958,-7.61417
Piper aduncum,-47.13,-23.52
Cordyline spectabilis,-51.15,-23.933333
Allophylus sericeus,-44.812222,-23.311111
Nectandra cuspidata,-54.56,-23.68
Solanum paniculatum,-42.88,-20.75
Piptocarpha rotundifolia,-47.916667,-15.766667
Myrcia pubipetala,-44.7131,-23.2178
Eugenia stictopetala,-42.89,-12.31
Hirtella ciliata,-37.786111,-12.222778
Cestrum schlechtendalii,-47.2928,-19.3528
Cestrum bracteatum,-43.8716667,-21.6794445
Acalypha gracilis,-53.0286,-29.4214
Marlierea eugeniopsoides,-49.9347,-29.365
Rudgea viburnoides,-46.86666667,-17.03333333
Sorocea bonplandii,-46.63,-23.54
Palicourea rigida,-47.6,-16.8
Eugenia sonderiana,-41.466667,-12.45
Ilex integerrima,-50.0064,-25.4294
Qualea cordata,-43.79,-21.84
Byrsonima stipulacea,-39.05,-14.79
Allophylus edulis,-49.273611,-25.385278
Hevea brasiliensis,-54.720556,-17.398889
Ocotea notata,-41.133333,-11.55
Lecythis pisonis,-37.5117,-11.5192
Baccharis vulneraria,-51.1794,-29.1681
Solanum paniculatum,-42.86,-20.76
Senegalia riparia,-39.866667,-12.4
Antonia ovata,-47.6861111,-12.0194445
Solanum concinnum,-50.2475,-23.4367
Alsophila setosa,-49.411944,-28.259722
Amaioua intermedia,-48.669167,-24.569444
Xylosma prockia,-49.14,-27.54
Coutarea hexandra,-46.1386,-5.81944
Styrax camporum,-45.5436,-20.0225
Libidibia ferrea,-40.95,-15.3666667
Marlierea obversa,-39.341667,-15.173611
Trichilia catigua,-47.9275,-21.3542
Clarisia ilicifolia,-63.6166667,-10.5847222
Myrciaria cuspidata,-49.34,-24.11
Leandra melastomoides,-39.5652778,-15.3916666
Symplocos estrellensis,-43.0036111,-22.4491666
Leptolobium dasycarpum,-45.465556,-11.11
Asclepias curassavica,-46.941861,-23.827222
Luehea divaricata,-47.88,-20.72
Spondias mombin,-54.2,-8.67
Casearia javitensis,-40.8894,-3.92333
Myrcia splendens,-43.9,-21.7641667
Chaetocarpus echinocarpus,-52.57,-13.2
Pterogyne nitens,-42.6658,-20.4558
Piper glabratum,-39.2997,-14.9594
Pluchea sagittalis,-38.9233,-4.225
Chloroleucon tortum,-42.2875,-22.9377777
Tibouchina stenocarpa,-52.25,-15.883333
Protium widgrenii,-51.6783,-20.7511
Lonchocarpus sericeus,-43.954694,-19.432722
Inga marginata,-42.8347222,-22.0797223
Nectandra membranacea,-46.757778,-23.462222
Pterogyne nitens,-47.0608,-22.9056
Lecythis pisonis,-39.083333,-14.416667
Ficus enormis,-52.9878,-24.5453
Paypayrola blanchetiana,-35.065556,-8.227778
Miconia chamissois,-49.06,-22.31
