original_site_code,sitename,lat,long,country,species_name
AmzAC008,"Marechal Thaumaturgo, floresta pluvial de terra firme",-9.03888888888889,-72.2669444444444,Brasil,Duguetia quitarensis
CaaMG005,"Juvenília, caatinga arbórea",-14.2852777777778,-44.1111111111111,Brasil,Plathymenia reticulata
AtlMG006,"Carlos Chagas, floresta semidecídua",-17.6922222222222,-40.875,Brasil,Myrciaria floribunda
AmzAM166,"Borba, Rio Preto do Igapó-Açu, floresta pluvial de terra firme",-4.57861111111111,-61.1963888888889,Brasil,Ormosia discolor
AtlRJ022,"Rio das Ostras, Reserva União, floresta pluvial",-22.4372222222222,-42.0297222222222,Brasil,Cordia trichoclada
AtlRS130,"Cristal, floresta semidecídua",-31.0169444444444,-51.945,Brasil,Faramea montevidensis
AtlES043,"Santa Teresa, floresta pluvial",-19.9211111111111,-40.6152777777778,Brasil,Galipea laxiflora
CerMS048,"Dois Irmãos do Buriti, cerradão distrófico",-20.5236111111111,-55.2788888888889,Brasil,Himatanthus obovatus
AtlSP076,"Mirante da Petrobrás, floresta nebular",-23.6355555555556,-45.6969444444444,Brasil,Allophylus petiolulatus
CerSP030,"Mogi Mirim, cerrado",-22.4561111111111,-46.9505555555556,Brasil,Caryocar brasiliense
CaaBA045,"Boquira, caatinga carbonática",-12.7616666666667,-42.6880555555556,Brasil,Cnidoscolus bahianus
CerTO105,"Arraias, cerradão mesotrófico",-12.6613888888889,-47.1091666666667,Brasil,Antonia ovata
AtlRS076,"Anta Gorda, floresta semidecídua",-28.9233333333333,-51.9152777777778,Brasil,Mimosa sobralii
PamRS016,"São Borja, floresta ripícola",-28.5488888888889,-55.7852777777778,Brasil,Prunus myrtifolia
AtlSC080,"Joinville, Serra do Piraí, floresta pluvial",-26.2977777777778,-49.0775,Brasil,Myrsine loefgrenii
AmzAM188,"Paraná do Ramos, floresta inundável de água branca",-2.76694444444444,-57.3458333333333,Brasil,Drypetes amazonica
CaaBA011,"Conceição do Coité, caatinga quartzosa",-11.5366666666667,-39.2461111111111,Brasil,Senegalia bahiensis
AtlSC074,"Urussanga, floresta pluvial",-28.5069444444444,-49.3361111111111,Brasil,Citronella paniculata
AtlMG176,"Alagoa, Serra do Papagaio, floresta nebular",-22.1352777777778,-44.7377777777778,Brasil,Miconia trianae
AmzAP037,"Mazagão, Resex do Rio Cajari, floresta pluvial de terra firme",-0.829722222222222,-51.8941666666667,Brasil,Lecythis lurida
CerTO137,"Novo Jardim, cerrado",-11.7930555555556,-46.4836111111111,Brasil,Antonia ovata
CerGO016,"Goiânia, Jardim Botânico, floresta ripícola",-16.7233333333333,-49.2472222222222,Brasil,Aloysia virgata
AtlSP016,"São Sebastião, floresta pluvial",-23.8136111111111,-45.4675,Brasil,Senefeldera verticillata
AmzAM216,"Lago Amanã, Boa Vista do Kalafate, floresta inundável de água negra",-2.64666666666667,-64.6083333333333,Brasil,Duroia duckei
AtlPR012,"Morro do Quitumbê, floresta pluvial",-25.2761111111111,-48.3025,Brasil,Allophylus petiolulatus
AtlMG149,"Diamantina, Biribiri, campo rupícola",-18.14,-43.6277777777778,Brasil,Piptolepis monticola
CerPI001,"Sete Cidades, floresta ripícola",-4.13027777777778,-41.7516666666667,Brasil,Rosenbergiodendron longiflorum
AmzAM281,"Maraã, floresta pluvial de terra firme",-1.83027777777778,-65.5622222222222,Brasil,Protium calendulinum
AtlSP181,"Pedreira, floresta semidecídua",-22.6988888888889,-46.8394444444444,Brasil,Trichilia elegans
AmzAM185,"Canutama, Alto Rio Mucuim, floresta pluvial de terra firme",-8.18666666666667,-64.0961111111111,Brasil,Rinorea flavescens
AtlSP031,"Juréia-Itatins, floresta pluvial",-24.5211111111111,-47.2491666666667,Brasil,Symplocos laxiflora
AmzMA031,"Arame, floresta estacional de terra firme",-4.87916666666667,-46.0608333333333,Brasil,Annona montana
AtlMG043,"Ladainha, floresta semidecídua",-17.6141666666667,-41.7780555555556,Brasil,Abarema langsdorffii
AtlSC018,"Garuva, Barrancos, floresta pluvial",-26.1008333333333,-48.7794444444444,Brasil,Psychotria nuda
AtlSC170,"Ponte Serrada, floresta estacional de araucária",-26.82,-52.0169444444444,Brasil,Solanum reitzii
AtlMG039,"Virgem da Lapa, floresta semidecídua",-16.7516666666667,-42.2325,Brasil,Swartzia macrostachya
AtlSC096,"Anitápolis, floresta pluvial",-27.9,-49.23,Brasil,Phytolacca dioica
AtlMG032,"Jequeri, floresta semidecídua",-20.4352777777778,-42.6097222222222,Brasil,Piper cernuum
AtlMG054,"São Gonçalo do Rio Abaixo, floresta semidecídua",-19.9019444444444,-43.3633333333333,Brasil,Ocotea nutans
AmzRR041,"Serra dos Surucucus, nanofloresta rupícola",2.80305555555556,-63.6077777777778,Brasil,Pradosia beardii
AmzPA207,"Anapu, floresta estacional de terra firme",-3.35583333333333,-51.1216666666667,Brasil,Pachira paraensis
CerMT118,"Serra do Aguapeí, floresta semidecídua chiquitana",-16.0508333333333,-59.5486111111111,Brasil,Eugenia myrcianthes
CerMG155,"Formoso, Trijunção, cerrado",-14.8844444444444,-46.0369444444444,Brasil,Tachigali aurea
AtlMG023,"Parque do Rio Doce, Marliéria, floresta semidecídua",-19.6841666666667,-42.6183333333333,Brasil,Nectandra oppositifolia
AtlSP153,"Ourinhos, floresta semidecídua",-22.8419444444444,-49.8875,Brasil,Nectandra cuspidata
CaaRN004,"Areia Branca, caatinga arenícola aluvional",-5.06222222222222,-37.0661111111111,Brasil,Talisia esculenta
CaaCE042,"Uruburetama, floresta decídua",-3.60361111111111,-39.4938888888889,Brasil,Erythroxylum revolutum
AtlSP072,"Serra do Japi, floresta nebular",-23.2675,-46.9680555555556,Brasil,Ocotea corymbosa
CerMS111,"São Gabriel do Oeste, cerrado",-19.5305555555556,-54.4458333333333,Brasil,Mabea fistulifera
CaaBA162,"Tremedal, floresta decídua",-15.0527777777778,-41.4663888888889,Brasil,Varronia leucocephala
AtlSC052,"Camboriú, floresta pluvial",-27.09,-48.78,Brasil,Cestrum intermedium
AtlES041,"Marilândia, Alto Liberdade, floresta pluvial",-19.3475,-40.5488888888889,Brasil,Cordia trachyphylla
CerMG066,"Brasilândia de Minas, floresta ripícola",-17.0561111111111,-45.9752777777778,Brasil,Siparuna guianensis
AtlRS130,"Cristal, floresta semidecídua",-31.0169444444444,-51.945,Brasil,Cupania vernalis
CerMS002,"Coxim, floresta ripícola",-18.4363888888889,-54.6477777777778,Brasil,Erythroxylum deciduum
AmzAM127,"Inselberg da Serra do Grilo, nanofloresta rupícola",1.70416666666667,-69.4338888888889,Brasil/Colombia,Pachira trinitensis
AtlMG071,"Pico do Itacolomi, nanofloresta nebular",-20.4325,-43.4725,Brasil,Baccharis microdonta
CerTO105,"Arraias, cerradão mesotrófico",-12.6613888888889,-47.1091666666667,Brasil,Himatanthus obovatus
AtlPR062,"Roncador, floresta estacional de araucária",-24.5622222222222,-52.1936111111111,Brasil,Annona sylvatica
AmzAP043,"Porto Platon, Rio Amapari, floresta inundável de água mista",0.710277777777778,-51.4513888888889,Brasil,Zygia latifolia
AmzRR036,"Serra dos Surucucus, floresta nebular montana",2.80777777777778,-63.7172222222222,Brasil,Himatanthus revolutus
CaaBA070,"Ibitiara, caatinga carbonática",-12.6433333333333,-42.1961111111111,Brasil,Pterodon abruptus
CaaPI025,"Cristalândia do Piauí, caatinga arbórea",-10.7891666666667,-45.1527777777778,Brasil,Aspidosperma cuspa
AmzRO057,"Costa Marques, ICMBio, floresta estacional de terra firme",-12.5602777777778,-63.4419444444444,Brasil/Bolivia,Eugenia egensis
CerBA003,"Morro do Chapéu, cerrado",-11.2591666666667,-41.2097222222222,Brasil,Moquiniastrum blanchetianum
AmzMT020,"Colniza, Guariba, floresta estacional de terra firme",-9.3125,-60.1022222222222,Brasil,Picramnia spruceana
AtlES053,"Baixo Guandu, floresta semidecídua",-19.5011111111111,-40.9283333333333,Brasil,Trichilia pseudostipularis
AtlBA086,"Cachoeira, floresta semidecídua",-12.5025,-38.9030555555556,Brasil,Ternstroemia brasiliensis
AmzAM265,"Boca do Acre, floresta estacional de terra firme",-9.15777777777778,-67.5244444444444,Brasil,Aspidosperma desmanthum
AmzMT005,"Alta Floresta, Rio Teles Pires, floresta estacional inundável",-9.63861111111111,-55.9375,Brasil,Theobroma sylvestre
AtlPR011,"Cerro Azul, floresta pluvial",-24.8897222222222,-49.2836111111111,Brasil,Miconia sellowiana
AmzMT042,"Gaúcha do Norte, floresta estacional subserrana",-13.1641666666667,-53.4488888888889,Brasil,Xylopia aromatica
AtlSP034,"Pindamonhangaba, floresta pluvial",-22.8405555555556,-45.5211111111111,Brasil,Campomanesia guaviroba
AtlRJ076,"Petrópolis, floresta nebular",-22.5347222222222,-43.1580555555556,Brasil,Miconia racemifera
CerMG229,"Vazante, cerrado",-17.9275,-47.0344444444444,Brasil,Leptolobium elegans
AtlBA053,"Ilhéus, floresta pluvial",-14.7808333333333,-39.0836111111111,Brasil,Ilex floribunda
AmzRR040,"Uiramutã, Serra Mataruque, nanofloresta rupícola",4.81944444444444,-60.0988888888889,Brasil,Vaccinium puberulum
AtlES001,"Itaúnas, mosaico arenícola costeiro",-18.4202777777778,-39.7188888888889,Brasil,Psychotria carthagenensis
CerMT033,"Paranatinga, cerrado",-14.2825,-53.4647222222222,Brasil,Brosimum gaudichaudii
CerGO121,"Alto Paranã, floresta ripícola",-14.605,-47.2161111111111,Brasil,Miconia lanata
AtlAL027,"Viçosa de Alagoas, floresta pluvial",-9.43138888888889,-36.2202777777778,Brasil,Pavonia malacophylla
AtlRJ063,"Guapiaçu, floresta pluvial",-22.4125,-42.8205555555556,Brasil,Trema micrantha
AmzPA207,"Anapu, floresta estacional de terra firme",-3.35583333333333,-51.1216666666667,Brasil,Neea ovalifolia
AmzAM145,"Itapiranga, floresta pluvial de terra firme",-2.71694444444444,-58.1247222222222,Brasil,Goupia glabra
AmzRR027,"Baixo Rio Jauaperi, floresta inundável de água negra",-1.1125,-61.5730555555556,Brasil,Trichilia rubra
AtlSP128,"Braúna, floresta semidecídua",-21.5291666666667,-50.2916666666667,Brasil,Tapirira guianensis
AtlSP041,"Parque Estadual do Jaraguá, floresta pluvial",-23.4680555555556,-46.7683333333333,Brasil,Hirtella hebeclada
AtlMG179,"Gonçalves, floresta nebular",-22.7469444444444,-45.9008333333333,Brasil,Ocotea diospyrifolia
CerCE011,"Barbalha, cerrado",-7.45027777777778,-39.325,Brasil,Connarus detersus
AmzPA207,"Anapu, floresta estacional de terra firme",-3.35583333333333,-51.1216666666667,Brasil,Vismia lateriflora
AmzSR024,"Wilhelmina Gebergte, Julianatoop, wolken bos",3.69111111111111,-56.5388888888889,Suriname/Brasil,Aniba percoriacea
CerTO102,"Paranã, cerradão mesotrófico",-12.3305555555556,-47.9638888888889,Brasil,Luetzelburgia auriculata
CerTO055,"Guaraí, floresta ripícola",-8.68305555555555,-48.3891666666667,Brasil,Styrax camporum
AmzRO027,"Extrema, floresta estacional de terra firme",-9.73805555555556,-66.3288888888889,Brasil,Jacaratia spinosa
CerMG075,"Serra das Araras, floresta ripícola",-15.6463888888889,-45.505,Brasil,Andira fraxinifolia
AtlRJ070,"Maciço da Tijuca, floresta pluvial",-22.9636111111111,-43.3013888888889,Brasil,Ampelocera glabra
AtlSC099,"Treviso, Rio Mãe Luzia, floresta pluvial",-28.4616666666667,-49.5219444444444,Brasil,Sapium glandulosum
AtlBA053,"Ilhéus, floresta pluvial",-14.7808333333333,-39.0836111111111,Brasil,Bactris setosa
AtlSP054,"Cotia, floresta pluvial",-23.7722222222222,-46.9711111111111,Brasil,Myrciaria floribunda
AmzAP047,"Inselberg do Monte Karupina, nanofloresta rupícola",3.48972222222222,-51.6305555555556,Brasil,Eperua rubiginosa
AmzMT027,"Rondolândia, floresta estacional de terra firme",-10.3205555555556,-61.0286111111111,Brasil,Mouriri myrtilloides
AmzAM247,"Manaus, Igarapé Leão, nanofloresta de areias brancas",-2.81916666666667,-60.0411111111111,Brasil,Cybianthus reticulatus
AtlBA053,"Ilhéus, floresta pluvial",-14.7808333333333,-39.0836111111111,Brasil,Solanum campaniforme
AtlCE002,"Pecém, mosaico arenícola costeiro",-3.56583333333333,-38.8172222222222,Brasil,Psidium oligospermum
AmzAM170,"Novo Aripuanã, Ararinha, floresta pluvial de terra firme",-5.25805555555556,-60.1330555555556,Brasil,Faramea capillipes
AmzAM286,"Esec Jutaí-Solimões, floresta pluvial de terra firme",-3.36027777777778,-67.7944444444445,Brasil,Erisma uncinatum
AmzRO019,"Vista Alegre do Abunã, Rio Abunã, floresta estacional inundável",-9.78083333333333,-65.7438888888889,Brasil/Bolivia,Croton yavitensis
AmzRR003,"Caracaraí, Vila Nova Paraíso, floresta pluvial de terra firme",1.21833333333333,-60.4236111111111,Brasil,Protium unifoliolatum
AmzAM162,"RDS Piagaçu-Purus, floresta pluvial de terra firme",-4.16333333333333,-62.3902777777778,Brasil,Monopteryx inpae
AtlSP065,"Serra do Azeite, floresta pluvial",-24.9661111111111,-48.4447222222222,Brasil,Tibouchina sellowiana
AtlMG113,"Esmeraldas, floresta semidecídua",-19.7905555555556,-44.1641666666667,Brasil,Miconia pepericarpa
AtlSP065,"Serra do Azeite, floresta pluvial",-24.9661111111111,-48.4447222222222,Brasil,Myrcia hexasticha
AmzAM157,"Maués, floresta pluvial de terra firme",-3.43611111111111,-57.6277777777778,Brasil,Dipteryx odorata
AtlMG165,"Serra da Gandarela, campo rupícola",-20.1105555555556,-43.6655555555556,Brasil,Guapira tomentosa
AtlMG227,"Uberlândia, Sabiá, floresta semidecídua",-18.9097222222222,-48.2280555555556,Brasil,Luehea grandiflora
AtlPR129,"Altônia, floresta semidecídua",-23.8686111111111,-53.8466666666667,Brasil,Cupania vernalis
AtlBA060,"Prado, floresta pluvial",-17.0916666666667,-39.2655555555556,Brasil,Coccoloba alnifolia
AtlSP019,"Sete Barras, Fazenda Intervales, floresta pluvial",-24.2263888888889,-48.0644444444444,Brasil,Psychotria mapourioides
AtlMG063,"Alto Rio Doce, floresta semidecídua",-21.0233333333333,-43.3705555555556,Brasil,Dalbergia villosa
AtlMG210,"Descoberto, floresta semidecídua",-21.4236111111111,-42.9530555555556,Brasil,Cecropia hololeuca
AtlSE015,"Nossa Senhora do Socorro, floresta semidecídua",-10.8427777777778,-37.1469444444444,Brasil,Vitex rufescens
CerBA016,"Jacaraci, Morro do Chapéu, cerrado rupícola",-14.965,-42.4980555555556,Brasil,Tocoyena formosa
CerMG091,"Lagoa Santa, Rio das Velhas, floresta ripícola",-19.6419444444444,-43.8136111111111,Brasil,Pavonia malacophylla
AtlPB013,"Guarabira, floresta semidecídua",-6.87666666666667,-35.5261111111111,Brasil,Myrsine guianensis
AmzPA039,"Belém, Parque do Utinga, floresta pluvial de terra firme",-1.41944444444444,-48.4108333333333,Brasil,Homalium guianense
AmzPA176,"Canaã dos Carajás, Serra Sul, floresta pluvial de terra firme",-6.43055555555556,-50.3730555555556,Brasil,Inga obidensis
AmzAC011,"Serra do Moa, floresta pluvial subserrana",-7.61527777777778,-73.6969444444444,Brasil,Dendrobangia boliviana
CerTO121,"Jalapão, Rio Soninho, cerrado",-10.1080555555556,-47.035,Brasil,Erythroxylum suberosum
AtlMG097,"Riacho dos Machados, floresta semidecídua",-16.1025,-43.0708333333333,Brasil,Luehea candicans
AtlMG093,"Mariana, nanofloresta rupícola",-20.3608333333333,-43.4566666666667,Brasil,Piper arboreum
AtlBA132,"Seabra, floresta semidecídua",-12.3772222222222,-41.7777777777778,Brasil,Cordiera elliptica
CerMG090,"Sete Lagoas, Parque da Cascata, floresta ripícola",-19.4494444444444,-44.2786111111111,Brasil,Casearia sylvestris
AmzAM226,"Manaquiri, Lago Janauacá, floresta inundável de água negra",-3.40611111111111,-60.3177777777778,Brasil,Eugenia egensis
AtlPR060,"Tibagi, floresta estacional de araucária",-24.4780555555556,-50.4066666666667,Brasil,Leandra fragilis
AtlMG053,"João Monlevade, floresta semidecídua",-19.8466666666667,-43.1166666666667,Brasil,Buchenavia tetraphylla
CerMT134,"Nova Xavantina, Retiro Pau-Brasil, floresta ripícola",-14.8533333333333,-52.0969444444444,Brasil,Vochysia pyramidalis
CerMS014,"Serra de Maracaju, floresta ripícola",-20.4494444444444,-55.4963888888889,Brasil,Pleradenophora membranifolia
AmzPA041,"Capitão Poço, CPATU, floresta pluvial de terra firme",-1.74666666666667,-47.2097222222222,Brasil,Dendrobangia boliviana
AtlRJ063,"Guapiaçu, floresta pluvial",-22.4125,-42.8205555555556,Brasil,Licania heteromorpha
AtlSP186,"Avaré, floresta semidecídua",-23.2063888888889,-48.9011111111111,Brasil,Myrcianthes pungens
AtlRJ070,"Maciço da Tijuca, floresta pluvial",-22.9636111111111,-43.3013888888889,Brasil,Maytenus cestrifolia
CerTO022,"Alvorada, cerradão mesotrófico",-12.5144444444444,-49.1697222222222,Brasil,Zeyheria montana
CaaBA120,"Riachão das Neves, caatinga arbórea",-11.6719444444444,-44.9911111111111,Brasil,Pseudobombax marginatum
AtlSC129,"Ponte Alta, floresta nebular de araucária",-27.3611111111111,-50.2336111111111,Brasil,Zanthoxylum fagara
AtlMG048,"Guanhães, floresta semidecídua",-18.6938888888889,-42.9544444444444,Brasil,Roupala montana
AtlBA065,"Itamari, floresta pluvial",-13.7202777777778,-39.6330555555556,Brasil,Schizocalyx cuspidatus
CerSP022,"Patrocínio Paulista, cerrado",-20.7583333333333,-47.2391666666667,Brasil,Siparuna guianensis
AtlPE029,"Carpina e Limoeiro, floresta semidecídua",-7.89166666666667,-35.3830555555556,Brasil,Cassia ferruginea
CaaBA147,"Serra Preta, floresta decídua",-12.1536111111111,-39.3630555555556,Brasil,Sapium argutum
CaaCE044,"Serra do Pereiro, floresta decídua",-6.0625,-38.4497222222222,Brasil,Myrcia guianensis
AtlRS124,"Arroio dos Ratos, floresta semidecídua",-30.1752777777778,-51.7458333333333,Brasil,Salix humboldtiana
CerMS113,"Paranaíba, floresta ripícola",-19.8105555555556,-51.3805555555556,Brasil,Guatteria rigida
AmzPA142,"Baixo Rio Mapuera, floresta inundável de água negra",-1.0325,-57.4672222222222,Brasil,Vatairea guianensis
AtlSP082,"Pedra da Boracéia, nanofloresta rupícola",-23.6755555555556,-45.8027777777778,Brasil,Geonoma schottiana
AtlRS102,"Encruzilhada do Sul, floresta semidecídua",-30.4905555555556,-52.68,Brasil,Eugenia uniflora
AmzAM081,"Manaus, Praia da Lua, Rio Negro, floresta inundável de água negra",-3.0325,-60.1311111111111,Brasil,Macrolobium multijugum
AtlRJ063,"Guapiaçu, floresta pluvial",-22.4125,-42.8205555555556,Brasil,Peltogyne discolor
AtlMG004,"Águas Formosas, floresta semidecídua",-17.0816666666667,-40.855,Brasil,Chrysophyllum splendens
AmzPA068,"Baía do Portel, floresta inundável de água mista",-1.93416666666667,-50.7905555555556,Brasil,Macrolobium brevense
AmzAP027,"Serra do Navio, Alto Rio Amapari, floresta pluvial de terra firme",1.60166666666667,-52.4827777777778,Brasil,Naucleopsis guianensis
AmzPE068,"Buenavista, bosque pluvial de tierra firme",-4.76805555555556,-72.3241666666667,Perú/Brasil,Amanoa guianensis
CerTO069,"Jalapão, Cachoeira da Velha, floresta ripícola",-10.26,-46.885,Brasil,Xylopia emarginata
AtlSP147,"Teodoro Sampaio, floresta semidecídua",-22.5969444444444,-52.2752777777778,Brasil,Ocotea velloziana
CaaPB004,"São José de Espinharas, caatinga quartzosa",-6.84666666666667,-37.3011111111111,Brasil,Bauhinia acuruana
AmzAM145,"Itapiranga, floresta pluvial de terra firme",-2.71694444444444,-58.1247222222222,Brasil,Cariniana micrantha
AmzPA022,"Barcarena, Ilha de Trambioca, floresta inundável de maré",-1.44194444444444,-48.6619444444444,Brasil,Allantoma lineata
AmzAP025,"Calçoene, Alto Rio Araguari, floresta pluvial de terra firme",1.93972222222222,-51.9755555555556,Brasil,Jacaranda copaia
AtlMG003,"Rubim, floresta semidecídua",-16.5213888888889,-40.5244444444444,Brasil,Psidium guajava
CerGO006,"Edéia, floresta ripícola",-17.3211111111111,-49.9916666666667,Brasil,Terminalia glabrescens
CerBA022,"Porto Novo, Rio Corrente, floresta ripícola",-13.2622222222222,-43.8630555555556,Brasil,Albizia inundata
AmzPA180,"Parauapebas, Flona de Carajás, floresta pluvial subserrana",-6.01916666666667,-50.5994444444444,Brasil,Tetragastris altissima
AtlMG221,"Ipiaçu, floresta semidecídua",-18.7072222222222,-49.9541666666667,Brasil,Xylopia sericea
CerMG063,"Buritis, floresta ripícola",-15.5966666666667,-46.4247222222222,Brasil,Protium heptaphyllum
AtlSC097,"São Martinho, floresta pluvial",-28.08,-48.87,Brasil,Protium kleinii
AtlSP181,"Pedreira, floresta semidecídua",-22.6988888888889,-46.8394444444444,Brasil,Senna multijuga
AtlSC040,"Turvo, floresta pluvial",-28.9555555555556,-49.7261111111111,Brasil,Sambucus australis
AtlSP139,"Bauru, floresta semidecídua",-22.2336111111111,-49.0847222222222,Brasil,Qualea dichotoma
AtlSC204,"Ipira, floresta semidecídua",-27.3605555555556,-51.75,Brasil,Pouteria salicifolia
AtlSC105,"Rancho Queimado, floresta nebular",-27.6280555555556,-49.1497222222222,Brasil,Prunus myrtifolia
CaaBA156,"Maiquinique, floresta decídua",-15.5533333333333,-40.2488888888889,Brasil,Solanum didymum
AtlRJ077,"Serra da Bocaina, Guaripu, floresta nebular",-22.935,-44.6738888888889,Brasil,Matayba juglandifolia
PamRS017,"Maçambará, floresta ripícola",-29.3119444444444,-55.9888888888889,Brasil,Matayba elaeagnoides
AmzAC001,"Mâncio Lima, alto Rio Moa, floresta pluvial de terra firme",-7.45472222222222,-73.5063888888889,Brasil,Pouteria caimito
AtlES054,"Colatina, floresta semidecídua",-19.5838888888889,-40.6430555555556,Brasil,Bowdichia virgilioides
AmzAM295,"Novo Japurá, Rio Japurá, floresta inundável de água branca",-1.90444444444444,-67.0486111111111,Brasil,Buchenavia oxycarpa
AtlSC054,"Taió, floresta pluvial",-27.0919444444444,-50.0375,Brasil,Ocotea aciphylla
AmzRO017,"Mutum Paraná, Rio Madeira, floresta inundável de água branca",-9.59833333333333,-65.0905555555556,Brasil,Amanoa oblongifolia
AmzAM018,"Santa Isabel do Rio Negro, Bela Vista, floresta pluvial de terra firme",-0.445277777777778,-64.7405555555556,Brasil,Ticorea tubiflora
AtlMG222,"Ituiutaba, floresta semidecídua",-18.9488888888889,-49.4252777777778,Brasil,Alchornea glandulosa
CerTO052,"Goiatins, floresta ripícola",-7.98833333333333,-47.5563888888889,Brasil,Sparattanthelium borororum
AmzMA021,"Zé Doca, floresta estacional de terra firme",-3.25722222222222,-45.7044444444444,Brasil,Unonopsis guatterioides
AtlES001,"Itaúnas, mosaico arenícola costeiro",-18.4202777777778,-39.7188888888889,Brasil,Cecropia pachystachya
AmzPA183,"Serra do Cachimbo, Salto do Curuá, floresta pluvial subserrana",-8.72527777777778,-54.9536111111111,Brasil,Schefflera morototoni
CerGO083,"Montes Claros de Goiás, floresta ripícola",-15.9713888888889,-51.5780555555556,Brasil,Trichilia catigua
AmzPA046,"Cametá, floresta pluvial de terra firme",-2.17305555555556,-49.5308333333333,Brasil,Guarea macrophylla
PamRS023,"Catimbau, floresta ripícola",-30.0491666666667,-55.6783333333333,Brasil,Chrysophyllum marginatum
CerDF001,"Rio São Bartolomeu, floresta ripícola",-15.8472222222222,-47.715,Brasil,Hamelia patens
AmzAP029,"Pracuuba, Rio Mutum, floresta pluvial de terra firme",1.39083333333333,-51.9275,Brasil,Andira praecox
AmzPA054,"Santarém, Boim, Resex Tapajós Arapiuns, floresta pluvial de terra firme",-3.12194444444444,-55.2905555555556,Brasil,Zanthoxylum riedelianum
AtlSC015,"Florianópolis, Daniela e Jurerê, mosaico flúvio-arenícola costeiro",-27.4519444444444,-48.5038888888889,Brasil,Myrsine venosa
AtlSE007,"São Cristóvão, savana arenícola costeira",-10.9819444444444,-37.2227777777778,Brasil,Moquiniastrum polymorphum
AtlSE001,"Aracaju, Mosqueiro, mosaico arenícola costeiro",-11.1194444444444,-37.1522222222222,Brasil,Pilocarpus riedelianus
AtlES064,"São João de Petrópolis, floresta semidecídua",-19.8044444444444,-40.6691666666667,Brasil,Spondias venulosa
CerMS081,"Paraíso das Águas, floresta ripícola",-19.2530555555556,-52.8083333333333,Brasil,Cordia sellowiana
AtlMG019,"Parque do Rio Doce, Ipatinga, floresta semidecídua",-19.4986111111111,-42.5263888888889,Brasil,Inga flagelliformis
AtlES037,"Alfredo Chaves, floresta pluvial de tabuleiro",-20.6405555555556,-40.7608333333333,Brasil,Sorocea hilarii
AtlSC142,"Três Barras, floresta estacional de araucária",-26.2472222222222,-50.2288888888889,Brasil,Solanum variabile
AmzAM176,"Tapauá, Aldeia Indígena Deni, floresta pluvial de terra firme",-6.80694444444444,-66.9380555555556,Brasil,Protium spruceanum
AtlSC139,"Bom Jardim da Serra, floresta nebular de araucária",-28.3494444444444,-49.6211111111111,Brasil,Agarista niederleinii
CaaAL012,"Arapiraca, floresta decídua",-9.71166666666667,-36.6522222222222,Brasil,Urera baccifera
AtlSP161,"Gruta do Itambé, floresta semidecídua",-21.07,-47.4361111111111,Brasil,Cordia trichotoma
CaaBA112,"São Desidério, caatinga arbórea",-12.3711111111111,-44.9647222222222,Brasil,Senna biglandularis
AtlRS096,"Santa Cruz do Sul, floresta semidecídua",-29.7019444444444,-52.3652777777778,Brasil,Psidium cattleianum
AmzPA049,"Reserva Florestal de Curuá-Una, floresta pluvial de terra firme",-2.50583333333333,-54.1344444444444,Brasil,Dialium guianense
AtlRJ037,"Ilha de Marambaia, baixada, floresta pluvial",-23.0886111111111,-43.9738888888889,Brasil,Cupania concolor
AmzAP013,"Macapá, Rio Macacoari, floresta ripícola",0.473611111111111,-50.7447222222222,Brasil,Solanum crinitum
AtlBA068,"Serra do Conduru, Uruçuca, floresta pluvial",-14.49,-39.1066666666667,Brasil,Eugenia rostrata
AtlSP176,"Ipeúna, floresta semidecídua",-22.4136111111111,-47.7613888888889,Brasil,Randia armata
AtlPE040,"Exu, Araripe, floresta semidecídua",-7.41444444444444,-39.7613888888889,Brasil,Eugenia gracillima
AtlBA083,"Rio Real a Jandaíra, floresta semidecídua",-11.5341666666667,-37.8927777777778,Brasil,Bowdichia virgilioides
AtlMG249,"Machado, floresta semidecídua",-21.7138888888889,-45.8819444444444,Brasil,Sapium glandulosum
AmzMT002,"Cotriguaçu, Rio Juruena, floresta inundável de água clara",-9.09666666666667,-58.6347222222222,Brasil,Eugenia cachoeirensis
AmzAC002,"Rodrigues Alves, alto Rio Azul, floresta pluvial de terra firme",-7.75916666666667,-73.3769444444444,Brasil,Pouteria polysepala
CerMG114,"Bocaiúva, floresta decídua",-17.0736111111111,-43.7672222222222,Brasil,Pouteria gardneri
AtlSC173,"Irani, floresta estacional de araucária",-27.0013888888889,-51.9319444444444,Brasil,Solanum pseudo-quina
AmzAM079,"Manaus, Arquipélago de Anavilhanas, floresta inundável de água negra",-2.73555555555556,-60.6880555555556,Brasil,Ryania angustifolia
AmzAM259,"Borba, Matupiri, nanofloresta de areias brancas",-5.03944444444444,-61.2697222222222,Brasil,Retiniphyllum chloranthum
AmzAM203,"Novo Aripuanã, Rio Madeira, floresta inundável de água branca",-5.14166666666667,-60.4419444444444,Brasil,Eugenia lambertiana
AmzBO060,"Lago Caimán y Cabixi, Río Iténez, bosque estacional inundable",-13.5975,-60.8975,Bolivia/Brasil,Macrolobium acaciifolium
AtlMG253,"Inconfidentes, floresta semidecídua",-22.3133333333333,-46.2511111111111,Brasil,Tabernaemontana catharinensis
AmzMA026,"Santa Luzia do Maranhão, floresta estacional de terra firme",-3.94916666666667,-45.7044444444444,Brasil,Ocotea cujumary
