Accepted name,Name as entered,locality/site,Country,Latitude,Longitude,Altitude (m),Vegetation type,Reference,Specimen details
Tapirira guianensis Aubl.,Tapirira guianensis Aubl.,"Buritizal, floresta semidecidual",Brazil,-20.16609954834,-47.594699859619,759,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Croton floribundus Spreng.,Croton floribundus Spreng.,"Carmópolis de Minas, floresta semidecidual",Brazil,-20.436700820923,-44.615798950195,867,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Urera baccifera (L.) Gaudich. ex Wedd.,Urera baccifera (L.) Gaudich. ex Wedd.,"Viçosa, floresta semidecidual",Brazil,-20.777500152588,-42.872798919678,719,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Siphoneugena dussii (Krug & Urb.) C.Proença,Siphoneugena densiflora O.Berg,"Vazante, floresta ripícola",Brazil,-17.952800750732,-46.735801696777,646,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Zanthoxylum monogynum A.St.-Hil.,Zanthoxylum monogynum A.St.-Hil.,"Guaiçara, floresta semidecidual",Brazil,-21.494400024414,-49.683898925781,383,Seasonally dry Semideciduous Broadleaved Forest,"MARDEGAN, C.M. & CAVASSAN, O. 2009 Considerações sobre as alterações de um fragmento florestal às margens de uma represa no município de Guaiçara, SP, a partir da análise florística e fitossociológica. Revista do Instituto Florestal de São Paulo 21 (2):",
Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis Spreng.,"Catalão, cerrado",Brazil,-14.445300102234,-47.092800140381,453,Seasonally dry Semideciduous Parkland Savanna,"SILVA, M.A.; MENDONÇA, R.C.; FELFILI, J.M.; PEREIRA, B.A.; FILGUEIRA, T.S. & FAGG, C.W. 2004 Flora vascular do Vão do Paranã, estado de Goiás, Brasil. Boletim do Museu Ezechias Paulo Heringer 14: 49-127.",
Luetzelburgia auriculata (Allemão) Ducke,Luetzelburgia auriculata (Allemão) Ducke,"Mirandiba, caatinga quartzosa",Brazil,-8.0683002471924,-38.717498779297,529,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Tibouchina estrellensis (Raddi) Cogn.,Tibouchina estrellensis (Raddi) Cogn.,"Parque do Rio Doce, Ipatinga, floresta semidecidual",Brazil,-19.498600006104,-42.526401519775,246,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Salacia elliptica (Mart. ex Schult.) G.Don,Salacia elliptica (Mart. ex Schult.) G.Don,"São Gonçalo do Rio Preto, floresta semidecidual",Brazil,-17.999700546265,-43.396099090576,786,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Guazuma ulmifolia Lam.,Guazuma ulmifolia Lam.,"Paranavaí, floresta semidecidual",Brazil,-23.042200088501,-50.62329864502,453,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Bauhinia ovata (Bong.) Vogel,Bauhinia ovata (Bong.) Vogel,"Águia Branca, floresta semidecidual",Brazil,-18.966899871826,-40.734699249268,202,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Cordia incognita Gottschling & J.J.Mill.,Cordia incognita Gottschling & J.J.Mill.,"Monte Rei, caatinga arbórea",Brazil,-14.442500114441,-44.19889831543,589,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Hymenaea stigonocarpa Mart. ex Hayne,Hymenaea stigonocarpa Mart. ex Hayne,"Abadia, floresta semidecidual",Brazil,-17.690000534058,-43.150001525879,,,"BATISTA, M.L. 2007 Dissertação de Mestrado, Universidade Federal de Viçosa, Viçosa, MG, Brasil. Estrutura e diversidade da flora lenhosa no domínio de cerrado em Carbonita, MG.",
Pouteria ramiflora (Mart.) Radlk.,Pouteria ramiflora (Mart.) Radlk.,"Abreulândia, cerradão saturável",Brazil,-6.1574997901917,-47.645301818848,233,Seasonally dry Semideciduous Forested Savanna,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Joannesia princeps Vell.,Joannesia princeps Vell.,Fazenda Santana,Brazil,-21.335800170898,-40.138401031494,,,"ABREU; K.M.P.; BRAGA, J.M.A. & NASCIMENTO, M.T. 2014 Tree species diversity of coastal lowland semideciduous forest fragments in northern Rio de Janeiro State, Brazil. Bioscience Journal 30 (5): 1529-1550.",
Huberia consimilis Baumgratz,Huberia consimilis Baumgratz,"Palmeiras, nanofloresta rupícola",Brazil,-12.922499656677,-41.308898925781,935,Seasonally dry Semideciduous Broadleaved Forest,"HARLEY, R.M. & SIMMONS, N.A. 1986 Royal Botanic Gardens, Kew. Florula of Mucugê, Chapada Diamantina, Bahia, Brazil.",
Swartzia acutifolia Vogel,Swartzia acutifolia Vogel,"Catolés, nanofloresta rupícola",Brazil,-13.390299797058,-41.267200469971,956,Seasonally dry Semideciduous Broadleaved Forest,"PASSOS JÚNIOR, L.A. 1999 Monografia, Universidade Federal da Bahia, Salvador, BA, Brasil. Estudos florísticos e fitossociológicos da mata ciliar do rio Sincorá, trecho da Fazenda Ribeirão, Ibicoara – BA.",
Bauhinia acuruana Moric.,Bauhinia acuruana Moric.,"Morpará, caatinga carbonática",Brazil,-11.668899536133,-43.216400146484,422,Arid Deciduous Broadleaved Forest,"SANTOS, R.M. & QUEIROZ, L.P. 2008 Universidade Estadual de Feira de Santana, Feira de Santana, BA, Brazil. Checklists de áreas de caatinga e matas secas.",
Handroanthus chrysotrichus (Mart. ex A.DC.) Mattos,Handroanthus chrysotrichus (Mart. ex A.DC.) Mattos,"Resplendor, floresta semidecidual",Brazil,-19.346099853516,-41.25830078125,246,Seasonally dry Semideciduous Broadleaved Forest,"SOUZA, A.L.; BOINA, A.; SOARES, C.P.B.; VITAL, B.R.; GASPAR, R.O. & LANA, J.M. 2012 Estrutura fitossociológica, estoques de volume, biomassa, carbono e dióxido de carbono em floresta estacional semidecidual. Revista Árvore 36 (1): 169-179.",
Machaerium stipitatum (DC.) Vogel,Machaerium stipitatum (DC.) Vogel,"Águas da Prata, floresta semidecidual",Brazil,-21.909999847412,-46.728900909424,1260,Seasonally dry Semideciduous Broadleaved Forest,"TOLEDO-FILHO, D.V.; LEITÃO-FILHO, H.F.; BERTONI, J.E.A., BATISTA, E.A. & PARENTE, P.R. 1993 Composição florística do estrato arbóreo da Reserva Estadual de Águas da Prata (SP). Revista do Instituto Florestal 5(2): 113-122.",
Cedrela fissilis Vell.,Cedrela fissilis Vell.,"Nova Lima, Mata do Jambreiro, floresta semidecidual",Brazil,-19.978900909424,-43.884201049805,855,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Copaifera trapezifolia Hayne,Copaifera trapezifolia Hayne,"Carmo da Cachoeira, floresta semidecidual",Brazil,-21.428600311279,-45.199199676514,939,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Vatairea heteroptera (Allemão) Ducke ex de Assis Iglesias,Vatairea heteroptera (Allemão) Ducke ex de Assis Iglesias,"Resplendor, floresta semidecidual",Brazil,-19.346099853516,-41.25830078125,246,Seasonally dry Semideciduous Broadleaved Forest,"SOUZA, A.L.; BOINA, A.; SOARES, C.P.B.; VITAL, B.R.; GASPAR, R.O. & LANA, J.M. 2012 Estrutura fitossociológica, estoques de volume, biomassa, carbono e dióxido de carbono em floresta estacional semidecidual. Revista Árvore 36 (1): 169-179.",
Campomanesia prosthecesepala Kiaersk.,Campomanesia prosthecesepala Kiaersk.,"Rio Pomba, floresta semidecidual",Brazil,-21.273099899292,-43.10530090332,581,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Pseudobrickellia angustissima (Spreng. ex Baker) R.M.King & H.Rob.,Pseudobrickellia angustissima (Spreng. ex Baker) R.M.King & H.Rob.,"Serra do Curral, Baleia, nanofloresta rupícola",Brazil,-19.935800552368,-43.897201538086,1020,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Samanea inopinata (Harms) Barneby & J.W.Grimes,Samanea inopinata (Harms) Barneby & J.W.Grimes,"Machacalis, floresta semidecidual",Brazil,-17.154699325562,-40.602798461914,371,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.; TAMEIRÃO-NETO, E.; CARVALHO, W.A.C.; BRINA, A.E.; WERNECK, M. & ; VIDAL, C.V.; REZENDE, S.C. & PEREIRA, J.A.A. 2005  Analise floristica do compartimento arboreo de areas de floresta atlantica sensu lato na regiao das Bacias do Leste (Bahia, Minas Gerais, Espirito Santo e Rio de Janeiro). (Floristic analysis of the tree component of atlantic forest areas in central eastern Brazil .)",
Copaifera langsdorffii Desf.,Copaifera langsdorffii Desf.,"Miravânia, floresta ripícola",Brazil,-14.671099662781,-44.445598602295,658,Seasonally dry Semideciduous Broadleaved Forest,"SANTOS, R.M. & QUEIROZ, L.P. 2008 Universidade Estadual de Feira de Santana, Feira de Santana, BA, Brazil. Checklists de áreas de caatinga e matas secas.",
Mollinedia argyrogyna Perkins,Mollinedia argyrogyna Perkins,"Pico do Itabiruçu, nanofloresta rupícola",Brazil,-19.643899917603,-43.307800292969,1133,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.; VILELA, E.A.; GAVILANES, M.L. & CARVALHO, D.A. 1994 Effect of flooding regime and understorey bamboos on the physiognomy and tree species composition of a tropical semideciduous forest in Southeastern Brazil. Vegetatio 113 (2): 99-124",
Leandra aurea (Cham.) Cogn.,Leandra aurea (Cham.) Cogn.,"Santa Rita de Caldas, floresta semidecidual",Brazil,-22.080600738525,-46.347801208496,1126,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Qualea grandiflora Mart.,Qualea grandiflora Mart.,TO-PORTO NACIONAL Cerrado sensu stricto CE39,Brazil,-10.597599983215,-48.775901794434,,,"HAIDAR RF, DIAS R, AND FELFILI JM 2013 Mapeamento das regiões fitoecológicas e inventário florestal do estado do Tocantins. Palmas, TO. Governo do Estado do Tocantins p. 156",
Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo,Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo,"Belo Horizonte, floresta semidecidual",Brazil,-19.876899719238,-43.971900939941,847,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Sloanea garckeana K.Schum.,Sloanea garckeana K.Schum.,"Ibiapaba, Serra Grande, floresta semidecidual de brejo",Brazil,-3.8396999835968,-40.899398803711,869,Seasonally dry Semideciduous Broadleaved Forest,"FERNANDES, A.; BEZERRA, P. & MATOS, F.J..A. 1979 Universidade Federal do Ceará. Fortaleza, CE, Brasil. Levantamento florístico do Parque Nacional de Ubajara.",
Cassia ferruginea (Schrad.) Schrad. ex DC.,Cassia ferruginea (Schrad.) Schrad. ex DC.,"Lagoa Santa, Rio das Velhas, floresta ripícola",Brazil,-19.641899108887,-43.813598632812,675,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Piptadenia gonoacantha (Mart.) J.F.Macbr.,Piptadenia gonoacantha (Mart.) J.F.Macbr.,"Santa Cruz do Escalvado, floresta semidecidual",Brazil,-20.219999313354,-42.846099853516,501,Seasonally dry Semideciduous Broadleaved Forest,"SALINO, A.; STEHMANN, J.R.; LOMBARDI, J.A.; MOTA, R.C.; CARVALHO, F.A. & MOTA, N.F.O. 2006 Flora das áreas prioritárias dos rios Jequitinhonha e Mucuri. In: CHIARELLO, A.G. (Coord.) Relatório ao PROBIO: Inventário biológico nos vales dos rios Jequitinhonha e Mucuri, MG e BA Flora das áreas prioritárias dos rios Jequitinhonha e Mucuri.",
Ocotea diospyrifolia (Meisn.) Mez,Ocotea diospyrifolia (Meisn.) Mez,"Seritinga, floresta semidecidual",Brazil,-21.90419960022,-44.558101654053,984,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Inga striata Benth.,Inga striata Benth.,"São Carlos, floresta semidecidual",Brazil,-21.968299865723,-47.841701507568,882,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Annona cacans Warm.,Annona cacans Warm.,"Manhuaçu, floresta semidecidual",Brazil,-20.273300170898,-42.009998321533,798,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Bernardinia fluminensis (Gardner) Planch.,Bernardinia fluminensis (Gardner) Planch.,"Descoberto, floresta semidecidual",Brazil,-21.423599243164,-42.953098297119,752,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Qualea grandiflora Mart.,Qualea grandiflora Mart.,MG-SERRA DO SALITRE Cerrado sensu stricto CE64,Brazil,-19.25,-46.833301544189,,,"FELFILI, J. M., SILVA-JÚNIOR, M. C., FILGUEIRAS, T. S., HARIDASAN, M. H., MENDONÇA, R. C, REZENDE, A. V. 1994 Projeto biogeografia do bioma cerrado: vegetação e solos. Cadernos de Geociências: 12:75–167.",
Micranthocereus albicephalus (Buining & Brederoo) F.Ritter,Micranthocereus albicephalus (Buining & Brederoo) F.Ritter,"Catolés, nanofloresta rupícola",Brazil,-13.390299797058,-41.267200469971,956,Seasonally dry Semideciduous Broadleaved Forest,"PASSOS JÚNIOR, L.A. 1999 Monografia, Universidade Federal da Bahia, Salvador, BA, Brasil. Estudos florísticos e fitossociológicos da mata ciliar do rio Sincorá, trecho da Fazenda Ribeirão, Ibicoara – BA.",
Platymiscium floribundum Vogel,Platymiscium floribundum Vogel,"Rio Suiá-Missu, floresta ripícola",Brazil,-12.964200019836,-51.909198760986,353,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Pouteria caimito (Ruiz & Pav.) Radlk.,Pouteria caimito (Ruiz & Pav.) Radlk.,"Afonso Cláudio, floresta semidecidual",Brazil,-20.077800750732,-41.113899230957,427,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Rudgea reticulata Benth.,Rudgea reticulata Benth.,"Mantena, floresta semidecidual",Brazil,-18.729700088501,-41.040000915527,381,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.; TAMEIRÃO-NETO, E.; CARVALHO, W.A.C.; BRINA, A.E.; WERNECK, M. & ; VIDAL, C.V.; REZENDE, S.C. & PEREIRA, J.A.A. 2005  Analise floristica do compartimento arboreo de areas de floresta atlantica sensu lato na regiao das Bacias do Leste (Bahia, Minas Gerais, Espirito Santo e Rio de Janeiro). (Floristic analysis of the tree component of atlantic forest areas in central eastern Brazil .)",
Cestrum schlechtendalii G.Don,Cestrum schlechtendalii G.Don,"Luminárias, floresta semidecidual",Brazil,-21.484699249268,-44.906101226807,925,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Casearia commersoniana Cambess.,Casearia commersoniana Cambess.,"Joaíma, carrasco",Brazil,-16.638599395752,-41.220600128174,891,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Chamaecrista pachyclada (Harms) H.S.Irwin & Barneby,Chamaecrista pachyclada (Harms) H.S.Irwin & Barneby,"Ipameri, cerrado",Brazil,-14.121999740601,-47.516998291016,,,"LENZA, E.; PINTO, J.R.R.;  PINTO, A. S.; MARACAHIPES, L.; BRUZIGUESSI, E.P. 2011 Revista Bra Comparação da vegetação arbustivo-arbórea de uma área de cerrado rupestre na Chapada dos Veadeiros, Goiás, e áreas de cerrado sentido restrito do Bioma Cerrado.",
Ocotea diospyrifolia (Meisn.) Mez,Ocotea diospyrifolia (Meisn.) Mez,"Sidrolândia, cerradão mesotrófico",Brazil,-18.97439956665,-56.643100738525,110,Seasonally dry Semideciduous Forested Savanna,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Dasyphyllum brasiliense (Spreng.) Cabrera,Dasyphyllum brasiliense (Spreng.) Cabrera,"Tucunduva e Alecrim, floresta semidecidual",Brazil,-27.650800704956,-54.451099395752,187,Seasonally cold Semideciduous Broadleaved Forest,"ALBERTI, L.F. & LONGHI, S.J. 1999 In: Seminário Interinstitucional de Ensino, Pesquisa e Aspectos florísticos e fitossociológicos de um segmento de mata ciliar do lageado Pratos na divisa entre os municípios de Tucunduva e Horizontina, Rio Grande do Sul.",
Unonopsis guatterioides (A.DC.) R.E.Fr.,Unonopsis guatterioides (A.DC.) R.E.Fr.,"Coxim, floresta ripícola",Brazil,-20.431900024414,-54.638599395752,628,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Tapura amazonica Poepp. & Endl.,Tapura amazonica Poepp. & Endl.,TO-RIO SONO Cerrado sensu stricto CE43,Brazil,-10.019499778748,-47.36360168457,,,"HAIDAR RF, DIAS R, AND FELFILI JM 2013 Mapeamento das regiões fitoecológicas e inventário florestal do estado do Tocantins. Palmas, TO. Governo do Estado do Tocantins p. 156",
Tapirira guianensis Aubl.,Tapirira guianensis Aubl.,"Montanha, floresta semidecidual",Brazil,-18.14640045166,-40.315601348877,193,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Aspidosperma cylindrocarpon Müll.Arg.,Aspidosperma cylindrocarpon Müll.Arg.,Altamira 2 (Goiás),Brazil,-16.578199386597,-49.172100067139,,,"HAIDAR, R.F., FELFILI, J.M., PINTO, J.R.R. & FAGG, C.W. 2005 Fitossociologia da vegetação arbórea em fragmentos de floresta estacional no Parque Ecológico Altamiro de Moura Pacheco, GO. Fitossociologia da vegetação arbórea em fragmentos de floresta estacional no Parque Ecológico Altamiro de Moura Pacheco, GO. Boletim do herbário Ezechias Paulo Heringer. 15: 19-46",
Ocotea spixiana (Nees) Mez,Ocotea spixiana (Nees) Mez,"Lassance, floresta ripícola",Brazil,-17.93390083313,-44.568298339844,516,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Ocotea puberula (Rich.) Nees,Ocotea puberula (Rich.) Nees,"Mendanha, Rio Jequitinhonha, floresta semidecídua",Brazil,-18.265600204468,-43.449401855469,738,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Cynophalla flexuosa (L.) J.Presl,Cynophalla flexuosa (L.) J.Presl,"Ipirá, mata decidual do Agreste",Brazil,-12.15060043335,-39.693599700928,646,Seasonally dry Deciduous Broadleaved Forest,"SANTOS, R.M. & QUEIROZ, L.P. 2008 Universidade Estadual de Feira de Santana, Feira de Santana, BA, Brazil. Checklists de áreas de caatinga e matas secas.",
Luehea grandiflora Mart. & Zucc.,Luehea grandiflora Mart. & Zucc.,"Ipiaçu, floresta semidecidual",Brazil,-18.707000732422,-49.953998565674,,,"GUSSON, A.E.; LOPES, S.F.L.; DIAS NETO, O.C.; VALE, V.S.; OLIVEIRA, A.P. & SCHIAVINI, I. 2009 Características químicas do solo e estrutura de um fragmento de floresta estacional semidecidual em Ipiaçu, Minas Gerais, Brasil. Rodriguésia 60 (2): 403-414.",
Ocotea spectabilis (Meisn.) Mez,Ocotea spectabilis (Meisn.) Mez,"Forte Coimbra, floresta decidual",Brazil,-18.660600662231,-52.84939956665,822,Seasonally dry Deciduous Broadleaved Forest,"POTT, A.; POTT, V.J.; SCIAMARELLI, A.; SARTORI, A.L.B.; RESENDE, U.M.; SCREMIN-DIAS, E.; JACQUES, E.L.; ARAGAKI, S.; NAKAJIMA, J.N.; ROMERO, R.; CRISTALDO, A.C.M. & DAMASCENO-JÚNIOR, G.A. 2006  Inventário das angiospermas no Complexo Aporé-Sucuriú. Pp. 17",
Chamaecrista blanchetii (Benth.) Conc. et al.,Chamaecrista cytisoides var. blanchetii (Benth.) H.S.Irwin & Barneby,"São Gonçalo do Rio Preto, floresta semidecidual",Brazil,-17.999700546265,-43.396099090576,786,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Sloanea lasiocoma K.Schum.,Sloanea lasiocoma K.Schum.,"Santos Dumont, floresta semidecidual",Brazil,-21.489200592041,-43.600601196289,886,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Lacistema hasslerianum Chodat,Lacistema hasslerianum Chodat,"Palotina, floresta semidecidual",Brazil,-24.313100814819,-53.914699554443,334,Seasonally cold Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Ceiba speciosa (A.St.-Hil.) Ravenna,Ceiba speciosa (A.St.-Hil.) Ravenna,"Diamante do Norte, floresta semidecidual",Brazil,-22.624200820923,-52.866901397705,336,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Inga thibaudiana DC.,Inga thibaudiana DC.,"Castelo, Mata das Flores, floresta semidecidual",Brazil,-20.610000610352,-41.171398162842,133,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.; TAMEIRÃO-NETO, E.; CARVALHO, W.A.C.; BRINA, A.E.; WERNECK, M. & ; VIDAL, C.V.; REZENDE, S.C. & PEREIRA, J.A.A. 2005  Analise floristica do compartimento arboreo de areas de floresta atlantica sensu lato na regiao das Bacias do Leste (Bahia, Minas Gerais, Espirito Santo e Rio de Janeiro). (Floristic analysis of the tree component of atlantic forest areas in central eastern Brazil .)",
Casearia sylvestris Sw.,Casearia sylvestris Sw.,TO-ARAGUAINA Cerrado sensu stricto CE22,Brazil,-7.3266000747681,-48.196998596191,,,"HAIDAR RF, DIAS R, AND FELFILI JM 2013 Mapeamento das regiões fitoecológicas e inventário florestal do estado do Tocantins. Palmas, TO. Governo do Estado do Tocantins p. 156",
Ocotea diospyrifolia (Meisn.) Mez,Ocotea diospyrifolia (Meisn.) Mez,"Delfinópolis, floresta semidecidual",Brazil,-20.516899108887,-46.571701049805,829,Seasonally dry Semideciduous Broadleaved Forest,"RATTER, J.A.; BRIDGEWATER, S. & RIBEIRO, J.F. 2003 Analysis of the floristic compositon of the Brazilian cerrado vegetation III. Comparison of the woody vegetation of 376 areas. Edinburgh Journal of Botany 60 (1): 57-109.",
