Accepted name,Name as entered,locality/site,Country,Latitude,Longitude,Altitude (m),Vegetation type,Reference,Specimen details
Xylopia sericea A.St.-Hil.,Xylopia sericea A.St.-Hil.,"Ituiutaba, floresta semidecidual",Brazil,-18.948900222778,-49.425300598145,564,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Cedrela odorata L.,Cedrela odorata L.,"Arealva, floresta semidecidual",Brazil,-21.975299835205,-48.909400939941,506,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,"Conselheiro Pena, floresta semidecidual",Brazil,-19.30060005188,-41.551700592041,662,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Machaerium paraguariense Hassl.,Machaerium paraguariense Hassl.,"Santa Fé, floresta semidecidual",Brazil,-23.076700210571,-52.790599822998,378,Seasonally dry Semideciduous Broadleaved Forest,"GOETZKE, S. 1990 Dissertação de Mestrado, Universidade Federal do Paraná, Curitiba, PR, Brasil. Estudo fitossociológico de uma sucessão secundária no Noroeste do Paraná, proposta para recuperação de áreas degradadas.",
Eriotheca macrophylla (K.Schum.) A.Robyns,Eriotheca macrophylla (K.Schum.) A.Robyns,"São João de Petrópolis, floresta semidecidual",Brazil,-19.804800033569,-40.671398162842,,,"CARVALHO, D.C.; TOLEDO, L.O.; SAITER, F.Z.; PEREIRA, M.G. 2012 Fitossociologia, aporte de serapilheira, estoques de carbono sob plantio de Corymbia citriodora com regeneração natural e floresta estacional semidecidual, Santa Teresa, ES Dissertação de Mestrado (Ciências Ambientais e Florestais), Universidade Federal Rural do Rio de Janeiro",
Maclura tinctoria (L.) D.Don ex Steud.,Maclura tinctoria (L.) D.Don ex Steud.,"Leópolis, floresta semidecidual",Brazil,-22.97500038147,-51.183898925781,564,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Aspidosperma tomentosum Mart.,Aspidosperma tomentosum Mart.,"Fazenda Sucupira, floresta ripícola",Brazil,-15.89999961853,-48.016700744629,,,"AMARAL, A.G., PEREIRA, F.F.O. AND MUNHOZ, C.B.R. 2006 Fitossociologia de uma área de cerrado rupestre na fazenda Sucupira, Brasília-DF. Cerne 12(4):350–359.",
Cenostigma macrophyllum Tul.,Cenostigma macrophyllum Tul.,"Coxipó da Ponte, floresta ripícola",Brazil,-16.507499694824,-56.37670135498,129,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Aralia warmingiana (Marchal) J.Wen,Aralia warmingiana (Marchal) J.Wen,"Cornélio Procópio, floresta semidecidual",Brazil,-23.163600921631,-50.340301513672,492,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Duguetia lanceolata A.St.-Hil.,Duguetia lanceolata A.St.-Hil.,"Potirendaba, floresta semidecidual",Brazil,-21.126699447632,-49.326900482178,398,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa Poepp. & Endl.,"Campos, Morro do Itaoca, floresta semidecidual",Brazil,-21.793600082397,-41.448101043701,391,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Myrsine gardneriana A.DC.,Myrsine gardneriana A.DC.,"Serra de Pacatuba, floresta decidual de brejo",Brazil,-4.0146999359131,-38.662498474121,667,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Piptocarpha macropoda Baker,Piptocarpha macropoda Baker,"Bandeira e Macarani, floresta semidecidual de cipó",Brazil,-15.780300140381,-40.51969909668,876,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.; TAMEIRÃO-NETO, E.; CARVALHO, W.A.C.; BRINA, A.E.; WERNECK, M. & ; VIDAL, C.V.; REZENDE, S.C. & PEREIRA, J.A.A. 2005  Analise floristica do compartimento arboreo de areas de floresta atlantica sensu lato na regiao das Bacias do Leste (Bahia, Minas Gerais, Espirito Santo e Rio de Janeiro). (Floristic analysis of the tree component of atlantic forest areas in central eastern Brazil .)",
Myracrodruon urundeuva Allemão,Myracrodruon urundeuva Allemão,"Ameliópolis, floresta semidecidual",Brazil,-21.843900680542,-51.270301818848,367,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Campomanesia sessiliflora (O.Berg) Mattos,Campomanesia sessiliflora (O.Berg) Mattos,"Guapé, floresta semidecidual",Brazil,-20.766399383545,-45.86190032959,817,Seasonally dry Semideciduous Broadleaved Forest,"RATTER, J.A.; BRIDGEWATER, S. & RIBEIRO, J.F. 2003 Analysis of the floristic compositon of the Brazilian cerrado vegetation III. Comparison of the woody vegetation of 376 areas. Edinburgh Journal of Botany 60 (1): 57-109.",
Tococa guianensis Aubl.,Tococa guianensis Aubl.,"São José do Rio Pardo, floresta semidecidual",Brazil,-21.586700439453,-46.80530166626,722,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Sapium glandulosum (L.) Morong,Sapium glandulosum (L.) Morong,"Seritinga, floresta semidecidual",Brazil,-21.90419960022,-44.558101654053,984,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Erythrina falcata Benth.,Erythrina falcata Benth.,"Amaporã, floresta semidecidual",Brazil,-23.064399719238,-52.336101531982,466,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Geonoma pohliana Mart.,Geonoma pohliana Mart.,"Cabeceira Grande, floresta ripícola",Brazil,-16.029399871826,-47.094699859619,929,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Erythrina dominguezii Hassl.,Erythrina dominguezii Hassl.,"Sagarana, floresta decidual",Brazil,-16.193099975586,-46.154998779297,666,Seasonally dry Deciduous Broadleaved Forest,"FELFILI, J. M.; SILVA JR., M.C.; MACHADO, J.W.B.; WALTER, B.M.T.; SILVA, P.E.; HAY, J.D. 1992 Análise comparativa da florística e fitossociologica da vegetação arbórea do cerrado sensu stricto na Chapada  Pratinha,  DF-Brasil. Acta Botanica Brasilica 6",
Amburana cearensis (Allemão) A.C.Sm.,Amburana cearensis (Allemão) A.C.Sm.,"Morro do Chapéu, floresta areno-rupícola",Brazil,-11.005299568176,-41.278900146484,848,Arid Deciduous Broadleaved Forest,"QUEIROZ, L.P.; FRANÇA, F.; GIULIETTI, A.M.; MELO, E.; GONÇALVES, C.N.; FUNCH, L.S.; HARLEY, R.M.; FUNCH, R.R. & SILVA, T.S. 2005 Caatinga. In: JUNCÁ, F.A.; FUNCH, L.S. & ROCHA, W. (Orgs.) Biodiversidade e conservação da Chapada Diamantina, Ministério do meio ambiente Pp. 95-120",
Platypodium elegans Vogel,Platypodium elegans Vogel,"Cachoeira Alta, floresta ripícola",Brazil,-17.424999237061,-48.282199859619,652,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Ceiba speciosa (A.St.-Hil.) Ravenna,Ceiba speciosa (A.St.-Hil.) Ravenna,"Paranavaí, floresta semidecidual",Brazil,-23.042200088501,-50.62329864502,453,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Handroanthus chrysotrichus (Mart. ex A.DC.) Mattos,Handroanthus chrysotrichus (Mart. ex A.DC.) Mattos,"Serra da Calçada, floresta semidecidual",Brazil,-20.13689994812,-43.996700286865,1077,Seasonally dry Semideciduous Broadleaved Forest,"ALMEIDA, V.C. 1996 Dissertação de Mestrado, Universidade Federal do Rio de Janeiro, Rio de Janeiro, RJ. Composição florística e estrutura do estrato arbóreo de uma floresta situada na Zona da Mata Mineira, município de Lima Duarte, MG.",
Pouteria gardneri (Mart. & Miq.) Baehni,Pouteria gardneri (Mart. & Miq.) Baehni,"Bebedouro, floresta semidecidual",Brazil,-20.885599136353,-48.536701202393,571,Seasonally dry Semideciduous Broadleaved Forest,"RANGA, N.T.; REZENDE, A.A.; CAVASSAN, O.; TONIATO, M.T.Z. & CIELO FILHO, R. & STRANGHETTI, V. 2011  Caracterização florística de remanescentes de vegetação nativa da região noroeste do estado de São Paulo, In: NECCHI JR., O. (Ed.) Fauna e flora de fragmentos florestais remanescentes da região noroeste do Estado de São Paulo. Ribeirão Preto: Holos Editora; 2012",
Senna martiana (Benth.) H.S.Irwin & Barneby,Senna martiana (Benth.) H.S.Irwin & Barneby,"Serra da Capivara, floresta areno-rupícola",Brazil,-8.5313997268677,-42.737201690674,505,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Cheiloclinium cognatum (Miers) A.C.Sm.,Cheiloclinium cognatum (Miers) A.C.Sm.,"Varginha, floresta semidecidual",Brazil,-21.616899490356,-45.398300170898,865,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Hirtella burchellii Britton,Hirtella burchellii Britton,"Caracol, floresta decidual",Brazil,-17.927799224854,-57.547798156738,430,Seasonally dry Deciduous Broadleaved Forest,"PRANCE, G.T. & SCHALLER, G.B. 1982 Preliminary study of some vegetation types of the Pantanal, Mato Grosso, Brazil. Brittonia 34: 228-251.",
Ocotea corymbosa (Meisn.) Mez,Ocotea corymbosa (Meisn.) Mez,"Sales, floresta semidecidual",Brazil,-21.412799835205,-49.495800018311,425,Seasonally dry Semideciduous Broadleaved Forest,"RANGA, N.T.; REZENDE, A.A.; CAVASSAN, O.; TONIATO, M.T.Z. & CIELO FILHO, R. & STRANGHETTI, V. 2011  Caracterização florística de remanescentes de vegetação nativa da região noroeste do estado de São Paulo, In: NECCHI JR., O. (Ed.) Fauna e flora de fragmentos florestais remanescentes da região noroeste do Estado de São Paulo. Ribeirão Preto: Holos Editora; 2012",
Styrax sieberi Perkins,Styrax sieberi Perkins,Graj (Maranhão),Brazil,-5.8534498214722,-46.236198425293,,,"HAIDAR, R.F. 2017. 2017 Tese de Doutorado, Universidade de Brasília, Brasília, DF, Brasil. Núcleo de florestas tropicais sazonalmente secas do Cerrado: diversidade, fitogeografia, endemismo, fenologia foliar e os controles ambientais e espaciais. 154",
Hancornia speciosa Gomes,Hancornia speciosa Gomes,TO-CRIXAS DO TOCANTINS Cerrado sensu stricto CE54,Brazil,-11.14999961853,-48.919998168945,,,"HAIDAR RF, DIAS R, AND FELFILI JM 2013 Mapeamento das regiões fitoecológicas e inventário florestal do estado do Tocantins. Palmas, TO. Governo do Estado do Tocantins p. 156",
Zanthoxylum riedelianum Engl.,Zanthoxylum riedelianum Engl.,"Esmeraldas, floresta semidecidual",Brazil,-19.790599822998,-44.164199829102,947,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Guadua refracta Munro,Guadua refracta Munro,"Medina, floresta semidecidual de cipó",Brazil,-16.281400680542,-41.545799255371,927,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Inga cylindrica (Vell.) Mart.,Inga cylindrica (Vell.) Mart.,"Ribeirão Cascalheira, cerrado",Brazil,-15.447500228882,-58.853298187256,300,Seasonally dry Semideciduous Parkland Savanna,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Machaerium villosum Vogel,Machaerium villosum Vogel,Ibiá (Minas Gerais),Brazil,-16.739999771118,-45.025699615479,,,"HAIDAR, R.F., AMARAL, A.G., LINDOSO, G.S., VALE, G.D., RIBEIRO, G.H.P.M. & SILVEIRA, I.M. 2010 Estudos de vegetação para subsidiar a criação das Reservas Extrativistas Barra do Pacuí e Buritizeiro - MG Vegetação das áreas propostas para criação das Reservas Extrativistas Barra do Pacuí e Buritizeiro.  37:27-126",
Croton floribundus Spreng.,Croton floribundus Spreng.,"Esmeraldas, floresta semidecidual",Brazil,-19.790599822998,-44.164199829102,947,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Myrcia venulosa DC.,Myrcia venulosa DC.,"Machado, floresta semidecidual",Brazil,-21.713899612427,-45.881900787354,905,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Brosimum glaucum Taub.,Brosimum glaucum Taub.,"Rio Vermelho, floresta semidecidual",Brazil,-18.24220085144,-42.9660987854,719,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Cordia sellowiana Cham.,Cordia sellowiana Cham.,"Mineiros, cerrado",Brazil,-15.369199752808,-48.875301361084,667,Seasonally dry Semideciduous Parkland Savanna,"FELFILI, J. M.; SEVILHA, A. C. & SILVA JÚNIOR, M. C. 2001 Comparação entre as unidades fisiográficas Chapada Pratinha, Veadeiros e Espigão Mestre de São Francisco. In: Biogeografia do bioma cerrado: estudo fitofisionômico na Chapada do Espigão Mestre do São Francisco (J.M. Felfili & M.C. Silva Júnior, orgs.). V.1, Pp. 1-152",
Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,"São José do Rio Pardo, floresta semidecidual",Brazil,-21.586700439453,-46.80530166626,722,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Cupania emarginata Cambess.,Cupania emarginata Cambess.,"Parque do Rio Doce, Marliéria, floresta semidecidual",Brazil,-19.684200286865,-42.618301391602,339,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Erythroxylum pelleterianum A.St.-Hil.,Erythroxylum pelleterianum A.St.-Hil.,"Marília, floresta semidecidual",Brazil,-22.016399383545,-49.92610168457,437,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,"Natividade, floresta semidecidual",Brazil,-21.004199981689,-41.944400787354,,,"ABREU, K.M.P. 2013 ESTRUTURA, FLORÍSTICA E DIVERSIDADE DE FRAGMENTOS DE
FLORESTA ESTACIONAL SEMIDECIDUAL NO NORTE-NOROESTE
FLUMINENSE Tese de Doutorado, Universidade Estadual do Norte Fluminense, Campos dos Goytacazes, RJ, Brasil.",
Myrsine gardneriana A.DC.,Myrsine gardneriana A.DC.,"Varginha, floresta semidecidual",Brazil,-21.616899490356,-45.398300170898,865,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Allagoptera caudescens (Mart.) Kuntze,Allagoptera caudescens (Mart.) Kuntze,"São João de Petrópolis, floresta semidecidual",Brazil,-19.804399490356,-40.669200897217,273,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Metrodorea stipularis Mart.,Metrodorea stipularis Mart.,"Tiradentes, floresta semidecidual",Brazil,-21.081899642944,-44.152198791504,1106,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Pera glabrata (Schott) Poepp. ex Baill.,Pera glabrata (Schott) Poepp. ex Baill.,"Araruama, Praia Seca, restinga estacional",Brazil,-22.934400558472,-42.334701538086,8,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Myrcia hebepetala DC.,Myrcia hebepetala DC.,"Morro do Ferro, floresta semidecidual",Brazil,-20.760799407959,-44.534698486328,1187,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Cabralea canjerana (Vell.) Mart.,Cabralea canjerana (Vell.) Mart.,"Ribeirão do Pinhal, floresta semidecidual",Brazil,-23.915800094604,-51.953300476074,351,Seasonally cold Semideciduous Broadleaved Forest,"BORGO, M. 1999 Monografia de Bacharelado, Universidade Estadual do Paraná, Curitiba, PR, Caracterização do componente arbóreo de um remanescente de Floresta Estacional Semidecidual Submontana no Parque Estadual de Vila Rica do Espírito Santo, Fênix - PR.",
Spondias mombin L.,Spondias mombin L.,"Monte Santo, cerradão saturável",Brazil,-6.5331001281738,-47.610801696777,233,Seasonally dry Semideciduous Forested Savanna,"DAMBRÓS, L.A.; OLIVEIRA-FILHO, L.C.; FREIRE, E.C.; LIMA, J.P.S.; PEREIRA, J.D.A.; SILVA, S.S. & FORZANI, J.R.R. 2005 Zoneamento ecológico-econômico; Inventário florestal e levantamento Projeto de gestão ambiental integrada da Região do Bico do Papagaio.",
Qualea cordata (Mart.) Spreng.,Qualea cordata (Mart.) Spreng.,"Serra do Cipó, Lapinha, nanofloresta rupícola",Brazil,-19.160600662231,-43.651401519775,1113,Seasonally dry Semideciduous Broadleaved Forest,"BOTREL, R.T.; OLIVEIRA-FILHO, A.T.; RODRIGUES, L.A. & CURI, N. 2002 Composição florística e estrutura da comunidade arbórea de um fragmento de floresta estacional semidecidual em Ingaí, MG, e a influência de variáveis ambientais na distribuição das espécies",
Dendropanax cuneatus (DC.) Decne. & Planch.,Dendropanax cuneatus (DC.) Decne. & Planch.,"Cosmópolis, floresta semidecidual",Brazil,-22.606700897217,-47.040599822998,641,Seasonally dry Semideciduous Broadleaved Forest,"VINCENT, R.C. 1997 Dissertação de Mestrado, Universidade de São Paulo, São Paulo, SP, Brasil. Florística, estrutura e sucessão de matas ripárias em Cosmópolis (SP).",
Chloroleucon foliolosum (Benth.) G.P.Lewis,Chloroleucon foliolosum (Benth.) G.P.Lewis,"Barra de São Miguel, caatinga quartzosa",Brazil,-7.7403001785278,-36.395801544189,517,Arid Deciduous Broadleaved Forest,"GOMES, M.A.F. 1980 A vegetação dos Carirís Velhos, no estado da Paraíba. Vegetalia - Escritos e documentos (UNESP) 14.",
Myrsine laetevirens (Mez) Arechav.,Myrsine laetevirens (Mez) Arechav.,"Frederico Westphalen, floresta semidecidual",Brazil,-27.366399765015,-53.347198486328,491,Seasonally cold Semideciduous Broadleaved Forest,"SCIPIONI, M.C.; FINGER, C.A.G.; CANTARELLI, E.B.; DENARDI, L. & MEYER, E.A. 2011 Fitossociologia em fragmento florestal no noroeste do estado do Rio Grande do Sul phytosociological study in a forest fragment in the northwest of Rio Grande do Sul state. C.",
Guatteria australis A.St.-Hil.,Guatteria australis A.St.-Hil.,"Pedreira, floresta semidecidual",Brazil,-22.698900222778,-46.839401245117,783,Seasonally dry Semideciduous Broadleaved Forest,"YAMAMOTO, L.F.; KINOSHITA, L.S. & MARTINS, F.R. 2005 Florística dos componentes arbóreo e arbustivo de um trecho da Floresta Estacional Semidecídua Montana, município de Pedreira, estado de São Paulo. Revista Brasileira de Botânica 28 (1): 191-202.",
Stryphnodendron polyphyllum Mart.,Stryphnodendron polyphyllum Mart.,"Braúnas, floresta semidecidual",Brazil,-19.140300750732,-42.763301849365,438,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.; CARVALHO, D.A.; VILELA, E.A.; CURI, N. & FONTES, M.A.L. 2004 Revista Brasil Diversity and structure of the tree community of a patch of tropical secondary forest of the Brazilian Atlantic Forest Domain 15 and 40 years after logging.",
Hirtella martiana Hook.f.,Hirtella martiana Hook.f.,"Januária, Brejo do Amparo, caatinga arbórea",Brazil,-15.445799827576,-44.409400939941,549,Arid Deciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Machaonia brasiliensis (Hoffmanss. ex Humb.) Cham. & Schltdl.,Machaonia brasiliensis (Hoffmanss. ex Humb.) Cham. & Schltdl.,"Janaúba, caatinga arbórea",Brazil,-15.758899688721,-43.669399261475,523,Arid Deciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Duguetia riedeliana R.E.Fr.,Duguetia riedeliana R.E.Fr.,"Quissamã, floresta semidecidual de tabuleiro",Brazil,-22.031700134277,-41.670299530029,51,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Guettarda uruguensis Cham. & Schltdl.,Guettarda uruguensis Cham. & Schltdl.,"Ouro Preto, Uaimií, floresta semidecidual",Brazil,-20.29109954834,-43.548099517822,1300,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Dalbergia frutescens (Vell.) Britton,Dalbergia frutescens (Vell.) Britton,"Ribeirão do Pinhal, floresta semidecidual",Brazil,-23.915800094604,-51.953300476074,351,Seasonally cold Semideciduous Broadleaved Forest,"BORGO, M. 1999 Monografia de Bacharelado, Universidade Estadual do Paraná, Curitiba, PR, Caracterização do componente arbóreo de um remanescente de Floresta Estacional Semidecidual Submontana no Parque Estadual de Vila Rica do Espírito Santo, Fênix - PR.",
Cecropia pachystachya Trécul,Cecropia pachystachya Trécul,"Botucatu, floresta semidecidual",Brazil,-22.83749961853,-48.426399230957,795,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Tocoyena formosa (Cham. & Schltdl.) K.Schum.,Tocoyena formosa (Cham. & Schltdl.) K.Schum.,TO-CHAPADA DA NATIVIDADE Cerrado sensu stricto CE51,Brazil,-11.66250038147,-47.822700500488,,,"HAIDAR RF, DIAS R, AND FELFILI JM 2013 Mapeamento das regiões fitoecológicas e inventário florestal do estado do Tocantins. Palmas, TO. Governo do Estado do Tocantins p. 156",
