DATASET,DATASET_ACRONYM,RECORD_ID,MUNICIPALITY,STATE,STATE_ACRONYM,COUNTRY,ID_CODLOC,HABITAT,LATITUDE_Y,LONGITUDE_X,PRECISION,REGIONAL_NAME_OF_STUDY_SITE,EPIPHYTE_GROUP,EPIPHYTE_FAMILY,EPIPHYTE_GENUS,EPIPHYTE_EPITHET,EPIPHYTE_SPECIES,EPIPHYTE_HABITAT,FOROPHYTE_FAMILY,FOROPHYTE_GENERA,FOROPHYTE_EPITHET,FOROPYHYTE_SPECIES,YEAR_START,YEAR_FINISH,DATA_TYPE,ALTITUDE,ANNUAL_RAINFALL,ANNUAL_TEMPERATURE,VEGETATION_TYPE,ATLANTIC_FOREST_LIMIT,OBS
KERB_05185,KERB,E5185,ARAUCARIA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.588749,-49.347156,Forest fragment,REPAR,Ferns,Polypodiaceae,Campyloneurum,austrobrasilianum,Campyloneurum austrobrasilianum,holoepiphyte,,,,,2000,2002,Abundance,914,1284,20.8999996185303,Ombrophilous Forest,YES,
JABOT_03760,JABOT,226012,PETROPOLIS,RIO DE JANEIRO,RJ,Brazil,,,-22.5,-43.17,Municipality,,Ferns,Polypodiaceae,Campyloneurum,austrobrasilianum,Campyloneurum austrobrasilianum,holoepiphyte,,,,,1968,1968,Presence_only,856,1910,21.7000007629395,Ombrophilous Forest,YES,
MENE2_12777,MENE2,E20706,CASIMIRO DE ABREU,RIO DE JANEIRO,RJ,Brazil,,,-22.5,-42.25,Coordinates given in the herbarium record,"Estrada para Juturnaiba, trilha Rodolfo Norte, caminho para a Pelonha.",Angiosperms,Araceae,Philodendron,ornatum,Philodendron ornatum,hemiepiphyte,,,,,,,Presence_only,69,1114,25.8999996185303,Ombrophilous Forest,YES,
KERB_11904,KERB,E11904,PARANAGUA,PARANA,PR,Brazil,ABUNDANCE,Low Restinga Forest,-25.521936,-48.316041,Forest fragment,Low height restinga forest,Angiosperms,Orchidaceae,Stelis,fraterna,Stelis fraterna,holoepiphyte,Lauraceae,Ocotea,pulchella,Ocotea pulchella,1997,1999,Presence_only,,,,Ombrophilous Forest,YES,
JABOT_02907,JABOT,419091,ITATIAIA,RIO DE JANEIRO,RJ,Brazil,,,-22.49,-44.56,Municipality,,Angiosperms,Piperaceae,Peperomia,quadrifolia,Peperomia quadrifolia,holoepiphyte,,,,,2005,2005,Presence_only,462,1500,24.3999996185303,Seasonal Forest,YES,
MENE2_15969,MENE2,E23608,SANTA BARBARA,MATO GROSSO DO SUL,MS,Brazil,,,-19.9594,-43.4153,Coordinates given in the herbarium record,Coletada na mata da Fazenda da Floresta.  na estufa,Angiosperms,Orchidaceae,Acianthera,strupifolia,Acianthera strupifolia,holoepiphyte,,,,,,,Presence_only,787,1376,23,Seasonal Forest,YES,
JABOT_02635,JABOT,499712,GARUVA,SANTA CATARINA,SC,Brazil,,,-26.02,-48.85,Municipality,,Angiosperms,Piperaceae,Peperomia,glabella,Peperomia glabella,holoepiphyte,,,,,2009,2009,Presence_only,138,1785,25.2000007629395,Ombrophilous Forest,YES,
MENE2_20171,MENE2,E27428,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,,,-21.7166667,-43.8833333,Coordinates given in the herbarium record,"Parque Estadual do Ibitipoca, paredao da Ponte de Pedra proximo a lanchonete.",Angiosperms,Bromeliaceae,Tillandsia,gardneri,Tillandsia gardneri,facultative,,,,,,,Presence_only,1576,1685,19.2999992370605,Seasonal Forest,YES,
ANNE_04001,ANNE,23324,BOTUVERA,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-27.2667,-49.2167,Municipality,Cinema,Angiosperms,Piperaceae,Peperomia,pseudoestrellensis,Peperomia pseudoestrellensis,holoepiphyte,,,,,2010,2010,Presence_only,610,1629,22.2000007629395,Ombrophilous Forest,YES,
KERB_08080,KERB,E8080,GUARAPUAVA,PARANA,PR,Brazil,ABUNDANCE,,-25.521863,-51.416667,Forest fragment,Rio Sao Jeronimo,Angiosperms,Piperaceae,Peperomia,catharinae,Peperomia catharinae,holoepiphyte,Lauraceae,Ocotea,porosa,Ocotea porosa,2003,2003,Abundance,984,1735,19.7000007629395,Savanna,YES,
MENE2_14584,MENE2,E22349,SANTA MARIA MADALENA,RIO DE JANEIRO,RJ,Brazil,,,-21.9553,-42.0081,Coordinates given in the herbarium record,"Parque do Desengano, bifurcacao da estrada que vai para Terras Frias, trilha para o sitio do seu Ze Dona Madalena.",Angiosperms,Orchidaceae,Pabstiella,fusca,Pabstiella fusca,holoepiphyte,,,,,,,Presence_only,634,1432,22.5,Ombrophilous Forest,YES,
ANNE_00306,ANNE,22783,PRESIDENTE NEREU,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-27.1667,-49.2167,Municipality,Braco do Solao,Angiosperms,Bromeliaceae,Aechmea,candida,Aechmea candida,holoepiphyte,,,,,2010,2010,Presence_only,622,1638,21.6000003814697,Ombrophilous Forest,YES,
ANNE_04712,ANNE,28400,ITAIOPOLIS,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-26.6333,-49.85,Municipality,Rio do Bispo,Ferns,Polypodiaceae,Pleopeltis,pleopeltifolia,Pleopeltis pleopeltifolia,holoepiphyte,,,,,2010,2010,Presence_only,620,1446,22.2999992370605,Ombrophilous Forest,YES,
KERB_09415,KERB,E9415,LAPA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.578059,-49.912969,Forest fragment,Castelhanos,Angiosperms,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,facultative,Sapindaceae,Matayba,elaeagnoides,Matayba elaeagnoides,2002,2006,Abundance,830,1369,21.5,Other,YES,
FUME_03438,FUME,E3457,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,,Cloud Forest,-21.69636,-43.89749,100,"Parque Estadual do Ibitipoca, Gruta do Cruzeiro",Angiosperms,Bromeliaceae,Tillandsia,geminiflora,Tillandsia geminiflora,holoepiphyte,Nyctaginaceae,Guapira,opposita,Guapira opposita,2014,2014,Presence_absence,1714,1771,18,Seasonal Forest,YES,
MENE2_18226,MENE2,E2566,RIO DE JANEIRO,RIO DE JANEIRO,RJ,Brazil,,,-22.9028,-43.2075,Coordinates given in the herbarium record,Metade da Serra da estrada Rio/Petropolis.,Angiosperms,Bromeliaceae,Aechmea,weilbachii,Aechmea weilbachii,holoepiphyte,,,,,,,Presence_only,14,1257,26.2000007629395,Ombrophilous Forest,YES,
BARB_00082,BARB,E0082,RIO PRETO,MATO GROSSO DO SUL,MS,Brazil,,Montane Seasonal Semideciduous Forest,-22.0129,-43.8628,Forest fragment,Fazenda de SantAnna,Angiosperms,Piperaceae,Peperomia,glabella,Peperomia glabella,holoepiphyte,,,,,2011,2018,Presence_only,992,1478,22.1000003814697,Seasonal Forest,YES,Coletas realizadas em um fragmentos
MANI_00369,MANI,E0369,CAMPOS DO JORDAO,SAO PAULO,SP,Brazil,1,Mixed Ombrophilous Forest,-22.655278,-45.4425,Forest fragment,Parque Estadual de Campos do Jordao,Ferns,Polypodiaceae,Cochlidium,punctatum,Cochlidium punctatum,holoepiphyte,,,,,2010,2011,Presence_only,1668,1815,16.8999996185303,Ombrophilous Forest,YES,
MENE2_20861,MENE2,E28055,JACARACI,BAHIA,BA,Brazil,,,-14.9167,-42.5167,Coordinates given in the herbarium record,Gruta dos Brejoes,Angiosperms,Bromeliaceae,Tillandsia,loliacea,Tillandsia loliacea,facultative,,,,,,,Presence_only,926,898,22.2999992370605,,NO,
FUME_07490,FUME,E7510,BAEPENDI,MATO GROSSO DO SUL,MS,Brazil,,Mixed Ombrophilous Forest,-22.142,-44.7328,2000,Parque Estadual da Serra do Papagaio,Angiosperms,Orchidaceae,Gomesa,gardneri,Gomesa gardneri,holoepiphyte,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,2012,2013,Presence_absence,1798,1890,17.1000003814697,Other,YES,
MENE2_28918,MENE2,E5344,ITATIAIA,RIO DE JANEIRO,RJ,Brazil,,,-22.4961,-44.5633,Coordinates given in the herbarium record,Km 12-13.,Angiosperms,Orchidaceae,Bulbophyllum,regnellii,Bulbophyllum regnellii,holoepiphyte,,,,,,,Presence_only,407,1501,24.6000003814697,Seasonal Forest,YES,
PERE_00760,PERE,TS287,TEODORO SAMPAIO,SAO PAULO,SP,Brazil,,Forest Interior,-22.60727113,-52.30707805,10,Parque Estadual Morro do Diabo,Angiosperms,Moraceae,Ficus,luschnathiana,Ficus luschnathiana,hemiepiphyte,,,,,2007,2011,Presence_only,312,1192,25.3999996185303,Seasonal Forest,YES,"habito hemiepifitico; amostragem assistematica em uma area de ~ 100.000 ha entre as coordenadas -52,513 dd -22,625 dd e -52,163 dd -22,265 dd.  habito terricola:nao"
MENE2_14709,MENE2,E22462,BAEPENDI,MATO GROSSO DO SUL,MS,Brazil,,,-22.141,-44.7305,Coordinates given in the herbarium record,Parque Estadual da Serra do Papagaio,Angiosperms,Orchidaceae,Anathallis,linearifolia,Anathallis linearifolia,holoepiphyte,,,,,,,Presence_only,1798,1874,17.2999992370605,Other,YES,
ANNE_01334,ANNE,14543,GASPAR,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-26.8167,-49.0333,Municipality,Fidelis,Ferns,Blechnaceae,Lomaridium,acutum,Lomaridium acutum,hemiepiphyte,,,,,2009,2009,Presence_only,159,1580,24.5,Ombrophilous Forest,YES,
MENE2_23859,MENE2,E30780,BLUMENAU,SANTA CATARINA,SC,Brazil,,,-27.097017,-49.139353,Coordinates given in the herbarium record,Area Virgem do Parque Nacional da Serra do Itajai,Angiosperms,Bromeliaceae,Vriesea,carinata,Vriesea carinata,holoepiphyte,,,,,,,Presence_only,623,1658,21.2000007629395,Ombrophilous Forest,YES,
ANNE_01113,ANNE,23372,GARUVA,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-26.05,-48.7167,Municipality,Sol Nascente,Ferns,Aspleniaceae,Asplenium,serra,Asplenium serra,facultative,,,,,2010,2010,Presence_only,81,1844,25.1000003814697,Ombrophilous Forest,YES,
MENE2_22644,MENE2,E29676,CARAGUATATUBA,SAO PAULO,SP,Brazil,,,-23.6203,-45.4131,Coordinates given in the herbarium record,Condominio Parque Imperial,Angiosperms,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,facultative,,,,,,,Presence_only,,2074,26.7000007629395,,YES,
KERB_10582,KERB,E10582,PARANAGUA,PARANA,PR,Brazil,ABUNDANCE,Dense Ombrophilous Forest,-25.509754,-48.336076,Study site,Estacao Ecologica da Ilha do Mel,Angiosperms,Bromeliaceae,Vriesea,incurvata,Vriesea incurvata,holoepiphyte,,,,,1990,2002,Presence_only,1,2184,25.2000007629395,,YES,
FEMA_00002,FEMA,E002,CAMACAN,BAHIA,BA,Brazil,1,Primary Forest,-15.383333,-39.55,Study site,RPPN Serra Bonita,Ferns,Aspleniaceae,Asplenium,auriculatum,Asplenium auriculatum,holoepiphyte,,,,,2005,2009,Presence_only,152,1148,24.8999996185303,Ombrophilous Forest,YES,"7500 hectares e a area total da reserva. O estudo floristico foi realizado em todo o fragmento, buscando abranger o maior numero de ambientes. NA"
KERB_05475,KERB,E5475,ARAUCARIA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.588749,-49.347156,Forest fragment,REPAR,Ferns,Polypodiaceae,Pleopeltis,pleopeltifolia,Pleopeltis pleopeltifolia,holoepiphyte,,,,,2000,2002,Abundance,914,1284,20.8999996185303,Ombrophilous Forest,YES,
ANNE_05102,ANNE,18068,SAO BENTO DO SUL,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-26.35,-49.2333,Municipality,Braco esquerdo,Angiosperms,Cactaceae,Rhipsalis,pachyptera,Rhipsalis pachyptera,holoepiphyte,,,,,2009,2009,Presence_only,588,1562,20.5,Ombrophilous Forest,YES,
MENE2_19735,MENE2,E27031,QUATRO BARRAS,PARANA,PR,Brazil,,,-25.3656,-49.0769,Coordinates given in the herbarium record,,Angiosperms,Orchidaceae,Stelis,papaquerensis,Stelis papaquerensis,holoepiphyte,,,,,,,Presence_only,908,1590,21,Ombrophilous Forest,YES,
MENE2_23474,MENE2,E30430,CONCEICAO DA BARRA,ESPIRITO SANTO,ES,Brazil,,,-18.615833,-39.735,Coordinates given in the herbarium record,APA de Guriri,Angiosperms,Orchidaceae,Vanilla,chamissonis,Vanilla chamissonis,hemiepiphyte,,,,,,,Presence_only,1,1329,26.2999992370605,Other,YES,
KERB_03103,KERB,E3103,ITAPOA,SANTA CATARINA,SC,Brazil,ABUNDANCE,Forest Fragment,-26.176814,-48.600791,Study site,Balneario Figueira do Pontal,Angiosperms,Araceae,Monstera,adansonii,Monstera adansonii,hemiepiphyte,,,,,2017,2017,Presence_only,,,,Ombrophilous Forest,YES,
KERB_09170,KERB,E9170,LAPA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.578059,-49.912969,Forest fragment,Castelhanos,Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,Euphorbiaceae,Gymnanthes,klotzschiana,Gymnanthes klotzschiana,2002,2006,Abundance,830,1369,21.5,Other,YES,
MENE2_10660,MENE2,E18781,CERRO AZUL,PARANA,PR,Brazil,,,-24.8236,-49.2611,Coordinates given in the herbarium record,,Angiosperms,Piperaceae,Peperomia,rotundifolia,Peperomia rotundifolia,holoepiphyte,,,,,,,Presence_only,521,1145,25.5,Ombrophilous Forest,YES,
MENE2_23337,MENE2,E30306,UNA,BAHIA,BA,Brazil,,,-15.2933,-39.0753,Coordinates given in the herbarium record,,Angiosperms,Orchidaceae,Trizeuxis,falcata,Trizeuxis falcata,holoepiphyte,,,,,,,Presence_only,7,1618,25.7999992370605,Other,YES,
MENE2_02753,MENE2,E11593,CRAVOLANDIA,BAHIA,BA,Brazil,,,-13.3586,-39.815,Coordinates given in the herbarium record,,Angiosperms,Bromeliaceae,Lymania,alvimii,Lymania alvimii,holoepiphyte,,,,,,,Presence_only,580,738,23,Seasonal Forest,YES,
MENE2_15121,MENE2,E22837,SAO BENTO DO SUL,SANTA CATARINA,SC,Brazil,,,-26.365003,-49.235589,Coordinates given in the herbarium record,Braco esquerdo,Angiosperms,Orchidaceae,Acianthera,oligantha,Acianthera oligantha,holoepiphyte,,,,,,,Presence_only,536,1542,22,Ombrophilous Forest,YES,
FUME_02259,FUME,E2273,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,,Cloud Forest,-21.70931,-43.89967,100,"Parque Estadual do Ibitipoca, Gruta das Bromelias",Angiosperms,Bromeliaceae,Tillandsia,gardneri,Tillandsia gardneri,facultative,Nyctaginaceae,Guapira,opposita,Guapira opposita,2014,2014,Presence_absence,1576,1649,19.7000007629395,Seasonal Forest,YES,
KERB_05953,KERB,E5953,CAMPINA GRANDE DO SUL,PARANA,PR,Brazil,ABUNDANCE,,-25.240888,-48.830907,Forest fragment,Morro Caratuva,Angiosperms,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,holoepiphyte,Winteraceae,Drimys,angustifolia,Drimys angustifolia,2009,2011,Abundance,1714,1907,16.7999992370605,Ombrophilous Forest,YES,
NUNE_00222,NUNE,M01,CACHOEIRAS DE MACACU,RIO DE JANEIRO,RJ,Brazil,,Secondary Forest,-22.43348639,-42.76679111,10,Guapiacu,Angiosperms,Cactaceae,Rhipsalis,pachyptera,Rhipsalis pachyptera,holoepiphyte,Meliaceae,Guarea,guidonia,Guarea guidonia,2017,2017,Abundance,151,1368,26.1000003814697,Ombrophilous Forest,YES,
MARQ_00291,MARQ,E0005,ARROIO DO SAL,RIO GRANDE DO SUL,RS,Brazil,5,Sandy Coastal Forest,-29.489711,-49.844411,Forest fragment,Parque Natural Municipal Tupancy,Ferns,Dryopteridaceae,Rumohra,adiantiformis,Rumohra adiantiformis,facultative,,,,,2011,2011,Presence_only,,,,Other,YES,
JABOT_03652,JABOT,202402,NOVA VICOSA,BAHIA,BA,Brazil,,,-17.89,-39.37,Municipality,,Angiosperms,Bromeliaceae,Vriesea,procera,Vriesea procera,facultative,,,,,1973,1973,Presence_only,1,1560,26.6000003814697,Other,YES,
MENE2_26994,MENE2,E3420,OLARIA,MATO GROSSO DO SUL,MS,Brazil,,,-21.8608,-43.9372,Coordinates given in the herbarium record,Serra das Flores,Angiosperms,Araceae,Anthurium,scandens,Anthurium scandens,holoepiphyte,,,,,,,Presence_only,914,1497,22.1000003814697,Seasonal Forest,YES,
KERB_03780,KERB,E3780,SAO JOAQUIM,SANTA CATARINA,SC,Brazil,ABUNDANCE,,-28.482429,-49.832046,Study site,Rio Pelotas,Ferns,Polypodiaceae,Pleopeltis,hirsutissima,Pleopeltis hirsutissima,holoepiphyte,,,,,2014,2014,Abundance,1132,1635,19.7999992370605,Ombrophilous Forest,YES,
NUNE_02013,NUNE,AD190,GUAPIMIRIM,RIO DE JANEIRO,RJ,Brazil,23A5,Secondary Forest,-22.47444444,-42.99972222,Study site,Vale do Garrafao,Ferns,Polypodiaceae,Pleopeltis,pleopeltifolia,Pleopeltis pleopeltifolia,holoepiphyte,,,,,2007,2008,Abundance,689,1730,22.7000007629395,Ombrophilous Forest,YES,
NUNE_01919,NUNE,AD096,GUAPIMIRIM,RIO DE JANEIRO,RJ,Brazil,11A12,Secondary Forest,-22.47444444,-42.99972222,Study site,Vale do Garrafao,Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,,,,,2007,2008,Abundance,689,1730,22.7000007629395,Ombrophilous Forest,YES,
MARC_00248,MARC,E0248,UBATUBA,SAO PAULO,SP,Brazil,3,Dense Ombrophilous Forest,-23.23785,-44.982008,Plot,Parque Estadual da Serra do Mar. Parcela permanente mata baixa,Angiosperms,Gesneriaceae,Nematanthus,brasiliensis,Nematanthus brasiliensis,holoepiphyte,,,,,2013,2013,Presence_only,1218,1676,18.3999996185303,Ombrophilous Forest,YES,
KERB_06214,KERB,E6214,CAMPINA GRANDE DO SUL,PARANA,PR,Brazil,ABUNDANCE,,-25.240888,-48.830907,Forest fragment,Morro Caratuva,Ferns,Polypodiaceae,Cochlidium,punctatum,Cochlidium punctatum,holoepiphyte,Myrtaceae,Myrceugenia,seriatoramosa,Myrceugenia seriatoramosa,2009,2011,Abundance,1714,1907,16.7999992370605,Ombrophilous Forest,YES,
MENE2_02795,MENE2,E11631,URUCUCA,BAHIA,BA,Brazil,,,-14.423333,-39.060556,Coordinates given in the herbarium record,Distrito de Serra Grande. Rod. Serra Grande/Itacare. Faz. Lagoa.,Angiosperms,Bromeliaceae,Lymania,corallina,Lymania corallina,holoepiphyte,,,,,,,Presence_only,31,2005,25.2999992370605,Ombrophilous Forest,YES,
PERE_01345,PERE,FD02715,ASSIS,SAO PAULO,SP,Brazil,,Urban Area,-22.65260319,-50.42186743,10,Parque Buracao,Angiosperms,Moraceae,Ficus,citrifolia,Ficus citrifolia,hemiepiphyte,,,,,2007,2011,Presence_only,567,1353,23.5,Savanna,YES,amostragem assistematica habito terricola:NA
FUME_06567,FUME,E6587,BAEPENDI,MATO GROSSO DO SUL,MS,Brazil,,Cloud Forest,-22.1225,-44.7443,500,"Parque Estadual da Serra do Papagaio, Chapadao",Angiosperms,Cactaceae,Rhipsalis,pulchra,Rhipsalis pulchra,holoepiphyte,,,,,2012,2013,Presence_absence,1849,2026,16,Other,YES,
JABOT_01785,JABOT,614352,GUARATUBA,PARANA,PR,Brazil,,,-25.93694,-48.87833,Coordinates given in the herbarium record,,Angiosperms,Onagraceae,Fuchsia,regia,Fuchsia regia,holoepiphyte,,,,,2014,2014,Presence_only,617,1790,19.6000003814697,Ombrophilous Forest,YES,
PERB_01556,PERB,E1699,SAO LUIS DO PARAITINGA,SAO PAULO,SP,Brazil,,,-23.344267,-45.125278,20,Parque Estadual da Serra do Mar,Angiosperms,Gesneriaceae,Nematanthus,fluminensis,Nematanthus fluminensis,holoepiphyte,,,,,,,Presence_only,940,1768,19.6000003814697,Ombrophilous Forest,YES,Example
KERB_01791,KERB,E1791,QUITANDINHA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.835085,-49.419007,Forest fragment,Fragment,Angiosperms,Cactaceae,Lepismium,houlletianum,Lepismium houlletianum,holoepiphyte,,,,,2004,2004,Presence_only,914,1310,20.5,Ombrophilous Forest,YES,
KERB_03630,KERB,E3630,SAO JOAQUIM,SANTA CATARINA,SC,Brazil,ABUNDANCE,,-28.482429,-49.832046,Study site,Rio Pelotas,Ferns,Polypodiaceae,Campyloneurum,austrobrasilianum,Campyloneurum austrobrasilianum,holoepiphyte,,,,,2014,2014,Abundance,1132,1635,19.7999992370605,Ombrophilous Forest,YES,
PERE_00383,PERE,EEC253,GALIA,SAO PAULO,SP,Brazil,,Forest Interior,-22.41431623,-49.68213499,10,Estacao Ecologica Caetetus,Angiosperms,Moraceae,Ficus,luschnathiana,Ficus luschnathiana,hemiepiphyte,,,,,2007,2011,Presence_only,610,1285,23.5,Seasonal Forest,YES,"habito hemiepifitico; forofito morto; amostragem assistematica em uma area de ~ 100.000 ha entre as coordenadas -49,869 dd -22,513 dd e -49,534 dd -22,249 dd.  habito terricola:nao"
AAMO_00236,AAMO,E0236,ARATACA,BAHIA,BA,Brazil,2,Dense Ombrophilous Forest,-15.16,-39.33,Study site,Parque Nacional da Serra das Lontras,Angiosperms,Orchidaceae,Brassia,arachnoidea,Brassia arachnoidea,holoepiphyte,,,,,2006,2014,Presence_only,150,1323,21.1000003814697,Ombrophilous Forest,YES,
FUME_03196,FUME,E3215,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,,Cloud Forest,-21.69636,-43.89749,100,"Parque Estadual do Ibitipoca, Gruta do Cruzeiro",Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,Nyctaginaceae,Guapira,opposita,Guapira opposita,2014,2014,Presence_absence,1714,1771,18,Seasonal Forest,YES,
MENE2_15743,MENE2,E23402,CASTELO,ESPIRITO SANTO,ES,Brazil,,,-20.526389,-41.12,Coordinates given in the herbarium record,Rio Manso,Angiosperms,Orchidaceae,Acianthera,saurocephala,Acianthera saurocephala,holoepiphyte,,,,,,,Presence_only,1363,1441,19.2000007629395,Ombrophilous Forest,YES,
SIQU_00179,SIQU,S319,SOORETAMA,ESPIRITO SANTO,ES,Brazil,,Tableland Forest,-19.18495,-40.069308,Study site,Reserva Natural Vale,Angiosperms,Bromeliaceae,Aechmea,maasii,Aechmea maasii,holoepiphyte,,,,,2003,2003,Presence_only,48,1205,26.3999996185303,Ombrophilous Forest,YES,
PTEO_00370,PTEO,E0370,GRAO PARA,SANTA CATARINA,SC,Brazil,,Secondary Forest,-28.190955,-49.390878,5,Parque Estadual da Serra Furada,Angiosperms,Bromeliaceae,Tillandsia,aeranthos,Tillandsia aeranthos,holoepiphyte,,,,,2011,2012,Presence_absence,399,1518,22.3999996185303,Ombrophilous Forest,YES,
MENE2_01782,MENE2,E10710,TAPERA,PERNAMBUCO,PE,Brazil,,,-8.4,-38.0833,Coordinates given in the herbarium record,Tapera,Angiosperms,Orchidaceae,Ionopsis,utricularioides,Ionopsis utricularioides,holoepiphyte,,,,,,,Presence_only,,,,,NO,
KERB_12207,KERB,E12207,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.528984,-49.012214,Forest fragment,Haras Santo Antonio,Angiosperms,Cactaceae,Rhipsalis,teres,Rhipsalis teres,holoepiphyte,Lauraceae,Ocotea,sp.,Ocotea sp.,2002,2006,Abundance,1015,1701,20.3999996185303,Ombrophilous Forest,YES,
PERE_00190,PERE,EEC005-2-,GALIA,SAO PAULO,SP,Brazil,,Forest Interior,-22.39235037,-49.69115187,10,Estacao Ecologica Caetetus,Angiosperms,Moraceae,Ficus,citrifolia,Ficus citrifolia,hemiepiphyte,,,,,2007,2011,Presence_only,611,1303,23.1000003814697,Seasonal Forest,YES,"habito hemiepifitico; forofito caido e morto; amostragem assistematica em uma area de ~ 100.000 ha entre as coordenadas -49,869 dd -22,513 dd e -49,534 dd -22,249 dd.  habito terricola:nao"
FRAN_01330,FRAN,E1333,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Primary Forest,-20.936667,-41.553333,Forest fragment,Pedra dos Pontoes:primeira mata nebular,Angiosperms,Cactaceae,Rhipsalis,teres,Rhipsalis teres,holoepiphyte,Nyctaginaceae,Guapira,opposita,Guapira opposita,2016,2016,Abundance,634,1391,20.3999996185303,Seasonal Forest,YES,
KERB_05867,KERB,E5867,BALSA NOVA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.553261,-49.808853,Forest fragment,Ponte dos Arcos,Ferns,Polypodiaceae,Microgramma,vacciniifolia,Microgramma vacciniifolia,holoepiphyte,,,,,2002,2006,Abundance,882,1364,21.2000007629395,Other,YES,
FRAN_00684,FRAN,E0687,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Inselberg,-20.93892,-41.544476,Study site,Pontoes de Mimoso do Sul: afloramento do Toti,Angiosperms,Bromeliaceae,Vriesea,lubbersii,Vriesea lubbersii,holoepiphyte,,,,,2015,2015,Abundance,634,1317,21.7999992370605,Seasonal Forest,YES,
MENE2_18096,MENE2,E25541,SILVA JARDIM,RIO DE JANEIRO,RJ,Brazil,,,-22.4666667,-42.5,Coordinates given in the herbarium record,Reserva Ecologica Municipal de Macae de Cima. Area da Parcela I.,Angiosperms,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,holoepiphyte,,,,,,,Presence_only,682,1394,24.5,Ombrophilous Forest,YES,
KERB_12511,KERB,E12511,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.528984,-49.012214,Forest fragment,Haras Santo Antonio,Angiosperms,Cactaceae,Rhipsalis,campos-portoana,Rhipsalis campos-portoana,holoepiphyte,Myrtaceae,,,,2002,2006,Abundance,1015,1701,20.3999996185303,Ombrophilous Forest,YES,
KERB_04889,KERB,E4889,CONTENDA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.604126,-49.570547,Forest fragment,General Lucio,Angiosperms,Orchidaceae,Acianthera,sonderiana,Acianthera sonderiana,holoepiphyte,,,,,2002,2006,Abundance,872,1323,21,Ombrophilous Forest,YES,
FUME_04369,FUME,E4388,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,,Cloud Forest,-21.70193,-43.87246,100,"Parque Estadual do Ibitipoca, Gruta do Piao",Angiosperms,Bromeliaceae,Vriesea,penduliflora,Vriesea penduliflora,holoepiphyte,,,,,2014,2014,Presence_absence,1301,1770,18,Seasonal Forest,YES,
FRAN_01544,FRAN,E1547,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Primary Forest,-20.936667,-41.553333,Forest fragment,Pedra dos Pontoes:primeira mata nebular,Angiosperms,Bromeliaceae,Vriesea,flava,Vriesea flava,holoepiphyte,Nyctaginaceae,Guapira,opposita,Guapira opposita,2016,2016,Abundance,634,1391,20.3999996185303,Seasonal Forest,YES,
KERB_03529,KERB,E3529,SAO JOAQUIM,SANTA CATARINA,SC,Brazil,ABUNDANCE,,-28.471217,-49.83173,Study site,Rio Pelotas,Ferns,Polypodiaceae,Campyloneurum,austrobrasilianum,Campyloneurum austrobrasilianum,holoepiphyte,,,,,2014,2014,Abundance,1132,1638,19.6000003814697,Ombrophilous Forest,YES,
MENE2_31009,MENE2,E7435,ITAGIBA,BAHIA,BA,Brazil,,,-14.172222,-39.722222,Coordinates given in the herbarium record,,Angiosperms,Orchidaceae,Dimerandra,emarginata,Dimerandra emarginata,holoepiphyte,,,,,,,Presence_only,96,1379,23.7000007629395,Seasonal Forest,YES,
