DATASET,DATASET_ACRONYM,RECORD_ID,MUNICIPALITY,STATE,STATE_ACRONYM,COUNTRY,ID_CODLOC,HABITAT,LATITUDE_Y,LONGITUDE_X,PRECISION,REGIONAL_NAME_OF_STUDY_SITE,EPIPHYTE_GROUP,EPIPHYTE_FAMILY,EPIPHYTE_GENUS,EPIPHYTE_EPITHET,EPIPHYTE_SPECIES,EPIPHYTE_HABITAT,FOROPHYTE_FAMILY,FOROPHYTE_GENERA,FOROPHYTE_EPITHET,FOROPYHYTE_SPECIES,YEAR_START,YEAR_FINISH,DATA_TYPE,ALTITUDE,ANNUAL_RAINFALL,ANNUAL_TEMPERATURE,VEGETATION_TYPE,ATLANTIC_FOREST_LIMIT,OBS
KERA_00804,KERA,E0804,CURITIBA,PARANA,PR,Brazil,,Mixed Ombrophilous Forest,-25.428106,-49.343008,Forest fragment,Bosque Conjunto Saturno,Angiosperms,Orchidaceae,Gomesa,paranensoides,Gomesa paranensoides,holoepiphyte,,,,,2001,2002,Presence_only,919,1447,20.6000003814697,Ombrophilous Forest,YES,
JABOT_03176,JABOT,418264,MANGARATIBA,RIO DE JANEIRO,RJ,Brazil,,,-22.96,-44.04,Municipality,,Angiosperms,Orchidaceae,Octomeria,diaphana,Octomeria diaphana,holoepiphyte,,,,,2003,2003,Presence_only,130,1487,25.7000007629395,,YES,
KERB_08712,KERB,E8712,GUARAPUAVA,PARANA,PR,Brazil,ABUNDANCE,Flooded Forest,-25.521863,-51.416667,Forest fragment,Rio Sao Jeronimo,Ferns,Polypodiaceae,Pleopeltis,hirsutissima,Pleopeltis hirsutissima,holoepiphyte,Anacardiaceae,Schinus,terebinthifolia,Schinus terebinthifolia,2003,2003,Abundance,984,1735,19.7000007629395,Savanna,YES,
MENE2_20204,MENE2,E27458,PIATA,BAHIA,BA,Brazil,,,-13.048333,-41.891389,Coordinates given in the herbarium record,Morro Tres Morros.,Angiosperms,Bromeliaceae,Tillandsia,gardneri,Tillandsia gardneri,facultative,,,,,,,Presence_only,1196,915,18.6000003814697,,NO,
MENE2_16996,MENE2,E24541,PETROPOLIS,RIO DE JANEIRO,RJ,Brazil,,,-22.505,-43.1786,Coordinates given in the herbarium record,"Vale do Rio Itamaraty, Petropolis.",Angiosperms,Bromeliaceae,Quesnelia,strobilispica,Quesnelia strobilispica,holoepiphyte,,,,,,,Presence_only,895,1902,21.7999992370605,Ombrophilous Forest,YES,
BARB_00297,BARB,E0297,SANTANA DE CATAGUASES,MATO GROSSO DO SUL,MS,Brazil,,Seasonal Semideciduous Forest,-21.2813,-42.4958,Forest fragment,RPPN Usina Mauricio,Angiosperms,Bromeliaceae,Tillandsia,geminiflora,Tillandsia geminiflora,holoepiphyte,,,,,2017,2018,Presence_only,561,1331,24.2999992370605,Seasonal Forest,YES,
PTEO_01218,PTEO,E1218,TREVISO,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Riparian Forest,-28.536677,-49.452439,50,Area Particular em Processo de Recuperacao Ambiental,Ferns,Polypodiaceae,Microgramma,vacciniifolia,Microgramma vacciniifolia,holoepiphyte,,,,,2018,2018,Presence_absence,199,1406,23.7000007629395,Ombrophilous Forest,YES,
MENE2_10912,MENE2,E19010,ILHEUS,BAHIA,BA,Brazil,,,-14.7889,-39.06,Coordinates given in the herbarium record,"Area do CEPEC -Centro de PEquisas do Cacau-, km 22 rodovi Ilheus/Itabuna - BR 415. Reserva Botanica",Angiosperms,Piperaceae,Peperomia,subpilosa,Peperomia subpilosa,holoepiphyte,,,,,,,Presence_only,1,1907,25.8999996185303,,YES,
MENE2_17449,MENE2,E24953,TERESOPOLIS,RIO DE JANEIRO,RJ,Brazil,,,-22.4513889,-43.0013889,Coordinates given in the herbarium record,Organ Mountains,Angiosperms,Cactaceae,Rhipsalis,crispata,Rhipsalis crispata,holoepiphyte,,,,,,,Presence_only,1079,1747,20,Ombrophilous Forest,YES,
MENE2_01418,MENE2,E1038,PEDRALVA,MATO GROSSO DO SUL,MS,Brazil,,,-22.2428,-45.4658,Coordinates given in the herbarium record,Serra da Pedra Branca,Angiosperms,Bromeliaceae,Aechmea,distichantha,Aechmea distichantha,holoepiphyte,,,,,,,Presence_only,914,1474,22.2999992370605,Other,YES,
ANNE_01375,ANNE,26424,INDAIAL,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-27.0833,-49.2167,Municipality,Parque Nacional da Serra do Itajai,Ferns,Blechnaceae,Lomaridium,acutum,Lomaridium acutum,hemiepiphyte,,,,,2010,2010,Presence_only,615,1629,22.2999992370605,Ombrophilous Forest,YES,
GOSI_00989,GOSI,E1533,MANGARATIBA,RIO DE JANEIRO,RJ,Brazil,,Secondary Forest,-22.96,-44.041,Municipality,,Angiosperms,Bromeliaceae,Vriesea,paratiensis,Vriesea paratiensis,holoepiphyte,,,,,2014,2017,Presence_only,,1487,25.7000007629395,,YES,
ANNE_03825,ANNE,27369,PRAIA GRANDE,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-29.2333,-50.1167,Municipality,"Pedra Branca, PARNAs Aparados da Serra e Serra Geral",Angiosperms,Piperaceae,Peperomia,catharinae,Peperomia catharinae,holoepiphyte,,,,,2010,2010,Presence_only,664,1751,21.1000003814697,Savanna,YES,
JABOT_00038,JABOT,342540,UBATUBA,SAO PAULO,SP,Brazil,,,-23.45917,-45.20389,Coordinates given in the herbarium record,,Angiosperms,Bromeliaceae,Vriesea,carinata,Vriesea carinata,holoepiphyte,,,,,1999,1999,Presence_only,486,2102,22.7999992370605,Ombrophilous Forest,YES,
MENE2_11352,MENE2,E19410,MORRO DO CHAPEU,BAHIA,BA,Brazil,,,-11.579167,-41.165556,Coordinates given in the herbarium record,"4km de Morro do Chapeu, na estrada para Utinga.",Angiosperms,Piperaceae,Peperomia,tetraphylla,Peperomia tetraphylla,holoepiphyte,,,,,,,Presence_only,1089,722,21.1000003814697,,NO,
MENE2_26923,MENE2,E33566,SANTO AMARO DA IMPERATRIZ,SANTA CATARINA,SC,Brazil,,,-27.734722,-48.696111,Coordinates given in the herbarium record,"Morro do Cambirela, Palhoca",Angiosperms,Orchidaceae,Zygostates,pellucida,Zygostates pellucida,holoepiphyte,,,,,,,Presence_only,601,1584,22.8999996185303,Ombrophilous Forest,YES,
FRAN_01202,FRAN,E1205,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Primary Forest,-20.936667,-41.553333,Forest fragment,Pedra dos Pontoes:primeira mata nebular,Angiosperms,Piperaceae,Peperomia,tetraphylla,Peperomia tetraphylla,holoepiphyte,Myrtaceae,Eugenia,longipedunculata,Eugenia longipedunculata,2016,2016,Abundance,634,1391,20.3999996185303,Seasonal Forest,YES,
PTEO_00186,PTEO,E0186,CRICIUMA,SANTA CATARINA,SC,Brazil,,Urban Green Area,-28.690526,-49.432415,5,Parque Ecologico Municipal Jose Milanese,Angiosperms,Orchidaceae,Polystachya,concreta,Polystachya concreta,holoepiphyte,,,,,2010,2011,Presence_absence,117,1345,23.7999992370605,Ombrophilous Forest,YES,
MENE2_18974,MENE2,E2634,NOVA IGUACU,RIO DE JANEIRO,RJ,Brazil,,,-22.5580556,-43.4702778,Coordinates given in the herbarium record,REBIO Tingua. baixada do cantagalo.,Angiosperms,Araceae,Anthurium,comtum,Anthurium comtum,holoepiphyte,,,,,,,Presence_only,804,1680,22.2999992370605,Ombrophilous Forest,YES,
CBOE_00465,CBOE,Tree82,SAO FRANCISCO DE PAULA,RIO GRANDE DO SUL,RS,Brazil,PA1,Araucaria Plantation,-29.435704,-50.373417,Central point in study site,Floresta Nacional de Sao Francisco de Paula.,Angiosperms,Bromeliaceae,Tillandsia,aeranthos,Tillandsia aeranthos,holoepiphyte,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,2007,2007,Abundance,917,2068,19.5,Savanna,YES,
KERB_03288,KERB,E3288,ANTONINA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.378213,-48.800209,Forest fragment,RPPN Morro da mina,Angiosperms,Orchidaceae,Epidendrum,strobiliferum,Epidendrum strobiliferum,holoepiphyte,,,,,2006,2009,Presence_only,79,2008,26.1000003814697,Ombrophilous Forest,YES,
FUME_05940,FUME,E5960,SANTA RITA DE IBITIPOCA,MATO GROSSO DO SUL,MS,Brazil,,Cloud Forest,-21.67837,-43.88229,100,"Parque Estadual do Ibitipoca, Gruta dos Tres Arcos",Angiosperms,Bromeliaceae,Vriesea,bituminosa,Vriesea bituminosa,facultative,Aquifoliaceae,Ilex,theezans,Ilex theezans,,,Presence_absence,1714,1772,18,Seasonal Forest,YES,
COUT_00075,COUT,E0161,ALEGRE,ESPIRITO SANTO,ES,Brazil,,Dense Ombrophilous Forest,-20.655278,-41.386111,Forest fragment,Caveira da Anta,Angiosperms,Orchidaceae,Masdevallia,infracta,Masdevallia infracta,holoepiphyte,,,,,2007,In progress,Presence_only,657,1402,20,Seasonal Forest,YES,
BREI_00389,BREI,E389,CANANEIA,SAO PAULO,SP,Brazil,T.B. BREIER 0301,Primary Restinga,-25.077222,-47.929167,1000,Parque Estadual Ilha do Cardoso,Angiosperms,Gesneriaceae,Nematanthus,wettsteinii,Nematanthus wettsteinii,holoepiphyte,,,,,2002,2005,Presence_only,5,2481,26.6000003814697,Ombrophilous Forest,YES,
CBUZ_00071,CBUZ,E0071,CAMPO MOURAO,PARANA,PR,Brazil,1,Riparian Forest,-24.039016,-52.383276,Municipality,,Angiosperms,Orchidaceae,Capanemia,micromera,Capanemia micromera,holoepiphyte,,,,,2007,2017,Presence_only,575,1554,23.6000003814697,Ombrophilous Forest,YES,
MENE2_11013,MENE2,E19102,GUAIBA,RIO GRANDE DO SUL,RS,Brazil,,,-30.1139,-51.325,Coordinates given in the herbarium record,Fazenda Sao Maximiano BR 116 Km 308,Angiosperms,Piperaceae,Peperomia,tetraphylla,Peperomia tetraphylla,holoepiphyte,,,,,,,Presence_only,3,1397,24.7000007629395,,YES,
MENE2_19948,MENE2,E27225,GUAPIMIRIM,RIO DE JANEIRO,RJ,Brazil,,,-22.4897222,-43.0111111,Coordinates given in the herbarium record,SERRA DOS ORGAOS.,Angiosperms,Orchidaceae,Thysanoglossa,organensis,Thysanoglossa organensis,holoepiphyte,,,,,,,Presence_only,972,1736,22.8999996185303,Ombrophilous Forest,YES,
KERB_03479,KERB,E3479,SAO JOAQUIM,SANTA CATARINA,SC,Brazil,ABUNDANCE,,-28.471217,-49.83173,Study site,Rio Pelotas,Ferns,Polypodiaceae,Campyloneurum,austrobrasilianum,Campyloneurum austrobrasilianum,holoepiphyte,,,,,2014,2014,Abundance,1132,1638,19.6000003814697,Ombrophilous Forest,YES,
MINE_00836,MINE,836,TRES CACHOEIRAS,RIO GRANDE DO SUL,RS,Brazil,65,Forest Interior,-29.43757222,-49.97670556,1.5,Morro Azul Locality,Ferns,Polypodiaceae,Pleopeltis,hirsutissima,Pleopeltis hirsutissima,holoepiphyte,,,,,2012,2015,Presence_only,167,1654,21.3999996185303,Ombrophilous Forest,YES,
KESS_01751,KESS,E1751,SANTA MARIA DE JETIBA,ESPIRITO SANTO,ES,Brazil,,,-20.1769,-40.9242,Sampled tree,,Angiosperms,Bromeliaceae,Vriesea,carinata,Vriesea carinata,holoepiphyte,,,,,,,Presence_only,1231,1403,20.2999992370605,Ombrophilous Forest,YES,
MENE2_02632,MENE2,E11483,PARANAGUA,PARANA,PR,Brazil,,,-25.52,-48.5092,Coordinates given in the herbarium record,,Angiosperms,Orchidaceae,Leptotes,bicolor,Leptotes bicolor,holoepiphyte,,,,,,,Presence_only,1,2036,24.8999996185303,,YES,
MENE2_28413,MENE2,E4839,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,RJ,Brazil,,,-22.0261,-41.6925,Coordinates given in the herbarium record,Serrinha,Angiosperms,Bromeliaceae,Billbergia,vittata,Billbergia vittata,holoepiphyte,,,,,,,Presence_only,86,1124,25.8999996185303,Seasonal Forest,YES,
MENE2_04736,MENE2,E13396,CAMACAN,BAHIA,BA,Brazil,,,-15.39,-39.57,Coordinates given in the herbarium record,"Reserva Serra Bonita, 9.7 km W of Camacan on road to Jacareci, then 6 km SW on road to RPPN Serra Bonita and Embratel tower.",Angiosperms,Araceae,Monstera,adansonii,Monstera adansonii,hemiepiphyte,,,,,,,Presence_only,221,1146,21.2999992370605,Ombrophilous Forest,YES,
MENE2_15647,MENE2,E23315,SAO PAULO,SAO PAULO,SP,Brazil,,,-23.65,-46.7,Coordinates given in the herbarium record,Santo Amaro,Angiosperms,Orchidaceae,Acianthera,saundersiana,Acianthera saundersiana,holoepiphyte,,,,,,,Presence_only,665,1477,21.1000003814697,Ombrophilous Forest,YES,
MENE2_15556,MENE2,E23232,BENEDITO NOVO,SANTA CATARINA,SC,Brazil,,,-26.783025,-49.398961,Coordinates given in the herbarium record,BR-477 - Alto Benedito,Angiosperms,Orchidaceae,Acianthera,bragae,Acianthera bragae,holoepiphyte,,,,,,,Presence_only,398,1553,23.7999992370605,Ombrophilous Forest,YES,
KERB_06919,KERB,E6919,FAZENDA RIO GRANDE,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.661593,-49.277089,Forest fragment,Fazenda Experimental Gralha Azul,Angiosperms,Cactaceae,Hatiora,salicornioides,Hatiora salicornioides,holoepiphyte,Lauraceae,Ocotea,odorifera,Ocotea odorifera,2008,2015,Abundance,910,1304,20.3999996185303,Ombrophilous Forest,YES,
FRAL_00445,FRAL,E0445,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,,Urban Green Area,-21.76083,-43.35027,100,Parque Halfeld,Angiosperms,Bromeliaceae,Portea,petropolitana,Portea petropolitana,holoepiphyte,Fabaceae,Tipuana,tipu,Tipuana tipu,2015,2016,Presence_only,686,1504,23.2999992370605,Seasonal Forest,YES,
KERB_06746,KERB,E6746,FAZENDA RIO GRANDE,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.661593,-49.277089,Forest fragment,Fazenda Experimental Gralha Azul,Ferns,Polypodiaceae,Pleopeltis,hirsutissima,Pleopeltis hirsutissima,holoepiphyte,Meliaceae,Cedrela,fissilis,Cedrela fissilis,2008,2015,Abundance,910,1304,20.3999996185303,Ombrophilous Forest,YES,
PTEO_00232,PTEO,E0232,CRICIUMA,SANTA CATARINA,SC,Brazil,,Urban Green Area,-28.690329,-49.432523,5,Parque Ecologico Municipal Jose Milanese,Angiosperms,Cactaceae,Rhipsalis,teres,Rhipsalis teres,holoepiphyte,,,,,2010,2011,Presence_absence,117,1345,23.7999992370605,Ombrophilous Forest,YES,
MENE2_17805,MENE2,E25277,BARRA VELHA,SANTA CATARINA,SC,Brazil,,,-26.6833,-48.7,Coordinates given in the herbarium record,Itajuba. En .,Angiosperms,Cactaceae,Rhipsalis,grandiflora,Rhipsalis grandiflora,holoepiphyte,,,,,,,Presence_only,,,,Ombrophilous Forest,YES,
KERB_06310,KERB,E6310,CAMPO LARGO,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.453826,-49.635363,Forest fragment,Sao Luiz do Puruna,Angiosperms,Cactaceae,Lepismium,lumbricoides,Lepismium lumbricoides,holoepiphyte,,,,,2002,2006,Presence_only,917,1574,19.3999996185303,Savanna,YES,
KERB_01587,KERB,E1587,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Ecotone between Mixed Ombrophilous and Dense Ombrophilous Forest,-25.497056,-48.981299,Forest fragment,PE Marumbi Nucleo Cayuguava,Lycophytes,Lycopodiaceae,Phlegmariurus,comans,Phlegmariurus comans,holoepiphyte,,,,,2008,2010,Presence_only,1202,1856,19.6000003814697,Ombrophilous Forest,YES,
MENE2_22294,MENE2,E29358,RIO BANANAL,ESPIRITO SANTO,ES,Brazil,,,-19.248889,-40.416389,Coordinates given in the herbarium record,"Alto Bananal, propr.: Jonas Graci",Angiosperms,Bromeliaceae,Tillandsia,stricta,Tillandsia stricta,facultative,,,,,,,Presence_only,318,1217,25.1000003814697,Ombrophilous Forest,YES,
FRAN_00418,FRAN,E0421,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Inselberg,-20.938635,-41.544191,Study site,Pontoes de Mimoso do Sul: afloramento do Toti,Angiosperms,Bromeliaceae,Tillandsia,gardneri,Tillandsia gardneri,facultative,Nyctaginaceae,Guapira,opposita,Guapira opposita,2015,2015,Abundance,634,1317,21.7999992370605,Seasonal Forest,YES,
KESS_00293,KESS,E0293,CARAGUATATUBA,SAO PAULO,SP,Brazil,,,-23.62,-45.41,Municipality,,Angiosperms,Bromeliaceae,Vriesea,rodigasiana,Vriesea rodigasiana,holoepiphyte,,,,,,,Presence_only,,2074,26.7000007629395,,YES,
ANNE_01260,ANNE,14898,BOTUVERA,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-27.2667,-49.2167,Municipality,Cinema,Angiosperms,Orchidaceae,Bifrenaria,aureofulva,Bifrenaria aureofulva,holoepiphyte,,,,,2009,2009,Presence_only,610,1629,22.2000007629395,Ombrophilous Forest,YES,
NUNE_01199,NUNE,STO,ANGRA DOS REIS,RIO DE JANEIRO,RJ,Brazil,,Secondary Forest,-23.166667,-44.141667,Central point in study site,Praia de Santo Antonio,Angiosperms,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,facultative,,,,,2001,2004,Abundance,56,,,,YES,
MENE2_11946,MENE2,E19950,OURO PRETO,MATO GROSSO DO SUL,MS,Brazil,,,-20.2875,-43.5081,Coordinates given in the herbarium record,.,Angiosperms,Piperaceae,Peperomia,velloziana,Peperomia velloziana,holoepiphyte,,,,,,,Presence_only,964,1388,22.2999992370605,Seasonal Forest,YES,
ANNE_00632,ANNE,22581,FLORIANOPOLIS,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-27.7667,-48.4833,Municipality,Pantano do Sul -Parque Municipal da Lagoinha do Leste-,Angiosperms,Araceae,Anthurium,pentaphyllum,Anthurium pentaphyllum,hemiepiphyte,,,,,2010,2010,Presence_only,,,,,YES,
MENE2_31395,MENE2,E7821,CAMPINA GRANDE,PARAIBA,PB,Brazil,,,-7.23056,-35.8811,Coordinates given in the herbarium record,S. Jose da mata,Angiosperms,Orchidaceae,Encyclia,advena,Encyclia advena,holoepiphyte,,,,,,,Presence_only,448,758,24.3999996185303,,NO,
MENE2_03091,MENE2,E11900,SANTA LEOPOLDINA,ESPIRITO SANTO,ES,Brazil,,,-19.991111,-40.570556,Coordinates given in the herbarium record,Radar Cindactar,Angiosperms,Orchidaceae,Christensonella,subulata,Christensonella subulata,holoepiphyte,,,,,,,Presence_only,648,1322,22.5,Ombrophilous Forest,YES,
FUME_00232,FUME,E0232,ARAPONGA,MATO GROSSO DO SUL,MS,Brazil,,Cloud Forest,-20.74142,-42.47723,20,"Parque Estadual Serra do Brigadeiro, Pico do Pato",Angiosperms,Bromeliaceae,Vriesea,longicaulis,Vriesea longicaulis,holoepiphyte,Meliaceae,Cabralea,canjerana,Cabralea canjerana,2017,2017,Presence_absence,1697,1589,17.6000003814697,Seasonal Forest,YES,
MENE2_14520,MENE2,E22290,PIRAQUARA,PARANA,PR,Brazil,,,-25.4417,-49.0633,Coordinates given in the herbarium record,,Angiosperms,Orchidaceae,Pabstiella,fusca,Pabstiella fusca,holoepiphyte,,,,,,,Presence_only,913,1565,20.8999996185303,Ombrophilous Forest,YES,
MENE2_29169,MENE2,E5595,IPIAU,BAHIA,BA,Brazil,,,-14.1372,-39.7339,Coordinates given in the herbarium record,Estr. a Ibirataia.,Angiosperms,Orchidaceae,Campylocentrum,micranthum,Campylocentrum micranthum,holoepiphyte,,,,,,,Presence_only,97,1201,25.1000003814697,Seasonal Forest,YES,
KERB_05556,KERB,E5556,ARAUCARIA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.588749,-49.347156,Forest fragment,REPAR,Angiosperms,Orchidaceae,Pabstiella,aveniformis,Pabstiella aveniformis,holoepiphyte,,,,,2000,2002,Abundance,914,1284,20.8999996185303,Ombrophilous Forest,YES,
MENE2_24462,MENE2,E31329,VIANA,ESPIRITO SANTO,ES,Brazil,,,-20.3903,-40.4961,Coordinates given in the herbarium record,"Entorno Reserva Florestal de Duas Bocas, 600m/s.m., 201752S / 403019W.",Angiosperms,Bromeliaceae,Vriesea,flammea,Vriesea flammea,facultative,,,,,,,Presence_only,116,1121,27.5,Ombrophilous Forest,YES,
MENE2_27738,MENE2,E4164,BLUMENAU,SANTA CATARINA,SC,Brazil,,,-27.096944,-49.139167,Coordinates given in the herbarium record,Area Virgem PNSI,Angiosperms,Bromeliaceae,Billbergia,distachia,Billbergia distachia,holoepiphyte,,,,,,,Presence_only,623,1658,21.2000007629395,Ombrophilous Forest,YES,
MENE_01694,MENE,E1711,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,,Urban Green Area,-21.7303,-43.3703,100,"Mata do Krambeck, Jardim Bot?nico da Universidade Federal de Juiz de Fora",Angiosperms,Orchidaceae,Comparettia,coccinea,Comparettia coccinea,holoepiphyte,Rosaceae,Eriobotrya,japonica,Eriobotrya japonica,2013,2013,Presence_only,689,1519,23.2000007629395,Seasonal Forest,YES,
CBOE_00436,CBOE,Tree72,SAO FRANCISCO DE PAULA,RIO GRANDE DO SUL,RS,Brazil,FO3,Mixed Ombrophilous Forest,-29.422903,-50.388865,Central point in study site,Floresta Nacional de Sao Francisco de Paula.,Angiosperms,Cactaceae,Lepismium,houlletianum,Lepismium houlletianum,holoepiphyte,Lauraceae,Ocotea,pulchella,Ocotea pulchella,2007,2007,Abundance,917,2084,19.6000003814697,Savanna,YES,
FUME_00782,FUME,E0784,ARAPONGA,MATO GROSSO DO SUL,MS,Brazil,,Cloud Forest,-20.6795,-42.44466,20,"Parque Estadual Serra do Brigadeiro, Pico do Bone",Angiosperms,Piperaceae,Peperomia,tetraphylla,Peperomia tetraphylla,holoepiphyte,,,,,2017,2017,Presence_absence,1509,1591,17.5,Seasonal Forest,YES,
JABOT_00785,JABOT,760820,RIO DE JANEIRO,RIO DE JANEIRO,RJ,Brazil,,,-23.00444,-43.42139,Coordinates given in the herbarium record,,Angiosperms,Moraceae,Ficus,clusiifolia,Ficus clusiifolia,hemiepiphyte,,,,,2018,2018,Presence_only,45,1238,26.2000007629395,,YES,
FUME_00309,FUME,E0309,ARAPONGA,MATO GROSSO DO SUL,MS,Brazil,,Cloud Forest,-20.72175,-42.48216,20,"Parque Estadual Serra do Brigadeiro, Pico do Grama",Ferns,Polypodiaceae,Lellingeria,apiculata,Lellingeria apiculata,holoepiphyte,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,2017,2017,Presence_absence,1524,1515,18.7999992370605,Seasonal Forest,YES,
MENE2_30966,MENE2,E7392,PARATY,RIO DE JANEIRO,RJ,Brazil,,,-23.044167,-44.647222,Coordinates given in the herbarium record,Fazenda Sao Lourenco-Trilha da margem da Cachoeira.,Angiosperms,Orchidaceae,Dichaea,pendula,Dichaea pendula,holoepiphyte,,,,,,,Presence_only,92,2035,26.5,,YES,
MENE2_22440,MENE2,E29490,CAMPO MOURAO,PARANA,PR,Brazil,,,-24.104278,-52.325611,Coordinates given in the herbarium record,Parque Estadual Lago Azul -PELA-,Angiosperms,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,facultative,,,,,,,Presence_only,607,1558,23.5,Ombrophilous Forest,YES,
KERB_08646,KERB,E8646,GUARAPUAVA,PARANA,PR,Brazil,ABUNDANCE,Flooded Forest,-25.521863,-51.416667,Forest fragment,Rio Sao Jeronimo,Angiosperms,Orchidaceae,Acianthera,hygrophila,Acianthera hygrophila,holoepiphyte,Euphorbiaceae,Gymnanthes,klotzschiana,Gymnanthes klotzschiana,2003,2003,Abundance,984,1735,19.7000007629395,Savanna,YES,
MENE2_21390,MENE2,E28536,SABARA,MATO GROSSO DO SUL,MS,Brazil,,,-19.83,-43.73,Coordinates given in the herbarium record,"Serra do Espinhaco, near base of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31",Angiosperms,Bromeliaceae,Tillandsia,recurvata,Tillandsia recurvata,facultative,,,,,,,Presence_only,913,1490,21.7999992370605,Other,YES,
FEMA_00812,FEMA,E812,TERESOPOLIS,RIO DE JANEIRO,RJ,Brazil,4,Primary Forest,-22.383333,-42.916667,Coordinates given in the herbarium record,"RJ 81, Km 84, proximo de cachoeira",Ferns,Dryopteridaceae,Elaphoglossum,scolopendrifolium,Elaphoglossum scolopendrifolium,holoepiphyte,,,,,2010,2014,Presence_only,1051,1662,21.6000003814697,Ombrophilous Forest,YES,"The specimens examined for this study were compiled from the following herbaria: AAU, B, BHCB, BM, BR, CEPEC, F, FLOR, FURB, GH, HB, HBR, HUEFS, INPA, K, M, MBM, MBML, MO, NY, R, RB, P, PH, PI, S, SP, SPF, UC, UPCB, and US Almeida-Neto 127 -HB-"
KESS_01007,KESS,E1007,MORRETES,PARANA,PR,Brazil,,,-25.4769,-48.8344,Municipality,,Angiosperms,Bromeliaceae,Vriesea,flammea,Vriesea flammea,facultative,,,,,,,Presence_only,143,1974,25.8999996185303,Ombrophilous Forest,YES,
MENE2_16327,MENE2,E23933,SANTA TERESA,ESPIRITO SANTO,ES,Brazil,,,-19.931389,-40.6075,Coordinates given in the herbarium record,Estacao Biologica Caixa DAgua,Angiosperms,Orchidaceae,Promenaea,guttata,Promenaea guttata,holoepiphyte,,,,,,,Presence_only,801,1286,23.3999996185303,Ombrophilous Forest,YES,
MENE2_20578,MENE2,E27798,NATIVIDADE DA SERRA,SAO PAULO,SP,Brazil,,,-23.3333,-45.3333,Coordinates given in the herbarium record,,Angiosperms,Bromeliaceae,Tillandsia,geminiflora,Tillandsia geminiflora,holoepiphyte,,,,,,,Presence_only,1035,1679,19.2999992370605,Ombrophilous Forest,YES,
MARQ_00268,MARQ,E0004,ARROIO DO SAL,RIO GRANDE DO SUL,RS,Brazil,4,Sandy Coastal Forest,-29.489711,-49.844411,Forest fragment,Parque Natural Municipal Tupancy,Angiosperms,Orchidaceae,Epidendrum,rigidum,Epidendrum rigidum,holoepiphyte,,,,,,,Abundance,,,,Other,YES,
MENE2_19898,MENE2,E2718,VITOR MEIRELES,SANTA CATARINA,SC,Brazil,,,-26.821667,-49.77,Coordinates given in the herbarium record,Jacu-Paca,Angiosperms,Araceae,Anthurium,gaudichaudianum,Anthurium gaudichaudianum,holoepiphyte,,,,,,,Presence_only,414,1499,21.7999992370605,Ombrophilous Forest,YES,
MENE2_06754,MENE2,E15230,UBAITABA,BAHIA,BA,Brazil,,,-14.3125,-39.3233,Coordinates given in the herbarium record,Km 5 da estr. Lajes/Ubaitaba.,Angiosperms,Orchidaceae,Notylia,hemitricha,Notylia hemitricha,holoepiphyte,,,,,,,Presence_only,45,1472,25.6000003814697,Ombrophilous Forest,YES,
KERB_12221,KERB,E12221,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.528984,-49.012214,Forest fragment,Haras Santo Antonio,Ferns,Polypodiaceae,Lellingeria,apiculata,Lellingeria apiculata,holoepiphyte,Lauraceae,Ocotea,sp.,Ocotea sp.,2002,2006,Abundance,1015,1701,20.3999996185303,Ombrophilous Forest,YES,
MENE2_03789,MENE2,E12535,IPIRANGA,PARANA,PR,Brazil,,,-25.0239,-50.5842,Coordinates given in the herbarium record,Ipiranga. Coatis.,Angiosperms,Orchidaceae,Christensonella,paranaensis,Christensonella paranaensis,holoepiphyte,,,,,,,Presence_only,890,1512,22,Ombrophilous Forest,YES,
