original_search,suggested_name,distance,notes,taxonID,scientificName,taxonRank,taxonomicStatus,acceptedNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,parentNameUsageID,originalNameUsageID,scientificNameAuthorship,vernacularName
Elaphoglossum rigidum,NA,NA,accepted,GBIF:8713668,elaphoglossum rigidum,species,accepted,GBIF:8713668,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,rigidum,NA,2651032,7289969,Urb. (Aubl.),stiff tonguefern
Gomesa longicornu,NA,NA,accepted,GBIF:5951155,gomesa longicornu,species,accepted,GBIF:5951155,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Gomesa,longicornu,NA,2851004,5322234,M.W.Chase & N.H.Williams (Mutel),NA
Anthurium pentaphyllum,NA,NA,accepted,GBIF:2873047,anthurium pentaphyllum,species,accepted,GBIF:2873047,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,pentaphyllum,NA,2872218,NA,G.Don (Aubl.),miyaibo
Tillandsia loliacea,NA,NA,accepted,GBIF:2695286,tillandsia loliacea,species,accepted,GBIF:2695286,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,loliacea,NA,8279994,NA,Mart. ex Schult. & Schult.f.,cravo do mato
Pleopeltis hirsutissima,NA,NA,accepted,GBIF:4029985,pleopeltis hirsutissima,species,accepted,GBIF:4029985,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pleopeltis,hirsutissima,NA,2650485,NA,de la Sota (Raddi),NA
Aechmea distichantha,NA,NA,accepted,GBIF:2698018,aechmea distichantha,species,accepted,GBIF:2698018,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,distichantha,NA,2697812,NA,Lem.,NA
Tillandsia streptocarpa,NA,NA,accepted,GBIF:2695421,tillandsia streptocarpa,species,accepted,GBIF:2695421,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,streptocarpa,NA,8279994,NA,Baker,NA
Henicodium geniculatum,NA,NA,accepted,GBIF:2678149,henicodium geniculatum,species,accepted,GBIF:2678149,Plantae,Bryophyta,Bryopsida,Leucodontales,Pterobryaceae,Henicodium,geniculatum,NA,2678148,NA,"W.R.Buck, 1989",henicodium moss
Pleopeltis pleopeltidis,NA,NA,accepted,GBIF:4028814,pleopeltis pleopeltidis,species,accepted,GBIF:4028814,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pleopeltis,pleopeltidis,NA,2650485,NA,de la Sota (Fée),NA
Leptotes bicolor,NA,NA,accepted,GBIF:5310500,leptotes bicolor,species,accepted,GBIF:5310500,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Leptotes,bicolor,NA,2803252,NA,Lindl.,NA
Acianthera hygrophila,NA,NA,accepted,GBIF:2839428,acianthera hygrophila,species,accepted,GBIF:2839428,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,hygrophila,NA,7848554,NA,Pridgeon & M.W.Chase (Barb.Rodr.),NA
Hymenophyllum polyanthos,NA,NA,accepted,GBIF:8051570,hymenophyllum polyanthos,species,accepted,GBIF:8051570,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,polyanthos,NA,2651287,7944425,Sw. (Sw.),좀처녀이끼
Cattleya coccinea,NA,NA,accepted,GBIF:2811951,cattleya coccinea,species,accepted,GBIF:2811951,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cattleya,coccinea,NA,2800821,NA,Lindl.,NA
Cattleya coccinea,NA,NA,accepted,GBIF:2811951,cattleya coccinea,species,accepted,GBIF:2811951,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cattleya,coccinea,NA,2800821,NA,Lindl.,NA
Billbergia nutans,NA,NA,accepted,GBIF:2693788,billbergia nutans,species,accepted,GBIF:2693788,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Billbergia,nutans,NA,2693699,NA,H.Wendl. ex Regel,queens tears
Epidendrum secundum,NA,NA,accepted,GBIF:5319755,epidendrum secundum,species,accepted,GBIF:5319755,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,secundum,NA,5297341,2830442,Jacq.,thicket star orchid
Aechmea burle-marxii,aechmea burle marxii,NA,accepted | wasMisspelled,GBIF:2698286,aechmea burle marxii,species,accepted,GBIF:2698286,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,burle-marxii,NA,2697812,2698287,E.Pereira,NA
Campyloneurum rigidum,NA,NA,accepted,GBIF:4024021,campyloneurum rigidum,species,accepted,GBIF:4024021,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Campyloneurum,rigidum,NA,7500358,NA,J.Sm.,NA
Serpocaulon catharinae,NA,NA,accepted,GBIF:4024085,serpocaulon catharinae,species,accepted,GBIF:4024085,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Serpocaulon,catharinae,NA,7126636,NA,A.R.Sm. (Langsd. & Fisch.),NA
Aechmea purpureorosea,NA,NA,accepted,GBIF:2698164,aechmea purpureorosea,species,accepted,GBIF:2698164,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,purpureorosea,NA,2697812,2698170,Wawra (Hook.),NA
Octomeria fibrifera,NA,NA,accepted,GBIF:2817094,octomeria fibrifera,species,accepted,GBIF:2817094,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Octomeria,fibrifera,NA,2816973,NA,Schltr.,NA
Philodendron fragrantissimum,NA,NA,accepted,GBIF:2870944,philodendron fragrantissimum,species,accepted,GBIF:2870944,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Philodendron,fragrantissimum,NA,2861312,2870952,G.Don (Hook.),shortstem philodendron
Phlegmariurus fontinaloides,NA,NA,accepted,GBIF:8066544,phlegmariurus fontinaloides,species,accepted,GBIF:8066544,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,fontinaloides,NA,7641693,7286672,B.Øllg. (Spring),NA
Vriesea platynema,NA,NA,accepted,GBIF:5288935,vriesea platynema,species,accepted,GBIF:5288935,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,platynema,NA,2699764,NA,Gaudich.,NA
Billbergia nutans,NA,NA,accepted,GBIF:2693788,billbergia nutans,species,accepted,GBIF:2693788,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Billbergia,nutans,NA,2693699,NA,H.Wendl. ex Regel,queens tears
Campyloneurum austrobrasilianum,NA,NA,accepted,GBIF:4025000,campyloneurum austrobrasilianum,species,accepted,GBIF:4025000,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Campyloneurum,austrobrasilianum,NA,7500358,5650408,de la Sota (Alston),NA
Microgramma squamulosa,NA,NA,accepted,GBIF:4025976,microgramma squamulosa,species,accepted,GBIF:4025976,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Microgramma,squamulosa,NA,8393217,NA,de la Sota (Kaulf.),NA
Nematanthus fluminensis,NA,NA,accepted,GBIF:5589380,nematanthus fluminensis,species,accepted,GBIF:5589380,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nematanthus,fluminensis,NA,3233474,3733571,Fritsch (Vell.),NA
Pleopeltis hirsutissima,NA,NA,accepted,GBIF:4029985,pleopeltis hirsutissima,species,accepted,GBIF:4029985,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pleopeltis,hirsutissima,NA,2650485,NA,de la Sota (Raddi),NA
Epidendrum nocturnum,NA,NA,accepted,GBIF:5320021,epidendrum nocturnum,species,accepted,GBIF:5320021,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,nocturnum,NA,5297341,NA,Jacq.,night scented orchid
Rhipsalis pachyptera,NA,NA,accepted,GBIF:7280748,rhipsalis pachyptera,species,accepted,GBIF:7280748,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,pachyptera,NA,3084035,NA,Pfeiff.,NA
Scaphyglottis modesta,NA,NA,accepted,GBIF:2847093,scaphyglottis modesta,species,accepted,GBIF:2847093,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Scaphyglottis,modesta,NA,2846991,NA,Schltr. (Rchb.f.),malaysian orchid
Rhetinantha notylioglossa,NA,NA,homotypic synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aechmea distichantha,NA,NA,accepted,GBIF:2698018,aechmea distichantha,species,accepted,GBIF:2698018,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,distichantha,NA,2697812,NA,Lem.,NA
Tillandsia tricholepis,NA,NA,accepted,GBIF:2695104,tillandsia tricholepis,species,accepted,GBIF:2695104,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,tricholepis,NA,8279994,NA,Baker,cravo do mato
Vriesea incurvata,NA,NA,accepted,GBIF:5289200,vriesea incurvata,species,accepted,GBIF:5289200,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,incurvata,NA,2699764,NA,Gaudich.,nabbvriesea
Polystachya foliosa,NA,NA,accepted,GBIF:2792004,polystachya foliosa,species,accepted,GBIF:2792004,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Polystachya,foliosa,NA,2791998,NA,Rchb.f. (Hook.),lesser yellowspike orchid
Campylocentrum aromaticum,NA,NA,accepted,GBIF:2820798,campylocentrum aromaticum,species,accepted,GBIF:2820798,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Campylocentrum,aromaticum,NA,2820788,NA,Barb.Rodr.,NA
Lepismium lumbricoides,NA,NA,accepted,GBIF:7279927,lepismium lumbricoides,species,accepted,GBIF:7279927,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Lepismium,lumbricoides,NA,8049434,5622996,Barthlott (Lem.),NA
Campyloneurum austrobrasilianum,NA,NA,accepted,GBIF:4025000,campyloneurum austrobrasilianum,species,accepted,GBIF:4025000,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Campyloneurum,austrobrasilianum,NA,7500358,5650408,de la Sota (Alston),NA
Specklinia grobyi,NA,NA,accepted,GBIF:2835608,specklinia grobyi,species,accepted,GBIF:2835608,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Specklinia,grobyi,NA,2835322,NA,F.Barros (Bateman ex Lindl.),NA
Dichaea cogniauxiana,NA,NA,accepted,GBIF:2789829,dichaea cogniauxiana,species,accepted,GBIF:2789829,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dichaea,cogniauxiana,NA,2789818,NA,Schltr.,NA
Acianthera sonderiana,NA,NA,accepted,GBIF:2839953,acianthera sonderiana,species,accepted,GBIF:2839953,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,sonderiana,NA,7848554,NA,Pridgeon & M.W.Chase (Rchb.f.),NA
Microgramma squamulosa,NA,NA,accepted,GBIF:4025976,microgramma squamulosa,species,accepted,GBIF:4025976,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Microgramma,squamulosa,NA,8393217,NA,de la Sota (Kaulf.),NA
Vriesea gigantea,NA,NA,accepted,GBIF:5288894,vriesea gigantea,species,accepted,GBIF:5288894,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,gigantea,NA,2699764,NA,Gaudich.,jattevriesea
Rhipsalis grandiflora,NA,NA,accepted,GBIF:7280938,rhipsalis grandiflora,species,accepted,GBIF:7280938,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,grandiflora,NA,3084035,NA,Haw.,erva de periquito
Nematanthus crassifolius,NA,NA,accepted,GBIF:6365200,nematanthus crassifolius,species,accepted,GBIF:6365200,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nematanthus,crassifolius,NA,3233474,3818730,Wiehler (Schott),NA
Aechmea fasciata,NA,NA,accepted,GBIF:2698346,aechmea fasciata,species,accepted,GBIF:2698346,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,fasciata,NA,2697812,NA,Baker (Lindl.),蜻蜓鳳梨
Pleopeltis pleopeltifolia,NA,NA,accepted,GBIF:4028806,pleopeltis pleopeltifolia,species,accepted,GBIF:4028806,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pleopeltis,pleopeltifolia,NA,2650485,NA,Alston (Raddi),NA
Nematanthus australis,NA,NA,accepted,GBIF:5589496,nematanthus australis,species,accepted,GBIF:5589496,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nematanthus,australis,NA,3233474,NA,Chautems,NA
Epidendrum ramosum,NA,NA,accepted,GBIF:5320408,epidendrum ramosum,species,accepted,GBIF:5320408,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,ramosum,NA,5297341,NA,Jacq.,mountain star orchid
Stelis deregularis,NA,NA,accepted,GBIF:5309786,stelis deregularis,species,accepted,GBIF:5309786,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,deregularis,NA,2798967,NA,Barb.Rodr.,NA
Anthurium pentaphyllum,NA,NA,accepted,GBIF:2873047,anthurium pentaphyllum,species,accepted,GBIF:2873047,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,pentaphyllum,NA,2872218,NA,G.Don (Aubl.),miyaibo
Codonanthe gracilis,NA,NA,accepted,GBIF:3824117,codonanthe gracilis,species,accepted,GBIF:3824117,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Codonanthe,gracilis,NA,6365712,NA,Hanst. (Mart.),NA
Trichocentrum pumilum,NA,NA,accepted,GBIF:2846498,trichocentrum pumilum,species,accepted,GBIF:2846498,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Trichocentrum,pumilum,NA,2846368,5324558,M.W.Chase & N.H.Williams (Lindl.),orelha de burro
Vriesea seideliana,NA,NA,accepted,GBIF:5288909,vriesea seideliana,species,accepted,GBIF:5288909,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,seideliana,NA,2699764,NA,W.Weber,NA
Anathallis bocainensis,NA,NA,accepted,GBIF:7639384,anathallis bocainensis,species,accepted,GBIF:7639384,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Anathallis,bocainensis,NA,2782621,NA,F.Barros & Barberena (Porto & Brade),NA
Pleiochiton blepharodes,NA,NA,accepted | replaceSynonym,GBIF:10696985,miconia blepharodes,species,accepted,GBIF:10696985,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,blepharodes,NA,3188558,NA,R.Goldenb. (DC.),NA
Tillandsia aeranthos,NA,NA,accepted,GBIF:7843252,tillandsia aeranthos,species,accepted,GBIF:7843252,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,aeranthos,NA,8279994,5287802,Desf. (Loisel.),NA
Vriesea rodigasiana,NA,NA,accepted,GBIF:5289250,vriesea rodigasiana,species,accepted,GBIF:5289250,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,rodigasiana,NA,2699764,NA,É.Morren,gul vippvriesea
Aechmea nudicaulis,NA,NA,accepted,GBIF:2698486,aechmea nudicaulis,species,accepted,GBIF:2698486,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,nudicaulis,NA,2697812,5287614,Griseb. (L.),nakedstem livingvase
Vriesea reitzii,NA,NA,accepted,GBIF:5288900,vriesea reitzii,species,accepted,GBIF:5288900,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,reitzii,NA,2699764,NA,Leme & And.Costa,NA
Nematanthus fornix,NA,NA,accepted,GBIF:5589374,nematanthus fornix,species,accepted,GBIF:5589374,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nematanthus,fornix,NA,3233474,3733523,Chautems (Vell.),NA
Stelis megantha,NA,NA,accepted,GBIF:5309874,stelis megantha,species,accepted,GBIF:5309874,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,megantha,NA,2798967,NA,Barb.Rodr.,NA
Cattleya coccinea,NA,NA,accepted,GBIF:2811951,cattleya coccinea,species,accepted,GBIF:2811951,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cattleya,coccinea,NA,2800821,NA,Lindl.,NA
Quesnelia liboniana,NA,NA,accepted,GBIF:2696524,quesnelia liboniana,species,accepted,GBIF:2696524,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Quesnelia,liboniana,NA,2696521,NA,Mez (De Jonghe),prickbagare
Grandiphyllum divaricatum,NA,NA,accepted,GBIF:2835180,grandiphyllum divaricatum,species,accepted,GBIF:2835180,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Grandiphyllum,divaricatum,NA,2789719,NA,Docha Neto (Lindl.),orelha de burro
Lepismium lumbricoides,NA,NA,accepted,GBIF:7279927,lepismium lumbricoides,species,accepted,GBIF:7279927,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Lepismium,lumbricoides,NA,8049434,5622996,Barthlott (Lem.),NA
Microgramma squamulosa,NA,NA,accepted,GBIF:4025976,microgramma squamulosa,species,accepted,GBIF:4025976,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Microgramma,squamulosa,NA,8393217,NA,de la Sota (Kaulf.),NA
Peperomia corcovadensis,NA,NA,accepted,GBIF:7306075,peperomia corcovadensis,species,accepted,GBIF:7306075,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,corcovadensis,NA,3086367,NA,Gardn.,NA
Prosthechea fausta,NA,NA,accepted,GBIF:2794467,prosthechea fausta,species,accepted,GBIF:2794467,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Prosthechea,fausta,NA,2793960,5308136,W.E.Higgins (Rchb.f. ex Cogn.),NA
Capanemia micromera,NA,NA,accepted,GBIF:2847948,capanemia micromera,species,accepted,GBIF:2847948,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Capanemia,micromera,NA,9769899,NA,Barb.Rodr.,NA
Peperomia circinnata,NA,NA,accepted,GBIF:7304921,peperomia circinnata,species,accepted,GBIF:7304921,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,circinnata,NA,3086367,NA,Link,NA
Isochilus linearis,NA,NA,accepted,GBIF:2797700,isochilus linearis,species,accepted,GBIF:2797700,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Isochilus,linearis,NA,8362290,5308819,R.Br. (Jacq.),narrowleaf equallip orchid
Peperomia alata,NA,NA,accepted,GBIF:3086498,peperomia alata,species,accepted,GBIF:3086498,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,alata,NA,3086367,NA,Ruiz & Pav.,winged peperomia
Pabstiella alligatorifera,NA,NA,accepted,GBIF:2839796,pabstiella alligatorifera,species,accepted,GBIF:2839796,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pabstiella,alligatorifera,NA,7967095,2839794,Luer (Rchb.f.),NA
Anthurium parvum,NA,NA,accepted,GBIF:2873411,anthurium parvum,species,accepted,GBIF:2873411,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,parvum,NA,2872218,NA,N.E.Br.,NA
Monstera adansonii,NA,NA,accepted,GBIF:2868136,monstera adansonii,species,accepted,GBIF:2868136,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Monstera,adansonii,NA,2868125,NA,Schott,tarovine
Polycycnis silvana,NA,NA,accepted,GBIF:2796700,polycycnis silvana,species,accepted,GBIF:2796700,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Polycycnis,silvana,NA,2796689,NA,F.Barros,NA
Begonia herbacea,NA,NA,accepted,GBIF:7303229,begonia herbacea,species,accepted,GBIF:7303229,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,herbacea,NA,2874710,7303230,Vell.,NA
Vriesea penduliflora,NA,NA,accepted,GBIF:5289340,vriesea penduliflora,species,accepted,GBIF:5289340,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,penduliflora,NA,2699764,NA,L.B.Sm.,NA
Nematanthus strigillosus,NA,NA,accepted,GBIF:5589107,nematanthus strigillosus,species,accepted,GBIF:5589107,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nematanthus,strigillosus,NA,3233474,NA,H.E.Moore (Mart.),NA
Tillandsia tenuifolia,NA,NA,accepted,GBIF:2695114,tillandsia tenuifolia,species,accepted,GBIF:2695114,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,tenuifolia,NA,8279994,NA,L.,narrowleaf airplant
Pabstiella mirabilis,NA,NA,accepted,GBIF:2832164,pabstiella mirabilis,species,accepted,GBIF:2832164,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pabstiella,mirabilis,NA,7967095,NA,Brieger & Senghas (Schltr.),NA
Elaphoglossum prestonii,NA,NA,accepted | replaceSynonym,GBIF:7288694,elaphoglossum scolopendrifolium,species,accepted,GBIF:7288694,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,scolopendrifolium,NA,2651032,3915148,J.Sm. (Raddi),NA
Tillandsia recurvata,NA,NA,accepted,GBIF:2695588,tillandsia recurvata,species,accepted,GBIF:2695588,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,recurvata,NA,8279994,NA,L. (L.),tillandsia recta o heno pequeno
Aechmea recurvata,NA,NA,accepted,GBIF:2698386,aechmea recurvata,species,accepted,GBIF:2698386,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,recurvata,NA,2697812,NA,L.B.Sm. (Klotzsch),krokvippa
Vriesea flava,NA,NA,accepted,GBIF:5288856,vriesea flava,species,accepted,GBIF:5288856,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,flava,NA,2699764,NA,"And.Costa, H.Luther & Wand.",NA
Grandiphyllum divaricatum,NA,NA,accepted,GBIF:2835180,grandiphyllum divaricatum,species,accepted,GBIF:2835180,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Grandiphyllum,divaricatum,NA,2789719,NA,Docha Neto (Lindl.),orelha de burro
Epidendrum secundum,NA,NA,accepted,GBIF:5319755,epidendrum secundum,species,accepted,GBIF:5319755,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,secundum,NA,5297341,2830442,Jacq.,thicket star orchid
Acianthera luteola,NA,NA,accepted,GBIF:2839540,acianthera luteola,species,accepted,GBIF:2839540,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,luteola,NA,7848554,2839541,Pridgeon & M.W.Chase (Lindl.),NA
Codonanthe gracilis,NA,NA,accepted,GBIF:3824117,codonanthe gracilis,species,accepted,GBIF:3824117,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Codonanthe,gracilis,NA,6365712,NA,Hanst. (Mart.),NA
Rhipsalis teres,NA,NA,accepted,GBIF:9694020,rhipsalis teres,species,accepted,GBIF:9694020,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,teres,NA,3084035,7832360,Steud. (Vell.),NA
Cochlidium punctatum,NA,NA,accepted,GBIF:5567119,cochlidium punctatum,species,accepted,GBIF:5567119,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Cochlidium,punctatum,NA,2650357,NA,L.E.Bishop (Raddi),NA
Asplenium gastonis,NA,NA,accepted,GBIF:4257847,asplenium gastonis,species,accepted,GBIF:4257847,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,gastonis,NA,2650583,NA,Fée,NA
Hymenophyllum pulchellum,NA,NA,accepted,GBIF:3606709,hymenophyllum pulchellum,species,accepted,GBIF:3606709,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,pulchellum,NA,2651287,NA,Schltdl. & Cham.,NA
Peperomia glabella,NA,NA,accepted,GBIF:3086385,peperomia glabella,species,accepted,GBIF:3086385,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,glabella,NA,3086367,NA,A.Dietr. (Sw.),zypressen peperomie
Anthurium pentaphyllum,NA,NA,accepted,GBIF:2873047,anthurium pentaphyllum,species,accepted,GBIF:2873047,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,pentaphyllum,NA,2872218,NA,G.Don (Aubl.),miyaibo
Nematanthus sericeus,NA,NA,accepted,GBIF:5589145,nematanthus sericeus,species,accepted,GBIF:5589145,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nematanthus,sericeus,NA,3233474,NA,Chautems (Hanst.),NA
Araeococcus parviflorus,NA,NA,accepted,GBIF:2693910,araeococcus parviflorus,species,accepted,GBIF:2693910,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Araeococcus,parviflorus,NA,2693903,NA,Lindm. (Mart. ex Schult. & Schult.f.),NA
Tillandsia recurvata,NA,NA,accepted,GBIF:2695588,tillandsia recurvata,species,accepted,GBIF:2695588,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,recurvata,NA,8279994,NA,L. (L.),tillandsia recta o heno pequeno
Rhipsalis pachyptera,NA,NA,accepted,GBIF:7280748,rhipsalis pachyptera,species,accepted,GBIF:7280748,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,pachyptera,NA,3084035,NA,Pfeiff.,NA
Acianthera luteola,NA,NA,accepted,GBIF:2839540,acianthera luteola,species,accepted,GBIF:2839540,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,luteola,NA,7848554,2839541,Pridgeon & M.W.Chase (Lindl.),NA
Ficus crocata,NA,NA,accepted,GBIF:5569828,ficus crocata,species,accepted,GBIF:5569828,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,crocata,NA,2984588,3765753,Mart. ex Miq. (Miq.),jaguey
Pecluma sicca,NA,NA,accepted,GBIF:4027888,pecluma sicca,species,accepted,GBIF:4027888,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pecluma,sicca,NA,2650499,5649764,M.G.Price (Lindm.),NA
Gomesa flexuosa,NA,NA,accepted,GBIF:5826472,gomesa flexuosa,species,accepted,GBIF:5826472,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Gomesa,flexuosa,NA,2851004,8398215,M.W.Chase & N.H.Williams (G.Lodd.),pingo de ouro
Peperomia glabella,NA,NA,accepted,GBIF:3086385,peperomia glabella,species,accepted,GBIF:3086385,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,glabella,NA,3086367,NA,A.Dietr. (Sw.),zypressen peperomie
