datelastmodified,institutioncode,collectioncode,catalognumber,scientificname,basisofrecord,kingdom,phylum,class,ordem,family,genus,species,subspecies,scientificnameauthor,identifiedby,yearidentified,monthidentified,dayidentified,typestatus,collectornumber,fieldnumber,collector,yearcollected,monthcollected,daycollected,julianday,timeofday,continentocean,country,stateprovince,county,locality,longitude,latitude,longitude_mun,latitude_mun,coordinateprecision,boundingbox,minimumelevation,maximumelevation,minimumdepth,maximumdepth,sex,preparationtype,individualcount,previouscatalognumber,relationshiptype,relatedcatalogitem,notes,barcode
2020-07-16T13:13:17Z,MBM,MBM,283830,Orthosia virgata,PreservedSpecimen,Plantae,NA,NA,NA,Apocynaceae,Orthosia,virgata,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach, G.; Cruz, J.M.; Cruz, J.M.",NA,NA,NA,NA,NA,NA,Brazil,Paraná,NA,"Usina Hidrelétrica Parigot de Souza, Cota 800",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-01-01T03:00:00Z,NY,NYBG,935565,Chamaecrista flexuosa flexuosa,PreservedSpecimen,Plantae,NA,NA,Fabales,Fabaceae,Chamaecrista,flexuosa,flexuosa,NA,NA,NA,NA,NA,NA,NA,NA,W. R. Anderson,NA,NA,NA,NA,NA,NA,Brazil,Minas Gerais,NA,"Rio Pandeiros, ca. 52 km by road W of Janúaria near road to Serra das Araras",-44.83,-15.45,NA,NA,NA,NA,520,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-25T15:36:36Z,CPQBA,CPMA,1472,Rubus boliviensis,S,Plantae,NA,Magnoliopsida,Rosales,Rosaceae¹,Rubus,boliviensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Narciso,NA,NA,NA,NA,NA,NA,Brasil,Minas Gerais,NA,NA,-46.350833,-22.440833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somente no herbário,NA
2019-07-11T11:57:45Z,ESALQ,ESA,98987,Machaonia brasiliensis,S,Plantae,NA,NA,NA,Rubiaceae,Machaonia,brasiliensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,Brasil,Paraná,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-16T12:43:45Z,MBM,MBM,91552,Symplocos lanceolata,S,Plantae,NA,NA,NA,Symplocaceae,Symplocos,lanceolata,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pirani, J.R.; et al.; et al.",NA,NA,NA,NA,NA,NA,Brazil,Minas Gerais,NA,Rod.?,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11T13:08:12Z,ESALQ,ESA,129727,Chamaecrista cathartica,S,Plantae,NA,NA,NA,Fabaceae,Chamaecrista,cathartica,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C.; Randle, C; Morawetz, J.; Gissi, D.S.",NA,NA,NA,NA,NA,NA,Brasil,Distrito Federal,NA,Reserva Ecológica do IBGE. Próximo à divisa oeste. Campo com murunduns.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subarbusto, ca. 40 cm alt.; flores amarelas. Foto.",NA
2020-04-22T19:22:11Z,UFPB,JPB,62112,NA,PreservedSpecimen,Plantae,NA,NA,Dicotyledon,Myrtaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moreira, RS; Souza, RS; Silva, GS; Santos, RJ; Ornelas, MM",NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,"Reserva Ecológica da Michelin, VILA-5",-39.198083,-13.821389,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, ca. 1,5m alt. Folhas simples, opostas. Botões brancos, multiestaminados.; HABITAT: Mata atlântica.; DESC: Árvore, ca. 1,5m alt. Folhas simples, opostas. Botões brancos, multiestaminados.",NA
2019-08-16T11:39:34Z,UTFPR,HCF,26191,Dicranopteris flexuosa,S,Plantae,NA,NA,NA,Gleicheniaceae,Dicranopteris,flexuosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,W.S. Souza,NA,NA,NA,NA,NA,NA,Brasil,PR,NA,Ilha do Mel,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestre em barranco.,NA
1970-01-01T03:00:00Z,NY,NYBG,1016151,Heteropterys arenaria,PreservedSpecimen,Plantae,NA,NA,Malpighiales,Malpighiaceae,Heteropterys,arenaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,N. Roque,NA,NA,NA,NA,NA,NA,Brazil,Bahia,NA,Brejinho das Ametistas.,-42.5242,-14.2603,NA,NA,NA,NA,900,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-24T16:41:31Z,UFPR,UPCB,70558,Megalastrum eugenii,PreservedSpecimen,Plantae,NA,NA,NA,Dryopteridaceae,Megalastrum,eugenii,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Labiak, P.H.",NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,"""Serra do Peito de Moça, estrada que liga Arataca a Una, ramal ca. 22,4km de Arataca com entrada no Assentamento Santo Antonio, RPPN \""Caminho das Pedras\"".""",-39.341667,-15.173611,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,"Terrestre, no interior da mata. Floresta ombrófila densa montana..",NA
2016-09-29T18:05:00Z,NY,NYBG,941362,Rhynchanthera hispida,PreservedSpecimen,Plantae,NA,NA,Myrtales,Melastomataceae,Rhynchanthera,hispida,NA,NA,NA,NA,NA,NA,NA,NA,NA,J. M. Pires,NA,NA,NA,NA,NA,NA,Brazil,Maranhão,NA,"Ilha dos Botes, duas leguas abaixo de Carolina, Rio Tocantins.",-47.5408405,-7.2744409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-28T01:02:00Z,MO,MOBOT,3188151,Desmodium pachyrrhizum,PreservedSpecimen,Plantae,NA,NA,NA,Fabaceae,Desmodium,pachyrrhizum,NA,NA,NA,NA,NA,NA,NA,NA,NA,Per Dusén,NA,NA,NA,NA,NA,NA,Brazil,Paraná,NA,"Serrinha, in campo.",0,0,NA,NA,NA,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-30T14:22:27Z,IF,SPSF,25713,Ageratum conyzoides,PreservedSpecimen,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Ageratum,conyzoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.E.Macedo,NA,NA,NA,NA,NA,NA,Brasil,SP,NA,P.E.Furnas do Bom Jesus,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COLETA: XLS: SPSFAntigo; GEOGRAFIA: solo arenoso&nf;;,NA
2019-12-04T12:48:32Z,IMA,MAC,50551,Mandevilla microphylla,PreservedSpecimen,Plantae,NA,NA,NA,Apocynaceae,Mandevilla,microphylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chagas-Mota; J.M.Ferreira,NA,NA,NA,NA,NA,NA,Brasil,Alagoas,NA,Serra da Saudinha.,-35.838619,-9.394578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trepadeira. Flores amarelas. Látex alvo.; Mata Atlântica.,NA
2019-02-15T13:47:05Z,IPA,IPA,61075,Passiflora cincinnata,S,Plantae,NA,NA,NA,Passifloraceae,Passiflora,cincinnata,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tourinho, R.; Ferreira, M.C.; Jost, T.; Ferreira, M.C.; Jost, T.",NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,"Lajedo da Faustina, Trilha para o Cerro.",-42.522222,-11.409444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva escandente com gavinhas. Folhas semi-cartáceas, levemente discolores, palminervas. Botôes florais verdes. Flores roxas.",NA
2019-01-25T17:34:19Z,IAC,IAC,5933,Dyckia tuberosa,S,Plantae,NA,NA,NA,Bromeliaceae,Dyckia,tuberosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.P. Viégas & A.S. Lima,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,NA,NA,-47.0608,-22.9056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbaceo, Campo grande, Campinas.",NA
2014-11-10T19:44:53Z,UFPB,EAN,10227,Emilia sonchifolia,S,Plantae,NA,NA,NA,Asteraceae,Emilia,sonchifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,Paraíba,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-01-01T03:00:00Z,NY,NYBG,542053,Stillingia trapezoidea,PreservedSpecimen,Plantae,NA,NA,Malpighiales,Euphorbiaceae,Stillingia,trapezoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,M. C. Tschá,NA,NA,NA,NA,NA,NA,Brazil,Pernambuco,NA,Serra de Catimbau,-37.15,-8.62,NA,NA,NA,NA,799,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-19T20:19:44Z,UFMT,UFMT,20086,Panicum repens,S,Plantae,NA,NA,NA,Poaceae,Panicum,repens,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SchessI, M.",NA,NA,NA,NA,NA,NA,Brasil,Mato Grosso,NA,Highway Nr. 112 (Poconé-Porto Cercado) approximately at Km. 21.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pantanal Ecology Project.; Drainage ditches along the highway.,NA
2019-12-04T18:26:40Z,PUCPR,HUCP,22239,Chusquea pinifolia,S,Plantae,NA,NA,NA,Poaceae,Chusquea,pinifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barea, CFS",NA,NA,NA,NA,NA,NA,Brasil,Paraná,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-09-11T20:14:10Z,UnB,HBVIRTFLBRAS,NA,Turnera chamaedrifolia,O,Plantae,NA,NA,NA,Turneraceae,Turnera,chamaedrifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blanchet,NA,NA,NA,NA,NA,NA,Brazil,Bahia,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-05T17:10:37Z,UNEMAT,HPAN,2692,NA,PreservedSpecimen,Plantae,NA,NA,NA,Pilotrichaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coelho, TAS; Batista, JS",NA,NA,NA,NA,NA,NA,Brasil,Mato Grosso,NA,"Córrego Piraputanga, Chácara dos Montechi.",-57.577167,-16.058472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-20T17:59:49Z,UFSC,FLOR,8691,Oryza,PreservedSpecimen,Plantae,NA,NA,Poales,Poaceae,Oryza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klein, R.M.; Bresolin, A.",NA,NA,NA,NA,NA,NA,Brasil,Santa Catarina,NA,"Vargem Grande, Cachoeira, Ilha de Santa Catarina.",0,0,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,"erva, 2m altura",NA
2020-08-07T20:11:41Z,IEPA,HAMAB,NA,Myrcia bracteata,PreservedSpecimen,Plantae,NA,NA,NA,Myrtaceae,Myrcia,bracteata,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ferreira, CAC",NA,NA,NA,NA,NA,NA,Brasil,Pará,NA,NA,-56.383333,-1.466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-12T08:00:02Z,US,US,272861,Annona squamosa,PreservedSpecimen,Plantae,NA,Dicotyledonae,Magnoliales,Annonaceae,Annona,squamosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,L. Riedel,NA,TRUE,NA,NA,NA,NA,Brazil,Rio de Janeiro,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-09-24T14:04:45Z,EAO,IAN,97310,Psychotria iodotricha,PreservedSpecimen,Plantae,NA,NA,NA,Rubiaceae,Psychotria,iodotricha,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fróes, RL",NA,NA,NA,NA,NA,NA,Brasil,Pará,NA,"Região do Rio Anapú.&nf;Matas sombrias de planalto, formando tapete de cobertura; terreno ondulado.",-51.033333,-2.833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planta de sub-bosque.,NA
2020-06-30T13:44:12Z,UFRGS,ICN,62989,Myrcia guianensis,S,Plantae,NA,NA,NA,Myrtaceae,Myrcia,guianensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silva, M; et al.",NA,NA,NA,NA,NA,NA,Brasil,AM,NA,Entre o Rio Castanho e o Araça,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-04T17:17:53Z,UNESP-IBB,BOTU,3809,Viola odorata,PreservedSpecimen,Plantae,NA,NA,NA,Violaceae,Viola,odorata,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simões, H.",NA,NA,NA,NA,NA,NA,Brasil,São Paulo,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vegetação ornamental; flores roxas <ll>dwc_commonname:</ll> Violeta,NA
2019-10-07T12:21:08Z,UEFS,HUEFS,217616,Comanthera mucugensis,PreservedSpecimen,Plantae,NA,Lilianae,Poales,Eriocaulaceae,Comanthera,mucugensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brito, J.C.",NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,Gerais do Gobira.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Campo rupestre.,NA
2019-07-02T17:59:47Z,CPAP,CPAP,16799,Manihot caerulescens,S,Plantae,NA,NA,NA,Euphorbiaceae,Manihot,caerulescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach, G.; Pott, A.; Pott, V.J.; Barbosa, E.",NA,NA,NA,NA,NA,NA,Brasil,MS,NA,Terras,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestre,NA
2018-02-26T21:32:02Z,UFMT,UFMT,28246,NA,S,Plantae,NA,NA,NA,Cyperaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Astorino, A.; Rezende, M.M.",NA,NA,NA,NA,NA,NA,Brasil,Mato Grosso,NA,Fazenda Estrela. Topo da Serra de Apiacás. Ca. 90 Km S (em linha reta) de Alta Floresta.,-56.4,-10.616667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva, espiguetas castanhas.; Savana Arborizada (cerrado) com solo pedregoso.",NA
2013-04-01T12:19:04Z,IPT,BCTW,8533,Peltogyne discolor,S,Plantae,NA,Magnoliopsida,NA,NA,Peltogyne,discolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,Rio de Janeiro,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-29T22:12:57Z,UFPB,JPB,4915,Sida ciliaris,PreservedSpecimen,Plantae,NA,NA,Dicotyledon,Malvaceae,Sida,ciliaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sousa, MA; et al.",NA,NA,NA,NA,NA,NA,Brasil,Paraíba,NA,Saída da cidade próx. a um posto de gasolina,-38.228056,-6.759444,NA,NA,NA,NA,220,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-16T13:13:14Z,MBM,MBM,50372,Nephradenia asparagoides,PreservedSpecimen,Plantae,NA,NA,NA,Apocynaceae,Nephradenia,asparagoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irwin, G.S.; Harley, R.M.; Harley, R.M.",NA,NA,NA,NA,NA,NA,Brazil,Bahia,NA,Morro do Chapéu,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-07T19:32:08Z,IAC,IAC,23355,Solanum agrarium,S,Plantae,NA,NA,NA,Solanaceae-8.Solanoideae,Solanum,agrarium,NA,NA,NA,NA,NA,NA,NA,NA,NA,A. Rocha,NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,NA,-39.3747,-11.2558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nome popular: Melancia da praia,NA
2019-09-24T13:45:10Z,EAO,IAN,177876,Pyrostegia venusta,PreservedSpecimen,Plantae,NA,NA,NA,Bignoniaceae,Pyrostegia,venusta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silva, JF da",NA,NA,NA,NA,NA,NA,Brasil,Rondônia,NA,Igarapé dos Tanques.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cipó, flor encarnada.",NA
2019-02-20T17:00:54Z,INPA,INPA,38547,Rudgea sclerocalyx,S,Plantae,NA,NA,Gentianales,Rubiaceae,Rudgea,sclerocalyx,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silva, MF da",NA,NA,NA,NA,NA,NA,Brasil,Amazonas,NA,"Rio Içana, Boca do rio Içana até Jauaçanã",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-16T12:30:05Z,MBM,MBM,5718,Spirodela intermedia,S,Plantae,NA,NA,NA,Lemnaceae,Spirodela,intermedia,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.",NA,NA,NA,NA,NA,NA,Brazil,Paraná,NA,Parque Santa Maria,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-28T14:05:20Z,UFC,EAC,47608,Pistia stratiotes,PreservedSpecimen,Plantae,NA,NA,NA,Araceae,Pistia,stratiotes,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Normando, L.R.O.",NA,NA,NA,NA,NA,NA,Brasil,Ceará,NA,A01-Lagoa do Baú,-39.411028,-6.403861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrófita aquática; Lêntico/Caatinga,NA
2015-03-13T22:26:22Z,F,FMNH-SEEDPLANTS,NA,Griselinia ruscifolia itatiaiae,PreservedSpecimen,Plantae,NA,Dicotyledoneae,NA,Griseliniaceae,Griselinia,ruscifolia,itatiaiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-05T12:44:41Z,IBt,SP,256482,Campuloclinium purpurascens,S,Plantae,NA,NA,NA,Asteraceae,Campuloclinium,purpurascens,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sobral, M; Gianotti, A",NA,NA,NA,NA,NA,NA,Brasil,São Paulo,NA,"Estação Ecológica Juréia-Itatins, Mata Atlântica, em beira de lavoura abandonada, em local alagado",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto 2-2,5., capítulos róseos",NA
2015-08-27T14:55:37Z,UFSS,REAL,263,NA,S,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silva, A.F.; Alves-Silva, L.; Pauletti, J.; Ristow, R.; Alves-Silva, L.; Pauletti, J.; Ristow, R.",NA,NA,NA,NA,NA,NA,Brasil,Paraná,NA,Cume do Morro do Anhangava,-49.002472,-25.388194,NA,NA,NA,NA,1406,1406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-12T08:00:02Z,US,US,NA,Euceraea nitida,PreservedSpecimen,Plantae,NA,Dicotyledonae,Violales,Flacourtiaceae,Euceraea,nitida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W. C. Steward, R. Steward, W. C., J. F. Ramos & O. P. Monteiro",NA,NA,NA,NA,NA,NA,Brazil,Amazonas,NA,"Forest near Igarapé Lages, km 130",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2020-07-16T12:35:37Z,MBM,MBM,406598,Myrcia pulchra,S,Plantae,NA,NA,NA,Myrtaceae,Myrcia,pulchra,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Völtz, R.R.; Brotto, M.L.; Brotto, M.L.",NA,NA,NA,NA,NA,NA,Brazil,Minas Gerais,NA,"Serra Fina, trilha para a Pedra da Mina",-44.8475,-22.409167,NA,NA,NA,NA,2100,2100,NA,NA,NA,NA,NA,NA,NA,NA,Arvoreta 5 m alt.; frutos gradando de verdes até avermelhados; fisionomia herbáceo-arbustiva de encosta; Transição Floresta Ombrófila Densa Altomontana e Refúgio Vegetacional Altomontano.,NA
2019-10-07T12:34:04Z,UEFS,HUEFS,152809,Pleurophora anomala,PreservedSpecimen,Plantae,NA,Rosanae,Myrtales,Lythraceae,Pleurophora,anomala,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guedes, M.L.S.",NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,"Serra Geral, Caminho para o Rio Raízes. Ponto 01.",-42.650833,-14.765278,NA,NA,NA,NA,709,709,NA,NA,NA,NA,NA,NA,NA,NA,Caatinga antropizada.,NA
2019-09-24T14:07:48Z,EAO,IAN,186175,Hybanthus calceolaria,PreservedSpecimen,Plantae,NA,NA,NA,Violaceae,Hybanthus,calceolaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santos, SM",NA,NA,NA,NA,NA,NA,Brasil,Maranhão,NA,Estação Ecológica do Rangedor.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flores com coloração branca, altura de 0, 30cm aproximando - se a um subarbusto, folhas pilosa, simples alternadas.",NA
2008-05-28T01:02:00Z,MO,MOBOT,3210120,Swartzia macrostachya riedelii,PreservedSpecimen,Plantae,NA,NA,NA,Fabaceae,Swartzia,macrostachya,riedelii,NA,NA,NA,NA,NA,NA,NA,NA,Carvalho,NA,NA,NA,NA,NA,NA,Brazil,Bahia,NA,"Município de Jussari, ca. 7.5 km na estrada Jussari/Palmira. RPPN Serr ado Teimoso. Região de Mta Higrófila Sul Baiana.",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-12T08:00:02Z,US,US,2782041,Evolvulus glomeratus,PreservedSpecimen,Plantae,NA,Dicotyledonae,Solanales,Convolvulaceae,Evolvulus,glomeratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro",NA,NA,NA,NA,NA,NA,Brazil,Bahia,NA,Serra do Curral Feio. 22km. North-west of Lagoinha (which is 5.5km. S.W. of Delfino) on side road to Minas do Mimoso.,-41.33,-10.33,NA,NA,NA,NA,980,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2020-09-12T08:00:02Z,US,US,2755407,Melothria campestris,PreservedSpecimen,Plantae,NA,Dicotyledonae,Violales,Cucurbitaceae,Melothria,campestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H. S. Irwin, R. Souza & R. Reis dos Santos",NA,NA,NA,NA,NA,NA,Brazil,Distrito Federal,NA,"Cerrad, immediately west of Setor Industrial, Brasilia, D. F.",0,0,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-11-06T12:57:01Z,UFOP,OUPR,20323,Piper miquelianum,PreservedSpecimen,Plantae,NA,NA,NA,Piperaceae,Piper,miquelianum,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Messias, M.C.T.B.",NA,NA,NA,NA,NA,NA,Brasil,Minas Gerais,NA,"Serra de Ouro Branco, Sítio do Mariano.",0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Subarbusto. Frutos verdes. Floresta Estacional Semi Decidual.,NA
2019-11-13T14:25:54Z,USP,SPF,229320,Tibouchina,PreservedSpecimen,Plantae,NA,NA,NA,Melastomataceae,Tibouchina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melo, E",NA,NA,NA,NA,NA,NA,Brasil,Tocantins,NA,NA,-47.487222,-10.698333,NA,NA,NA,NA,217,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-03T13:03:58Z,UFSCar,SORO,3487,Miconia,PreservedSpecimen,Plantae,NA,NA,NA,Melastomataceae,Miconia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,NA,"Av. Independência, 3500 - Éden",-42.744167,-17.076944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbórea, folha gasta, curvinervis c/ 3 nervuras.",NA
2019-07-11T13:10:51Z,ESALQ,ESA,35394,Microlicia,S,Plantae,NA,NA,NA,Melastomataceae,Microlicia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.",NA,NA,NA,NA,NA,NA,Brasil,Minas Gerais,NA,19 Km de Diamantina em direção a Datas. Campo rupestre.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto, ca. 80 cm alt.; flores róseas.",NA
2019-02-22T18:18:12Z,ESALQ,ESA,99202,Enterolobium contortisiliquum,S,Plantae,NA,NA,NA,Fabaceae,Enterolobium,contortisiliquum,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aguirre, G.H.",NA,NA,NA,NA,NA,NA,Brasil,São Paulo,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-30T13:40:08Z,UFRGS,ICN,18705,Impatiens sultani,S,Plantae,NA,NA,NA,Balsaminaceae,Impatiens,sultani,NA,NA,NA,NA,NA,NA,NA,NA,NA,Irmão Augusto,NA,NA,NA,NA,NA,NA,Brasil,RS,NA,Arreial,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-27T20:52:37Z,UnB,UB,177334,Bulbostylis,S,Plantae,NA,NA,NA,Cyperaceae,Bulbostylis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eiten, G; Eiten, LT",NA,NA,NA,NA,NA,NA,Brasil,Maranhão,NA,"""\""Ilha de Balsas\"" region, between the Rios Balsas and Parnaíba. About 30 km. South of Loreto. 6 km S of main house of Fazenda São Raimundo. Trail from \""Veados\"" to S. Raimundo.""",-45.116667,-7.35,NA,NA,NA,NA,250,300,NA,NA,NA,NA,NA,NA,NA,NA,"""Sedge; Main vegetation types of region: (1) \""Chapada\"", a semi-closed tree woodland (or \""cerradão\"") on flat tops & steep sides of plateaus, on some areas of rolling or flat dry land; (2) \""tabuleiro\"", a semi-closed woodland, or \""cerradão""",NA
