datelastmodified,institutioncode,collectioncode,catalognumber,scientificname,basisofrecord,kingdom,phylum,class,ordem,family,genus,species,subspecies,scientificnameauthor,identifiedby,yearidentified,monthidentified,dayidentified,typestatus,collectornumber,fieldnumber,collector,yearcollected,monthcollected,daycollected,julianday,timeofday,continentocean,country,stateprovince,county,locality,longitude,latitude,longitude_mun,latitude_mun,coordinateprecision,boundingbox,minimumelevation,maximumelevation,minimumdepth,maximumdepth,sex,preparationtype,individualcount,previouscatalognumber,relationshiptype,relatedcatalogitem,notes,barcode
2016-11-01T07:45:00Z,NY,NYBG,503751,Actinostemon lundianus,PreservedSpecimen,Plantae,NA,NA,Malpighiales,Euphorbiaceae,Actinostemon,lundianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,A. M. Amorim,NA,NA,NA,NA,NA,NA,Brazil,Bahia,NA,"Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Fazenda Jaqueiral, área do canopy worlk",-39.08,-15.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-01-01T03:00:00Z,NY,NYBG,2230326,Costus spiralis villosus,PreservedSpecimen,Plantae,NA,NA,Zingiberales,Costaceae,Costus,spiralis,villosus,NA,NA,NA,NA,NA,NA,NA,NA,H. S. Irwin,NA,NA,NA,NA,NA,NA,Brazil,Amapá,NA,Cachoeira Tres Saltos.,-52.87,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-15T18:31:00Z,UNESP-RC,HRCB,50374,Spigelia beyrichiana,PreservedSpecimen,Plantae,NA,NA,NA,Loganiaceae,Spigelia,beyrichiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lombardi,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,NA,NA,-46.918778,-23.230111,NA,NA,NA,NA,960,960,NA,NA,NA,NA,NA,NA,NA,NA,"Erva, folhas herbáceas, verde-claras na face abaxial, cálice verde, corola branca com centro rosado",NA
2015-07-02T17:03:17Z,JBP,HPL,12904,Eugenia xiriricana,S,Plantae,NA,NA,NA,Myrtaceae,Eugenia,xiriricana,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A. Campos-Rocha, R. Pimenta & H. Lorenzi",NA,NA,NA,NA,NA,NA,Brasil,SP,NA,Coletado em cultivo no Instituto Agronômico de Campinas (IAC/Barão de Itapura).,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-02T13:53:01Z,IBt,SP-BRYOPHYTA,149320,Erythrodontium longisetum,S,Plantae,NA,NA,NA,Entodontaceae,Erythrodontium,longisetum,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vital, D.M.",NA,NA,NA,NA,NA,NA,BRASIL,Paraná,NA,No cruzamento com a BR 116,-49.616667,-25.916667,NA,NA,NA,NA,800,800,NA,NA,NA,NA,NA,NA,NA,NA,Sobre casca de árvore junto ao ribeirão vermelho,NA
2019-10-07T12:24:10Z,UEFS,HUEFS,176873,NA,PreservedSpecimen,Plantae,NA,Rosanae,Fabales,Leguminosae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haas, de",NA,NA,NA,NA,NA,NA,Brasil,Goiás,NA,"Parque Nacional do Tocantins, 25 Km N of Alto Paraíso.",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-14T21:37:03Z,UFMG,BHCB,185463,Simarouba amara,PreservedSpecimen,Plantae,NA,NA,NA,Simaroubaceae,Simarouba,amara,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siriani-Oliveira, S",NA,NA,NA,NA,NA,NA,Brasil,Minas Gerais,NA,"Parque Nacional da Serra do Cipó, Arredores da sede do parque nacional",-43.616806,-19.349167,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Árvore,NA
1970-01-01T03:00:00Z,NY,NYBG,2481202,Bionia ovalifolia,PreservedSpecimen,Plantae,NA,NA,Fabales,Fabaceae,Bionia,ovalifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,T. A. B. Dias,NA,NA,NA,NA,NA,NA,Brazil,Distrito Federal,NA,"A 32 km. do Cenargen, pegar a DF-170 e seguir nela 6 km, parada a direita da pista",-48.05,-15.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-16T12:43:28Z,MBM,MBM,385893,Solanum megalochiton,S,Plantae,NA,NA,NA,Solanaceae,Solanum,megalochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Larocca, P.; Felitto, G.; Felitto, G.",NA,NA,NA,NA,NA,NA,Brazil,Paraná,NA,Morro Anhangava,-49.005367,-25.386325,NA,NA,NA,NA,1270,1270,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto escandente, frutos maduros negros.; Floresta Ombrófila Densa Montana.",NA
2019-08-27T16:31:45Z,IAP,PACA-AGP,33154,Drosera brevifolia,PreservedSpecimen,Plantae,NA,Magnoliatae,Nepenthales,Droseraceae,Drosera,brevifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rambo, B.",NA,NA,NA,NA,NA,NA,Brasil,RS,NA,Vila Manresa,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sicher, 27.7.1954.; fl. Habitat: in rupestr. parce humosis humidis",NA
2019-07-02T16:18:53Z,UEM,HUEM,19460,NA,Extra,Plantae,NA,NA,NA,Leguminosae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K.Kawakita; e col.,NA,NA,NA,NA,NA,NA,Brasil,Paraná,NA,"Porto São José, área do reflorestamento",-53.168889,-22.715556,NA,NA,NA,NA,277,277,NA,NA,NA,NA,NA,NA,NA,NA,"Herbácea; botõs florais coloração verde, flores vináceas; frutos imaturos coloração verde, maturos coloração marrom.",NA
2020-08-07T20:10:51Z,IEPA,HAMAB,NA,Maprounea guianensis,PreservedSpecimen,Plantae,NA,NA,NA,Euphorbiaceae,Maprounea,guianensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pires, MJP",NA,NA,NA,NA,NA,NA,Brasil,Pará,NA,NA,-52.85,-0.533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-24T13:42:09Z,EAO,IAN,150257,Lacmellea,PreservedSpecimen,Plantae,NA,NA,NA,Apocynaceae,Lacmellea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cordeiro, MR",NA,NA,NA,NA,NA,NA,Brasil,Rondônia,NA,Campo de aviação.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-20T17:25:17Z,INPA,INPA,258169,Annona paludosa,S,Plantae,NA,NA,Magnoliales,Annonaceae,Annona,paludosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ferreira, CAC",NA,NA,NA,NA,NA,NA,Brasil,Amapá,NA,"BR-156, Km 95, A 400m da margem da estrada, localidade Areial.",-51.25,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-06T21:28:02Z,UFMS,CGMS,70578,Eschweilera nana,PreservedSpecimen,Plantae,NA,NA,NA,Lecythidaceae,Eschweilera,nana,NA,NA,NA,NA,NA,NA,NA,NA,NA,A. Pott; V.J. Pott,NA,NA,NA,NA,NA,NA,Brasil,Mato Grosso do Sul,NA,6 Km NW da Usina Hidroelétrica Mimoso.,-53.5572222,-23.6505556,NA,NA,NA,NA,370,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-16T12:34:33Z,MBM,MBM,423598,Calyptranthes,S,Plantae,NA,NA,NA,Myrtaceae,Calyptranthes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schwirkowski, P.",NA,NA,NA,NA,NA,NA,Brazil,Santa Catarina,NA,"Serra Alta, Atrás da Implantec",-49.389722,-26.296111,NA,NA,NA,NA,850,900,NA,NA,NA,NA,NA,NA,NA,NA,"Hiliófita, árvore, estames brancos.",NA
2019-12-17T13:48:17Z,UFPE,UFP,3783,Olyra latifolia,PreservedSpecimen,Plantae,NA,NA,NA,Poaceae,Olyra,latifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matne, M.J.",NA,NA,NA,NA,NA,NA,Brasil,Pernambuco,NA,Mata do Curado.,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-16T12:41:53Z,MBM,MBM,176461,Ertela trifolia,S,Plantae,NA,NA,NA,Rutaceae,Ertela,trifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.",NA,NA,NA,NA,NA,NA,Brazil,Mato Grosso,NA,"Rod. MT-248, km 14 de Jauru para Figueirópolis do Oeste",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-16T12:26:51Z,MBM,MBM,404350,Rhynchosia phaseoloides,S,Plantae,NA,NA,NA,Fabaceae,Rhynchosia,phaseoloides,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zanin, M.A.S.; Rodrigues, R.N.; Silva, J.A.; Silva, I.N.; Rodrigues, R.N.; Silva, J.A.; Silva, I.N.",NA,NA,NA,NA,NA,NA,Brazil,Mato Grosso,NA,"Resgate da Flora da UHE Colíder, Lote B de supressão",-55.488889,-10.984167,NA,NA,NA,NA,274,274,NA,NA,NA,NA,NA,NA,NA,NA,"""Floresta do \""Planalto dos Parecís\"", região de ecótono entre a Floresta Amazônica e Cerrado.""",NA
2020-07-23T15:18:42Z,CEPLAC,CEPEC,12802,Merostachys annulifera,PreservedSpecimen,Plantae,NA,NA,NA,Poaceae,Merostachys,annulifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,T. R. Soderstrom,NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,"Ca. 2Km de Ituberá, Rod. P/ Gandú. Fazenda inferno verde.",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-02T19:21:16Z,Cenargen,CEN,98866,Ichthyothere,PreservedSpecimen,Plantae,NA,NA,NA,Asteraceae,Ichthyothere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,José Rubens Pirani,NA,NA,NA,NA,NA,NA,Brasil,GO,NA,"Parque Nacional da Chapada dos Veadeiros. Caminho a cerca de 4 km da entrada do parque na rodovia Alto Paraíso de Goiás - Cavalcante (GO-118), que fica a cerca de 22 km do trevo da entrada de Alto Paraíso. Topo aplanado da chapada.",-47.493611,-13.944166,NA,NA,NA,NA,1473,1473,NA,NA,NA,NA,1,NA,NA,NA,"Pouco ramificada. Folhas ligeiramente glaucas. Capítulos alvos, anteras enegrecidas, estiletes alvos. Doação Universidade de São Paulo. Herbário SPF.",NA
2020-07-10T18:24:35Z,UDESC,LUSC,1061,Briza uniolae,PreservedSpecimen,Plantae,NA,NA,NA,Poaceae,Briza,uniolae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pereira, J.L.",NA,NA,NA,NA,NA,NA,Brasil,Santa Catarina,NA,terreno baldio perto de casa.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-31T22:33:14Z,UFPB,JPB,65255,Usnea,PreservedSpecimen,Plantae,NA,NA,Ascomycota / Lichen,Usneaceae,Usnea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Humberto,NA,NA,NA,NA,NA,NA,Brasil,Minas Gerais,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"; DESC: Epífita, pendente, talo verde-azulado, fino sem apotécios",NA
2019-08-15T12:02:49Z,UESC,UESC,8788,Bauhinia cheilantha,S,Plantae,NA,NA,NA,Caesalpiniaceae,Bauhinia,cheilantha,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harley, R.M.",NA,NA,NA,NA,NA,NA,Brasil,Sergipe,NA,NA,-38.0175,-9.563333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caatinga, com afloramento de arenito metamórfico. Solo arenoso e pedregoso.; Arbusto até 3,5 m de altura.",NA
2020-06-29T14:30:45Z,UFRJ,RFA,33528,Stylosanthes guianensis,PreservedSpecimen,Plantae,NA,NA,NA,Fabaceae,Stylosanthes,guianensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R. C. Lopes; T. U. P. Konno, F. M. Borges (1)",NA,NA,NA,NA,NA,NA,Brasil,Rio de Janeiro,NA,"Restinga de Jurubatiba, Lagoa de Cabiúnas",-41.681667,-22.287222,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Subarbusto 50 cm de altura, folhas membranáceas, verdes escuras; corola amarela com riscos vermelhos, cálice marrom, início de floração; comum no local, restinga arbustiva sobre solo arenoso, luminosidade intensa",NA
2019-09-24T13:53:47Z,EAO,IAN,134917,Gustavia hexapetala,PreservedSpecimen,Plantae,NA,NA,NA,Lecythidaceae,Gustavia,hexapetala,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silva, NT da",NA,NA,NA,NA,NA,NA,Brasil,Pará,NA,"Margem do Rio Jari, entre Monte Dourado e Munguba. Mata de varzea.",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Árvore de 8m e 10cm diam.,NA
2020-08-05T13:18:10Z,UFRB,HURB,19824,Jacquemontia bracteosa,PreservedSpecimen,Plantae,NA,NA,NA,Convolvulaceae,Jacquemontia,bracteosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carmo, M.; Santos, A.K.A.",NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,Lajedo dos Beija-flores;,-40.215,-14.33225,NA,NA,NA,NA,880,880,NA,NA,NA,NA,NA,NA,NA,NA,HVC 1864.,NA
2019-12-17T13:42:56Z,UFPE,UFP,30947,Sp.,PreservedSpecimen,Plantae,NA,NA,NA,Amaranthaceae,Sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lucena, M.F.A.; Santos, V.; Tschá & Laurêncio, A.",NA,NA,NA,NA,NA,NA,Brasil,Pernambuco,NA,Estrada no sentido Salgueiro-Fortaleza. Solo areno-argiloso e pedregoso. Margem da BR,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Erva ca. 15-25cm; cálice verde, corola lilás; estilete branco e estigma amarelo.; Erva ca. 15-25cm; cálice verde, corola lilás; estilete branco e estigma amarelo.",NA
2020-07-16T12:32:59Z,MBM,MBM,388169,Miconia cubatanensis,S,Plantae,NA,NA,NA,Melastomataceae,Miconia,cubatanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bonaldi, R.A.",NA,NA,NA,NA,NA,NA,Brazil,Paraná,NA,Guaraguaçú,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, 5m de altura.; Floresta Ombrófila Densa das Terras Baixas.",NA
2016-07-05T14:14:14Z,FFCLRP,LBMBP,1010,Catasetum osculatum,S,Plantae,NA,NA,NA,Orchidaceae,Catasetum,osculatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,Rondônia,NA,NA,-63.316667,-10.283333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-14T14:12:18Z,UCS,HUCS,40578,Leandra macropora,PreservedSpecimen,Plantae,NA,NA,Myrtales,Melastomataceae,Leandra,macropora,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seger, G D S",NA,NA,NA,NA,NA,NA,Brasil,Rio Grande do Sul,NA,Floresta Nacional - FLONA-SFP,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"arbusto ca. 0,5m, fruos maduros roxos - ICN 169914; borda da floresta nativa",NA
2019-12-05T12:46:16Z,IBt,SP,198562,Solanum capsicoides,S,Plantae,NA,NA,NA,Solanaceae,Solanum,capsicoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forero, E; Lopes, EA; Jung, SL; Melo, MMRF; Barros, F",NA,NA,NA,NA,NA,NA,Brasil,São Paulo,NA,"Ilha do Cardoso, Playa de mar",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-01T13:56:00Z,MO,MOBOT,100142671,Sida cerradoensis,PreservedSpecimen,Plantae,NA,NA,NA,Malvaceae,Sida,cerradoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Troels M. Pedersen,NA,NA,NA,NA,NA,NA,Brazil,Mato Grosso do Sul,NA,Mun. Ponta Porá: Sanga Puitá.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2020-09-02T19:40:12Z,Cenargen,CEN,12069,Trigonia spruceana,PreservedSpecimen,Plantae,NA,NA,NA,Trigoniaceae,Trigonia,spruceana,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inês Cordeiro,NA,NA,NA,NA,NA,NA,Brasil,AM,NA,Margem do Rio Araçá.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Botões alvos.,NA
2019-08-20T13:29:04Z,UNICAMP,UEC,90242,Thelypteris salzmannii,S,Plantae,NA,NA,NA,Thelypteridaceae,Thelypteris,salzmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salino, A",NA,NA,NA,NA,NA,NA,Brazil,São Paulo,NA,Próximo à Represa do Cervo.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrestre, crescendo junto com gramíneas. Herbáceo.; campo brejoso, próximo a riacho. Região de domínio do cerrado e matas ciliares.",NA
2019-10-09T14:15:54Z,UFBA,ALCB,21710,Dalbergia foliolosa,PreservedSpecimen,Plantae,NA,NA,NA,Fabaceae,Dalbergia,foliolosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carvalho, AM de; Martinelli, G",NA,NA,NA,NA,NA,NA,Brasil,Rio de Janeiro,NA,"Morro do Cuca, entre Vale das Videiras e Araras",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ca. de 1,0 de altura. Folhas leve discolores. Flores com cálice esverdeado, corola amarelo pálida com mancha vinosa no ápice emarginado do vexilo. Muito aromáticas com grande incidência de abelhas as 9:30.; Campos em encosta íngreme,",NA
2019-12-19T14:19:37Z,UFG,UFG,10564,Lavoisiera,S,Plantae,NA,NA,NA,Melastomataceae,Lavoisiera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rezende, M.H.",NA,NA,NA,NA,NA,NA,Brasil,Goiás,NA,Reserva Biológica da Serra Dourada,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Planta de flor lilás.,NA
2019-05-06T14:58:17Z,UFU,HUFU,32833,Hyptis lantanifolia,S,Plantae,NA,NA,NA,Lamiaceae,Hyptis,lantanifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbosa, A.A.A.",NA,NA,NA,NA,NA,NA,Brasil,Minas Gerais,NA,Reserva do Clube Caça e Pesca Itororó,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erva com flor rósea.; Meio da vereda.,NA
2020-05-11T18:03:24Z,MN,R,171259,Dorstenia hirta,PreservedSpecimen,Plantae,NA,NA,NA,Moraceae,Dorstenia,hirta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carauta, J.P.P.",NA,NA,NA,NA,NA,NA,Brasil,São Paulo,NA,NA,0,0,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,Instituto de Conservação da Natureza,NA
2020-08-20T17:59:35Z,UFSC,FLOR,35529,Chascolytrum juergensii angustilemma,PreservedSpecimen,Plantae,NA,NA,Poales,Poaceae,Chascolytrum,juergensii,angustilemma,NA,NA,NA,NA,NA,NA,NA,NA,"Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.",NA,NA,NA,NA,NA,NA,Brasil,Santa Catarina,NA,Caminho entre a Pousada #?##?#Rio Canoas Refúgio de montanhas#?##?# e Fazenda do Sr. Arno Phili.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,erva Habitat: beira de mata,NA
2017-03-27T20:42:31Z,UnB,UB,33118,NA,S,Plantae,NA,NA,NA,Amaranthaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irwin, HS",NA,NA,NA,NA,NA,NA,Brasil,Alagoas,NA,NA,0,0,NA,NA,NA,NA,700,700,NA,NA,NA,NA,NA,NA,NA,NA,Ascending herb 3m. In bud; Creek margin,NA
2020-02-03T13:31:41Z,UNESP-IBB,BOTU,24358,Andira humilis,PreservedSpecimen,Plantae,NA,NA,NA,Fabaceae,Andira,humilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maroni, B.C.",NA,NA,NA,NA,NA,NA,Brasil,São Paulo,NA,Rubião Júnior,-48.491944,-22.891944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cerrado, rasteira, folhas compostas, frutos maduros.",NA
2019-02-20T17:26:22Z,INPA,INPA,174870,Unonopsis guatterioides,S,Plantae,NA,NA,Magnoliales,Annonaceae,Unonopsis,guatterioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macêdo, M",NA,NA,NA,NA,NA,NA,Brasil,Mato Grosso,NA,Margem esquerda do Ribeirão do Lipa próximo a Vila Real,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-04T12:51:23Z,IMA,MAC,8489,Croton heliotropiifolius,PreservedSpecimen,Plantae,NA,NA,NA,Euphorbiaceae,Croton,heliotropiifolius,NA,NA,NA,NA,NA,NA,NA,NA,NA,R.P.Lyra-Lemos; et al.,NA,NA,NA,NA,NA,NA,Brasil,Alagoas,NA,"Xingó., Próx. aos alojamentos.",-37.745028,-9.543606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbusto ca. 80 cm alt. Flores masc. com estames cremes. Flores fem. com estigmas vermelhos. Folhas perfumadas.; Caatinga arbustiva em solo pedregoso,NA
2014-09-26T15:04:02Z,FEMACT,MIRR,1566,NA,S,Plantae,NA,NA,NA,Malpighiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sette, E.S.",NA,NA,NA,NA,NA,NA,Brasil,Amazonas,NA,"mata de ambas as margens do rio Aracá perto do rio Jauarí. Terreno arenoso, areia muito branca extremamente fina.",-63.22545,0.064533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore +- 10m, frutos secos.",NA
2019-02-15T13:47:09Z,IPA,IPA,33094,Phomatospora seraniicola,S,Plantae,NA,NA,NA,Phomatosporaceae,Phomatospora,seraniicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pickel, B.",NA,NA,NA,NA,NA,NA,Brasil,Pernambuco,NA,Tapera,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matriz: S/ Serjania sp.,NA
2019-02-20T17:32:02Z,INPA,INPA,37482,Deguelia scandens,S,Plantae,NA,NA,Fabales,Leguminosae-Pap,Deguelia,scandens,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loureiro, AA",NA,NA,NA,NA,NA,NA,Brasil,Amazonas,NA,Paraná do Autaz-Mirim,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-02T18:06:24Z,UFMG,BHCB,145479,Cyperus aggregatus,PreservedSpecimen,Plantae,NA,NA,NA,Cyperaceae,Cyperus,aggregatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mota, NFO; Marino, F; Arruda, AJ; Santos, ALM; Silva, LVC",NA,NA,NA,NA,NA,NA,Brasil,Pará,NA,"S. Bocaina, Vegetação rupestre-granito",-49.914722,-6.294722,NA,NA,NA,NA,710,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-01-01T03:00:00Z,NY,NYBG,1354124,Tapirira guianensis,PreservedSpecimen,Plantae,NA,NA,Sapindales,Anacardiaceae,Tapirira,guianensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,W. A. Rodrigues,NA,NA,NA,NA,NA,NA,Brazil,Amazonas,NA,Igarapé do Passarinho.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-27T16:32:50Z,IAP,PACA-AGP,60751,Schinus terebinthifolius,PreservedSpecimen,Plantae,NA,Magnoliatae,Sapindales,Anacardiaceae,Schinus,terebinthifolius,NA,NA,NA,NA,NA,NA,NA,NA,NA,P. Freddiani,NA,NA,NA,NA,NA,NA,Brasil,RS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Habitat: in silvula campestri Fenofase: sterilis,NA
2020-09-15T18:28:07Z,FEPAGRO,BLA,5377,Cajanus flavus,PreservedSpecimen,Plantae,NA,NA,NA,Fabaceae,Cajanus,flavus,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.A. Araújo,NA,NA,NA,NA,NA,NA,Brasil,Rio Grande do Sul,NA,Serviço de Agrostologia,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data de Coleta: 04/1936.,NA
2020-09-01T15:47:33Z,UNIVASF,HVASF,11128,Cyathea sp.,PreservedSpecimen,Plantae,NA,NA,NA,Cyatheaceae,Cyathea,sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,P.B. Schwartsburd,NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,Serra do Santana.,-40.217083,-10.359111,NA,NA,NA,NA,700,700,NA,NA,NA,NA,NA,NA,NA,NA,"Terrestre do interior da mata, próxima ao riacho. Cáudice ca. 30 cm compr. Frondes ca. 60 cm compr.",NA
2020-09-12T08:00:02Z,US,US,2931164,Miconia marginata,PreservedSpecimen,Plantae,NA,Dicotyledonae,Myrtales,Melastomataceae,Miconia,marginata,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. E. Calderón, O. P. Monteiro & J. Guedes",NA,NA,NA,NA,NA,NA,Brazil,Amazonas,NA,"Rio Urubú, between Serra da Lua and Iracema waterfall, right bank of river",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2020-06-30T13:48:05Z,UFRGS,ICN,55074,Hypotrachyna osorioi,S,Plantae,NA,NA,NA,Parmeliaceae,Hypotrachyna,osorioi,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fleig, M",NA,NA,NA,NA,NA,NA,Brasil,RS,NA,Estação Ecológica de Aracuri,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
