Accepted name,Name as entered,locality/site,Country,Latitude,Longitude,Altitude (m),Vegetation type,Reference,Specimen details
Moquiniastrum pulchrum (Cabrera) G.Sancho,Moquiniastrum pulchrum (Cabrera) G.Sancho,"Porto Ferreira, floresta semidecidual",Brazil,-21.851100921631,-47.425598144531,604,Seasonally dry Semideciduous Broadleaved Forest,"BERTONI, J.E.A. & MARTINS, F.R. 1987 Acta Botanica Brasilica Composição florística de uma floresta ripária na Reserva Estadual de Porto Ferreira (SP).",NA
Agarista eucalyptoides (Cham. & Schltdl.) G.Don,Agarista eucalyptoides (Cham. & Schltdl.) G.Don,"Rio Vermelho, floresta semidecidual",Brazil,-18.24220085144,-42.9660987854,719,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Myrcia multiflora (Lam.) DC.,Myrcia multiflora (Lam.) DC.,"Nepomuceno, floresta semidecidual",Brazil,-21.192800521851,-45.121101379395,807,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Callisthene minor Mart.,Callisthene minor Mart.,"Cocos, caatinga arbórea",Brazil,-14.272500038147,-44.711700439453,554,Arid Deciduous Broadleaved Forest,"SANTOS, R.M. & QUEIROZ, L.P. 2008 Universidade Estadual de Feira de Santana, Feira de Santana, BA, Brazil. Checklists de áreas de caatinga e matas secas.",NA
Combretum leprosum Mart.,Combretum leprosum Mart.,"Bela Vista, cerradão mesotrófico",Brazil,-19.497499465942,-56.171699523926,116,Seasonally dry Semideciduous Forested Savanna,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Pouteria gardneri (Mart. & Miq.) Baehni,Pouteria gardneri (Mart. & Miq.) Baehni,"Ourinhos, floresta semidecidual",Brazil,-22.841899871826,-49.887500762939,516,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Cordiera rigida (K.Schum.) Kuntze,Cordiera rigida (K.Schum.) Kuntze,"São Romão, floresta decidual",Brazil,-16.198900222778,-45.172798156738,477,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Miconia ligustroides (DC.) Naudin,Miconia ligustroides (DC.) Naudin,"São Gonçalo do Rio Abaixo, floresta semidecidual",Brazil,-19.901899337769,-43.363300323486,775,Seasonally dry Semideciduous Broadleaved Forest,"PIFANO, D.S. & VALENTE, A.S.M. 2007 Composição florística e estrutura da comunidade arbórea de um fragmento florestal no município de Serro, MG. Relatório de pesquisa, Lavras, MG.",NA
Psidium guajava L.,Psidium guajava L.,"São José do Vale do Rio Preto, floresta semidecidual",Brazil,-22.145299911499,-42.922798156738,793,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Inga alba (Sw.) Willd.,Inga alba (Sw.) Willd.,"Jardim Botânico de Brasília, floresta ripícola",Brazil,-15.885000228882,-47.84220123291,1081,Seasonally dry Semideciduous Broadleaved Forest,"NÓBREGA, M.G.G.; RAMOS, A.E. & SILVA JUNIOR, M.C. 2001 Composição florísitica e estrutura na mata de galeria do Cabeça de Veado, no Jardim Botânico de Brasília, FDF. Boletim do Herbário Ezechias Paulo Heringer 8: 44-65.",NA
Ouratea oliviformis (A.St.-Hil.) Engl.,Ouratea oliviformis (A.St.-Hil.) Engl.,"Ilha do Cabo Frio, floresta semidecidual",Brazil,-22.994699478149,-41.989200592041,257,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Cordia glabrata (Mart.) A.DC.,Cordia glabrata (Mart.) A.DC.,"Matias Cardoso, Gado Bravo, caatinga arbórea",Brazil,-14.982199668884,-43.52140045166,465,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Myrceugenia pilotantha (Kiaersk.) Landrum,Myrceugenia pilotantha (Kiaersk.) Landrum,"Descoberto, floresta semidecidual",Brazil,-21.423599243164,-42.953098297119,752,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Cordia nodosa Lam.,Cordia nodosa Lam.,"João Pessoa, floresta semidecidual",Brazil,-7.1449999809265,-34.860801696777,45,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Jacaratia corumbensis Kuntze,Jacaratia heptaphylla (Vell.) A.DC.,"Ladainha, floresta semidecidual",Brazil,-17.614200592041,-41.778099060059,666,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Aspidosperma australe Müll.Arg.,Aspidosperma australe Müll.Arg.,"João Pinheiro, floresta ripícola",Brazil,-17.655799865723,-46.312198638916,553,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,"Paulo de Faria, floresta semidecidual",Brazil,-19.95719909668,-49.530799865723,474,Seasonally dry Semideciduous Broadleaved Forest,"STRANGHETTI, V. & RANGA, N.T. 1998 Levantamento florístico das espécies vasculares da floresta estacional mesófila semidecídua da Estação Ecológica de Paulo de Faria - SP. Revista Brasileira de Botânica 21: 289-298.",NA
Myrcia tomentosa (Aubl.) DC.,Myrcia tomentosa (Aubl.) DC.,"Formosa do Rio Preto, caatinga arbórea",Brazil,-11.218299865723,-45.402801513672,584,Arid Deciduous Broadleaved Forest,"SANTOS, R.M. & QUEIROZ, L.P. 2008 Universidade Estadual de Feira de Santana, Feira de Santana, BA, Brazil. Checklists de áreas de caatinga e matas secas.",NA
Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,"Palmeiras, nanofloresta decidual rupícola",Brazil,-12.552800178528,-41.614398956299,981,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Croton floribundus Spreng.,Croton floribundus Spreng.,"Lindóia, floresta semidecidual",Brazil,-22.500799179077,-46.642799377441,831,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Amaioua intermedia Mart. ex Schult. & Schult.f.,Amaioua intermedia Mart. ex Schult. & Schult.f.,"Conceição do Mato Dentro, floresta semidecidual",Brazil,-18.983100891113,-43.531398773193,715,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Galipea jasminiflora (A.St.-Hil.) Engl.,Galipea jasminiflora (A.St.-Hil.) Engl.,"Frei Gaspar, floresta semidecidual",Brazil,-18.072500228882,-41.4660987854,734,Seasonally dry Semideciduous Broadleaved Forest,"REIS, H.; SCOLFORO, J.R.S.; OLIVEIRA, A.D.; OLIVEIRA-FILHO, A.T.; MELLO, J.M. 2007 Análise da composição florística, diversidade e similaridade de fragmentos de mata atlântica em Minas Gerais. Cerne 13 (3): 280-290.",NA
Tovomita paniculata (Spreng.) Cambess.,Tovomita paniculata (Spreng.) Cambess.,"Cordeiro, floresta semidecidual",Brazil,-22.003099441528,-42.330299377441,666,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Rhodostemonodaphne capixabensis Baitello & Coe-Teixeira,Rhodostemonodaphne capixabensis Baitello & Coe-Teixeira,"Castelo, Mata das Flores, floresta semidecidual",Brazil,-20.610000610352,-41.171398162842,133,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.; TAMEIRÃO-NETO, E.; CARVALHO, W.A.C.; BRINA, A.E.; WERNECK, M. & ; VIDAL, C.V.; REZENDE, S.C. & PEREIRA, J.A.A. 2005  Analise floristica do compartimento arboreo de areas de floresta atlantica sensu lato na regiao das Bacias do Leste (Bahia, Minas Gerais, Espirito Santo e Rio de Janeiro). (Floristic analysis of the tree component of atlantic forest areas in central eastern Brazil .)",NA
Myrcia pubescens DC.,Myrcia pubescens DC.,"Foz do Pandeiros, floresta ripícola",Brazil,-15.69670009613,-44.596900939941,459,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo,Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo,"Ijuí, floresta semidecidual",Brazil,-28.25830078125,-53.871101379395,286,Seasonally cold Semideciduous Broadleaved Forest,"AVILA, A.L.; ARAUJO, M.M.; LONGHI, S.J. & GASPARIN, E. 2011 Caracterização da vegetação e espécies para recuperação de mata ciliar, Ijuí, RS. Ciência Florestal 21 (2): 251-260.",NA
Simira corumbensis (Standl.) Steyerm.,Simira corumbensis (Standl.) Steyerm.,"Campo Novo dos Parecis, cerrado",Brazil,-14.762499809265,-54.624698638916,504,Seasonally dry Semideciduous Parkland Savanna,"RATTER, J.A.; ASKEW, G.P.; MONTGOMERY, R.F. & GIFFORD, D.R.  1978 Revista Brasileira de Botânica  Observations on forests of some mesotrophic soils in Central Brazil. 1: 47-58",NA
Eugenia hirta O.Berg,Eugenia hirta O.Berg,"Santa Luzia do Itanhi, floresta semidecidual",Brazil,-11.354999542236,-37.421398162842,50,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Cordia sellowiana Cham.,Cordia sellowiana Cham.,"Tres Marias, cerradao distrofico",Brazil,-18.20599937439,-45.18399810791,NA,NA,"SANTOS, R.M. & VIEIRA, F.A. 2005 Comparação do componente arbóreo entre três áreas de cerrado em diferentes estádios de conservação no município de Três Marias, Minas Gerais, Brasil. Cerne 11 (4): 399-408.",NA
Sorocea guilleminiana Gaudich.,Sorocea guilleminiana Gaudich.,"Jequeri, floresta semidecidual",Brazil,-20.435300827026,-42.609699249268,514,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Cheiloclinium cognatum (Miers) A.C.Sm.,Cheiloclinium cognatum (Miers) A.C.Sm.,"Guariba, floresta semidecidual",Brazil,-21.351699829102,-48.518901824951,696,Seasonally dry Semideciduous Broadleaved Forest,"DONADIO, N.M.M.; PAULA, R.C. & GALBIATTI, J.A. 2009 Florística e estrutura da comunidade arbórea de um remanescente florestal ripário no município de Guariba, estado de São Paulo, Brasil. Revista do Instituto Florestal de São Paulo 21 (1): 1-17.",NA
Miconia valtherii Naudin,Miconia valtheri Naudin,"Serra da Canastra, nanofloresta rupícola",Brazil,-20.276699066162,-46.426898956299,1131,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Pera heteranthera (Schrank) I.M.Johnst.,Pera heteranthera (Schrank) I.M.Johnst.,"Guaçuí, floresta semidecidual",Brazil,-20.892499923706,-41.710800170898,622,Seasonally dry Semideciduous Broadleaved Forest,"CURTO, R.A. 2011 Dissertação de Mestrado, Universidade Federal do Espírito Santo, Jerônimo Monteiro, ES, Brasil. Avaliação dos métodos de estimação de altura e de estratificação vertical em uma floresta estacional semidecidual.",NA
Handroanthus serratifolius (Vahl) S.O.Grose,Handroanthus serratifolius (Vahl) S.O.Grose,"Curvelo, floresta ripícola",Brazil,-18.821899414062,-44.397800445557,694,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Citronella gongonha (Mart.) R.A.Howard,Citronella gongonha (Mart.) R.A.Howard,"Mogi Guaçu, floresta semidecidual",Brazil,-22.285600662231,-47.162200927734,582,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Inga ingoides (Rich.) Willd.,Inga ingoides (Rich.) Willd.,"Perdões, floresta semidecidual",Brazil,-21.058099746704,-44.923301696777,910,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Alchornea discolor Poepp. & Endl.,Alchornea discolor Poepp. & Endl.,"Abreulândia, cerradão saturável",Brazil,-6.1574997901917,-47.645301818848,233,Seasonally dry Semideciduous Forested Savanna,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Ocotea diospyrifolia (Meisn.) Mez,Ocotea diospyrifolia (Meisn.) Mez,"Maciço do Urucum, sopés, floresta decidual",Brazil,-21.568300247192,-53.014198303223,291,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Vitex megapotamica (Spreng.) Moldenke,Vitex megapotamica (Spreng.) Moldenke,"Piumhi, floresta ripícola",Brazil,-20.440599441528,-46.001399993896,747,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Palicourea rigida Kunth,Palicourea rigida Kunth,"Mara Rosa, cerrado rupicola",Brazil,-14.031999588013,-49.002998352051,NA,NA,"SANTOS, T.R.R.; PINTO, J.R.R. & LENZA, E. 2012 Floristic relationships of the woody component in rocky outcrops savanna areas in Central Brazil. Flora 207 (7): 541-550.",NA
Antonia ovata Pohl,Antonia ovata Pohl,Nati (Tocantins),Brazil,-11.373200416565,-46.920700073242,NA,NA,"HAIDAR, R. F., FAGG, J. M. F., PINTO, J. R. R., DIAS, R. R., DAMASCO, G., SILVA, L.C. R., & FAGG, C. W 2013 Florestas estacionais e áreas de ecótono no estado do Tocantins, Brasil: parâmetros estruturais, classificação das fitofisionomias florestais e subsídios para conservação. Acta Amazonica. Florestas estacionais e áreas de ecótono no estado do Tocantins, Brasil: parâmetros estruturais, classificação das fitofisionomias florestais e subsídios para conservação. 43(3): 261-290",NA
Combretum glaucocarpum Mart.,Combretum glaucocarpum Mart.,"Rio Verde de Mato Grosso, floresta ripícola",Brazil,-21.131900787354,-55.864398956299,250,Seasonally dry Semideciduous Broadleaved Forest,"DAMASCENO-JUNIOR, G.A. ; NAKAJIMA, J.N. ; RESENDE, U.M. 2001 A Floristic Survey of the Rio Negro, Rio Aquidauana and Rio Miranda Watersheds (Headwaters) of the Pantanal, Mato Grosso do Sul, Brasil. In: WILLINK P.W.; CHERNOFF, B.; ALONSO  L.E., Montambault J.R., Lourival R (Eds.) A biological assessment of the aquatic ecosystems of the Pantanal, Mato Grosso do Sul, Brasil: Bulletin of Biological Assessment 18. Conservation International: Washington DC, USA. V. 18, Pp. 34-43.",NA
Jacaranda micrantha Cham.,Jacaranda micrantha Cham.,"Lambari, Nova Baden, floresta semidecidual",Brazil,-21.933599472046,-45.323101043701,1185,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Myrcia eriocalyx DC.,Myrcia eriocalyx DC.,"Itacambira, nanofloresta rupícola",Brazil,-16.938899993896,-43.363899230957,1125,Seasonally dry Semideciduous Broadleaved Forest,"CAMPOS, A.C.A.L.; SANTOS, A.C.P.; VAN DEN BERG, E.; QUINELATO, M. & CERQUEIRA, F.M. 2006 57° Congresso Nacional de Botânica. Universidade Feder Levantamento florístico e fitossociológico da mata ciliar do Rio das Mortes em São João del-Rei, Minas Gerais.",NA
Trichilia lepidota Mart.,Trichilia lepidota Mart.,"Carmésia, Aldeia Pataxó, floresta semidecidual",Brazil,-19.047800064087,-43.122501373291,739,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Aniba intermedia (Meisn.) Mez,Aniba intermedia (Meisn.) Mez,"Caratinga, Embratel, floresta semidecidual",Brazil,-19.84580039978,-42.127799987793,952,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Cordia americana (L.) Gottschling & J.J.Mill.,Cordia americana (L.) Gottschling & J.J.Mill.,"Teodoro Sampaio, floresta semidecidual",Brazil,-22.596900939941,-52.275299072266,326,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Erythroxylum anguifugum Mart.,Erythroxylum anguifugum Mart.,"Campo Grande, Mata de Galeria Inundável",Brazil,-20.582300186157,-54.346698760986,NA,NA,"BUENO, M.L. 2009 Dissertação de Mestrado, Universidade Federal do Mato Grosso do Sul, Campo Grande, MS. Fitossociologia das formações vegetais ribeirinhas na Área de Proteção Ambiental dos Mananciais do Córrego Guariroba, Campo Grande, MS, Brasil.",NA
Inga laurina (Sw.) Willd.,Inga laurina (Sw.) Willd.,"São Pedro da Aldeia, Sepeatiba, floresta semidecidual",Brazil,-22.821699142456,-42.156898498535,176,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Kielmeyera coriacea Mart. & Zucc.,Kielmeyera coriacea Mart. & Zucc.,"Jardim Botânico de Brasília, floresta ripícola",Brazil,-15.902000427246,-47.875999450684,NA,NA,"FONSECA, M.S.; SILVA JUNIOR, M.C. 2004 Fitossociologia e similaridade florística entre trechos de cerrado sentido restrito em interflúvio e em vale no Jardim Botânico de Brasília, DF. Acta Botanica Brasilica 18 (1): 19-29.",NA
Blepharocalyx salicifolius (Kunth) O.Berg,Blepharocalyx salicifolius (Kunth) O.Berg,"Campina Verde, floresta ripícola",Brazil,-19.542499542236,-49.356700897217,507,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Sambucus australis Cham. & Schltdl.,Sambucus australis Cham. & Schltdl.,"Querência do Norte, floresta semidecidual",Brazil,-23.096099853516,-51.860000610352,476,Seasonally dry Semideciduous Broadleaved Forest,"FRANCESCHI, E.A. & LEWIS, J.P. 1979 Notas sobre la vegetación del valle santafesino del Río Paraná (República Argentina). Ecosur 6: 55-82.",NA
Bauhinia rufa (Bong.) Steud.,Bauhinia rufa (Bong.) Steud.,Iuiú,Brazil,-14.460800170898,-43.565601348877,NA,NA,"SANTOS, R.M. 2011 Iuiú, Floresta Decídua Unpublished dataset",NA
Trichilia catigua A.Juss.,Trichilia catigua A.Juss.,"Sacramento, floresta semidecidual",Brazil,-19.885599136353,-47.427501678467,958,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Ilex lundii Warm.,Ilex lundii Warm.,"Mariana, floresta semidecidual",Brazil,-20.368900299072,-43.386100769043,722,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Myrsine umbellata Mart.,Myrsine umbellata Mart.,"Derrubadas, Parque do Turvo, floresta semidecidual",Brazil,-27.227199554443,-53.881900787354,377,Seasonally cold Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Acanthocladus santosii (Wurdack) J.F.B.Pastore & D.B.O.S.Cardoso,Acanthocladus santosii (Wurdack) J.F.B.Pastore & D.B.O.S.Cardoso,"Pancas, floresta semidecidual",Brazil,-19.217800140381,-40.777500152588,432,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Manihot caerulescens Pohl,Manihot caerulescens Pohl,"Jaguarari, floresta areno-rupícola",Brazil,-10.185799598694,-40.259201049805,956,Arid Deciduous Broadleaved Forest,"SANTOS, R.M. & QUEIROZ, L.P. 2008 Universidade Estadual de Feira de Santana, Feira de Santana, BA, Brazil. Checklists de áreas de caatinga e matas secas.",NA
Vitex polygama Cham.,Vitex polygama Cham.,"Juvenília, caatinga arbórea",Brazil,-14.285300254822,-44.111099243164,468,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Piptadenia gonoacantha (Mart.) J.F.Macbr.,Piptadenia gonoacantha (Mart.) J.F.Macbr.,"Fecho dos Morros, floresta decidual chaquenha",Brazil,-21.449199676514,-57.913898468018,84,NA,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Psidium cattleianum Sabine,Psidium cattleianum Sabine,"Mata da Ilha (Fazenda Cururuaçu, Ingaí)",Brazil,-21.388999938965,-44.751499176025,NA,NA,"BOTREL, R.T.; OLIVEIRA-FILHO, A.T.; RODRIGUES, L.A. & CURI, N. 2002 Influência do solo e topografia sobre as variações da composição florística e estrutura da comunidade arbóreo-arbustiva de uma floresta estacional semidecidual em Ingaí, MG. Revista Brasileira de Botânica. V.25, n.2, p.195-213",NA
Colicodendron yco Mart.,Colicodendron yco Mart.,"Tucano, caatinga quartzosa",Brazil,-10.87530040741,-39.036399841309,375,Arid Deciduous Broadleaved Forest,"CARDOSO, D.B.O.S. & QUEIROZ, L.P. 2006 57° Congresso Nacional de Botânica. Universidade Federal do Rio Grande do Sul, Gramado, RS, CD-ROM. Flora vascular dos fragmentos de florestas estacionais da Serra do Orobó, Bahia, Brasil.",NA
Diospyros inconstans Jacq.,Diospyros inconstans Jacq.,"Limeira, floresta semidecidual",Brazil,-22.610300064087,-47.334400177002,579,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Guettarda viburnoides Cham. & Schltdl.,Guettarda viburnoides Cham. & Schltdl.,"Betim, floresta semidecidual",Brazil,-19.947799682617,-44.241901397705,783,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Casearia sylvestris Sw.,Casearia sylvestris Sw.,"Macaia, floresta semidecidual",Brazil,-21.158100128174,-44.903900146484,829,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
