Accepted name,Name as entered,locality/site,Country,Latitude,Longitude,Altitude (m),Vegetation type,Reference,Specimen details
Astronium fraxinifolium Schott,Astronium fraxinifolium Schott,TO-ALIANCA DO TOCANTINS Cerrado sensu stricto CE33,Brazil,-11.288000106812,-48.822498321533,NA,NA,"HAIDAR RF, DIAS R, AND FELFILI JM 2013 Mapeamento das regiões fitoecológicas e inventário florestal do estado do Tocantins. Palmas, TO. Governo do Estado do Tocantins p. 156",NA
Pachira endecaphylla (Vell.) Carv.-Sobr.,Pachira endecaphylla (Vell.) Carv.-Sobr.,"Armação dos Búzios, Emerenças, floresta semidecidual",Brazil,-22.815000534058,-41.958099365234,46,Seasonally dry Semideciduous Broadleaved Forest,"KURTZ, B.C.; SÁ, C.F.C. & SILVA, D.O. 2009 Fitossociologia do componente arbustivo-arbóreo de florestas semidecíduas costeiras da região de Emerenças, Área de Proteção Ambiental do Pau Brasil, Armação dos Búzios, Rio de Janeiro, Brasil. Rodriguésia 60 (1",NA
Chrysophyllum sp,Chrysophyllum sp,"Cachoeiro de Itapemirim, floresta semidecidual",Brazil,-20.744400024414,-41.291900634766,NA,NA,"ABREU, K.M.P; SILVA, G.F.S.; SILVA, A.G. 2013 ANÁLISE FITOSSOCIOLÓGICA DA FLORESTA NACIONAL DE PACOTUBA, CACHOEIRO DE ITAPEMIRIM, ES – BRASIL Cerne 19 (1): 157-168",NA
Casearia gossypiosperma Briq.,Casearia gossypiosperma Briq.,"Uberlândia, Emborcação, floresta semidecidual",Brazil,-18.797700881958,-48.112998962402,NA,NA,"SIQUEIRA, A.S., ARAÚJO, G.M. & SCHIAVINI, I. 2009 Estrutura do componente arbóreo e características edáficas de dois fragmentos de floresta estacional decidual no vale do rio Araguari. Acta Botanica Brasilica. Estrutura do componente arbóreo e características edáficas de dois fragmentos de floresta estacional decidual no vale do rio Araguari. 23(1):10-21",NA
Coccoloba schwackeana Lindau,Coccoloba schwackeana Lindau,"Montividiu, caatinga areno-rupícola",Brazil,-15.141400337219,-42.693901062012,1068,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Faramea montevidensis (Cham. & Schltdl.) DC.,Faramea montevidensis (Cham. & Schltdl.) DC.,"Novo Horizonte, floresta semidecidual",Brazil,-21.523300170898,-49.300300598145,422,Seasonally dry Semideciduous Broadleaved Forest,"RANGA, N.T.; REZENDE, A.A.; CAVASSAN, O.; TONIATO, M.T.Z. & CIELO FILHO, R. & STRANGHETTI, V. 2011  Caracterização florística de remanescentes de vegetação nativa da região noroeste do estado de São Paulo, In: NECCHI JR., O. (Ed.) Fauna e flora de fragmentos florestais remanescentes da região noroeste do Estado de São Paulo. Ribeirão Preto: Holos Editora; 2012",NA
Enterolobium contortisiliquum (Vell.) Morong,Enterolobium contortisiliquum (Vell.) Morong,"Corumbá de Goiás, floresta ripícola",Brazil,-17.884399414062,-49.466899871826,568,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Zanthoxylum rhoifolium Lam.,Zanthoxylum rhoifolium Lam.,"Joaquim Felício, floresta ripícola",Brazil,-17.680000305176,-44.143299102783,631,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Brosimum gaudichaudii Trécul,Brosimum gaudichaudii Trécul,Aruanã (Goiás),Brazil,-14.792300224304,-51.03099822998,NA,NA,"HAIDAR RF, FRANÇOSO R, CARNEIRO D 2013 Relat. Brasília, DF: Centro de Desenvolvimento Estudo para criação e manejo de áreas protegidas no cerrado",NA
Persea major (Meisn.) L.E.Kopp,Persea major (Meisn.) L.E.Kopp,"Santa Rita de Caldas, floresta semidecidual",Brazil,-22.080600738525,-46.347801208496,1126,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Bunchosia paraguariensis Nied.,Bunchosia paraguariensis Nied.,"Jaraguari, cerradão mesotrófico",Brazil,-19.174200057983,-57.628101348877,256,Seasonally dry Semideciduous Forested Savanna,"DAMASCENO-JÚNIOR, G.A. 2005 Tese de Doutorado, Universidade Estadual de Campinas, Campinas, SP, Brasil. Estudo florístico e fitossociológico de um gradiente altitudinal no maciço Urucum - Mato Grosso do Sul - Brasil.",NA
Daphnopsis utilis Warm.,Daphnopsis utilis Warm.,"Serra de Itabirito, floresta semidecidual",Brazil,-20.246700286865,-43.851398468018,1134,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Pouteria gardneri (Mart. & Miq.) Baehni,Pouteria gardneri (Mart. & Miq.) Baehni,"Várzea da Palma, floresta decidual",Brazil,-17.592199325562,-44.70719909668,498,Seasonally dry Deciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Qualea parviflora Mart.,Qualea parviflora Mart.,"Nossa Senhora do Livramento, cerradao mesotrofico",Brazil,-16.256000518799,-56.369998931885,NA,NA,"COSTA, C.P.; CUNHA, C.N. & COSTA, S.C. 2010 Characterization of the flora and structure of the shrub-tree layer in a cerrado area in Pantanal do Poconé, MT. Biota Neotropica 10 (3): 61-73.",NA
Schinus engleri F.A.Barkley,Schinus engleri F.A.Barkley,"Cerro Largo, floresta semidecidual",Brazil,-28.127500534058,-54.735599517822,258,Seasonally cold Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Stillingia saxatilis Müll.Arg.,Stillingia saxatilis Müll.Arg.,"Pandeiros, floresta decidual",Brazil,-15.511699676514,-44.753299713135,487,Seasonally dry Deciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Pavonia malacophylla (Link & Otto) Garcke,Pavonia malacophylla (Link & Otto) Garcke,"Perdizes, Galheiro, floresta ripícola",Brazil,-19.202800750732,-47.129398345947,836,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Inga striata Benth.,Inga striata Benth.,"Macaia, floresta semidecidual",Brazil,-21.158100128174,-44.903900146484,829,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Nectandra oppositifolia Nees,Nectandra oppositifolia Nees,"Monte Belo, floresta semidecidual",Brazil,-21.370800018311,-46.280300140381,877,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Randia calycina Cham.,Randia calycina Cham.,"Cristalina, cerrado",Brazil,-14.063899993896,-46.487499237061,693,Seasonally dry Semideciduous Parkland Savanna,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Micropholis venulosa (Mart. & Eichler) Pierre,Micropholis venulosa (Mart. & Eichler) Pierre,Son3 (Tocantins),Brazil,-9.1732902526855,-47.992000579834,NA,NA,"HAIDAR, R. F., FAGG, J. M. F., PINTO, J. R. R., DIAS, R. R., DAMASCO, G., SILVA, L.C. R., & FAGG, C. W 2013 Florestas estacionais e áreas de ecótono no estado do Tocantins, Brasil: parâmetros estruturais, classificação das fitofisionomias florestais e subsídios para conservação. Acta Amazonica. Florestas estacionais e áreas de ecótono no estado do Tocantins, Brasil: parâmetros estruturais, classificação das fitofisionomias florestais e subsídios para conservação. 43(3): 261-290",NA
Licania parvifolia Huber,Licania parvifolia Huber,"Coxipó do Ouro, floresta ripícola",Brazil,-16.200799942017,-57.756099700928,120,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Aspidosperma olivaceum Müll.Arg.,Aspidosperma olivaceum Müll.Arg.,"Gália, floresta semidecidual",Brazil,-22.406400680542,-49.696701049805,564,Seasonally dry Semideciduous Broadleaved Forest,"DURIGAN, G.; FRANCO, G.A.D.C.; SAITO, M. & BAITELLO, J.B. 2000 Estrutura e diversidade do componente arbóreo da floresta na Estação Ecológica dos Caetetus, Gália, SP. Revista Brasileira de Botânica 23 (4): 371-383.",NA
Myrcia blanchetiana (O.Berg) Mattos,Myrcia blanchetiana (O.Berg) Mattos,"Palmeiras, nanofloresta rupícola",Brazil,-12.922499656677,-41.308898925781,935,Seasonally dry Semideciduous Broadleaved Forest,"HARLEY, R.M. & SIMMONS, N.A. 1986 Royal Botanic Gardens, Kew. Florula of Mucugê, Chapada Diamantina, Bahia, Brazil.",NA
Senna martiana (Benth.) H.S.Irwin & Barneby,Senna martiana (Benth.) H.S.Irwin & Barneby,"Boqueirão, caatinga quartzosa",Brazil,-7.5430998802185,-36.186901092529,446,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Myrcia tenuifolia (O.Berg) Sobral,Myrcia tenuifolia (O.Berg) Sobral,"Cafuringa, floresta ripícola",Brazil,-15.504699707031,-48.166900634766,844,Seasonally dry Semideciduous Broadleaved Forest,"PEREIRA, B.A.S. 2008 Tese de Doutorado, Universidade de Brasília, Brasília, DF, Relações vegetação-variáveis ambientais em florestas estacionais decíduas em afloramentos calcários no Bioma Cerrado e em zonas de transição com a Caatinga e com a Amazônia.",NA
Erythroxylum deciduum A.St.-Hil.,Erythroxylum deciduum A.St.-Hil.,"Cândido Sales, floresta semidecidual de cipó",Brazil,-15.177499771118,-41.201099395752,870,Seasonally dry Semideciduous Broadleaved Forest,"SOARES-FILHO, A.O. 2000 Dissertação de Mestrado, Universidade de São Paulo, São Paulo, SP, Brasil. Estudo fitossociológico de duas florestas em região ecotonal no planalto de Vitória da Conquista, Bahia, Brasil.",NA
Bowdichia virgilioides Kunth,Bowdichia virgilioides Kunth,"Mara Rosa, cerrado rupicola",Brazil,-14.031999588013,-49.002998352051,NA,NA,"SANTOS, T.R.R.; PINTO, J.R.R. & LENZA, E. 2012 Floristic relationships of the woody component in rocky outcrops savanna areas in Central Brazil. Flora 207 (7): 541-550.",NA
Albizia edwallii (Hoehne) Barneby & J.W.Grimes,Albizia edwallii (Hoehne) Barneby & J.W.Grimes,"Gália, floresta semidecidual",Brazil,-22.406400680542,-49.696701049805,564,Seasonally dry Semideciduous Broadleaved Forest,"DURIGAN, G.; FRANCO, G.A.D.C.; SAITO, M. & BAITELLO, J.B. 2000 Estrutura e diversidade do componente arbóreo da floresta na Estação Ecológica dos Caetetus, Gália, SP. Revista Brasileira de Botânica 23 (4): 371-383.",NA
Eugenia myrcianthes Nied.,Eugenia myrcianthes Nied.,"Fênix, floresta semidecidual",Brazil,-23.868600845337,-53.846698760986,347,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Muellera campestris (Mart. ex Benth.) M.J.Silva & A.M.G.Azevedo,Muellera campestris (Mart. ex Benth.) M.J.Silva & A.M.G.Azevedo,"Pedreira, floresta semidecidual",Brazil,-22.698900222778,-46.839401245117,783,Seasonally dry Semideciduous Broadleaved Forest,"YAMAMOTO, L.F.; KINOSHITA, L.S. & MARTINS, F.R. 2005 Florística dos componentes arbóreo e arbustivo de um trecho da Floresta Estacional Semidecídua Montana, município de Pedreira, estado de São Paulo. Revista Brasileira de Botânica 28 (1): 191-202.",NA
Jacaranda macrantha Cham.,Jacaranda macrantha Cham.,"Serra da Piedade, Penedia, floresta semidecidual",Brazil,-19.830600738525,-43.648601531982,1211,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Pseudopiptadenia brenanii G.P.Lewis & M.P.Lima,Pseudopiptadenia brenanii G.P.Lewis & M.P.Lima,"Livramento do Brumado, nanofloresta decidual rupícola",Brazil,-13.583299636841,-41.958301544189,835,Seasonally dry Deciduous Broadleaved Forest,"SANTOS, R.M. & QUEIROZ, L.P. 2008 Universidade Estadual de Feira de Santana, Feira de Santana, BA, Brazil. Checklists de áreas de caatinga e matas secas.",NA
Myrcia multiflora (Lam.) DC.,Myrcia multiflora (Lam.) DC.,"Parque Nacional de Brasília, floresta ripícola",Brazil,-15.697799682617,-47.959999084473,1048,Seasonally dry Semideciduous Broadleaved Forest,"GUARINO, E.S.G. & WALTER, B.M.T. 2005 Fitossociologia de dois trechos de Matas de Galeria no Distrito Federal, Brasil. Acta Botanica Brasilica 19 (3): 431-442.",NA
Myrcianthes pungens (O.Berg) D.Legrand,Myrcianthes pungens (O.Berg) D.Legrand,"Uberlândia, Panga, floresta ripícola",Brazil,-19.168899536133,-48.394199371338,787,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Senna reniformis (G.Don) H.S.Irwin & Barneby,Senna reniformis (G.Don) H.S.Irwin & Barneby,"Alvinópolis, floresta semidecidual",Brazil,-20.064199447632,-43.031898498535,738,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. 2007 Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais. Universidade Federal de Lavras e Instituto Estadual de Florestas (dados inéditos ).",NA
Cyathea villosa Willd.,Cyathea villosa Willd.,"Perdizes, Galheiro, floresta ripícola",Brazil,-19.202800750732,-47.129398345947,836,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Diospyros hispida A.DC.,Diospyros hispida A.DC.,"Chapada Gaúcha, floresta ripícola",Brazil,-15.221899986267,-45.740600585938,731,Seasonally dry Semideciduous Broadleaved Forest,"MELO, P.H.A.; LOMBARDI, J.A.L.; SALINO, A. & CARVALHO, D.A. 2013 Composição florística de angiospermas no carste do Alto São Francisco, Minas Gerais, Brasil1. Rodriguésia 64 (1): 29-36.",NA
Matayba marginata Radlk.,Matayba marginata Radlk.,"Juiz de Fora, floresta semidecidual",Brazil,-21.748300552368,-43.318099975586,893,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Faramea montevidensis (Cham. & Schltdl.) DC.,Faramea montevidensis (Cham. & Schltdl.) DC.,"Brotas, floresta semidecidual",Brazil,-22.305299758911,-48.071098327637,704,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Calliandra foliolosa Benth.,Calliandra foliolosa Benth.,"Campinas, floresta semidecidual",Brazil,-22.821899414062,-47.110000610352,626,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Ocotea dispersa (Nees) Mez,Ocotea dispersa (Nees) Mez,"Itambé do Mato Dentro, floresta semidecidual",Brazil,-19.422199249268,-43.20719909668,578,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Hyptidendron asperrimum (Epling) Harley,Hyptidendron asperrimum (Epling) Harley,Mata em Viçosa,Brazil,-20.287300109863,-42.751899719238,NA,NA,"SILVA, N. R. S., MARTINS, S. V., NETO, J. A. A. M. & SOUZA, A. L 2004 Composição florística e estrutura de uma floresta estacional semidecidual montana em Viçosa, MG. Revista Árvore. Composição florística e estrutura de uma floresta estacional semidecidual montana em Viçosa, MG. Revista Árvore. 28(3):397-405",NA
Celtis pubescens (Kunth) Spreng.,Celtis brasiliensis (Gardner) Planch.,"Serra Negra, floresta decidual de brejo",Brazil,-8.6517000198364,-38.024200439453,1071,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Byrsonima sericea DC.,Byrsonima sericea DC.,"Manhuaçu, floresta semidecidual",Brazil,-20.273300170898,-42.009998321533,798,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Guarea guidonia (L.) Sleumer,Guarea guidonia (L.) Sleumer,"Piranga, floresta semidecidual",Brazil,-20.62859916687,-43.371898651123,777,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Cordia americana (L.) Gottschling & J.J.Mill.,Cordia americana (L.) Gottschling & J.J.Mill.,"Mogi Guaçu, floresta semidecidual",Brazil,-22.285600662231,-47.162200927734,582,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Ouratea castaneifolia (DC.) Engl.,Ouratea castaneifolia (DC.) Engl.,"Frei Serafim, floresta semidecidual",Brazil,-18.17140007019,-41.826900482178,539,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Cecropia palmata Willd.,Cecropia palmata Willd.,"Frei Caneca, floresta semidecidual",Brazil,-8.7455997467041,-35.897201538086,577,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Eugenia aurata O.Berg,Eugenia aurata O.Berg,Reserva Biologica Municipal Mario Viana,Brazil,-14.683300018311,-52.333301544189,NA,NA,"MARACAHIPES, L. ; LENZA, E.; MARIMON, B.S.; OLIVEIRA, E.A.; RODRIGUES, J.R.P.; MARIMON JUNIOR, B.H. 2011 Biota Neotr Estrutura e composição florística da vegetação lenhosa em cerrado  rupestre na transição Cerrado-Floresta Amazônica, Mato Grosso, Brasil.",NA
Senna alata (L.) Roxburgh,Senna alata (L.) Roxburgh,"Porto Esperidião, floresta ripícola",Brazil,-16.610799789429,-56.262500762939,135,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Aspidosperma subincanum Mart. ex A.DC.,Aspidosperma subincanum Mart. ex A.DC.,"Araçatuba, floresta semidecidual",Brazil,-21.133100509644,-50.605598449707,347,Seasonally dry Semideciduous Broadleaved Forest,"RANGA, N.T.; REZENDE, A.A.; CAVASSAN, O.; TONIATO, M.T.Z. & CIELO FILHO, R. & STRANGHETTI, V. 2011  Caracterização florística de remanescentes de vegetação nativa da região noroeste do estado de São Paulo, In: NECCHI JR., O. (Ed.) Fauna e flora de fragmentos florestais remanescentes da região noroeste do Estado de São Paulo. Ribeirão Preto: Holos Editora; 2012",NA
Terminalia triflora (Griseb.) Lillo,Terminalia triflora (Griseb.) Lillo,"Paulínia, floresta semidecidual",Brazil,-22.711399078369,-47.096900939941,588,Seasonally dry Semideciduous Broadleaved Forest,"MIACHIR, J.I. 2009 Tese de Doutorado, Universidade de São Paulo, Escola Superior de Agricultura “Luiz de Queiroz”, Piracicaba, SP, Brasi Caracterização da vegetação remanescente visando à conservação e restauração florestal no município de Paulínia – SP.",NA
Faramea hyacinthina Mart.,Faramea hyacinthina Mart.,"Tiradentes, floresta semidecidual",Brazil,-21.081899642944,-44.152198791504,1106,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Cenostigma macrophyllum Tul.,Cenostigma macrophyllum Tul.,"Macaúba, cerradão saturável",Brazil,-12.494199752808,-47.748901367188,314,Seasonally dry Semideciduous Forested Savanna,"ELIAS, V.C. 2009 Monografia de Graduação, Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brasil. Inventário Florestal e Uso do Solo numa Propriedade Rural sob Domínio do Cerrado em Paranã, TO.",NA
Nectandra nitidula Nees,Nectandra nitidula Nees,"Inconfidentes, floresta semidecidual",Brazil,-22.313299179077,-46.251098632812,954,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Protium spruceanum (Benth.) Engl.,Protium spruceanum (Benth.) Engl.,"Coqueiral, floresta semidecidual",Brazil,-21.155300140381,-45.472801208496,819,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Trema micrantha (L.) Blume,Trema micrantha (L.) Blume,"Mirandópolis, floresta semidecidual",Brazil,-21.09169960022,-51.037498474121,399,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Cynophalla flexuosa (L.) J.Presl,Cynophalla flexuosa (L.) J.Presl,"Quixadá, caatinga quartzosa",Brazil,-4.918300151825,-39.071899414062,226,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Bauhinia cheilantha (Bong.) Steud.,Bauhinia cheilantha (Bong.) Steud.,"Rio Verde de Mato Grosso, cerrado",Brazil,-20.375799179077,-56.465801239014,130,Seasonally dry Semideciduous Parkland Savanna,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Sloanea garckeana K.Schum.,Sloanea garckeana K.Schum.,"Ribeirão Preto, terra roxa, floresta semidecidual",Brazil,-21.217500686646,-47.84529876709,610,Seasonally dry Semideciduous Broadleaved Forest,"KOTCHETKOFF-HENRIQUES, O; JOLY, C.A. & BERNACCI, L.C. 2005 Relação entre solo e vegetação natural no município de Ribeirão Preto, SP. Revista Brasileira de Botânica 28 (3): 541-562.",NA
Nectandra megapotamica (Spreng.) Mez,Nectandra megapotamica (Spreng.) Mez,"Manduri, floresta semidecidual",Brazil,-23.022499084473,-49.357498168945,705,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Machaerium villosum Vogel,Machaerium villosum Vogel,"Jataí, cerrado",Brazil,-13.673600196838,-46.718898773193,490,Seasonally dry Semideciduous Parkland Savanna,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Bauhinia pulchella Benth.,Bauhinia pulchella Benth.,"Bodoquena, Rio Salobrinha, floresta ripícola",Brazil,-21.287799835205,-56.696399688721,460,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Sparattosperma leucanthum (Vell.) K.Schum.,Sparattosperma leucanthum (Vell.) K.Schum.,"Itaguaçu, Cinco Pontões, floresta semidecidual",Brazil,-19.797800064087,-40.941699981689,723,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.- 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Capparidastrum coimbranum (Cornejo & Iltis) Cornejo & Iltis,Capparidastrum coimbranum (Cornejo & Iltis) Cornejo & Iltis,"Nioaque, cerradão mesotrófico",Brazil,-19.027799606323,-57.580799102783,136,Seasonally dry Semideciduous Forested Savanna,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
