database_id,verbatim_scientificName,decimalLatitude,decimalLongitude,occurrenceID,verbatimEventDate,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,identifiedBy,coordinateUncertaintyInMeters,recordedBy,country_suggested,countryCode,coordinates_transposed,.uncer_terms,original_search,suggested_name,distance,notes,taxonID,scientificName,taxonRank,taxonomicStatus,acceptedNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,parentNameUsageID,originalNameUsageID,scientificNameAuthorship,vernacularName
DRYFLOR_4959,Poincianella pyramidalis (Tul.) L.P.Queiroz,-12.480299949646,-40.367500305176,,,Brazil,,,"Itaberaba, mata decidual do Agreste",,,,,,BRAZIL,BR,TRUE,TRUE,Poincianella pyramidalis,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_5032,Tachigali rubiginosa (Mart. ex Tul.) Oliveira-Filho,-19.573299407959,-51.880001068115,,,Brazil,,,"Ladário, floresta decidual",,,,,,BRAZIL,BR,TRUE,TRUE,Tachigali rubiginosa,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_5053,Guapira laxa (Netto) Furlan,-15.127799987793,-43.020000457764,,,Brazil,,,"Santo Antônio do Retiro, caatinga areno-rupícola",,,,,,BRAZIL,BR,TRUE,TRUE,Guapira laxa,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_5111,Unidentified sp.2,-3.308000087738,-43.217998504639,,,Brazil,,,"Urbano Santos, cerrado",,,,,,BRAZIL,BR,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
DRYFLOR_5214,Maytenus aquifolia Mart.,-23.064399719238,-52.336101531982,,,Brazil,,,"Amaporã, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus aquifolia,,,notFound,,,,,,,,,,,,,,,,,
DRYFLOR_5237,Maytenus gonoclada Mart.,-18.855800628662,-48.947799682617,,,Brazil,,,"Monte Alegre de Minas, floresta ripícola",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus gonoclada,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_5307,Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo,-19.764699935913,-42.624401092529,,,Brazil,,,"Parque do Rio Doce, Vinhático, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Dahlstedtia muehlbergiana,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_5350,Maytenus aquifolia Mart.,-16.689399719238,-44.009700775146,,,Brazil,,,"Buriti do Campo Santo, floresta ripícola",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus aquifolia,,,notFound,,,,,,,,,,,,,,,,,
DRYFLOR_5389,Maytenus floribunda Reissek,-16.777200698853,-43.698299407959,,,Brazil,,,"Juramento, floresta ripícola",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus floribunda,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_5456,Tachigali densiflora (Benth.) L.G.Silva & H.C.Lima,-19.626699447632,-42.865299224854,,,Brazil,,,"Antônio Dias, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Tachigali densiflora,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_5460,Maytenus gonoclada Mart.,-16.528600692749,-42.170799255371,,,Brazil,,,"Coronel Murta, floresta semidecídual de cipó",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus gonoclada,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_5519,Maytenus floribunda Reissek,-15.576899528503,-47.889400482178,,,Brazil,,,"Chapada da Contagem, floresta decidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus floribunda,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_5541,Maytenus gonoclada Mart.,-15.040599822998,-40.356899261475,,,Brazil,,,"Itapetinga, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus gonoclada,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_5817,Maytenus aquifolia Mart.,-9.7877998352051,-39.756900787354,,,Brazil,,,"Uauá, caatinga quartzosa",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus aquifolia,,,notFound,,,,,,,,,,,,,,,,,
DRYFLOR_5873,Enterolobium gummiferum (Mart.) J.F.Macbr.,-21.066699981689,-44.142799377441,,,Brazil,,,"Serra de São José, nanofloresta rupícola",,,,,,BRAZIL,BR,TRUE,TRUE,Enterolobium gummiferum,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_5928,Lauraceae sp.1,-20.734699249268,-41.430599212646,,,Brazil,,,Mata do PEAMA Ifes Alegre,,,,,,BRAZIL,BR,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
DRYFLOR_5987,Maytenus floribunda Reissek,-20.031700134277,-48.232200622559,,,Brazil,,,"Volta Grande, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus floribunda,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6016,Maytenus floribunda Reissek,-19.179399490356,-50.696899414062,,,Brazil,,,"Santa Vitória, floresta decidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus floribunda,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6036,Maytenus aquifolia Mart.,-23.371900558472,-52.616100311279,,,Brazil,,,"Porto Camargo, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus aquifolia,,,notFound,,,,,,,,,,,,,,,,,
DRYFLOR_6046,Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo,-28.25830078125,-53.871101379395,,,Brazil,,,"Ijuí, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Dahlstedtia muehlbergiana,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6112,Maytenus gonoclada Mart.,-9.1732902526855,-47.992000579834,,,Brazil,,,Son3 (Tocantins),,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus gonoclada,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6238,Deguelia costata (Benth.) A.M.G.Azevedo & R.A.Camargo,-17.680000305176,-44.143299102783,,,Brazil,,,"Joaquim Felício, floresta ripícola",,,,,,BRAZIL,BR,TRUE,TRUE,Deguelia costata,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6306,Tachigali subvelutina (Benth.) Oliveira-Filho,-6.0415000915527,-46.632301330566,,,Brazil,,,MA-SITIO NOVO Cerrado sensu stricto CE16,,,,,,BRAZIL,BR,TRUE,TRUE,Tachigali subvelutina,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6328,MELIACEAE sp1,-21.451299667358,-43.18579864502,,,Brazil,,,Poço Dantas,,,,,,BRAZIL,BR,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
DRYFLOR_6331,Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo,-22.841899871826,-49.887500762939,,,Brazil,,,"Ourinhos, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Dahlstedtia muehlbergiana,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6373,Maytenus ilicifolia Mart. ex Reissek,-22.170799255371,-46.71720123291,,,Brazil,,,"Espírito Sando do Pinhal, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus ilicifolia,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6463,Buchenavia oxycarpa (Mart.) Eichler,-16.507999420166,-56.376998901367,,,Brazil,,,"Coxipó da Ponte, floresta ripícola",,,,,,BRAZIL,BR,TRUE,TRUE,Buchenavia oxycarpa,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6491,Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,-16.102500915527,-43.07080078125,,,Brazil,,,"Riacho dos Machados, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Pityrocarpa moniliformis,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6589,Muellera sericea  (Micheli) M.J.Silva & A.M.G.Azevedo,-11.764200210571,-48.999698638916,,,Brazil,,,"Sandolândia, cerradão saturável",,,,,,BRAZIL,BR,TRUE,TRUE,Muellera sericea,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6636,Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,-11.005299568176,-41.278900146484,,,Brazil,,,"Morro do Chapéu, floresta areno-rupícola",,,,,,BRAZIL,BR,TRUE,TRUE,Pityrocarpa moniliformis,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6642,Maytenus floribunda Reissek,-16.543600082397,-49.132999420166,,,Brazil,,,"Edéia, floresta ripícola",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus floribunda,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6731,Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo,-22.694400787354,-51.693599700928,,,Brazil,,,"Lupionópolis, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Dahlstedtia muehlbergiana,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6738,Muellera obtusa (Benth.) M.J.Silva & A.M.G.Azevedo,-5.5994000434875,-40.901401519775,,,Brazil,,,"Novo Oriente, carrasco arenícola",,,,,,BRAZIL,BR,TRUE,TRUE,Muellera obtusa,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_6754,MELASTOMATACEAE sp3,-21.451299667358,-43.18579864502,,,Brazil,,,Poço Dantas,,,,,,BRAZIL,BR,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
DRYFLOR_6838,Muellera campestris (Mart. ex Benth.) M.J.Silva & A.M.G.Azevedo,-23.690799713135,-53.36780166626,,,Brazil,,,"Tomazina, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Muellera campestris,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_7148,Combretaceae sp.,-9.6567001342773,-44.124401092529,,,Brazil,,,"Serra Vermelha, caatinga arbórea",,,,,,BRAZIL,BR,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
DRYFLOR_7214,Deguelia costata (Benth.) A.M.G.Azevedo & R.A.Camargo,-15.126099586487,-44.238899230957,,,Brazil,,,"Cavernas do Peruaçu, caatinga arbórea",,,,,,BRAZIL,BR,TRUE,TRUE,Deguelia costata,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_7235,Maytenus gonoclada Mart.,-21.038900375366,-42.786701202393,,,Brazil,,,"Visconde do Rio Branco, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus gonoclada,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_7404,Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,-9.2341995239258,-40.600299835205,,,Brazil,,,"Petrolina, caatinga quartzosa",,,,,,BRAZIL,BR,TRUE,TRUE,Pityrocarpa moniliformis,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_7444,Myrtaceae sp. 5,-21.451299667358,-43.18579864502,,,Brazil,,,Poço Dantas,,,,,,BRAZIL,BR,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
DRYFLOR_7534,Maytenus gonoclada Mart.,-18.878900527954,-46.862800598145,,,Brazil,,,"Patrocínio, Cratera, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus gonoclada,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_7588,Maytenus aquifolia Mart.,-22.735799789429,-50.674999237061,,,Brazil,,,"Tarumã, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus aquifolia,,,notFound,,,,,,,,,,,,,,,,,
DRYFLOR_7603,Psychotria capitata Ruiz & Pav.,-11.844799995422,-55.502498626709,,,Brazil,,,Fazenda Trairão (Sino-MT),,,,,,BRAZIL,BR,TRUE,TRUE,Psychotria capitata,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_7707,Tachigali rubiginosa (Mart. ex Tul.) Oliveira-Filho,-15.333999633789,-55.888999938965,,,Brazil,,,"Cuiabá, cerradão mesotrófico",,,,,,BRAZIL,BR,TRUE,TRUE,Tachigali rubiginosa,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_7758,Guapira laxa (Netto) Furlan,-3.9091699123383,-40.989700317383,,,Brazil,,,CARRASCO_PLANALTO_IBIAPABA,,,,,,BRAZIL,BR,TRUE,TRUE,Guapira laxa,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_7922,Diploön cuspidatum (Hoehne) Cronq.,-21.273099899292,-43.10530090332,,,Brazil,,,"Rio Pomba, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Diploï¿½n cuspidatum,,,notFound,,,,,,,,,,,,,,,,,
DRYFLOR_8018,Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,-14.163900375366,-43.845600128174,,,Brazil,,,"Carinhanha, caatinga arbórea",,,,,,BRAZIL,BR,TRUE,TRUE,Pityrocarpa moniliformis,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8086,Muellera sericea  (Micheli) M.J.Silva & A.M.G.Azevedo,-20.734699249268,-41.430599212646,,,Brazil,,,Mata do PEAMA Ifes Alegre,,,,,,BRAZIL,BR,TRUE,TRUE,Muellera sericea,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8099,Maytenus gonoclada Mart.,-20.072200775146,-43.668598175049,,,Brazil,,,"Serra da Gandarela, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus gonoclada,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8164,Annonaceae sp.2,-21.451299667358,-43.18579864502,,,Brazil,,,Poço Dantas,,,,,,BRAZIL,BR,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
DRYFLOR_8170,Muellera campestris (Mart. ex Benth.) M.J.Silva & A.M.G.Azevedo,-19.022199630737,-42.136901855469,,,Brazil,,,"Governador Valadares, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Muellera campestris,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8199,Unidentified sp. 8,-4.0999999046326,-41.708301544189,,,Brazil,,,"Sete Cidades, nanofloresta arenícola",,,,,,BRAZIL,BR,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
DRYFLOR_8318,Tachigali denudata (Vogel) Oliveira-Filho,-22.645599365234,-44.722801208496,,,Brazil,,,"Areias, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Tachigali denudata,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8326,Maytenus floribunda Reissek,-18.155599594116,-48.274398803711,,,Brazil,,,"Cabeceiras, cerrado",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus floribunda,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8442,Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,-11.668899536133,-43.216400146484,,,Brazil,,,"Morpará, caatinga carbonática",,,,,,BRAZIL,BR,TRUE,TRUE,Pityrocarpa moniliformis,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8453,Deguelia costata (Benth.) A.M.G.Azevedo & R.A.Camargo,-20.448600769043,-43.175800323486,,,Brazil,,,"Diogo de Vasconcelos, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Deguelia costata,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8466,Dahlstedtia araripensis (Benth.) M.J.Silva & A.M.G.Azevedo,-5.1413898468018,-40.901401519775,,,Brazil,,,"Serra das Almas, caatinga quartzosa",,,,,,BRAZIL,BR,TRUE,TRUE,Dahlstedtia araripensis,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8499,Maytenus floribunda Reissek,-18.655300140381,-49.485599517822,,,Brazil,,,"Capinópolis, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus floribunda,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8512,Hirtella sp. 1,-4.0999999046326,-41.708301544189,,,Brazil,,,"Sete Cidades, nanofloresta arenícola",,,,,,BRAZIL,BR,TRUE,FALSE,Hirtella,,,multipleAccepted,,,,,,,,,,,,,,,,,
DRYFLOR_8666,Deguelia costata (Benth.) A.M.G.Azevedo & R.A.Camargo,-17.879199981689,-42.529399871826,,,Brazil,,,"Aricanduva, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Deguelia costata,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8668,Ziziphus cotinifolia Reissek,-13.428600311279,-40.523899078369,,,Brazil,,,"Maracás, floresta semidecidual de cipó",,,,,,BRAZIL,BR,TRUE,TRUE,Ziziphus cotinifolia,,,synonym | noAcceptedName,GBIF:3876687,Ziziphus cotinifolia,species,synonym,GBIF:8847000,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Sarcomphalus,cotinifolia,,7273809,,Reiss.,Juazeiro
DRYFLOR_8708,Combretaceae sp.1,-21.451299667358,-43.18579864502,,,Brazil,,,Poço Dantas,,,,,,BRAZIL,BR,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
DRYFLOR_8734,Muellera campestris (Mart. ex Benth.) M.J.Silva & A.M.G.Azevedo,-12.15060043335,-39.693599700928,,,Brazil,,,"Ipirá, mata decidual do Agreste",,,,,,BRAZIL,BR,TRUE,TRUE,Muellera campestris,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8761,Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,-7.8730998039246,-38.837501525879,,,Brazil,,,"São José do Belmonte, caatinga quartzosa",,,,,,BRAZIL,BR,TRUE,TRUE,Pityrocarpa moniliformis,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8816,Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo,-22.285600662231,-47.162200927734,,,Brazil,,,"Mogi Guaçu, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Dahlstedtia muehlbergiana,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_8925,Swartzia submarginata (Benth.) Mansano,-22.145299911499,-42.922798156738,,,Brazil,,,"São José do Vale do Rio Preto, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Swartzia submarginata,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9084,Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo,-20.89469909668,-47.039699554443,,,Brazil,,,"São Sebastião do Paraíso, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Dahlstedtia muehlbergiana,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9172,Muellera sericea  (Micheli) M.J.Silva & A.M.G.Azevedo,-12.968600273132,-48.491100311279,,,Brazil,,,"Formoso do Araguaia, cerradão saturável",,,,,,BRAZIL,BR,TRUE,TRUE,Muellera sericea,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9216,Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo,-20.674200057983,-41.999698638916,,,Brazil,,,"Carangola, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Dahlstedtia muehlbergiana,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9218,Xylosma venosa N.E.Brown,-22.841899871826,-49.887500762939,,,Brazil,,,"Ourinhos, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Xylosma venosa,,,notFound,,,,,,,,,,,,,,,,,
DRYFLOR_9220,Maytenus aquifolia Mart.,-23.076700210571,-52.790599822998,,,Brazil,,,"Santa Fé, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus aquifolia,,,notFound,,,,,,,,,,,,,,,,,
DRYFLOR_9225,Maytenus gonoclada Mart.,-21.352500915527,-44.608600616455,,,Brazil,,,"Itutinga, floresta semidecidual",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus gonoclada,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9271,Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,-5.5994000434875,-40.901401519775,,,Brazil,,,"Novo Oriente, carrasco arenícola",,,,,,BRAZIL,BR,TRUE,TRUE,Pityrocarpa moniliformis,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9317,Poincianella bracteosa (Tul.) L.P.Queiroz,-9.2108001708984,-43.495800018311,,,Brazil,,,"Serra das Confusões, nanofloresta arenícola",,,,,,BRAZIL,BR,TRUE,TRUE,Poincianella bracteosa,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9399,Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,-9.2642002105713,-37.902801513672,,,Brazil,,,"Água Branca, caatinga quartzosa",,,,,,BRAZIL,BR,TRUE,TRUE,Pityrocarpa moniliformis,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9414,Poincianella pyramidalis (Tul.) L.P.Queiroz,-16.75,-43.90299987793,,,Brazil,,,"Montes Claros, floresta decidual",,,,,,BRAZIL,BR,TRUE,TRUE,Poincianella pyramidalis,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9474,Tachigali subvelutina (Benth.) Oliveira-Filho,-17.680000305176,-44.143299102783,,,Brazil,,,"Joaquim Felício, floresta ripícola",,,,,,BRAZIL,BR,TRUE,TRUE,Tachigali subvelutina,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9557,Poincianella pluviosa (DC.) L.P.Queiroz,-13.763899803162,-41.007801055908,,,Brazil,,,"Contendas do Sincorá, caatinga alcalina",,,,,,BRAZIL,BR,TRUE,TRUE,Poincianella pluviosa,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9685,Muellera sericea  (Micheli) M.J.Silva & A.M.G.Azevedo,-10.411700248718,-39.187801361084,,,Brazil,,,"Euclides da Cunha, caatinga quartzosa",,,,,,BRAZIL,BR,TRUE,TRUE,Muellera sericea,,,homotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9798,Maytenus floribunda Reissek,-20.348300933838,-46.292499542236,,,Brazil,,,"Vargem Bonita, floresta ripícola",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus floribunda,,,heterotypic synonym,,,,,,,,,,,,,,,,,
DRYFLOR_9870,Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,-11.218299865723,-45.402801513672,,,Brazil,,,"Formosa do Rio Preto, caatinga arbórea",,,,,,BRAZIL,BR,TRUE,TRUE,Pityrocarpa moniliformis,,,homotypic synonym,,,,,,,,,,,,,,,,,
GBIF_89,Pterolepis parnassiifolia var. piatensis S.S.Renner,-13.060556,-41.880556,1077220529,2004-09-18T00:00:00Z,BR,Bahia,,"Chapada Diamantina, Caminho para os quatro morros",,PRESERVED_SPECIMEN,"Guedes, ML",,"Guedes, ML; Cruz, FG; Martins, DV; Gomes, DF; et al.",BRAZIL,BR,TRUE,TRUE,Pterolepis parnassiifolia piatensis,,,multipleAccepted,,,,,,,,,,,,,,,,,
GBIF_278,Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,-5.58,-35.64,1455707829,2014-09-26T00:00:00Z,BR,Rio Grande do Norte,,Conglomerado RN 01-1-1F6.,,PRESERVED_SPECIMEN,"Delgado Junior, G. C.",,Santos. L. A. S.,BRAZIL,BR,TRUE,TRUE,Pityrocarpa moniliformis,,,homotypic synonym,,,,,,,,,,,,,,,,,
GBIF_293,Vernonia linearis Spreng.,-15.573889,-47.905278,1089105693,2004-06-03T00:00:00Z,BR,Distrito Federal,,Sobradinho. Chapada da Contagem (estrada depois da Fercal).&nf;Ambiente: campo limpo.&nf;Relevo: inclinado.&nf;Substrato: solo argiloso claro.,,PRESERVED_SPECIMEN,"Bringel Jr, JBA",,"Bringel Jr, JBA; Rodrigues, AS; Pereira, JB; et al.",BRAZIL,BR,TRUE,TRUE,Vernonia linearis,,,heterotypic synonym,,,,,,,,,,,,,,,,,
GBIF_618,Vernonia ligulifolia Mart. ex DC.,-10.295833,-48,1272055960,1994-04-15T00:00:00Z,BR,Tocantins,,Córrego Brejo da Lagoa,,PRESERVED_SPECIMEN,"Teles, AM",,"Lima, IV; et al.",BRAZIL,BR,TRUE,TRUE,Vernonia ligulifolia,,,homotypic synonym,,,,,,,,,,,,,,,,,
GBIF_1052,Banisteriopsis malifolia var. malifolia,-10.8339,-52.8731,1228446433,"",BR,"",,"",,PRESERVED_SPECIMEN,"",,"",BRAZIL,BR,TRUE,TRUE,Banisteriopsis malifolia malifolia,,,multipleAccepted,,,,,,,,,,,,,,,,,
GBIF_1084,Trichanthecium Zuloaga & Morrone,-20.195,-43.978889,1095320969,2005-03-15T00:00:00Z,BR,Mg,,"rampa de decolagem Clube de Vôo livre Belo Horizonte Serra da Moeda. Lat. 20°11'42"""" S long. 43°58'44"""" W",,PRESERVED_SPECIMEN,"Longhi-Wagner, HM",,"Longhi-Wagner, HM; Zuloaga",BRAZIL,BR,TRUE,TRUE,Trichanthecium,,,notFound,,,,,,,,,,,,,,,,,
GBIF_1377,Baccharis genistelloides (Lam.) Pers.,-23.85,-46.45,2626942053,1986-10-08T00:00:00Z,BR,São Paulo,,"Mun. Cubatão, Serra da Paranapiacaba, degraded; rain forest and campos N of Cubatao, 1-2 km NE of; Pouso Paranapiacaba, c. 800 m, 23°51'S, 46°27'W; common, suffruticose, 0.5-1 m high; fls. whitish.",,PRESERVED_SPECIMEN,"",,Grady L. Webster,BRAZIL,BR,TRUE,TRUE,Baccharis genistelloides,,,heterotypic synonym,,,,,,,,,,,,,,,,,
GBIF_1452,Hymenophyllum polyanthos Sw.,-25.5099,-48.9826,2427810794,2015-05-01T00:00:00Z,BR,Paraná,,"Serra do Marumbí, trilha para o pico Torre Amarela",,PRESERVED_SPECIMEN,"Matos, F.",,"Völtz, R.R.; Santos, G.H.",BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
GBIF_1463,Eriochrysis P.Beauv.,-18.668611,-54.989722,1424467218,2012-11-02T00:00:00Z,BR,Mato Grosso do Sul,,"Pantanal. Em Vereda, banhado.",,PRESERVED_SPECIMEN,"",,B. Toncic; R. F. Monteiro,BRAZIL,BR,TRUE,TRUE,Eriochrysis,,,multipleAccepted,,,,,,,,,,,,,,,,,
GBIF_1507,Fuchsia L.,-22.376111,-44.6975,1423896577,2015-02-07T00:00:00Z,BR,Rio de Janeiro,,"Planalto, ao lado do Abrigo Rebolças. Parque Nacional do Itatiaia",,PRESERVED_SPECIMEN,"",,R.G.Barbosa-Silva; L. S. B. Calazans; D. S. Gissi & M. A. B. Calazans,BRAZIL,BR,TRUE,TRUE,Fuchsia,,,multipleAccepted,,,,,,,,,,,,,,,,,
GBIF_1525,Psychotria pubigera Schltdl.,-22,-42.05,1260609105,1986-11-25T00:00:00Z,BR,Rio de Janeiro,,"Nova Friburgo, Reserva Ecológica municipal de Macaé de Cima, margem do io das Flores.",,PRESERVED_SPECIMEN,C.M. Taylor (MO),,S.V.A. Pessoa|et al.,BRAZIL,BR,TRUE,TRUE,Psychotria pubigera,,,homotypic synonym,,,,,,,,,,,,,,,,,
