database_id,verbatim_scientificName,decimalLatitude,decimalLongitude,occurrenceID,verbatimEventDate,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,identifiedBy,coordinateUncertaintyInMeters,recordedBy,country_suggested,countryCode,coordinates_transposed,.uncer_terms,original_search,suggested_name,distance,notes,taxonID,scientificName,taxonRank,taxonomicStatus,acceptedNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,parentNameUsageID,originalNameUsageID,scientificNameAuthorship,vernacularName
AT_EPIPHYTES_86,Hymenophyllum polyanthos,-25.240888,-48.830907,E6144,2011,Brazil,PARANA,CAMPINA GRANDE DO SUL,Morro Caratuva,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_225,Hymenophyllum polyanthos,-22.1225,-44.7443,E6435,2013,Brazil,MATO GROSSO DO SUL,BAEPENDI,"Parque Estadual da Serra do Papagaio, Chapadao",500,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_227,Hymenophyllum polyanthos,-25.240888,-48.830907,E6147,2011,Brazil,PARANA,CAMPINA GRANDE DO SUL,Morro Caratuva,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_234,Elaphoglossum rigidum,-15.391667,-39.565278,E0324,2010,Brazil,BAHIA,CAMACAN,RPPN Serra Bonita,Study site,,,,,BRAZIL,BR,TRUE,TRUE,Elaphoglossum rigidum,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_429,Codonanthopsis uleana,-19.2328,-40.042,E0292,,Brazil,ESPIRITO SANTO,LINHARES,"Reserva Natural da CVRD. Estrada Flamengo, km 1,2, ao lado ant. campo de futebol.",Municipality,,,,,BRAZIL,BR,TRUE,TRUE,Codonanthopsis uleana,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_494,Elaphoglossum rigidum,-15.391667,-39.565278,E0323,2010,Brazil,BAHIA,CAMACAN,RPPN Serra Bonita,Study site,,,,,BRAZIL,BR,TRUE,TRUE,Elaphoglossum rigidum,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_621,Elaphoglossum rigidum,-15.391667,-39.565278,E0322,2010,Brazil,BAHIA,CAMACAN,RPPN Serra Bonita,Study site,,,,,BRAZIL,BR,TRUE,TRUE,Elaphoglossum rigidum,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_629,Hymenophyllum polyanthos,-25.447705,-48.929986,E9811,2001,Brazil,PARANA,MORRETES,Morro Facaozinho,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_697,Hymenophyllum polyanthos,-21.69636,-43.89749,E3747,2014,Brazil,MATO GROSSO DO SUL,LIMA DUARTE,"Parque Estadual do Ibitipoca, Gruta do Cruzeiro",100,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_708,Hymenophyllum polyanthos,-22.36986,-44.7097,E1251,2017,Brazil,RIO DE JANEIRO,RESENDE,"Parque Nacional do Itatiaia, Pedra do Camelo",20,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_720,Hymenophyllum polyanthos,-25.240888,-48.830907,E6138,2011,Brazil,PARANA,CAMPINA GRANDE DO SUL,Morro Caratuva,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_737,Hymenophyllum polyanthos,-25.447705,-48.929986,E9807,2001,Brazil,PARANA,MORRETES,Morro Facaozinho,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_844,Archilejeunea auberiana,-6.9836,-35.7445,E0030,2009,Brazil,PARAIBA,AREIA,Parque Estadual Mata do Pau-ferro,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Archilejeunea auberiana,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_959,Hymenophyllum polyanthos,-25.497056,-48.981299,E1577,2010,Brazil,PARANA,PIRAQUARA,PE Marumbi Nucleo Cayuguava,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_1073,Hymenophyllum polyanthos,-25.240888,-48.830907,E5935,2011,Brazil,PARANA,CAMPINA GRANDE DO SUL,Morro Caratuva,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_1093,Hymenophyllum polyanthos,-21.70188,-43.88374,E2683,2014,Brazil,MATO GROSSO DO SUL,LIMA DUARTE,"Parque Estadual do Ibitipoca, Gruta do Monjolinho",100,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_1113,Hymenophyllum polyanthos,-29.070825,-49.96165556,47,2015,Brazil,RIO GRANDE DO SUL,CAMBARA DO SUL,Nacional Aparados da Serra Park,1.5,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_1171,Christensonella paranaensis,-25.0239,-50.5842,E12535,,Brazil,PARANA,IPIRANGA,Ipiranga. Coatis.,Coordinates given in the herbarium record,,,,,BRAZIL,BR,TRUE,TRUE,Christensonella paranaensis,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_1187,Hymenophyllum polyanthos,-29.17386944,-50.07205,732,2015,Brazil,RIO GRANDE DO SUL,CAMBARA DO SUL,Nacional Aparados da Serra Park,1.5,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_1245,Christensonella paranaensis,-22.142,-44.7328,E7337,2013,Brazil,MATO GROSSO DO SUL,BAEPENDI,Parque Estadual da Serra do Papagaio,2000,,,,,BRAZIL,BR,TRUE,TRUE,Christensonella paranaensis,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_1359,Hymenophyllum polyanthos,-25.240888,-48.830907,E6228,2011,Brazil,PARANA,CAMPINA GRANDE DO SUL,Morro Caratuva,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_1457,Hymenophyllum polyanthos,-27.6167,-49.1333,12192,2009,Brazil,SANTA CATARINA,RANCHO QUEIMADO,Mato Frances,Municipality,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_1474,Hymenophyllum polyanthos,-25.528984,-49.012214,E12447,2006,Brazil,PARANA,PIRAQUARA,Haras Santo Antonio,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_1707,Hymenophyllum polyanthos,-29.03395833,-49.98168333,363,2015,Brazil,RIO GRANDE DO SUL,CAMBARA DO SUL,Nacional Aparados da Serra Park,1.5,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_1764,Hymenophyllum polyanthos,-21.69636,-43.89749,E3612,2014,Brazil,MATO GROSSO DO SUL,LIMA DUARTE,"Parque Estadual do Ibitipoca, Gruta do Cruzeiro",100,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_1884,Hymenophyllum polyanthos,-21.70188,-43.88374,E2459,2014,Brazil,MATO GROSSO DO SUL,LIMA DUARTE,"Parque Estadual do Ibitipoca, Gruta do Monjolinho",100,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_2140,Hymenophyllum polyanthos,-29.35781,-49.757112,E0107,1986,Brazil,RIO GRANDE DO SUL,TORRES,Faxinal,Study site,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_2188,Hymenophyllum polyanthos,-25.447705,-48.929986,E9806,2001,Brazil,PARANA,MORRETES,Morro Facaozinho,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_2215,Hymenophyllum polyanthos,-25.528984,-49.012214,E12619,2006,Brazil,PARANA,PIRAQUARA,Haras Santo Antonio,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_2220,Hymenophyllum polyanthos,-26.7167,-49.5833,26118,2010,Brazil,SANTA CATARINA,DOUTOR PEDRINHO,Forcacao,Municipality,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_2386,Hymenophyllum polyanthos,-25.528984,-49.012214,E1483,2006,Brazil,PARANA,PIRAQUARA,Haras Santo Antonio,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_2496,Hymenophyllum polyanthos,-25.528984,-49.012214,E12379,2006,Brazil,PARANA,PIRAQUARA,Haras Santo Antonio,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_2593,Hymenophyllum polyanthos,-21.69636,-43.89749,E3185,2014,Brazil,MATO GROSSO DO SUL,LIMA DUARTE,"Parque Estadual do Ibitipoca, Gruta do Cruzeiro",100,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_2840,Hymenophyllum polyanthos,-22.1225,-44.7443,E6423,2013,Brazil,MATO GROSSO DO SUL,BAEPENDI,"Parque Estadual da Serra do Papagaio, Chapadao",500,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_3014,Hymenophyllum polyanthos,-25.528984,-49.012214,E12619,2006,Brazil,PARANA,PIRAQUARA,Haras Santo Antonio,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_3040,Phlegmariurus comans,-25.666271,-49.269229,E7672,2017,Brazil,PARANA,FAZENDA RIO GRANDE,Fazenda Experimental Gralha Azul 2,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Phlegmariurus comans,,,notFound,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_3131,Christensonella paranaensis,-22.142,-44.7328,E7341,2013,Brazil,MATO GROSSO DO SUL,BAEPENDI,Parque Estadual da Serra do Papagaio,2000,,,,,BRAZIL,BR,TRUE,TRUE,Christensonella paranaensis,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_3246,Christensonella paranaensis,-24.9744,-49.0858,E12547,,Brazil,PARANA,TUNAS DO PARANA,"Estrada para o parque das Lauraceas, chacara Paraiso.",Coordinates given in the herbarium record,,,,,BRAZIL,BR,TRUE,TRUE,Christensonella paranaensis,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_3374,Codonanthopsis uleana,-14.781944,-39.069167,E7052,,Brazil,BAHIA,ILHEUS,mata da Esperanca. 3KM ao N da Rodoviaria. mata ao N da represa.,Coordinates given in the herbarium record,,,,,BRAZIL,BR,TRUE,TRUE,Codonanthopsis uleana,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_3380,Billbergia elegans,-20.2533,-43.8014,E4268,,Brazil,MATO GROSSO DO SUL,ITABIRITO,Pico de Itabirito,Coordinates given in the herbarium record,,,,,BRAZIL,BR,TRUE,TRUE,Billbergia elegans,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_3569,Hymenophyllum polyanthos,-22.36986,-44.7097,E1236,2017,Brazil,RIO DE JANEIRO,RESENDE,"Parque Nacional do Itatiaia, Pedra do Camelo",20,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_3595,Hymenophyllum polyanthos,-26.05,-48.7167,23336,2010,Brazil,SANTA CATARINA,GARUVA,Sol Nascente,Municipality,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_3675,Hymenophyllum polyanthos,-20.48032,-41.83186,E0120,2017,Brazil,MATO GROSSO DO SUL,ALTO CAPARAO,"Parque Nacional do Caparao, Macieira",20,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_3769,Hymenophyllum polyanthos,-21.70188,-43.88374,E2736,2014,Brazil,MATO GROSSO DO SUL,LIMA DUARTE,"Parque Estadual do Ibitipoca, Gruta do Monjolinho",100,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_3964,Campyloneurum phyllitidis,-20.902667,-56.531,CGMS 33205,2011,Brazil,MATO GROSSO DO SUL,BONITO,Fazenda Rio Bonito.,Coordinates given in the herbarium record,,,,,BRAZIL,BR,TRUE,TRUE,Campyloneurum phyllitidis,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_3976,Hymenophyllum polyanthos,-25.528984,-49.012214,E1117,2006,Brazil,PARANA,PIRAQUARA,Haras Santo Antonio,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_4137,Hymenophyllum polyanthos,-25.240888,-48.830907,E6010,2011,Brazil,PARANA,CAMPINA GRANDE DO SUL,Morro Caratuva,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_4148,Hymenophyllum polyanthos,-22.36364,-44.74142,E1049,2017,Brazil,MATO GROSSO DO SUL,ITAMONTE,"Parque Nacional do Itatiaia, Casa de Pedra",20,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_4378,Hymenophyllum polyanthos,-25.447705,-48.929986,E9777,2001,Brazil,PARANA,MORRETES,Morro Facaozinho,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_4610,Christensonella paranaensis,-22.747903,-44.614133,E0199,2014,Brazil,SAO PAULO,SAO JOSE DO BARREIRO,Parque Nacional da Serra da Bocaina. Trilha para a cachoeira Sto Isidoro,Study site,,,,,BRAZIL,BR,TRUE,TRUE,Christensonella paranaensis,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_4813,Hymenophyllum polyanthos,-20.72175,-42.48216,E0506,2017,Brazil,MATO GROSSO DO SUL,ARAPONGA,"Parque Estadual Serra do Brigadeiro, Pico do Grama",20,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_4835,Hymenophyllum polyanthos,-25.447705,-48.929986,E9799,2001,Brazil,PARANA,MORRETES,Morro Facaozinho,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_5142,Hymenophyllum polyanthos,-25.528984,-49.012214,E12606,2006,Brazil,PARANA,PIRAQUARA,Haras Santo Antonio,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_5197,Hymenophyllum polyanthos,-21.69636,-43.89749,E3169,2014,Brazil,MATO GROSSO DO SUL,LIMA DUARTE,"Parque Estadual do Ibitipoca, Gruta do Cruzeiro",100,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_5216,Hymenophyllum polyanthos,-25.447705,-48.929986,E9774,2001,Brazil,PARANA,MORRETES,Morro Facaozinho,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_5273,Hymenophyllum polyanthos,-25.240888,-48.830907,E6275,2011,Brazil,PARANA,CAMPINA GRANDE DO SUL,Morro Caratuva,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_5450,Codonanthopsis uleana,-7.9408,-34.8731,E7062,,Brazil,PERNAMBUCO,PAULISTA,Engenho Seringas Velho,Coordinates given in the herbarium record,,,,,BRAZIL,BR,TRUE,TRUE,Codonanthopsis uleana,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_5615,Christensonella paranaensis,-29.35781,-49.757112,E0127,1986,Brazil,RIO GRANDE DO SUL,TORRES,Faxinal,Study site,,,,,BRAZIL,BR,TRUE,TRUE,Christensonella paranaensis,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_5811,Hymenophyllum polyanthos,-22.35813,-44.73767,E0930,2017,Brazil,MATO GROSSO DO SUL,ITAMONTE,"Parque Nacional do Itatiaia, Brejo da Lapa",20,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_5815,Hymenophyllum polyanthos,-25.240888,-48.830907,E6007,2011,Brazil,PARANA,CAMPINA GRANDE DO SUL,Morro Caratuva,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_5938,Christensonella paranaensis,-22.142,-44.7328,E7348,2013,Brazil,MATO GROSSO DO SUL,BAEPENDI,Parque Estadual da Serra do Papagaio,2000,,,,,BRAZIL,BR,TRUE,TRUE,Christensonella paranaensis,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_5970,Ficus clusiifolia,-20.26,-40.42,473771,2008,Brazil,ESPIRITO SANTO,CARIACICA,"",Municipality,,,,,BRAZIL,BR,TRUE,TRUE,Ficus clusiifolia,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_5993,Hymenophyllum polyanthos,-21.69636,-43.89749,E2818,2014,Brazil,MATO GROSSO DO SUL,LIMA DUARTE,"Parque Estadual do Ibitipoca, Gruta do Cruzeiro",100,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_6063,Christensonella paranaensis,-25.492056,-48.996056,E12552,,Brazil,PARANA,PIRAQUARA,Mananciais da Serra,Coordinates given in the herbarium record,,,,,BRAZIL,BR,TRUE,TRUE,Christensonella paranaensis,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_6121,Phlegmariurus comans,-22.35111,-44.73056,536448,2012,Brazil,MATO GROSSO DO SUL,ITAMONTE,"",Coordinates given in the herbarium record,,,,,BRAZIL,BR,TRUE,TRUE,Phlegmariurus comans,,,notFound,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_6135,Hymenophyllum polyanthos,-22.1225,-44.7443,E6436,2013,Brazil,MATO GROSSO DO SUL,BAEPENDI,"Parque Estadual da Serra do Papagaio, Chapadao",500,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_6172,Hymenophyllum polyanthos,-20.74142,-42.47723,E0195,2017,Brazil,MATO GROSSO DO SUL,ARAPONGA,"Parque Estadual Serra do Brigadeiro, Pico do Pato",20,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_6318,Codonanthopsis uleana,-9.3833,-35.8417,E7058,,Brazil,ALAGOAS,MESSIAS,Engenho Oriente-Serra da Cachoeira. mata.,Coordinates given in the herbarium record,,,,,BRAZIL,BR,TRUE,TRUE,Codonanthopsis uleana,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_6620,Hymenophyllum polyanthos,-22.1225,-44.7443,E6431,2013,Brazil,MATO GROSSO DO SUL,BAEPENDI,"Parque Estadual da Serra do Papagaio, Chapadao",500,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_6702,Hymenophyllum polyanthos,-22.36364,-44.74142,E1052,2017,Brazil,MATO GROSSO DO SUL,ITAMONTE,"Parque Nacional do Itatiaia, Casa de Pedra",20,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_6900,Ficus clusiifolia,-22.425402,-42.747049,E0485,2018,Brazil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Guapiacu,10,,,,,BRAZIL,BR,TRUE,TRUE,Ficus clusiifolia,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_7070,Hymenophyllum polyanthos,-21.70193,-43.87246,E4058,2014,Brazil,MATO GROSSO DO SUL,LIMA DUARTE,"Parque Estadual do Ibitipoca, Gruta do Piao",100,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_7203,Phlegmariurus comans,-26.1,-49.05,28494,2010,Brazil,SANTA CATARINA,JOINVILLE,Cubatao,Municipality,,,,,BRAZIL,BR,TRUE,TRUE,Phlegmariurus comans,,,notFound,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_7359,Hymenophyllum polyanthos,-22.35813,-44.73767,E0951,2017,Brazil,MATO GROSSO DO SUL,ITAMONTE,"Parque Nacional do Itatiaia, Brejo da Lapa",20,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_7471,Hymenophyllum polyanthos,-22.35813,-44.73767,E0816,2017,Brazil,MATO GROSSO DO SUL,ITAMONTE,"Parque Nacional do Itatiaia, Brejo da Lapa",20,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_7477,Hymenophyllum polyanthos,-25.528984,-49.012214,E1281,2006,Brazil,PARANA,PIRAQUARA,Haras Santo Antonio,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_7517,Hymenophyllum polyanthos,-22.35813,-44.73767,E0846,2017,Brazil,MATO GROSSO DO SUL,ITAMONTE,"Parque Nacional do Itatiaia, Brejo da Lapa",20,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_7733,Hymenophyllum polyanthos,-21.69636,-43.89749,E3643,2014,Brazil,MATO GROSSO DO SUL,LIMA DUARTE,"Parque Estadual do Ibitipoca, Gruta do Cruzeiro",100,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_7921,Hymenophyllum polyanthos,-29.023125,-49.95099167,255,2015,Brazil,RIO GRANDE DO SUL,CAMBARA DO SUL,Nacional Aparados da Serra Park,1.5,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_7935,Hymenophyllum polyanthos,-29.1894,-50.09452222,622,2015,Brazil,RIO GRANDE DO SUL,CAMBARA DO SUL,Nacional Aparados da Serra Park,1.5,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_8039,Hymenophyllum polyanthos,-25.447705,-48.929986,E9821,2001,Brazil,PARANA,MORRETES,Morro Facaozinho,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_8073,Hymenophyllum polyanthos,-20.72175,-42.48216,E0524,2017,Brazil,MATO GROSSO DO SUL,ARAPONGA,"Parque Estadual Serra do Brigadeiro, Pico do Grama",20,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_8090,Hymenophyllum polyanthos,-25.528984,-49.012214,E12555,2006,Brazil,PARANA,PIRAQUARA,Haras Santo Antonio,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_8136,Christensonella paranaensis,-22.142,-44.7328,E7352,2013,Brazil,MATO GROSSO DO SUL,BAEPENDI,Parque Estadual da Serra do Papagaio,2000,,,,,BRAZIL,BR,TRUE,TRUE,Christensonella paranaensis,,,homotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_8145,Hymenophyllum polyanthos,-25.661593,-49.277089,E6791,2015,Brazil,PARANA,FAZENDA RIO GRANDE,Fazenda Experimental Gralha Azul,Forest fragment,,,,,BRAZIL,BR,TRUE,TRUE,Hymenophyllum polyanthos,,,heterotypic synonym,,,,,,,,,,,,,,,,,
AT_EPIPHYTES_8272,Christensonella paranaensis,-29.643417,-53.904,E12527,,Brazil,RIO GRANDE DO SUL,SANTA MARIA,"",Coordinates given in the herbarium record,,,,,BRAZIL,BR,TRUE,TRUE,Christensonella paranaensis,,,homotypic synonym,,,,,,,,,,,,,,,,,
