database_id,scientificName,decimalLatitude,decimalLongitude,occurrenceID,verbatimEventDate,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,identifiedBy,coordinateUncertaintyInMeters,recordedBy,.scientificName_empty,.basisOfRrecords_notStandard,country_suggested,countryCode,coordinates_transposed,.coordinates_country_inconsistent
BIEN_1,Casearia eichleriana,,,280,1986-11-18,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_5,"",,,2724,"",,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_17,Pouteria anomala,,,42,2005-12-10,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_28,Cyrtopodium virescens,,,1227,1994-10-05,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_31,Psychotria lupulina,,,2724,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_36,Pouteria decorticans,,,36,2004-04-11,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_114,Mimosa taimbensis,,,1646,2007-10-04,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_122,Habenaria pratensis,,,690,2011-11-11,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_154,"",,,1928,2012-10-04,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_159,Psychotria deflexa,,,1928,1983-09-19,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_163,"",,,3510,2000-11-30,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_168,Eugenia protenta,,,3271,1995-10-13,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_170,"",,,3493,1999-02-26,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_211,"",,,1227,1964-08-23,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_228,"",,,3012,1963-09-01,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_241,Rhipsalis russellii,,,2724,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_261,Cedrela fissilis,,,2756,2009-12-10,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_276,Dioscorea demourae,,,1278,2009-09-22,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_303,"",,,1307,1996-10-24,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_304,Casearia ulmifolia,,,2756,2017-04-17,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_318,"",,,1278,2008-04-08,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_319,"",,,619,1984-01-01,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_325,"",,,3083,2010-01-27,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_331,Habenaria repens,,,2756,2005-11-26,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_346,Psychotria loefgrenii,,,3567,1894-07-26,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_348,"",,,3120,1999-11-17,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_393,Eugenia cupulata,,,104,1981-08-14,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_428,"",,,1028,2006-01-21,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_446,Vouacapoua americana,,,36,2005-03-31,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_462,Casearia mestrensis,,,1928,2015-02-10,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_476,Eugenia punicifolia,,,1365,2001-11-21,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_489,Euphorbia phosphorea,,,3083,2014-05-17,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_492,Eugenia florida,,,196,1999-10-06,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_516,"",,,3271,2003-09-27,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_519,"",,,3493,1994-01-13,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_523,Cyathea microdonta,,,2095,1995-03-13,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_530,Pouteria krukovii,,,2075,1933-08-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_536,Casearia javitensis,,,280,1977-10-11,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_542,Cyperus hermaphroditus,,,2637,2005-01-20,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_543,Cyperus papyrus,,,3114,1995-08-29,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_547,Epidendrum dendrobioides,,,3716,1992-02-04,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_564,"",,,1928,2000-02-13,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_584,"",,,2724,2006-02-09,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_614,Bulbophyllum tripetalum,,,104,1966-03-04,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_625,Eugenia itacarensis,,,1928,1994-02-06,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_632,Prosthechea vespa,,,3380,2010-12-03,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_633,Thelypteris hispidula,,,3510,2013-05-04,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_637,Pouteria gardneriana,,,1928,2012-10-03,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_693,Cyathea phalerata,,,1646,2010-02-22,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_721,Dalbergia miscolobium,,,280,1966-03-06,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_722,Zygopetalum maculatum,,,125,2000-04-13,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_726,Psychotria colorata,,,1928,2015-02-19,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_727,Casearia commersoniana,,,3510,1998-09-22,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_728,"",,,2180,2016-06-26,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_764,Casearia arborea,,,3271,1979-10-27,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_768,"",,,3083,2013-07-23,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_778,Eugenia punicifolia,,,249,1997-09-30,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_789,Psychotria leiocarpa,,,2136,1999-11-25,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_820,"",,,1028,2007-10-13,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_821,Thelypteris vivipara,,,2201,2004-12-10,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_842,"",,,1758,1987-11-02,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_843,Psychotria myriantha,,,3567,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_852,Cyperus haspan,,,3114,2007-08-23,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_858,Cyathea corcovadensis,,,2515,2008-11-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_873,Eugenia pisiformis,,,1928,2011-09-11,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_906,Cereus jamacaru,,,3165,1900-01-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_935,Eurystyles actinosophila,,,3510,2002-04-18,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_960,Epidendrum rigidum,,,1646,2010-06-21,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_961,"",,,104,1962-01-05,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_965,Epidendrum fulgens,,,2774,2008-11-05,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_978,Eugenia verticillata,,,1646,2008-02-26,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1000,Eugenia ligustrina,,,3012,2017-01-11,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1005,Cyperus andreanus,,,1028,1995-02-21,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1017,Casearia obliqua,,,2136,1983-11-29,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1053,Rhipsalis elliptica,,,1153,2003-04-21,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1074,Eugenia flavescens,,,3567,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1077,Justicia floribunda,,,104,1996-09-20,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1091,Euphorbia hyssopifolia,,,2879,1981-07-07,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1116,Cyathea cyatheoides,,,619,1971-01-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1124,Eugenia egensis,,,3567,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1136,Cyperus lanceolatus,,,104,1973-02-04,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1138,Eugenia leptoclada,,,1928,2006-11-17,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1151,Dioscorea amaranthoides,,,619,1979-01-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1161,"",,,1928,2010-05-25,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1163,Podocarpus sellowii,,,2756,2003-10-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1168,Cyrtopodium intermedium,,,1307,1995-04-04,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1170,Casearia sylvestris,,,1278,2009-10-17,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1205,Pilosocereus pentaedrophorus,,,2756,2000-04-14,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1206,Bulbophyllum regnellii,,,1646,2010-07-10,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1207,Diospyros inconstans,,,104,1979-04-03,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1212,"",,,36,2008-11-06,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1215,Diospyros inconstans,,,2756,2009-07-09,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1221,Prosthechea bulbosa,,,1646,2010-06-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1247,Tacinga inamoena,,,2756,2005-11-29,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1277,Psychotria rhombibractea,,,3567,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1289,"",,,2258,2014-12-03,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1292,Arrojadoa eriocaulis,,,3083,2015-11-14,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1313,Cyperus articulatus,,,2136,1974-02-27,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1318,Psychotria leitana,,,2136,2009-11-12,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1321,"",,,619,2010-01-01,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1326,Psychotria suterella,,,3012,1996-03-29,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1333,"",,,2724,2007-05-04,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1339,Rhipsalis floccosa,,,2515,2011-03-19,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1359,Psychotria vellosiana,,,3114,2016-10-19,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1364,"",,,3493,2013-03-20,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1378,Cyathea axillaris,,,3567,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1386,Eugenia burkartiana,,,3422,2014-06-24,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1387,Cyathea atrovirens,,,3271,1952-03-04,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1391,"",,,2018,2014-09-04,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1409,Thelypteris amambayensis,,,2515,2010-12-16,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1428,Thelypteris serrata,,,2258,2003-05-07,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1430,Pouteria grandiflora,,,306,2010-08-25,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1476,"",,,3165,2011-04-23,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1478,"",,,3716,1988-12-06,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1486,Malaxis excavata,,,2515,2011-03-17,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1487,Dalbergia frutescens,,,3493,1939-10-26,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1489,Dalbergia frutescens,,,1278,2007-11-21,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1490,"",,,1928,2014-03-13,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1511,Eugenia dysenterica,,,3199,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1514,"",,,1278,2010-06-30,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1524,Eugenia hilariana,,,3527,1988-05-28,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1573,Pouteria flavilatex,,,42,2011-09-14,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1583,Eugenia punicifolia,,,3527,1992-03-22,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1587,Epidendrum cristatum,,,1646,2012-01-06,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1608,Psychotria suterella,,,1365,2000-04-19,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1630,"",,,104,1972-02-12,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1644,Epidendrum cinnabarinum,,,2854,2012-01-11,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1648,Pouteria gardneri,,,2180,2011-11-02,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1665,Aspidogyne commelinoides,,,3422,2014-03-02,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1688,Habenaria pungens,,,2258,2016-04-07,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1722,Dalbergia ecastaphyllum,,,3083,2013-02-05,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1727,"",,,1928,1997-06-14,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1730,"",,,1928,2003-07-24,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1746,Rhipsalis pachyptera,,,249,2010-11-11,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1747,Eugenia stictopetala,,,3716,1982-10-11,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1749,Psychotria schlechtendaliana,,,971,2002-06-12,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1750,Cyperus odoratus,,,690,2008-01-29,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1751,Psychotria colorata,,,2458,2005-08-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1757,Rhetinantha notylioglossa,,,2728,2016-05-15,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1759,Eugenia pyriformis,,,2774,2014-01-10,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1768,Dalbergia miscolobium,,,2879,2009-05-02,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1775,Psychotria mapourioides,,,104,1983-10-02,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1780,Euphorbia potentilloides,,,3012,1997-02-16,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1782,Casearia javitensis,,,2756,1997-02-16,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1789,Campylocentrum micranthum,,,2458,2009-04-29,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1793,"",,,1632,2015-07-10,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_1837,Casearia melliodora,,,3527,1994-02-20,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1861,Eugenia pyriformis,,,3120,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1869,Pouteria williamii,,,2095,1997-12-02,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1876,Eugenia itajurensis,,,3120,2014-11-02,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1878,Euphorbia phosphorea,,,2756,2008-07-10,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1902,Balfourodendron riedelianum,,,3493,1999-10-14,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1932,Cyperus ligularis,,,3120,1962-05-27,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_1959,"",,,2756,2016-09-08,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_2060,Eugenia bimarginata,,,104,1964-07-18,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2084,"",,,1028,2006-08-12,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_2094,Casearia arborea,,,3510,1998-10-29,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2123,Psychotria vellosiana,,,3493,2014-10-13,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2140,Cassytha filiformis,,,3199,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2148,Dalbergia acuta,,,3199,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2153,Isoetes ramboi,,,2201,2010-07-13,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2159,Habenaria obtusa,,,3120,1976-01-15,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2169,"",,,104,1985-11-05,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_2190,"",,,280,1996-11-24,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_2236,Eugenia brevipedunculata,,,3547,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2243,Cyperus haspan,,,2258,2015-06-18,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2247,Eugenia punicifolia,,,2756,1999-05-03,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2266,Cyperus meyenianus,,,1825,2011-10-08,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2289,Psychotria nemorosa,,,1928,2016-08-10,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2304,Amburana cearensis,,,1928,1979-08-08,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2354,Pouteria ramiflora,,,249,1968-08-03,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2367,Dalbergia gracilis,,,2724,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2374,Eugenia punicifolia,,,2472,2002-03-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2411,Eugenia uniflora,,,125,1980-10-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2415,Cyperus compressus,,,786,2009-01-22,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2427,"",,,36,2007-12-10,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_2429,Psychotria platypoda,,,2724,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2449,Casearia javitensis,,,3527,2008-01-10,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2458,"",,,2724,"",,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_2478,Pleurothallis pectinata,,,125,2002-06-09,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2507,Eugenia cuprea,,,1928,1988-11-07,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2514,Psychotria cupularis,,,971,1994-04-15,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2524,Eugenia patrisii,,,3567,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2552,Psychotria carthagenensis,,,1928,1983-07-21,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2553,Pouteria oppositifolia,,,36,2007-12-10,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2566,Eugenia punicifolia,,,3120,1993-09-25,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2582,Casearia sylvestris,,,2238,2005-11-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2594,"",,,3702,2007-12-19,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_2595,Psychotria leiocarpa,,,1839,2000-10-23,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2598,Psychotria bahiensis,,,3165,2010-04-30,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2605,Parodia ottonis,,,2756,2005-11-28,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2619,Cyperus haspan,,,2747,2004-08-22,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2622,Cyperus compressus,,,610,2008-03-28,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2626,Psychotria lupulina,,,2075,1851-09-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2627,Eugenia stictopetala,,,3120,1995-06-08,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2648,Eugenia citrifolia,,,42,2006-08-22,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2653,Mollinedia lamprophylla,,,196,2007-01-10,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2674,Gomesa ranifera,,,3510,2000-06-14,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2697,Habenaria magdalenensis,,,2515,2007-03-20,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2720,Casearia arborea,,,2756,2008-10-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2723,Catasetum hopkinsonianum,,,1849,2012-05-19,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2742,Psychotria arirambana,,,280,1983-08-09,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2787,Casearia spruceana,,,3567,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2810,Dioscorea amaranthoides,,,1928,1984-06-23,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2822,Eugenia neoverrucosa,,,3114,1993-12-31,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2828,"",,,2258,2012-08-14,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_2839,Cyperus lanceolatus,,,2724,1977-03-25,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2850,Psychotria leiocarpa,,,1667,2011-10-18,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2900,Psychotria bracteocardia,,,3567,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2903,Euphorbia hyssopifolia,,,3547,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2926,Casearia sylvestris,,,1839,2005-08-15,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2935,Casearia pitumba,,,3716,1982-10-28,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2951,"",,,1028,2006-10-13,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_2961,Cyperus distans,,,2724,1985-07-05,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2976,Psychotria nemorosa,,,1646,2004-12-27,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_2985,Psychotria capitata,,,2458,2000-07-28,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3003,"",,,104,1971-03-04,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_3010,Eugenia punicifolia,,,3165,2010-01-06,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3017,Xylobium variegatum,,,2136,2014-05-23,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3029,Campylocentrum micranthum,,,619,1995-01-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3041,"",,,3527,1994-06-28,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_3057,Aspidosperma polyneuron,,,3527,2013-01-01,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3065,Eugenia punicifolia,,,3120,1990-11-06,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3070,"",,,2879,2011-01-17,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_3080,Pouteria anomala,,,36,2003-06-24,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3088,"",,,3120,1994-03-17,,,,,,,,,,FALSE,TRUE,,,TRUE,FALSE
BIEN_3101,Cyathea microdonta,,,249,2001-10-17,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3115,Eugenia punicifolia,,,3527,1994-04-27,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3132,Acianthera glanduligera,,,1646,2009-12-11,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3161,Psychotria hoffmannseggiana,,,2420,1998-11-07,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3167,Casearia javitensis,,,1928,1997-07-09,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3168,Eugenia hiemalis,,,3493,1995-09-06,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3170,Dalbergia frutescens,,,3315,"",,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
BIEN_3197,Mimosa taimbensis,,,3527,2007-05-22,,,,,,,,,,TRUE,TRUE,,,TRUE,FALSE
