database_id,scientificName,decimalLatitude,decimalLongitude,occurrenceID,verbatimEventDate,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,identifiedBy,coordinateUncertaintyInMeters,recordedBy,.missing_name,.missing_xy,.invalid_xy,.xy_provenance,country_suggested,countryCode,transposed_xy,.xy_out_country,.summary
GBIF_3677,Zornia brasiliensis Vogel,,,912186896,1982-07-17 00:00:00,BR,"",,Rodovia BA-046.,,PRESERVED_SPECIMEN,"Fortuna-Perez, A.P.",,"Hatschbach, G.; Guimarães, O.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3678,Trichomanes vittaria DC. ex Poir.,,,1314785310,1974-10-10 00:00:00,BR,Pará,,Belém,,PRESERVED_SPECIMEN,"Tryon, R.M.",,"Tryon, R.M.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3679,Banisteriopsis laevifolia (A.Juss.) B.Gates,,,1089029605,1987-01-07 00:00:00,BR,São Paulo,,Área de proteção ambiental.,,PRESERVED_SPECIMEN,"Mamede, MCH",,"Silva, SM; Souza, WS",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3682,Spananthe paniculata Jacq.,,,1077602550,2007-08-14 00:00:00,BR,Alagoas,,Fazenda São Sebastião - CIMPOR; Área do Furado.,,PRESERVED_SPECIMEN,E.C.O.Chagas,,I.A.Bayma; A.C.Santos,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3683,Myrsine parvifolia A.DC.,,,1095607980,1989-12-14 00:00:00,BR,Minas Gerais,,Estrada para Juramento,,PRESERVED_SPECIMEN,"Pirani, J.R.",,"Silva, T.R.S.; et al.; et al.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3684,Piper aduncum L.,,,1265923645,2001-06-15 00:00:00,BR,Df,,Córrego Vicente Pires - Vila Vicente Pires.,,PRESERVED_SPECIMEN,M. Carvalho-Silva,,Micheline Carvalho-Silva,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3685,Piper L.,,,1424406198,2011-12-04 00:00:00,BR,Rondônia,,"Itapuã do Oeste. Floresta nacional do jamari, 12Km from 602 of BR-364 in Itapuã do Oeste along Estrada Principal, trail called Trilha da Pedra Grande.",,PRESERVED_SPECIMEN,"",,W. Castro; D.C. Daly; A.S. Lima & E.J. Silva,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3686,Miconia albicans (Sw.) Triana,,,1424505321,2013-11-27 00:00:00,BR,Rio de Janeiro,,"Área de pastagem do Hospital Colônia Teixeira Brandão, RJ 148. Conglomerado 110-1-2-2-R. UTM E(741637m) N(759800m). Fuso do GPS (23K). Altitude 375m.",,PRESERVED_SPECIMEN,Luiz de Aquino Pereira,,D. Hottz; L. S. Nascimento;  E. A. S. Cordeiro & M. A. Ferreira,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3690,Rhynchospora ciliata (G.Mey.) Kük.,,,1314885171,1976-02-27 00:00:00,BR,Pará,,Bragança,,PRESERVED_SPECIMEN,"Mendes, A.P.",,"Oliveira, E.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3691,Scleria distans Poir.,,,1095379929,1969-03-19 00:00:00,BR,Paraná,,Rio Taquari,,PRESERVED_SPECIMEN,"Ahumada, O.",,"Hatschbach, G.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3692,Neoxythece elegans (A.DC.) Aubrév.,,,1260670159,1982-04-04 00:00:00,BR,Amazonas,,Rio Tarumã-Açú near Balneario of Cachoeira Baixa de Tarumã. Seasonally flooded black water forest.,,PRESERVED_SPECIMEN,L.O.A. Teixeira,,Bruce W. Nelson,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3694,Araucaria angustifolia (Bertol.) Kuntze,,,1090677352,2003-04-24 00:00:00,BR,Paraná,,Unicenro,,PRESERVED_SPECIMEN,Diego R. Gregório,,"Nascimento, F.A.F.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3697,Carica L.,,,1314914457,1904-04-05 00:00:00,BR,Amazonas,,Amazonas,,PRESERVED_SPECIMEN,"",,"Huber, O.C.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3699,Hemiscola diffusa (Banks ex DC.) Iltis,,,1424310112,2007-07-01 00:00:00,BR,Pernambuco,,Parque Municipal Pedra Furada.,,PRESERVED_SPECIMEN,R.L.SOARES NETO,,"P. Gomes; Y. Melo, K. Mendes, J. Rodrigues & M. Alves",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3700,Micrandra australis (R.E.Schult.) R.E.Schult.,,,1259434867,1934-11-07 00:00:00,BR,Amazonas,,"Municipality Humayta, on plateau between Rio Livramento and Rio Ipixuna.",,PRESERVED_SPECIMEN,K.L. Forsgard (GH),,Boris A. Krukoff,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3701,Desmodium adscendens (Sw.) DC.,,,1252595145,2013-03-27 00:00:00,BR,Rs,,"Águas Claras, Banhado dos Pachecos",,PRESERVED_SPECIMEN,"",,"Schmidt-Silveira, F",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3704,Croton serratoideus Radcl.-Sm. & Govaerts,,,1087623072,2002-02-08 00:00:00,BR,Minas Gerais,,Retiro das Pedras,,PRESERVED_SPECIMEN,"",,"Viana, PL",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3706,Ouratea Aubl.,,,2452852751,1991-04-23 00:00:00,BR,São Paulo,,"Parque Estadual da Serra do Mar, Picinguaba",,PRESERVED_SPECIMEN,"",,"Kirizawa, M; Lopes, EA",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3708,Severinia buxifolia (Poir.) Tenore,,,1099308609,2003-11-11 00:00:00,BR,Rj,,Coletado no Jardim Botânico do Rio de Janeiro; quadra 11c.,,PRESERVED_SPECIMEN,V.C. Souza,,H. Lorenzi,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3710,Aspidosperma olivaceum Müll.Arg.,,,1077250717,1942-10-25 00:00:00,BR,São Paulo,,Santo Amaro,,PRESERVED_SPECIMEN,"",,L. Krieger; L.Roth,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3712,Antonia ovata Pohl,,,2236064538,1968-08-27 00:00:00,BR,Mato Grosso,,Município de Barra do Garças: city of Xavantina on the Rio das Mortes. About 1/2 km SSW of center of the city in semi-open cerrado scrub.,,PRESERVED_SPECIMEN,"",,G. Eiten & L. T. Eiten,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3713,Rhynchospora corymbosa Britton,,,1930036040,1963-04-02 00:00:00,BR,Pará,,"Vila de Quatipuru, Campo Grande.",,PRESERVED_SPECIMEN,"",,W. A. Rodrigues,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3714,Burseraceae,,,1077591713,2001-02-13 00:00:00,BR,Alagoas,,8km do entroncamento do Francês em transição restinga/mata.,,PRESERVED_SPECIMEN,"",,R.P.Lyra-Lemos; E.M.Duarte,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3716,Vochysia Aubl.,,,1989882961,,BR,São Paulo,,faz. água branca,,PRESERVED_SPECIMEN,"",,"Montilha, E.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3717,Oxypetalum wightianum Hook. & Arn.,,,1275068759,1982-03-29 00:00:00,BR,Rs,,Estação Ecológica de Aracuri,,PRESERVED_SPECIMEN,"Fontella; Schwarz, EA",,"Vianna, E",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3723,Chamaecrista venulosa (Benth.) H.S.Irwin & Barneby,,,1095218022,1994-09-15 00:00:00,BR,Mg,,BR 259 São João da Chapada km 5. Margem direita do Ribeirão das Pedras.,,PRESERVED_SPECIMEN,B. M. T. Walter,,Glocimar Pereira-Silva,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3724,Curatella americana L.,,,1424169412,1976-10-06 00:00:00,BR,Mato Grosso,,Corumbá. Faz. Guanandi. Pantanal da Nhecolândia.,,PRESERVED_SPECIMEN,FRAGA,,A. Allem,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3725,Anthurium maricense M.A.Nadruz Coelho & Mayo,,,1424199239,1978-09-12 00:00:00,BR,Rio de Janeiro,,Restinga de Carapebus.,,PRESERVED_SPECIMEN,Nadruz,,P.Paulo Jouvim,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3726,Casearia sylvestris Sw.,,,1042576898,1976-04-05 00:00:00,BR,Acre,,Sub-base do Projeto Radam./Brasil. Aeroporto.,,PRESERVED_SPECIMEN,"Nee, M.H.",,Mike Hopkins,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3727,Sambucus L.,,,1087528497,2000-11-28 00:00:00,BR,Santa Catarina,,Estrada do PiraÃ­.,,PRESERVED_SPECIMEN,F.C.S. Vieira,,Cristiane Rebelo,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3729,Jacaranda macrantha Cham.,,,1260425562,1989-04-17 00:00:00,BR,Minas Gerais,,Juiz de Fora-Rebio Poço D'Anta.,,PRESERVED_SPECIMEN,L.G. Lohmann,,MOREIRA,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3733,Cassia grandis L.f.,,,1260633344,1944-10-25 00:00:00,BR,Paraíba,,Colhida no Jardim da Escola em logares humidos.,,PRESERVED_SPECIMEN,J.G. Kuhlmann,,* VASCONCELOS,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3734,Wissadula excelsior C.Presl,,,1424014285,1973-06-25 00:00:00,BR,Amazonas,,"Autaz-Mirim, lago da bobra.",,PRESERVED_SPECIMEN,"",,A. Loureiro; D. Coelho & O. Pires,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3736,Myrcia hartwegiana Kiaersk.,,,1089031475,1993-03-14 00:00:00,BR,São Paulo,,"Estação Ecológica de Assis, Mata ciliar.",,PRESERVED_SPECIMEN,"Caliari, CP",,"Durigan, G",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3737,Aristida jubata (Arechav.) Herter,,,1848109949,2015-08-26 00:00:00,BR,Paraná,,Parque Estadual do Guartelá.,,PRESERVED_SPECIMEN,"Souza, T.",,"Souza, T.; et all.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3738,Xyris sceptrifera Kral & Wand.,,,1989441004,1966-03-03 00:00:00,BR,Goiás,,"Serra dos Cristais, ca. 5 km S of Cristalina",,PRESERVED_SPECIMEN,"",,Howard S. Irwin,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3745,Psychotria L.,,,1087266658,1981-12-06 00:00:00,BR,Mato Grosso,,Estação Ecológica Iquê-Juruena,,PRESERVED_SPECIMEN,Incógnito,,"Guarim Neto, G",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3746,Urochloa brizantha (A.Rich.) R.D.Webster,,,1260368786,1975-11-04 00:00:00,BR,São Paulo,,"São Paulo, Parque Estadual das Fontes do Ipiranga,",,PRESERVED_SPECIMEN,Fernando Zuloaga 90,,T.S. da Silva,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3748,Hedyosmum brasiliense Mart.,,,1086656531,2004-09-24 00:00:00,BR,Paraná,,Ilha do Mel,,PRESERVED_SPECIMEN,"Matos, F.B.",,"Matos, F.B.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3751,Briza minor L.,,,1090711659,1972-10-28 00:00:00,BR,Rio Grande do Sul,,Campus - IPEAS-UFPEL,,PRESERVED_SPECIMEN,"",,"Zanatta, M.; Marco; Fernandes; Nienaber & Santos",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3755,Fabaceae,,,1089242047,1992-05-28 00:00:00,BR,Paraíba,,"DF, CCA.",,PRESERVED_SPECIMEN,"",,"Pires, J.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3758,Cissampelos ovalifolia DC.,,,1095530467,,BR,Minas Gerais,,Serra do Cabral,,PRESERVED_SPECIMEN,"Hatschbach, G.",,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3762,Celtis brasiliensis Planch.,,,2515501615,1964-06-19 00:00:00,BR,"",,"Minas Gerais. Felixlandia para Brasília. Capoeira de mata. Árvore pequena, com espinhos.",,PRESERVED_SPECIMEN,"",,Pires JM,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3764,Eragrostis rufescens Schrad. ex Schult.,,,1260295075,1969-03-11 00:00:00,BR,Minas Gerais,,"Município de Jaboticatubas: Serra do Cipó (along road from village of Almeida to city of Conceição Do Mato Dentro). At km 128, or 1 km along road north of """"Palácio"""". Natural open rocky campo (""""campo rupestre""""vegetation).",,PRESERVED_SPECIMEN,Sonja De Castro Boechat,,George Eiten|Liene T. Eiten,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3768,Stylosanthes pilosa M.B.Ferreira & Sousa Costa,,,1095190623,1980-05-27 00:00:00,BR,Pi,,Coleção de Forrageiras da UEPAE - Teresina.,,PRESERVED_SPECIMEN,N. M. de Sousa Costa,,Lídio Coradin,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3769,Anacardium L.,,,2284128250,2002-08-21 00:00:00,BR,Minas Gerais,,"Rodovia Grão Mogol - Cristália, próximo ao Rio Soberbo",,PRESERVED_SPECIMEN,"Hatschbach, G.",,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3771,Banisteriopsis muricata (Cav.) Cuatrec.,,,1042632274,1977-06-10 00:00:00,BR,Mato Grosso,,"Margem direita do rio Juruena, morrinho da cachoeira de S. João da Barra, vegetação sobre rochas de quartzito",,PRESERVED_SPECIMEN,"Anderson, W.R.",,Mike Hopkins,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3772,Duguetia furfuracea (A.St.-Hil.) Saff.,,,1077355059,1997-08-13 00:00:00,BR,Mato Grosso,,"Rodovia Chapada-Água Fria, km 6 do trevo para Cuiabá.",,PRESERVED_SPECIMEN,"Pirani, J.R.",,"Hatschbach, G.; Schinini, A. & Barbosa, E.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3773,Eugenia punicifolia DC.,,,1095253598,2009-10-28 00:00:00,BR,Go,,Parque Estadual Serra de Caldas Novas.,,PRESERVED_SPECIMEN,"",,Daniela Inácio Junqueira - UEG,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3774,Anthurium parasiticum (Vell.) Stellfeld,,,1090864355,1998-02-03 00:00:00,BR,Espírito Santo,,Parque Estadual Paulo César Vinha.,,PRESERVED_SPECIMEN,R.T. Valadares,,"Assis, A.M.; Zambom, O.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3778,Marlierea obscura Berg,,,1095601492,2003-05-16 00:00:00,BR,Paraná,,"Itaqui, arredores",,PRESERVED_SPECIMEN,"Sobral, M.",,"Barboza, E.; Hatschbach, G.; Costa, E.F.; Hatschbach, G.; Costa, E.F.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3779,Forsteronia pubescens DC.,,,1913599868,1993-10-04 00:00:00,BR,São Paulo,,Reserva do Horto Florestal.,,PRESERVED_SPECIMEN,I. Koch,,"Koch, I.; Jesus, A.R.S.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3780,Prestonia coalita (Vell.) Woodson,,,1135815388,1999-02-14 00:00:00,BR,Espírito Santo,,"Estrada de terra para Jatiboca, 12 km da estrata Itarana - Santa Teresa. Mata de consta perturbada.",,PRESERVED_SPECIMEN,"Rapini, A",,"Mello-Silva, R",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3781,Solanum compressum L.B.Sm. & Downs,,,1077503679,2010-11-06 00:00:00,BR,Rio Grande do Sul,,"Linha Tuiuti - Igreja, interior da mata.",,PRESERVED_SPECIMEN,"Stehmann, J.R.",,"Rizzon, E.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3782,Jacaranda mimosifolia D.Don,,,2574968641,1994-11-12 00:00:00,BR,Rs,,Campus UFSM.Estrada para o Biotério,,PRESERVED_SPECIMEN,"Silva, EMA",,"Silva, EMA",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3784,Paullinia meliifolia Juss.,,,1094966230,,BR,"",,"Fazenda Barbacena (Mun. Sao Pedro do Ivai) PR, Bra",,PRESERVED_SPECIMEN,"Ribas, O.S.",,"Ribas, O.S.  et al.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3786,Portulaca pilosa L.,,,1077578277,2008-05-07 00:00:00,BR,Pernambuco,,Assentamento baixio verde.,,PRESERVED_SPECIMEN,"",,"Ferreira, C.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3789,Coppensia ranifera (Lindl.) F.Barros & V.T.Rodrigues,,,1275066902,2015-12-10 00:00:00,BR,Santa Catarina,,Rio dos Touros.,,PRESERVED_SPECIMEN,"Bortoluzzi, R.",,"Dill, L.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3790,Campomanesia pubescens O.Berg,,,1424066946,1973-12-24 00:00:00,BR,Mato Grosso do Sul,,Sítio do Dr. Alfredo Neder.,,PRESERVED_SPECIMEN,M. Peron,,D. Sucre,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3791,Lithraea molleoides Engl.,,,1500372082,1971-10-03 00:00:00,BR,Rs,,Matinho entre São Sepé e BR 290,,PRESERVED_SPECIMEN,"",,"Lindeman, JC; Irgnang, B E; Vallas, JFM",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3792,Onagraceae,,,2302410085,1997-08-08 00:00:00,BR,Mato Grosso do Sul,,Fazenda Ypiranga; à 14 km Sul (172 graus) de Poconé e 123 km WSW (254 graus) de Barão de Melgaço; baía do Piuval do rio Bento Gomes,,PRESERVED_SPECIMEN,"Damasceno-Júnior, G. A.",,"Walters, T. L.;Benedict, M.,Fortney, R.,Gottgens, J.,Simmers, B.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3793,Ruellia villosa Lindau,,,1978400836,1988-06-26 00:00:00,BR,Minas Gerais,,Serra do Cipó,,PRESERVED_SPECIMEN,"Kameyama, C",,"Kameyama, C",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3795,"Luetzelburgia harleyi D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",,,1094878315,2009-09-14 00:00:00,BR,Bahia,,Distrito de Itaguaraí. Faz. Canal.,,PRESERVED_SPECIMEN,D.Cardoso,,"Correia, C.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3796,Myrceugenia ovata var. regnelliana (O.Berg) Landrum,,,1095372352,1966-10-18 00:00:00,BR,Paraná,,Cabeceira Rio Iratim,,PRESERVED_SPECIMEN,"Landrum, L.R.",,"Hatschbach, G.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3798,Senegalia martiusiana (Steud.) Seigler & Ebinger,,,1094769569,1993-03-23 00:00:00,BR,Goiás,,Margem esquerda do R. Corumba; em frente a estação de medição de vasao S.O.3. Área de influência.,,PRESERVED_SPECIMEN,L.P.de Queiroz,,"Silva, G.P.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3799,Bergeronia sericea Micheli,,,1838280341,1903-07-13 00:00:00,BR,Mato Grosso,,No locality information available,,PRESERVED_SPECIMEN,"",,Gust. O. A:n Malme,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3800,Borreria suaveolens G.Mey.,,,1702785135,1973-04-29 00:00:00,BR,Goiás,,"Planalto do Brasil, Serra do Caiapo, ca. 30 km (straight line) S of Caiaponia: cerrado on steepy rocky hillside and at top and base of hill",,PRESERVED_SPECIMEN,"",,"W. R. Anderson, S. R. Hill, R. Reis dos Santos & R. Souza",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3801,Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.,,,1077449801,1954-01-01 00:00:00,BR,Rio Grande do Sul,,Perto de Viamão,,PRESERVED_SPECIMEN,"Freitas, M.F.",,"Mattos, J.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3802,Utricularia reniformis A.St.-Hil.,,,1717050572,2017-10-30 00:00:00,BR,Rio de Janeiro,,Estrada para abrigo Rebouças.,,PRESERVED_SPECIMEN,Nadruz,,M. Nadruz; Fabiano,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3807,Oxalis cytisoides Zucc.,,,1424451999,2002-10-25 00:00:00,BR,Paraná,,"Rio Ribeirinha, São Pedro. Beira do rio.",,PRESERVED_SPECIMEN,M.C. Abreu,,J.M. Silva,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3814,Protium nodulosum Swart,,,2618563154,1934-10-12 00:00:00,BR,Amazonas,,"B. A. Krukoff´s 5th Expedition to Brazilian Amazônia. Basin of Rio Madeira. State of Amazonas: Municipality Humayta, near Livramento, on Rio Livramento.",,PRESERVED_SPECIMEN,"",,B. A. Krukoff,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3815,Lonchocarpus cultratus (Vell.) A.M.G.Azevedo & H.C.Lima,,,1090407857,1970-02-24 00:00:00,BR,Bahia,,Sem informação.,,PRESERVED_SPECIMEN,A. M. G. Azevedo-Tozzi,,J. A. de Jesus,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3816,Serjania acutidentata Radlk.,,,1234538826,1980-07-18 00:00:00,BR,Minas Gerais,,Estrada para Conselheiro Mata Km 180.,,PRESERVED_SPECIMEN,"Somner, GV",,"Menezes, NL",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3818,Bactris killipii Burret,,,1042695695,2012-04-05 00:00:00,BR,Amazonas,,Río Juruá. 205 km SW of Carauari. 1.2 km N of Dona Nene. Primary forest on terra firme,,PRESERVED_SPECIMEN,"Emilio, T.; Balslev, H.",,Mike Hopkins,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3819,Tassadia propinqua Decne.,,,1135815484,1997-04-18 00:00:00,BR,Minas Gerais,,"Parque Nacional da Serra da Canastra, Cachoeira dos Rolinhos, (ilhota). Campo rupestre com capão de mata, solo rochoso.",,PRESERVED_SPECIMEN,"Farinaccio, MA",,"Nakajima, JN",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3820,Tapirira guianensis Aubl.,,,2452851287,1991-01-08 00:00:00,BR,Paraná,,Beira de um braço da Represa de Rosana,,PRESERVED_SPECIMEN,"Pirani, JR",,"Barros, F",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3821,Gymnobalanus minarum Nees & Mart.,,,1929954750,1834-05-01 00:00:00,BR,"",,In sylvilis Capao dictis Araracoara.,,PRESERVED_SPECIMEN,"",,L. Riedel,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3822,Zornia brasiliensis Vogel,,,1095189929,1980-07-23 00:00:00,BR,Pb,,"BR-230 Patos - Campina Grande, km 16.",,PRESERVED_SPECIMEN,M. Brandão,,Lídio Coradin,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3825,Ocotea Aubl.,,,1424429405,2008-09-26 00:00:00,BR,Rondônia,,Ilha do Presídio.,,PRESERVED_SPECIMEN,J.L. Santos,,Equipe Resgate,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3827,Allophylus petiolulatus Radlk.,,,1675527865,2007-03-25 00:00:00,BR,Paraná,,ºr,,PRESERVED_SPECIMEN,"Bonaldi, R",,"Bonaldi, R",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3828,Evolvulus glomeratus Nees & Mart.,,,1077539236,1982-03-09 00:00:00,BR,Bahia,,"Fazenda Serra da Monta, pasto Tanque.",,PRESERVED_SPECIMEN,"Junqueira, M.E.R.",,"Oliveira, ELP G de",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3833,Aechmea gamosepala Wittm.,,,1077382668,2004-09-16 00:00:00,BR,Santa Catarina,,Ilha da Rita.,,PRESERVED_SPECIMEN,"Costa, CF",,"Campregher, P.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
GBIF_3834,Struthanthus Mart.,,,1077207630,1998-02-17 00:00:00,BR,Bahia,,"Litoral Norte, UNEB / Campus II",,PRESERVED_SPECIMEN,"",,"Lima, LCL; Jesus, NG de; Bispo, SJL",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
