database_id,scientificName,decimalLatitude,decimalLongitude,occurrenceID,verbatimEventDate,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,identifiedBy,coordinateUncertaintyInMeters,recordedBy,.missing_name,.missing_xy,.invalid_xy,.xy_provenance,country_suggested,countryCode,transposed_xy,.xy_out_country,.summary
IDIGBIO_9817,Asclepias curassavica L.,,,49426a34-8d2f-4a57-8c91-ecb682fea421,1980-06-04,Brazil,São Paulo,"","Brazil, 120 km. SW of São Paulo, nearby Juquiá.",,PreservedSpecimen,Bavinck JH,,Bavinck JH,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9818,Senegalia martiusiana,,,8234dbc0-906b-47a7-b181-9551bc4f07b3,"",Brazil,Rio de Janeiro,"","Estado da Guanabara, Botafogo, Mundo, Novo",,PreservedSpecimen,"",,A. P. Duarte,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9824,Stachytarpheta lythrophylla,,,02ca58a8-628a-4713-aa6b-5da26044b021,"",Brazil,Goiás,"","Araguaína, 20km ao Sul",,PreservedSpecimen,"Moldenke, H.N.",,"Hatschbach, G.; Kummrow, R.; Kummrow, R.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9830,Ocimum transamazonicum,,,fdbf0efd-540f-4e2c-afda-6d85688ebc7b,"",Brasil,Pernambuco,"","Bonji, arredores do IPA.",,PreservedSpecimen,Andrade-Lima,,Andrade-Lima,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9831,Desmodium triarticulatum,-28.396667,,67f467a3-250d-4293-9382-6946a4afb400,"",Brasil,Santa Catarina,"","Estrada secundária de acesso de Bom Jardim da Serra a São José dos Ausentes, pelo rio das Contas, ca. 11 km W de Bom Jardim da Serra.",,PreservedSpecimen,"",,"Lima, L.C.P.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9832,Meliosma palustris,,,78da44df-c1f9-464b-8700-d0ee94f8dfb0,"",Brazil,Amazonas,"",Manaos.,,PreservedSpecimen,"",,A. Ducke,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9833,Anthurium sucrei G.M. Barroso,,,a8ae54c2-325e-4a23-a16e-00cb125fc46e,"",Brazil,Paraíba,"","Este trabalho teve o auxilio do CNPq. e fol apresentado na XXI Reunião da Sociedade Botânica do Brasil, em João Pessoa.",,PreservedSpecimen,"",,G.M. Barroso,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9835,Elionurus muticus (Spreng.) Kuntze,,,d2be9795-17aa-4c69-ab40-a6e1df37e784,1895-09-01,Brazil,"","",Goyaz. Entre Serrinha et Guariroba.,,PreservedSpecimen,"OIiveira, R.C.; Reis, P.A.",,"Glaziou, A.F.M.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9837,Rhynchospora,,,24823322-cb66-42d3-bfd1-b307cb54da37,"",Brasil,Bahia,"",Área 1- Br 242. Trecho Pai Inácio- Campo do São João. Lado Direito.,,PreservedSpecimen,"",,"Costa, G.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9838,Psidium,,,56d29e54-ea55-400b-ad28-2e5b3479f3fc,"",Brasil,BA,"",Estação Experimental Lemos Maia,,PreservedSpecimen,"",,G.Durigan,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9840,Philodendron linnaei Kunth,,,d20878c8-1700-4197-8e6b-746d60c88728,"",Brazil,Amazonas,"",[=INPA 177432],,PreservedSpecimen,"",,Soares,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9842,Sauvagesia vellozii,,,22174c91-f414-4cda-815b-b61c1779fc79,"",Brasil,Santa Catarina,"","Serrinha, Anitápolis",,PreservedSpecimen,"Salvador, G.S.",,"Reitz, R.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9843,Desmodium arechavaletae,,,9d8f7847-117c-4db6-9324-93cbbb5404f6,"",Brasil,Rio Grande do Sul,"",Fazenda Faxinal,,PreservedSpecimen,"Abruzzi, M.L.",,"Hagelund, K.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9844,Mycosphaerella gastonis,,,79ccae19-403e-429a-8268-f4da5dae8143,"",Brasil,Pernambuco,"",Afogados,,PreservedSpecimen,"Batista, A.C.",,"Tenório, A.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9846,Eugenia modesta,,,e86d817a-e299-4fd2-b8da-e3b51adae63e,"",Brasil,Minas Gerais,"",Serra do Cipó,,PreservedSpecimen,"Stadnik, A; Lucresia, L",,"Kawasaki, ML",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9849,Decaphalangium peruvianum Melch.,,,7724ba46-2145-4b0c-8b8b-846a67cc2f87,1982-06-21,Brasil,Amazonas,Humaitá,Estrada Humaitá-Jacarecanga km 150 a 60km ao Sul.,,PreservedSpecimen,"Fraga, C.N. de",,Mike Hopkins,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9850,Moritzia dasyantha,,,c8869c07-acab-4472-aecb-4b407c779b49,"",Brasil,RS,"",São josé dos Ausentes,,PreservedSpecimen,"",,"Irgang, BE; Ferreira, AG",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9851,Heteropterys orinocensis,,,d6b07bd8-e297-4f56-b1a8-fd0d0b1aa037,"",Brasil,Mato Grosso,"",38km ao N de Nova Xavantina,,PreservedSpecimen,"Pessoa, C",,"Prance, GT",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9853,Asplenium harpeodes,,,4d17d597-a8ec-44f4-8285-e1218d4d7dd5,"",Brasil,Rio de Janeiro,"",Várzea,,PreservedSpecimen,"Sylvestre, L.S.",,"Brade, A.C.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9854,Tococa coronata Benth.,,,2c04c6b0-abc7-42de-9da5-5396c942e944,1991-07-22,Brasil,Amazonas,"",Rio Cuieras. Igarapé Lobishomen.,,PreservedSpecimen,"Michelangeli, F.A.",,Mike Hopkins,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9857,Paepalanthus albo-vaginatus,,,07151e47-4de0-4d8a-ae7f-f975e763de6e,"",Brasil,São Paulo,"",Estrada para 400 alqueires.,,PreservedSpecimen,"Trovó, M.L.O",,"C.A. de M.Scaramuzza; Souza, V.C.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9859,Pterocaulon lanatum,,,063d662f-d5b0-4f20-8c04-925e10fec4e6,"",Brazil,São Paulo,"",Rodovia Marechal Rondon.,,PreservedSpecimen,"Monge, M",,"Rodas, LAC",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9860,Pleopeltis angusta,,,9d9ae4d4-c767-45f3-aef1-699a43ee5f87,"",Brasil,RS,"",Ca. de 01 km da cidade.,,PreservedSpecimen,"Nervo, MH",,"Windisch, PG",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9862,Heterodermia galactophylla,,,5f070f9d-c74a-4873-9a0e-a4bce58e14b0,"",Brasil,RS,"","Itaimbezinho, 2km do hotel",,PreservedSpecimen,"Fleig, M",,"Fleig, M",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9863,Miconia,,,75e026dc-83ec-4437-aeb5-c14b300fa7da,"",Brasil,Minas Gerais,"",Pedra do Sino Hotel Fazenda.,,PreservedSpecimen,"",,"Mota, NFO; Viana, PL",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9864,Myrciaria hatschbachii,,,ef041e57-fb18-47a2-8fb1-2278d9c9cb31,"",Brasil,Paraná,"",Rio Pardinho,,PreservedSpecimen,"Mattos, J.R.",,"Hatschbach, G.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9866,Brunfelsia brasiliensis (Spreng.) L.B.Sm. & Downs ssp. brasiliensis,,,9140a6cd-4f31-4539-965f-be3543a86142,09/12/1980,Brasil,Minas Gerais,"","Em cerrado, próximo a cidade.",,PreservedSpecimen,T.Plowman,,"H.F.Leitão; G. Shepherd, F.R.Martins, et al",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9869,Cryptomeria,,,7122ec99-4b60-488c-b56a-270c149af71d,"",Brasil,Santa Catarina,"",Jardim N. Ramos,,PreservedSpecimen,"",,"Mattos, J.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9871,Philodendron irwinii Mayo,,,3f7700bf-1fbb-4113-96f7-1797e80c5d4b,"",Brazil,Goiás,"","Gallery forest, Côrrego Itaquera, ca. 30 km N of Formosa.",,PreservedSpecimen,S. Mayo,,Howard S. Irwin|et al.,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9872,Eichhornia paniculata,,,154d3924-3c72-4383-b605-a020456805ec,"",Brasil,Bahia,"","Estrada para Itaberaba, cerca de 10 km de Ipirá. Lagoa temporária em área de caatinga",,PreservedSpecimen,"Lorenzi, H.",,"Souza, V.C.; Lorenzi, H.; Medeiros-Costa, J.T.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9874,Pluchea sagittalis,,,cc82ab03-2dee-40f5-84a7-c459e5bb1445,"",Brasil,Espírito Santo,"",Três Ilhas.,,PreservedSpecimen,"Teles, A.M.",,"Gomes, J.M.L.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9876,Heterocondylus reitzii,,,2ee639ca-79de-4d00-980e-bbcb5d6ab1c5,"",Brazil,Paraná,"",Fazenda Santa Rita,,PreservedSpecimen,"Ribas, O.S.",,"Dombrowski, L.T.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9879,Dryopteris rivularioides var. arechavaletae,,,cc394fea-7109-4f92-97dd-d79d94693514,"",Brasil,RS,"",Faz. Englert,,PreservedSpecimen,A. Sehnem SJ,,"Sehnem, A.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9881,Trixis verbasciformis,,,a9c01eaf-3faa-46d6-a4cd-7c0a9f0b4dba,"",Brasil,Paraná,"",Barigüi,,PreservedSpecimen,"Barroso, G.M.",,"Lange, R.B.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9884,Clerodendron trichotomum Thunb.,,,666cf1c4-81bb-48a5-a495-710716c10239,01/02/1984,Brasil,Rio de Janeiro,"","Jardim Botânico do RJ. Seção V, cant. D, piq 4, p. 3820.",,PreservedSpecimen,"",,IRC; RCC,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9885,Chrysophyllum sanguinolentum (Pierre) Baehni ssp. balata (Ducke) T.D.Penn.,,,e51634bc-8ec3-4903-923a-f8807af5ebda,1985-09-23,Brasil,Mato Grosso,Porto dos Gaúchos,"46-47 km W of Rio Teles Pires on MT220., 46-47 km W of Rio Teles Pires on road to Porto dos Gauchos (MT-220). Terra firme forest.",,PreservedSpecimen,"Pennington, T.D.",,Mike Hopkins,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9887,Cestrum,,,aa35afb7-92c2-4e75-8e2c-57a0dd3d483e,08/01/2015,Brasil,Rio de Janeiro,"",Rua 86 á 150 m do canal.,,PreservedSpecimen,"",,Carlos D. M. Ferreira; T. B. S. Patusco,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9892,Tillandsia araujei Mez,,,4bebc877-cee4-4e41-9d58-524e4c85c60f,1960-02-22,Brazil,"","",Grumari.,,PreservedSpecimen,"",,"Angeli, C.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9894,Ocotea daphnifolia,,,573b2d4e-41d7-4311-bf1e-7b4e2631403b,"",Brasil,SP,"",Parque Estadual Carlos Botelho,,PreservedSpecimen,J.B.Baitello,,P.L.R.Moraes,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9895,Palicourea croceoides,,,b6434aeb-fff1-46ab-be78-346a0afc11e3,"",Brasil,Minas Gerais,"",Estação Ecológica Estadual da Mata do Cedro.,,PreservedSpecimen,"",,"Echternacht, LA; Faleiros, MA",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9896,Galipea jasminiflora,,,4df23a66-9da7-465e-a00a-9e9179e34e48,"",Brazil,Rondônia,"",Estrada Porto Velho - Cuiabá,,PreservedSpecimen,"Albuquerque, B.W.P.",,"Bilby, R.; et al.; et al.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9899,Miconia minutiflora,,,bfe7a023-80a5-4f09-87b7-5119274dac2b,"",Brasil,Minas Gerais,"","Estrada para Mata da Zilda, Estação Ambiental Galheiro",,PreservedSpecimen,"Romero, R",,"Mendes, S",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9900,Leguminosae-pap,,,593a60e0-8a02-454e-89b9-fc213e7fc233,1980-09-16,Brasil,Amazonas,"",Km 105 on Manaus-Humaitá road. Beside road.,,PreservedSpecimen,"",,Mike Hopkins,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9902,Gurania bignoniacea (Poepp. & Endl.) C.Jeffrey,,,d3a63d57-90f1-4538-a945-58359a4db0bf,1968-08-12,Brasil,Rondônia,"","Vicinity of Santa Barbara, 15 km east of Km",,PreservedSpecimen,"Nee, M.H.",,Mike Hopkins,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9905,Siparuna reginae (Tul.) A.DC.,,,24d75fb0-e5ad-499e-b365-fd42796ebc82,26/01/1935,Brasil,Minas Gerais,"",E.S.A.,,PreservedSpecimen,Ariane Luna Paixito,,Kuhlmann,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9909,Rhynchelytrum repens,,,df2be65e-444f-4d29-b4ec-a1c7159457e4,"",Brasil,Ceará,"",Fazenda Iracema,,PreservedSpecimen,"Bocage, A.",,Ademildo,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9911,Dalbergia ecastophyllum,,,d8c7d92c-a37d-458f-bc9a-6e742e7c6d56,"",Brazil,Bahia,"",Arembepe.,,PreservedSpecimen,"Bautista, H.P.",,"Fonseca Neto, F.P.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9914,Nectandra membranacea cuspidata,,,66612fa2-f9e4-411d-93f7-3e5d979e2c65,"",Brazil,Santa Catarina,"",Jordão,,PreservedSpecimen,"Wattimo, I. de",,"Bresolin, A.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9916,Pterocarpus violaceus,,,9425889b-f551-40ec-96de-294ab045a228,"",Brazil,São Paulo,"",Trilha do Morro do Corsário,,PreservedSpecimen,"Garcia, F.C.P.",,"Furlan, A.; et al.; et al.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9918,Mimosa bimucronata,,,b7b81996-e993-4783-b5e7-1541834f9238,"",Brasil,Rio Grande do Sul,"",Área da Riocell.,,PreservedSpecimen,"Silva, J.S.",,"Viani, R.A.G. et al.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9920,Gelidiopsis variabilis (Greville ex J.Agardh) F.Schmitz,,,56fd83a0-6475-421e-9a8f-8122dec6b939,27/09/2000,Brasil,Bahia,"","Baía de Todos os Santos, Salvador, Farol da Barra. Coleta realizada em formações recifais do infralitoral.",,PreservedSpecimen,P.S. Brasileiro,,G.M. Amado Filho,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9921,Pfaffia helichrysoides,,,a5b56c8d-2081-4bcf-a5b6-590404430cbf,"",Brazil,São Paulo,"",Estrada Itirapina/Represa do Lobo.,,PreservedSpecimen,"Souza, V.C.",,"Souza, V.C.; Souza, J.P.; Sanches, I.D.; Mazine, F.F.; Isaac, M.S.; Zandoval, J.; Souza, J.P.; Sanches, I.D.; Mazine, F.F.; Isaac, M.S.; Zandoval, J.A.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9923,Oxypetalum insigne (Decne.) Malme,,,38d3b3aa-2198-467a-bab6-9ca0450d3876,"",Brazil,Minas Gerais,"","""""Vargem de Ouro Podre,"""" Serrada Mutuca",,PreservedSpecimen,M.A. Farinaccio,,Louis O. Williams|Vicente Assis,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9924,Ochthocosmus multiflorus,,,70a99300-bc9f-469d-96d2-8f150062a278,"",Brazil,Amazonas,"","Rio Curicuriary affl Rio Negro, super Cataratas",,PreservedSpecimen,"",,A. Ducke,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9926,Mandevilla coccinea,,,5ea9a206-9280-43eb-a2d6-d37b066313eb,"",Brasil,São Paulo,"","Campos de São Pedro, ca. no Km 15 da rodovia Itararé-Bom Sucesso",,PreservedSpecimen,"Kinoshita, LS",,"Mattos, J; Mattos, N",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9928,Symplocos tetrandra,,,244fe507-6476-43c5-b4ea-2916ccba015a,"",Brazil,Paraná,"","Estrada da Graciosa, Grota Funda",,PreservedSpecimen,"Bidá, A.",,"Hatschbach, G.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9930,Heteropterys corumbensis,,,1089654e-52b7-4d17-ae9a-dfa2d7c2d2f7,"",Brasil,Mato Grosso do Sul,"",Arredores da cidade,,PreservedSpecimen,"Anderson, WR",,Francisco das Chagas e Silva,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9932,Asplenium alatum,,,42de6274-d437-4e46-8178-7dcae663ffae,"",Brazil,Santa Catarina,"","Brazil Ribeiro Grande, Taio, Santa Catarina mata.",,PreservedSpecimen,"",,R. Reitz,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9933,Cladophora flexuosa,,,5bdc243e-5a19-4f59-b077-deb491d18273,"",Brasil,Santa Catarina,"",Ponta de Imbituba,,PreservedSpecimen,D.P.Santos,,M.C. Marino & R. Marino,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9934,Chamaecrista cathartica,,,7ca138c8-172f-4f5e-90a9-b440ea4bacb3,"",Brasil,Minas Gerais,"",Serra Taquaril.,,PreservedSpecimen,"",,"Barreto, HLM",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9937,Heterothalamus psiadioides,,,18594890-e075-41f7-9093-ff7268e843a1,"",Brasil,RS,"",morro São Pedro Econsciência Espaço de Conservação,,PreservedSpecimen,"Setubal, R",,"Setubal, R; Bassi, J",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9945,Eugenia uruguayensis,,,9a41709f-bc08-4e05-8a54-9947c931627c,"",Brazil,Paraná,"",Fazenda do Durgo,,PreservedSpecimen,"Sobral, M.",,"Britez, R.M.; et al.; et al.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9946,Capparis yco,,,eea3aa44-36f2-4410-aa55-fc81ff47d80d,"",Brasil,BA,"",Estação Biológica de Canudos Reserva Particular da fundação Biodiversitas,,PreservedSpecimen,"",,"Ribeiro-Filho, AA; Lima, LC; Matos, MR; M. Luzia.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9950,Salzmannia nitida,,,f85f1676-2b6c-40b7-8540-13108bfa1e0e,"",Brasil,Bahia,"",13Km na estrada de Arraial D'Ajuda para Trancoso.,,PreservedSpecimen,J. H. Kirkbride Jr.,,A. M. de Carvalho,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9953,Psychotria prunifolia,,,2413fe47-04ce-412c-a83a-536700b3c21f,"",Brasil,Distrito Federal,"",Parque Ecológico do Gama,,PreservedSpecimen,"Zappi, DC",,Taxonomy class of Universidade de Brasilia,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9955,Padina gymnospora,,,de267c1f-4cb2-4daf-8530-5bde15f73d74,"",Brasil,Ceará,"",Praia do Pacheco,,PreservedSpecimen,"Barros, F.R.S.",,"Barros, F.R.S.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9957,Cordia trichoclada DC.,,,282b6df8-e67d-4e07-93cb-d732eeae745d,20/10/1994,Brasil,Rio de Janeiro,"","Jardim Botânico, Horto Florestal, nas proximidades das torres da Light.",,PreservedSpecimen,C. Garcia,,"L. C. Giordano; R. Furks, P. Botelho, F. Pinheiro, A. Quinet et R. Matheus",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9961,Machaerium hatschbachii,,,7c99bec4-4471-4b44-be0f-ccaa3c5dece2,"",Brasil,PR,"","estrada para a Colônia Limeira, Rio",,PreservedSpecimen,G. Hatschbach,,J.M. Silva,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9962,Erythroxylum campestre,,,a4884ae0-296d-457c-8e7b-4e121b689c75,"",Brasil,Minas Gerais,"","FLONA de Paraopeba, Cerrado stricto sensu.",,PreservedSpecimen,"",,"Fialho, I.F.; et al.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9967,Plantago major,,,de7cdda2-e70c-46c6-9e22-1075ab588243,"",Brasil,Ceará,"",Sítio Mucunã,,PreservedSpecimen,"Nunes, E.; Bezerra, P.",,"Cavalcanti, F.S.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9968,Boraginaceae,,,ef0f3621-73bd-4e3c-93e0-06e7ff4c073c,15/10/2005,Brasil,Minas Gerais,"",Fazenda Jatobá.,,PreservedSpecimen,L.S. Leoni,,M.F.B. Silva,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9970,Bowdichia virgilioides,,,02b8d8ce-81a1-48dc-a3bb-319dd85dd01c,"",Brasil,Bahia,"","Oeste, Sub - bacia do Rio Formoso",,PreservedSpecimen,"Miranda, AM",,"Esteves, F",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9973,Croton sp.,,,15d8c61e-d291-433d-be51-e760ba7f23b2,"",Brasil,MG,"","Serra da Moeda, Coletada na 1ª estação.",,PreservedSpecimen,"",,"Grandi, T.S.M. et al.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9976,Calymperes palisotii richardii,,,6c45c63e-fcb9-4d19-a2ca-5d7dc89e46aa,"",Brasil,Paraíba,"",Reserva Florestal do IBDF,,PreservedSpecimen,"Marinho, MGV",,"Marinho, MGV",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9978,"",,,f0c9a680-030c-4cc2-8d73-e9179cfad443,"",Brazil,Minas Gerais,"",P.E. Rio Doce.,,PreservedSpecimen,"",,"Stehmann, J.R.; et al.; et al.",FALSE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9983,Araujia sericifera,,,4a68aa8a-a2f7-4aba-ab6b-e4fb73680ab1,"",Brasil,Rio Grande do Sul,"",Timbó,,PreservedSpecimen,"Seger, GDS",,"Beltrão, R",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9985,Schinus polygama,,,5c001fde-82ff-48f6-8c30-dc3c65e7f344,"",Brasil,Rio Grande do Sul,"",Fazenda Vitória,,PreservedSpecimen,"Sobral, M.",,"Marchett, F.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9989,Agarista chlorantha (Cham.) G.Don,,,062be552-10be-4209-a71c-22e885468472,"",Brasil,Santa Catarina,"",Fazenda Carneiros - Caçador.,,PreservedSpecimen,R R Silva,,R M Klein,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9990,Polyporaceae,,,0331e315-8335-4931-9a53-b10b6a9066aa,2013-04-03,Brasil,Amazonas,Manaus,Reserva Cuieiras,,PreservedSpecimen,"",,Mike Hopkins,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9992,Piptadenia micracantha,,,cd42bcff-fb20-4536-a2dc-83230371df5a,"",Brasil,Minas Gerais,"","PESB, Estrada para Ervália.",,PreservedSpecimen,"",,"Siqueira, L.C. de; Batista, M.L.",TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9994,Fuchsia regia (Vell.) Munz,,,c4865ea0-58c3-4dbe-a813-47f3de0cb2a4,07/01/1977,Brasil,São Paulo,"",PLANTADA COMO ORNAMENTAL NUM JARDIM DA CIDADE DE BOTUCATU.,,PreservedSpecimen,"",,I. GOTTSBERGER; G. GOTTSBERGER,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
IDIGBIO_9996,Panicum millegrana Poir.,,,c4b538a2-109a-4d17-8a30-f49c15bc03b2,11/1943,Brasil,Rio de Janeiro,"",Retiro.,,PreservedSpecimen,"",,O.G. Góes; Dionísio,TRUE,FALSE,TRUE,TRUE,BRAZIL,BR,TRUE,FALSE,FALSE
