database_id,occurrenceID,scientificName,decimalLatitude,decimalLongitude,eventDate,family,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,taxonRank,identifiedBy,coordinateUncertaintyInMeters,recordedBy,cntr_suggested,cntr_iso2c,.inverted_xy,iso2c,iso3c,.invalid_xy,.outside_xy,.no_xy,.no_name,.doubtful_provenance,.locality_no_xy
IDIGBIO_4211,66f2f081-6246-4aad-bad1-a54f51a61a0e,Nassella neesiana,NA,NA,NA,Poaceae,Brasil,RS,NA,"BR-107, Km 385",NA,PreservedSpecimen,NA,"Longhi-Wagner, HM",NA,"Longhi-Wagner, H; et al.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4212,9dafe8b0-3949-4c02-a259-cc22d1f92633,Stylosanthes,NA,NA,NA,Fabaceae,Brasil,Rio Grande do Sul,NA,"Estação Experimental,",NA,PreservedSpecimen,NA,NA,NA,"Silveira, N.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4213,e4fcb057-0e31-4a97-9c71-9f3ccab9215d,Tocoyena formosa,NA,NA,NA,Rubiaceae,Brasil,Pernambuco,NA,subida do Pico do Papagaio,NA,PreservedSpecimen,NA,A.L.Prado,NA,"A.M.Miranda; M.Grillo, G.Pires, B. Costa e Silva",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4214,2add2819-7e01-4deb-9840-3cb586cd93e9,Dioclea guianensis,NA,NA,NA,Fabaceae,Brasil,Ceará,NA,"Pecém, Sobre estrato herbáceo, próximo a um baixio",NA,PreservedSpecimen,NA,"Castro, A.S.F.",NA,"Moro, M.F.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4216,4c7d2057-b50e-4f9b-828a-769554a47920,Prockia crucis,NA,NA,NA,Salicaceae,Brasil,Pernambuco,NA,Córrego de Borrão,NA,PreservedSpecimen,NA,Lyman B. Smith,NA,G.Teixeira,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4217,f87e0734-b3aa-4331-93df-fd4fb1c9b94b,Tibouchina angustifolia,NA,NA,NA,Melastomataceae,Brazil,Minas Gerais,NA,"Estrada Diamantina- gouveia, ca. 4km da cidade de Gouveia.",NA,PreservedSpecimen,NA,"Meyer, FS",NA,"Almeda, F; Romero, R; Robinson, O; Robinson, D",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4219,6ac4a610-5942-4e48-99f1-fe1df6204264,Zanthoxylum rugosum,NA,NA,NA,Rutaceae,Brazil,Paraná,NA,"Amaporã, arredores",NA,PreservedSpecimen,NA,"Dias, A.T.",NA,"Goetzke, S.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4220,39f28f08-ba00-4981-b9a8-5ea32b7860a1,Annona sylvatica,NA,NA,NA,Annonaceae,Brazil,São Paulo,NA,Fazenda Porto Velho - Usina Moema.,NA,PreservedSpecimen,NA,"Lopes, JC",NA,"Barraca, SA; Souza, JP; Moncaio, E; Basso, ME",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4221,132e61d9-d50a-46ba-9455-d560bfea9dae,Prunus sellowii,NA,NA,NA,Rosaceae,Brasil,Paraná,NA,Parque Estadual Mata dos Godoy,NA,PreservedSpecimen,NA,"Silva; Soares-Silva, L.H.",NA,"Soares-Silva, L.H.; Chagas; Silva, F.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4223,6c430f40-2571-4943-a6f8-2b31f4967f1f,Rhynchospora holoschoenoides,NA,NA,NA,Cyperaceae,Brasil,RS,NA,Itapeva,NA,PreservedSpecimen,NA,"Araujo, AC",NA,"Longhi-Wagner, H; Araujo, AC",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4229,c4423ba3-e562-45cc-b537-56cabd548006,Urtica circularis,NA,NA,NA,Urticaceae,Brasil,RS,NA,Cerro do Diogo,NA,PreservedSpecimen,NA,"Cabral, FS",NA,"Sobral, M; et al.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4230,5504d6fe-325b-48ad-8c9c-b22c290b098f,Helicteres muscosa,NA,NA,NA,Malvaceae,Brasil,Ceará,NA,Andrade,NA,PreservedSpecimen,NA,"Fernandes, A.; Bezerra, P.",NA,"Martins, P.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4231,2ff0ee6c-8525-43e0-b04b-a7498da6c3ac,Tibouchina martialis,NA,NA,NA,Melastomataceae,Brazil,Minas Gerais,NA,Monte Verde,NA,PreservedSpecimen,NA,"Guimarães, P",NA,"Meireles, LD",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4232,7a23bb10-7e82-4551-9093-20d02414f328,Entoloma,NA,NA,2011-04,Entolomataceae,Brasil,Amazonas,Manaus,INPA Campus III,NA,PreservedSpecimen,NA,NA,NA,Mike Hopkins,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4238,3bfd68ae-bdf7-4766-8f33-a409ab0ceecb,Peperomia pseudoestrellensis,NA,NA,NA,Piperaceae,Brazil,Paraná,Paranaguá,Rio Cachoeirinha,NA,PreservedSpecimen,NA,NA,NA,G. Hatschbach,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4243,3a5b0373-cb84-4c8d-9c49-c9fd911d4743,Chrysolaena simplex (Less.) Dematt.,NA,NA,2012-10-20,Asteraceae,Brazil,Minas Gerais,NA,"Minas Gerais, Serra da Canastra.",NA,preservedspecimen,NA,NA,NA,E. Emanuelsson,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4244,8295de1f-303a-41c5-b1ea-262d31416be1,Homalium guianense (Aubl.) Oken,NA,NA,2006-03-29,Flacourtiaceae,Brasil,Amazonas,Jutaí,"Igapó, Rio Mutum, tributário do Rio Jutaí, Reserva Cujubim.",NA,PreservedSpecimen,espécie,"Assunção, P.A.C.L.",NA,Mike Hopkins,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4246,419640c4-439f-4111-b71d-3b1081e2c0e5,Erythroxylon,NA,NA,NA,ERYTHROXYLACEAE,Brazil,NA,NA,"Conovado<?>, bei Rio de Janeiro.",NA,PreservedSpecimen,NA,NA,NA,Luschnath,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4248,1fbced6f-d8ca-4a70-ba2b-7b779aa196a1,Tetrapollinia caerulescens,NA,NA,NA,Gentianaceae,Brasil,Minas Gerais,NA,"Estação Ecológica do Panga, Local úmido.",NA,PreservedSpecimen,NA,NA,NA,"Barbosa, A.A.A.; Araújo, G.M.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4250,a3d7ca44-35ef-4a14-8ca6-63e8be197cd5,Acianthera teres (Lindl.) Borba,NA,NA,14/05/1979,Orchidaceae,Brasil,Minas Gerais,NA,"ESTRADA TURMALINA/DIAMANTINA, MG-2, 33 KM DE DIAMANTINA.",NA,PreservedSpecimen,sp.,Marta Moraes,NA,G. Martinelli,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4251,c1e54989-18d2-4d0b-a6ee-74b38c301c32,Lippia pseudothea,NA,NA,NA,Verbenaceae,Brasil,Minas Gerais,NA,"Serra do Cabral, Fazenda da Onça. Alt.: 1100 m",NA,PreservedSpecimen,NA,F.R.G. Salimena,NA,T.B. Cavalcanti; D.C. Zappi; J.R. Pirani; M.L.Kawasaki et R.Melo-Silva,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4252,8e28417d-3fbd-41f8-b620-1c2a8d1e3db2,Forsteronia leptocarpa (Hook. & Arn.) A.DC.,NA,NA,1996-1-20,Apocynaceae,Brasil,Paraná,Paranaguá,Balneário Shangri-lá,NA,Preserved Specimen,NA,"Leeuwenberg, A.J.M.",NA,"""Ribas, O.S.; Barbosa, E. & Pereira, L.B.S.""",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4253,465a24cf-5f8c-4102-b39b-cc07e8113222,Xylopia frutescens,NA,NA,NA,Annonaceae,Brasil,Pernambuco,NA,"Jardim Botânico, mata do Curado.",NA,PreservedSpecimen,NA,"Arns, Y.",NA,Rita Pereira; et al.; et al.,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4254,d550038a-d3f3-4532-9033-bcf0cdde0297,Cordiera sessilis (Vell.) Kuntze,NA,NA,1978-06-12,Rubiaceae,Brasil,Pará,São Félix do Xingú,"Ponto 02, folha SC 22 VD. Mata de terra firme sobre serra de pedra.",NA,PreservedSpecimen,espécie,"""Persson, C.; Delprete, P.G.""",NA,Mike Hopkins,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4255,feb7c0a6-15d5-4f23-8482-64b18b5aad72,MALVACEAE Guazuma ulmifolia Lam.,NA,NA,NA,MALVACEAE,Brasil,Distrito Federal,NA,"São Bartolomeu, córrego Capão Comprido.",NA,PreservedSpecimen,specie,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4258,8dfef8d8-3614-4f30-836e-2044c8c6d8e8,LEGUMINOSAE Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,NA,NA,2017-04-10,LEGUMINOSAE,Brasil,Rio de Janeiro,NA,"Parque Natural Municipal Curió de Paracambi, RJ. Número 40, trilha dos Bugios.",NA,PreservedSpecimen,specie,NA,NA,S. Pereira,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4260,1052cc30-a949-41ee-b3dd-991ed1c1a416,Mollinedia glabra,NA,NA,NA,Monimiaceae,Brasil,Rio de Janeiro,NA,"Reserva Biológica de Poço das Antas, Trilha após o Rio Pau Preto, subindo a encosta.",NA,PreservedSpecimen,NA,NA,NA,"Lírio, EJ; Ribeiro, M",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4264,b0da36fa-3f71-4f46-99a0-b360105a7c48,Tachigali vulgaris LF.Gomes da Silva & H.C.Lima,NA,NA,1976-11-20,Fabaceae,Brazil,Mato Grosso,NA,"Fazenda Cachimbo, sub. Base Projeto RADAM.",NA,PreservedSpecimen,Species,H. H. van der Werff,NA,M. dos R. Cordeiro,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4265,12a92872-f8ff-4761-accb-55f3012b6fa8,Tectaria incisa,NA,NA,NA,Tectariaceae,Brazil,São Paulo,NA,Parque Estadual de Ilhabela,NA,PreservedSpecimen,NA,"Salino, A",NA,"Salino, A",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4267,27b9cc82-2257-4430-ab35-a0c3c4545e45,Celosia corymbifera Didr.,NA,NA,01/2012,Amaranthaceae,Brasil,São Paulo,NA,Serra do Cafezal. Área da futura duplicação da BR-116.,NA,PreservedSpecimen,sp.,V.C. Souza,NA,V.C. Souza; et al,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4268,bbef85ef-9f45-4677-94fa-2fdefbed161a,Ficus benjamina,NA,NA,NA,Moraceae,Brasil,Ceará,NA,Praça São Francisco I,NA,PreservedSpecimen,NA,"Morais-Mendonça, A.C.A.",NA,"Alencar, C.L.S.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4273,d273c444-3d47-4615-99ba-cf080ba5bf43,Lomariocycas schomburgkii,NA,NA,NA,Blechnaceae,Brasil,PR,NA,Vila Santana,NA,PreservedSpecimen,NA,V. A. O. Dittrich,NA,"Hatschbach, G.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4274,bb8df608-0d7e-4e73-8411-17cec8d33518,Eperua oleifera,NA,NA,NA,Fabaceae,Brasil,Amazonas,NA,Baixo Rio Madeira,NA,PreservedSpecimen,NA,"Cowan, R.S.",NA,"Ducke, W.A.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4277,d92abbfe-5e82-45a7-b242-1a4b1c2f4529,Cyperus,NA,NA,2014-04-24,Cyperaceae,Brasil,Amazonas,Manaus,"Petrópolis, Rua Bem Te Vi. Estacionamento em frente ao Bosque da Ciência.",NA,PreservedSpecimen,NA,"Costa, S.M.",NA,Mike Hopkins,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4278,b1a89517-c1d5-426d-aef1-aa5e135f9ec1,Hirtella racemosa Lam. var. hexandra (Willd. ex Roem. & Schult.) Prance,NA,NA,1981-10-30,Chrysobalanaceae,Brasil,Pará,Tucuruí,"Approx. 25 Km S of Tucuruí, just off old BR 422 at junction with old railroad bed.",NA,PreservedSpecimen,subespécie,"Prance, G.T.",NA,Mike Hopkins,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4279,de4a55fc-06c2-4a3c-9fb4-b6d9a6c55269,Aspidosperma cuspa,NA,NA,NA,Apocynaceae,Brasil,Mato Grosso do Sul,NA,Furnas do Dionísio.,NA,PreservedSpecimen,NA,D. Machate,NA,C.O.F. Machado,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4282,9c99a031-9839-4f47-b3b1-7327db80c39e,Habenaria obtusa,NA,NA,NA,Orchidaceae,Brasil,DF,NA,Fazenda da Embrapa (Fazenda Sucupira). Entre o Riacho Fundo e o Recanto das Emas.,NA,PreservedSpecimen,NA,J. A. N. Batista,NA,João Aguiar Nogueira Batista,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4283,8805ac6c-ba94-4333-a6b8-8a6b6cc51525,Couepia venosa Prance,NA,NA,NA,Chrysobalanaceae,Brazil,NA,NA,Brasilia,NA,PreservedSpecimen,Species,NA,NA,W. J. Burchell,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4286,cee6e126-a6bb-49f6-8207-86e7489f8b39,Piper reticulatum L.,NA,NA,24/09/1980,Piperaceae,Brasil,Acre,NA,Zoobotanical graden of the Fed. Univ. of Acre.,NA,PreservedSpecimen,sp.,Elsie Franklin Guimarães,NA,S.R. Lowrie; et al.,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4291,7ecdafaf-0f8f-4e5b-b2f4-29b180b49f68,Cryptanthus dorothyae,NA,NA,NA,Bromeliaceae,Brasil,Espírito Santo,NA,Parque estadual Paulo Cesar Vinha.,NA,PreservedSpecimen,NA,NA,NA,"Gomes, J.M.L.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4292,eca00d5d-549f-43f4-9630-d42fea102ef0,Balfourodendron,NA,NA,NA,Rutaceae,Brasil,Paraná,NA,Parque do Ingá.,NA,PreservedSpecimen,NA,NA,NA,"Souza, L.A.; Margarido, J.M.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4295,62431f6e-ce5e-42cd-b42f-4121093790a1,Leandra purpurascens (DC.) Cogn.,NA,NA,1966-08-03,Melastomataceae,Brazil,NA,NA,Brasiliae Australis. Est. Paraná. Ca. 22km S.E. of Cerro Azul.,NA,PreservedSpecimen,species,NA,NA,Lindeman JC; Haas JH de,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4296,18c90d85-cddb-423a-a8d6-2a039f1a770c,Stenocephalum apiculatum (Mart. ex DC.) Sch.Bip.,NA,NA,29/06/1965,Asteraceae,Brasil,Distrito Federal,NA,Campus universitário.,NA,PreservedSpecimen,sp.,"J.N.Nakajima,R.Borges& M.M. Saavedra",NA,D.Sucre,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4298,94425cb1-ebfa-4a17-9a37-e432ad13bd28,Pterocarpus santalinoides L'Hér. ex DC.,NA,NA,02/03/2017,Leguminosae,Brasil,Mato Grosso,NA,"Floresta do Panalto dos Parecís.,  21 L 0683006      8778588    279 metros",NA,PreservedSpecimen,sp.,H.C. Lima,NA,"Engels, M.E.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4302,414117f4-6970-4bc9-bea8-7f39851fc2d7,Schizachyrium spicatum,NA,NA,NA,Poaceae,Brasil,Rio Grande do Sul,NA,BR-116.,NA,PreservedSpecimen,NA,NA,NA,H.M. Longhi-Wagner,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4308,404b288e-e79c-4e46-9fbc-2fa9268f25f4,Baccharis axillaris,NA,NA,NA,Asteraceae,Brazil,Santa Catarina,NA,"Santa Catarina, Mun. Mafra: Bog and ruderal, by Estrada da Rodagem Federal km. 2, south of Mafra.",NA,PreservedSpecimen,NA,NA,NA,L. Smith,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4310,2fd3ad0b-68ea-483b-a1c2-2b3944f871c0,Ocotea porosa (Nees & Mart.) Barroso,NA,NA,17/11/1971,Lauraceae,Brasil,Santa Catarina,NA,MORRO DO CAMBIRELA.,NA,PreservedSpecimen,sp.,I. DE VATTIMO,NA,KLEIN; BRESOLIN,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4312,6996a149-9fbf-45cf-b57a-2675710eb2cc,Eryngium ebracteatum Lam.,NA,NA,1976-08-16,Apiaceae,Brasil,Mato Grosso,Cuiabá,"Campus da Universidade Federal do Mato Grosso, Campus da Universidade Federal do Mato Grosso.",NA,PreservedSpecimen,espécie,"Ramos, J.F.",NA,Mike Hopkins,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4313,395b2b8e-cadb-48e0-8d93-012a1235939f,Echinodorus bolivianus,NA,NA,NA,Alismataceae,Brasil,Mato Grosso do Sul,NA,"Rio Sucuri, nascente, próximo ao embarque de barcos.",NA,PreservedSpecimen,NA,V.J. Pott,NA,V.J. Pott; P.R. de Souza; E. Scremim-Dias,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4314,00f065f4-2e27-48c9-81e0-cd3ddad53ef5,Merremia macrocalyx,NA,NA,NA,Convolvulaceae,Brasil,Minas Gerais,NA,Fazenda São José,NA,PreservedSpecimen,NA,"Vargas, B.C.",NA,"Vargas, B.C.; Araújo, G.M.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4315,a3fb0b2b-0db1-4a2d-81a9-b0d45012fffc,Baccharis uncinella DC.,NA,NA,NA,Asteraceae,Brazil,Rio Grande do Sul,NA,Mun. São Francisco de Paula .,NA,PreservedSpecimen,NA,Harold Robinson II,NA,Ronaldo Wasum,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IDIGBIO_4320,81a64c67-5373-48b2-a8e6-7156ef4b5ca0,Andropogon virgatus Desv.,NA,NA,1886-05-14,POACEAE,Brazil,NA,NA,Congonhas do Campo.,NA,PreservedSpecimen,NA,"OIiveira, R.C.; Reis, P.A.",NA,"Glaziou, A.F.M.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
