input,sort,taxonID,scientificName,taxonRank,taxonomicStatus,acceptedNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,parentNameUsageID,originalNameUsageID,scientificNameAuthorship,vernacularName
GBIF:9117896,299,GBIF:9117896,Turnera bahiensis bahiensis,subspecies,accepted,GBIF:9117896,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Turneraceae,Turnera,bahiensis,bahiensis,7303718,,,
GBIF:7068492,300,GBIF:7068492,Hymenaea stigonocarpa stigonocarpa,variety,accepted,GBIF:7068492,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hymenaea,stigonocarpa,stigonocarpa,2950722,,,Jatobá-do-cerrado
GBIF:8867527,301,GBIF:8867527,Hymenaea stigonocarpa stigonocarpa,subspecies,accepted,GBIF:8867527,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hymenaea,stigonocarpa,stigonocarpa,2950722,,,
GBIF:3796085,302,GBIF:3796085,Mimosa claussenii corneiseta,variety,accepted,GBIF:3796085,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,claussenii,corneiseta,2969629,,Barneby,
GBIF:9115074,303,GBIF:9115074,Mimosa claussenii corneiseta,subspecies,accepted,GBIF:9115074,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,claussenii,corneiseta,2969629,,Barneby,
GBIF:1697074,304,GBIF:1697074,Maripa,genus,accepted,GBIF:1697074,Animalia,Arthropoda,Insecta,Orthoptera,Eumastacidae,Maripa,,,5934,,"Descamps & Amédégnato, 1970",
GBIF:3234444,305,GBIF:3234444,Maripa,genus,accepted,GBIF:3234444,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Maripa,,,2389,,Aubl.,
GBIF:1060232,306,GBIF:1060232,Diplotropis,genus,accepted,GBIF:1060232,Animalia,Arthropoda,Insecta,Coleoptera,Melolonthidae,Diplotropis,,,5593,,"Boheman, 1857",
GBIF:2960676,307,GBIF:2960676,Diplotropis,genus,accepted,GBIF:2960676,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Diplotropis,,,5386,,Benth.,
GBIF:3269713,308,GBIF:3269713,Vesicularia,genus,accepted,GBIF:3269713,Fungi,Ascomycota,,,,Vesicularia,,,95,,"I.Schmidt, 1974",
GBIF:7521361,309,GBIF:7521361,Vesicularia,genus,accepted,GBIF:7521361,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Vesicularia,,,8751,,Müll.Hal. (Müll.Hal.),
GBIF:1010250,310,GBIF:1010250,Vesicularia,genus,accepted,GBIF:1010250,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Vesicularia,,,6904,,"Thompson, 1830",
GBIF:3250940,311,,,,,,,,,,,,,,,,,
GBIF:7313408,312,GBIF:7313408,Passiflora foetida foetida,form,accepted,GBIF:7313408,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,foetida,foetida,2874211,,,
GBIF:7226067,313,GBIF:7226067,Passiflora foetida foetida,variety,accepted,GBIF:7226067,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,foetida,foetida,2874211,,,fetid passionflower
GBIF:7313418,314,GBIF:7313418,Passiflora foetida foetida,subspecies,accepted,GBIF:7313418,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,foetida,foetida,2874211,,,
GBIF:7326813,315,GBIF:7326813,Sauvagesia erecta erecta,variety,accepted,GBIF:7326813,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Ochnaceae,Sauvagesia,erecta,erecta,5421109,,,Yerba de San Martin
GBIF:7326816,316,GBIF:7326816,Sauvagesia erecta erecta,subspecies,accepted,GBIF:7326816,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Ochnaceae,Sauvagesia,erecta,erecta,5421109,,,
