database_id,occurrenceID,scientificName,decimalLatitude,decimalLongitude,eventDate,family,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,taxonRank,identifiedBy,coordinateUncertaintyInMeters,recordedBy,cntr_suggested,cntr_iso2c,decimalLongitude_modified,decimalLatitude_modified,iso2c,iso3c,.xy_issue
IDIGBIO_3759,a23d0dc2-59ff-4247-8a4d-a9e475205383,Eugenia involucrata,NA,NA,NA,Myrtaceae,Brazil,Goiás,NA,"Rod. GO-118, 16km N de São Gabriel, Fazenda Araçá",NA,PreservedSpecimen,NA,"Faria Júnior, J.E.Q.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3760,550ae954-c6b4-4f14-b6e1-166dabf7a837,Desmodium,NA,NA,NA,Fabaceae,Brasil,Rio Grande do Sul,NA,"Alencastro,",NA,PreservedSpecimen,NA,NA,NA,"Brack, P.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3761,b30f34e0-8df8-410d-89f9-620e1c2888fb,Aechmea organensis,NA,NA,NA,Bromeliaceae,Brazil,São Paulo,NA,"Parque Estadual Intervales, Na trilha do mirante novo, região da sede.",NA,PreservedSpecimen,NA,NA,NA,"Machado, CG",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3763,a02621cd-51ad-4c24-a5c3-d3f988ad31b7,Epidendrum cinnabarinum,NA,NA,NA,Orchidaceae,Brasil,Paraíba,NA,NA,NA,PreservedSpecimen,NA,NA,NA,NA,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3766,7236799f-33be-402f-8a8f-b13eecb88d75,Miconia cubatanensis,NA,NA,NA,Melastomataceae,Brasil,São Paulo,NA,NA,NA,PreservedSpecimen,NA,NA,NA,"Sampaio, D.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3769,4633f57c-2ef9-43c0-922b-bd8e94216320,Eragrostis solida,NA,NA,NA,Poaceae,Brasil,Distrito Federal,NA,31 km from Brasília on Anapolis road.,NA,PreservedSpecimen,NA,"Boechat, SC",NA,"Clayton, WD",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3770,a79846a7-901d-487b-875e-b7e11fd65a95,Stigmaphyllon,NA,NA,NA,Malpighiaceae,Brasil,Pará,NA,Pesqueiro - Ilha de Marajó,NA,PreservedSpecimen,NA,NA,NA,M.L. Guedes,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3773,541b3c41-12e3-4200-ae92-704b79de1f13,Doryopteris concolor,NA,NA,NA,Pteridaceae,Brasil,Mato Grosso do Sul,NA,"rio Ivinhema, Lagoa do Finado Raimundo, margem direita.",NA,PreservedSpecimen,NA,F.B. Matos,NA,E.C. de Albuquerque; et al.,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3774,ffffc5b3-909d-4626-950b-5cdd117184bb,Amphirrhox longifolia (A.St.-Hil.) Spreng.,NA,NA,NA,VIOLACEAE,Brazil,NA,NA,Near mouth of Rio Macauhan (Tributary of Yaco).,NA,PreservedSpecimen,NA,NA,NA,"Krukoff, B.A.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3777,490062dd-1dd9-4c61-b6d5-c35f35bc22d1,Nectandra,NA,NA,NA,Lauraceae,Brasil,Rio de Janeiro,NA,Parque Nacional da Serra da Bocaina. Arredores da Pedra da Macela.,NA,PreservedSpecimen,NA,NA,NA,"Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Toledo, C.A.P.T.; Silva-Filho, A.A.; Ramos, B.A.; Nascimento, M.S.; Antonio, P.E.; Brito, T.R.O.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3779,b47d8e70-661b-4b1c-9d97-5db1de99a717,Heteropterys,NA,NA,NA,Malpighiaceae,Brasil,Goiás,NA,Fazenda Pedraria acima do rio Pedraria,NA,PreservedSpecimen,NA,"Lima, IV",NA,"Lima, IV",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3781,fff7e3a5-a5c9-429d-be0c-1026a05ea871,Solanum warmingii Hiern,NA,NA,26/04/1987,Solanaceae,Brasil,Minas Gerais,NA,Fazenda Lagoa.,NA,PreservedSpecimen,sp.,Sandra Knapp,NA,M. Cristina Weyland Vieira,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3787,455ec7d9-c042-4942-948d-88f30ea419cb,Stryphnodendron obovatum,NA,NA,NA,Fabaceae,Brazil,São Paulo,NA,Campo Cerrado.,NA,PreservedSpecimen,NA,NA,NA,"Tannus, JLS; Assis, MA",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3788,ecfe85a0-d659-41a7-9389-5e679eeca353,Jacaranda semiserrata,NA,NA,NA,Bignoniaceae,Brasil,Mato Grosso,NA,NA,NA,PreservedSpecimen,NA,NA,NA,"De La Cruz, M.G.F.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3789,6a8e41b2-5eda-4858-b559-3630eb574b48,Psittacanthus,NA,NA,NA,Loranthaceae,Brasil,Espírito Santo,NA,Mata do Tabajara,NA,PreservedSpecimen,NA,NA,NA,"Hupp, G.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3791,af6cd134-914f-48fd-ae7a-4a0acabd890a,Mimosa hirsutissima var. hirsutissima,NA,NA,NA,Fabaceae,Brazil,Mato Grosso do Sul,NA,Brasilia.,NA,PreservedSpecimen,variety,NA,NA,"Riedel, --",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3792,30583263-a487-482b-9fce-1ff81519eab4,Tetrapterys microphylla,NA,NA,NA,Malpighiaceae,Brasil,Minas Gerais,NA,Serra da Moeda,NA,PreservedSpecimen,NA,"Mamede, M.C.H.",NA,"Lopes, E.; Grandi, T.S.M.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3793,e2527d3e-8d25-4ea7-8801-6a19caaae002,Dryopteris mexiae  C.Chr.,NA,NA,1930-03,Dryopteridaceae,Brazil,Minas Gerais,NA,Vicosa. Agricultural College land. Near east boundary.,NA,PreservedSpecimen,NA,NA,NA,"Mexia, Ynes Enriquetta Julietta",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3794,6c7cf3c8-5382-4c5e-b157-ad344e18c558,Lafoensia pacari,NA,NA,NA,Lythraceae,Brasil,Goiás,NA,Road to Brasília 1km beyound Paracaçu River,NA,PreservedSpecimen,NA,"Hunt, DR",NA,"Hunt, DR",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3795,71787d9e-1a19-444a-86ad-c4984d59d364,Psyllocarpus phyllocephalus,NA,NA,NA,Rubiaceae,Brasil,Goiás,NA,NA,NA,PreservedSpecimen,NA,"Delprete, PG",NA,"Anderson, WR",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3797,50a68a5b-779a-42b9-be70-5d3180f8542f,Luffa operculata (L.) Cogn.,NA,NA,11/05/1971,Cucurbitaceae,Brasil,Pernambuco,NA,CAATINGA NORDESTINA. ENTRE SALGUEIRO E SERRITA.,NA,PreservedSpecimen,sp.,NA,NA,"E.P.HERINGER; D. DE A. LIMA, J. DE P. L. SOBRINHO, A.C.SARMENTO",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3798,e99ca51d-9b58-4760-b75a-265d69602c6a,Spigelia schlechtendaliana Mart.,NA,NA,NA,Loganiaceae,Brazil,Minas Gerais,NA,NA,NA,PreservedSpecimen,species,Fernández Casas FJ,NA,Saint-Hilaire AFCP de,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3801,be07c13c-fa03-476f-8c48-f80de7185d8a,Euphorbia papillosa A.St.-Hil.,NA,NA,1983-09,Euphorbiaceae,Brasil,Rio Grande do Sul,Viamão,"Itapuã, Itapuã.",NA,PreservedSpecimen,espécie,"Sobral, M.",NA,Mike Hopkins,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3802,acaf6a1f-c06b-4edd-a572-da911cd14238,Vochysia elliptica,NA,NA,NA,Vochysiaceae,Brazil,Minas Gerais,NA,"Serra do Cipó, Alto da Serra da Lagoa Dourada.",NA,PreservedSpecimen,NA,"Pirani, JR",NA,"Roque, N; Forzza, RC; Hervêncio, P; Sano, PT",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3803,373fc524-a8e8-4f09-919d-5424c004c8e8,Eriocaulon,NA,NA,NA,Eriocaulaceae,Brasil,Paraná,NA,"Morro Camapuã, Prop. Sr. Agüilheiro, acesso por estrada de terra com 5 km a partir da saída da BR-116 no km 51-52.",NA,PreservedSpecimen,NA,NA,NA,"Romão, GO",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3804,95dc2b38-2b30-436e-b244-ae75991c5d53,Digitaria violascens,NA,NA,NA,Poaceae,Brasil,São Paulo,NA,Parque Estadual das Fontes do Ipiranga,NA,PreservedSpecimen,NA,"Shirasuna, RT",NA,"Vinha, D",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3807,88548d85-f444-4567-b38e-bac3bf55bd93,Piptocarpha macropoda (DC.) Baker,NA,NA,1982-05-27,Asteraceae,Brasil,Rondônia,Santa Bárbara,"Rodovia BR-364, km 120. 12 km. leste da Sede da Mineração. Mata na beira da estrada.",NA,PreservedSpecimen,espécie,"Pruski, J.F.",NA,Mike Hopkins,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3808,6070fc61-f710-4598-9332-63d0dd769996,Roupala montana brasiliensis,NA,NA,NA,Proteaceae,Brasil,Paraná,NA,"Mata dos Godoy, Lado esq. da ponte; estrada Londrina-S.Luiz",NA,PreservedSpecimen,NA,NA,NA,Francisco das Chagas e Silva,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3809,76b6ac24-0b4c-483d-979d-dcad61bfa566,Palicourea blanchetiana,NA,NA,NA,Rubiaceae,BRASIL,ES,NA,"Taxonomia de Campo USP, UNICAMP, ESAlq",NA,PreservedSpecimen,NA,Geovane S. Siqueira,NA,"Romão, G.O.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3811,84f96a84-cdd6-454d-bdad-33930e4a569a,Leptolobium dasycarpum,NA,NA,NA,Fabaceae,Brasil,Tocantins,NA,Fazenda São João,NA,PreservedSpecimen,NA,NA,NA,"Sobral, M; Larocca, J",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3813,410352a5-433a-47d0-ad0f-bac025678d37,Lacistema aggregatum,NA,NA,NA,Lacistemataceae,Brazil,Minas Gerais,NA,NA,NA,PreservedSpecimen,NA,NA,NA,B. Maguire,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3814,a1631069-380a-45ad-aa36-0a4259c38306,Roupala montana,NA,NA,NA,Proteaceae,Brasil,Minas Gerais,NA,NA,NA,PreservedSpecimen,NA,"Pirani, JR",NA,"Menezes, NL",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3816,c8ff6b64-8018-4157-970e-04ed40e52b52,Hyptis atrorubens,NA,NA,NA,Lamiaceae,Brasil,Pernambuco,NA,NA,NA,PreservedSpecimen,NA,M.Sobral Leite,NA,M.Sobral Leite; A.M.Wanderley,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3818,840c492e-546a-43c0-965c-dff7e6508b36,Ludwigia peruviana (L.) H. Hara,NA,NA,NA,Onagraceae,Brazil,Minas Gerais,NA,Nova Serrana.,NA,PreservedSpecimen,NA,NA,NA,T.P. Ramamoorthy,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3820,c85e54a2-e751-46d1-9c28-3122324934e1,Kielmeyera rosea Mart. & Zucc.,NA,NA,11/02/1969,Clusiaceae,Brasil,Minas Gerais,NA,"Serra di Cipó, Usina.",NA,PreservedSpecimen,sp.,N. Saddi,NA,A. P. Duarte,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3823,1a6bbbe6-f517-4a95-8ab2-0d9a8e527ab4,Lithraea molleoides,NA,NA,NA,Anacardiaceae,Brazil,Paraná,NA,Piriquitos,NA,PreservedSpecimen,NA,"Hatschbach, G.",NA,"Hatschbach, G.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3824,8c3cda65-ebee-40ec-b33d-1665c7e77984,NA,NA,NA,NA,NA,Brasil,Rio Grande do Sul,NA,Mata do Sesi,NA,PreservedSpecimen,NA,NA,NA,"Bordin, J.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3826,9f64922d-894a-4a5a-b60e-6f475d552fb3,Ocotea glomerata (Nees) Mez,NA,NA,20/01/2012,Lauraceae,Brasil,Roraima,NA,PARNA do Viruá. Grade do PPBio. Parcela L01_3500.,NA,PreservedSpecimen,sp.,L.C.S. Assis,NA,"Perdiz, R.O.; Souza, S.S.; Santos, V.S.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3827,16e768a8-9576-4b1a-9d2a-56af36a72bdc,Sesbania punicea,NA,NA,NA,Fabaceae,Brazil,Paraná,NA,Colônia Orleans,NA,PreservedSpecimen,NA,"Dombrowski, L.T.",NA,"Dombrowski, L.T.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3828,3e6745bc-654b-4aa4-9c70-78b210c6a4f1,Smilax pseudosyphilitica Kunth,NA,NA,1932-7-18,Smilacaceae,Brasil,Maranhão,Cândido Mendes,NA,NA,PreservedSpecimen,NA,NA,NA,"Froes, R.|Krukoff, B.A.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3829,00be0b2d-6726-4359-80f3-9d9b8a62f3bc,Siphocampylus longipedunculatus Pohl,NA,NA,24/05/1987,Campanulaceae,Brasil,Rio de Janeiro,NA,Caminho para o Nariz do Frade. Parque Nacional da Serra dos Órgãos,NA,PreservedSpecimen,sp.,Isis de Melo Rollim,NA,"T. Wendt; T. Fontoura, A. Costa, F.A. Silveira",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3830,04b8515a-e6fe-43de-93bc-a37e4d0430c9,Iryanthera laevis Markgr.,NA,NA,1975-02-04,Myristicaceae,Brasil,Amazonas,Presidente Figueiredo,"BR174, km 123., Estrada Manaus-Caracaraí, km 123.",NA,PreservedSpecimen,espécie,"Rodrigues, W.A.",NA,Mike Hopkins,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3833,8f18e705-e264-4be3-8712-52831c977b59,Comanthera curralensis (Moldenke) L.R.Parra & Giul.,NA,NA,18/06/1981,Eriocaulaceae,Brasil,Bahia,NA,"BR052, 4-6 km E of Morro do Chapéu.",NA,PreservedSpecimen,sp.,M.Watanary,NA,S.A.Mori; B.M.Boom,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3834,c13e78c5-d28c-409e-8ffb-47311371d0df,Habenaria pleiophylla,NA,NA,NA,Orchidaceae,Brasil,São Paulo,NA,NA,NA,PreservedSpecimen,NA,NA,NA,"Leitão Filho, H.F. et al.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3835,7f4b1d5c-d979-4399-a443-c6d1b5805bde,Maytenus aquifolium,NA,NA,NA,Celastraceae,Brazil,Caldas,NA,NA,NA,PreservedSpecimen,NA,NA,NA,A. Regnell,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3836,b73ab7ab-41f7-493f-b13c-e5aeaba8d7ae,Hatiora salicornioides,NA,NA,NA,Cactaceae,Brasil,Minas Gerais,NA,NA,NA,PreservedSpecimen,NA,"Zappi, D.C.",NA,"Mexia, Y.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3837,6abcca08-12b8-4d6d-b8c0-e5fcbc178d7d,Sinningia sellowii,NA,NA,NA,Gesneriaceae,Brasil,Paraná,NA,Rio Cavernoso.,NA,PreservedSpecimen,NA,"Ferreira, G.E.",NA,"Reitz, R.; Klein, R.M.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3840,6c87e28e-b11c-465d-adcf-4f050ffcbad2,Caesalpinia,NA,NA,NA,Fabaceae,Brasil,Ceará,NA,NA,NA,PreservedSpecimen,NA,NA,NA,"Mello Filho, L.E.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3841,4e259249-3210-4709-af60-3cf906c60a27,Cordia scabrifolia,NA,NA,NA,Cordiaceae,Brazil,NA,NA,"Mun. Pres. Figueredo, AM. Rio Pitinga a 2 hrs. acima da confluência com rio Uatumã, (a montante da UHE de Balbina).",NA,PreservedSpecimen,NA,NA,NA,C. A. Cid Ferreira & et al.,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3843,b639d805-3389-473e-abf1-4f55e08297b6,Declieuxia cordigera,NA,NA,NA,Rubiaceae,Brasil,Goiás,NA,Morro do Frota,NA,PreservedSpecimen,NA,"Romaniuc Neto, S",NA,"Barros, F",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3844,fe0e9b63-4b65-499c-a7ec-7b3cc3532496,Roupala,NA,NA,NA,Proteaceae,Brasil,Minas Gerais,NA,NA,NA,PreservedSpecimen,NA,NA,NA,M. Groppo,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3847,00a9cc67-2191-4e4e-a760-72016fbd1754,Pellaea pinnata,NA,NA,NA,Pteridaceae,Brazil,Minas Gerais,NA,"Serra do Caraça, Ca. 70km a sudeste de Belo Horizonte, em direção à Carapuça.",NA,PreservedSpecimen,NA,NA,NA,"Cruz, ND; Shepherd, GJ; et al.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3848,e9c68ed2-9d9c-4634-bea8-553b0fb3d61a,Miconia cuspidata (Mart.) Naudin,NA,NA,1996-08-14,Melastomataceae,Brasil,Amazonas,Manaus,Reserva Florestal Adolfo Ducke,NA,PreservedSpecimen,espécie,"Renner, S.S.",NA,Mike Hopkins,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3849,2223da94-7a32-4ba9-b285-d222ff833766,Caryodendron amazonicum Ducke,NA,NA,1942-09-24,Euphorbiaceae,Brasil,Amazonas,NA,Esperança. Mata de terra firme.,NA,PreservedSpecimen,espécie,NA,NA,Mike Hopkins,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3850,9fe310a0-7000-4d75-b82a-f1bee5a7cf95,Roupala montana,NA,NA,NA,Proteaceae,Brasil,Mato Grosso,NA,Estação Ecológica Serra das Araras.,NA,PreservedSpecimen,NA,NA,NA,"Brazão, C.M.S.C.; Silva, N.A.U.S.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3851,b1606a32-dd9a-4f3d-ae3f-c38614e3f690,Cecropia,NA,NA,15/12/2016,Urticaceae,Brasil,Espírito Santo,NA,estrada para São Gabriel da Palha.,NA,PreservedSpecimen,gen.,NA,NA,"M.F.O. Silva; C.N.Fraga, F.R.M. Fraga & L.J.C. Kollmann",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3854,817ccc2b-658b-4f62-9254-2402e7507fa4,Matayba,NA,NA,14/10/1982,Sapindaceae,Brasil,Amazonas,NA,"Rio Solimões, margem direita, lago Tefé, Vila Nogueira.",NA,PreservedSpecimen,gen.,R.L.G. Coelho,NA,"I.L. Amaral; C. A. Cid, J. Guedes & J. Lima",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3855,d3405e75-4f73-4c38-ba5d-72ff5cbaf5bf,Stylosanthes capitata Vogel,NA,NA,1992-05-26,LEGUMINOSAE-PAPILIONOIDEAE,Brazil,NA,NA,"Campus da UEFS, gramado entre a guarita e a residência estudantil.",NA,PreservedSpecimen,NA,"Queiroz, L.P.",NA,"Queiroz, L.P.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3856,b89f4f57-7e0e-4032-a83b-53d24b779ba2,Myrcia splendens (Sw.) DC.,NA,NA,09/03/1995,Myrtaceae,Brasil,Pernambuco,NA,"Inajá, Reserva Biológica de Serra Negra. Reserva Biológica de Serra Negra",NA,PreservedSpecimen,sp.,M. Sobral,NA,A. P. S. Gomes; et al.,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3857,daa108d4-b9b1-44a9-af02-ada56c85f9bb,Sapindus saponaria,NA,NA,NA,Sapindaceae,Brazil,Goiás,NA,Fundão,NA,PreservedSpecimen,NA,"Ferrucci, M.S.",NA,"Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3858,076604df-724a-43f0-85e4-6fe189f593d7,Piper amplum Kunth,NA,NA,11/07/2001,Piperaceae,Brasil,Espírito Santo,NA,"Rio Saltinho, Boerão, sitio de Paulo Mass.",NA,PreservedSpecimen,sp.,Elsie Franklin Guimarães,NA,L.Kollmann; E.Bausen & W.Pizziolo,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3859,a6f31ead-7872-4af5-ba2c-8ed5fc6ddc0c,Eschweilera amazonica R.Knuth,NA,NA,1983-07-26,Lecythidaceae,Brasil,Amazonas,Maués,"Basin of Rio Apoquitaua, lower Rio Pacoval.",NA,PreservedSpecimen,espécie,"Mori, S.A.",NA,Mike Hopkins,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3861,054b9e70-9ade-4dcc-b895-45dd971a3b02,Blepharocalyx myriophyllus,NA,NA,NA,Myrtaceae,Brasil,Minas Gerais,NA,NA,NA,PreservedSpecimen,NA,"Gissi, D.S.",NA,"Zappi, D.C.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3865,cbec5f43-74ba-4753-86b1-2697a8abbfac,Polygala adenophylla,NA,NA,NA,Polygalaceae,Brasil,RS,NA,"Águas Claras, Banhado dos Pachecos",NA,PreservedSpecimen,NA,NA,NA,"Schmidt-Silveira, F",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3866,5dab1ba1-13a3-48e6-bf0b-6deffb03c3d5,Vatairea macrocarpa,NA,NA,NA,Fabaceae,Brasil,Piauí,NA,Buriti-do-rei,NA,PreservedSpecimen,NA,M.Oliveira,NA,"Oliveira, F. C. S.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3870,50abb320-2eb9-43a2-b9bb-f5ea3a7d043b,Lobelia thapsoides,NA,NA,NA,Campanulaceae,Brazil,Paraná,NA,"BR-266, Km 54 Curitiba - Paranaguá",NA,PreservedSpecimen,NA,"Vieira, A.O.S.",NA,"Vieira, A.O.S.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3871,2b460958-6fa0-42df-9f92-607c9555e723,Vernonia simplex,NA,NA,NA,Asteraceae,Brasil,Distrito Federal,NA,Próximo a sede da FZDF,NA,PreservedSpecimen,NA,"Barroso, GM",NA,"Heringer, EP",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3872,14d63fb4-b38d-406c-b934-543764cad339,Solanum asterophorum,NA,NA,NA,Solanaceae,Brasil,MG,NA,Parque Estadual do Rio Doce.,NA,PreservedSpecimen,NA,"Stehmann, JR",NA,"Sobral, M",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3873,bda42830-3234-486d-b0b7-f7242833a5ab,Philodendron tweedianum,NA,NA,NA,Araceae,Brazil,Mato Grosso do Sul,NA,60km W de Miranda,NA,PreservedSpecimen,NA,NA,NA,"Krapovickas, A.; et al.; et al.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3874,65e1abe8-0aae-4e6f-ab7f-a113bff5482a,Panicum sciurotis,NA,NA,NA,Poaceae,Brasil,Bahia,NA,in sabulosis umbrosis.,NA,PreservedSpecimen,NA,NA,NA,"Salzmann, P.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3875,0f81b9dd-ad4f-46e0-aab7-47c146d87086,Chamaecrista pohliana (Benth.) H.S. Irwin & Barneby,NA,NA,NA,Fabaceae,Brazil,Distrito Federal,NA,"10 km. S.E. of Brasília, road to Paranoá, D.F. Cerrado Roadside.",NA,PreservedSpecimen,NA,R. Barneby,NA,Howard S. Irwin|R. Souza|R. Reis dos Santos,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3876,fc1aa263-c684-43a2-b526-0da91103eb39,Rustia formosa (Cham. & Schltdl. ex DC.) Klotzsch,NA,NA,NA,Rubiaceae,Brazil,NA,NA,NA,NA,PreservedSpecimen,species,NA,NA,Martius CFP von,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3877,a075b92c-9490-488f-817b-53488003cc56,Adiantopsis radiata,NA,NA,NA,Pteridaceae,Brazil,Paraná,NA,Rio Ivaí,NA,PreservedSpecimen,NA,"Lindeman, J.",NA,"Lindeman, J.; Haas, H.; Haas, H.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3878,a7ff10c7-771e-4210-9da7-db938f2bccc0,Elaphoglossum luridum (Fée) Christ,NA,NA,NA,Dryopteridaceae,Brazil,Espírito Santo,Santa Teresa,Reserva Biológica de Santa Lúcia.,NA,PreservedSpecimen,NA,Robbin C. Moran (NY),NA,Pedro L.R. de Moraes|H. van der Werff|Tiago Arruda Pontes|M. Cruz,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3882,c543f616-99ee-4bd9-983d-3e1b17a5a126,Noterophila limnobios (DC.) Mart.,NA,NA,1840,Melastomataceae,Brazil,NA,NA,{From protologue: Ad Serra da Piedade],NA,PreservedSpecimen,Species,R. Kriebel,NA,F. Sellow,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3883,833bf22b-1a32-41c4-b530-cdef5aca9707,Jacaranda micrantha,NA,NA,NA,Bignoniaceae,Brasil,São Paulo,NA,Fazenda Sant'Ana - Botucatu,NA,PreservedSpecimen,NA,"Miyagi, P.H.",NA,"Novelli, E.L.B.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3884,e83e45c7-fcbb-4927-8268-b6421a27a2f2,Tricholine nervosa,NA,NA,NA,Asteraceae,Brasil,Paraná,NA,Rio Taquari,NA,PreservedSpecimen,NA,"Hastschbach, G.",NA,"Silva, J.M.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3885,176855aa-5b17-4ba7-b3f4-48bae7aa7fbf,Adenocalymma pedunculatum,NA,NA,NA,Bignoniaceae,Brasil,Minas Gerais,NA,NA,NA,PreservedSpecimen,NA,"Fonseca, L.H.M.",NA,"Souza, V.C. et al.",BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3886,0f1395dc-9efc-4cc4-b679-3a7c2ea72602,Ouratea stipulacea Engl.,NA,NA,09/03/1978,Ochnaceae,Brasil,Rio de Janeiro,NA,"Iº DIST., SERRA DA ESTRELA, PROX. AO ANTIGO LEITO DA ESTR. DE FERRO.",NA,PreservedSpecimen,sp.,C.SASTRE,NA,G. Martinelli,BRAZIL,BR,NA,NA,NA,NA,TRUE
IDIGBIO_3888,4b0257ce-100d-4282-bfd3-2f8878aa1b7f,Chomelia pohliana,NA,NA,NA,Rubiaceae,Brasil,Minas Gerais,NA,"Capim Branco I, Funil II.",NA,PreservedSpecimen,NA,NA,NA,"Rosa, P.O.; Hattori, E.K.O. & Araújo, G.M.",BRAZIL,BR,NA,NA,NA,NA,TRUE
