SpName,Longitude,Latitude
Humiria balsamifera,-41.376944,-13.083611
Croton heliotropiifolius,-38.5431,-3.71722
Micropholis venulosa,-52.15,-14.05
Dalbergia frutescens,-46.97,-23.03
Calyptranthes concinna,-51.9906,-26.4842
Pouteria gardneriana,-39.761111,-12.717778
Helicteres brevispira,-40.3214,-10.5075
Cryptocarya saligna,-47.8822,-24.6136
Terminalia dichotoma,-65.7166667,-1.8333333
Cordiera elliptica,-48.88,-15.81
Myrcia bergiana,-36.757639,-10.633611
Himatanthus sucuuba,-48.5392,-12.025
Inga capitata,-71.32,-8.43
Aureliana fasciculata,-45.59,-22.73
Palicourea rigida,-47.866667,-15.883333
Erythroxylum mucronatum,-38.316667,-12.683333
Cereus jamacaru,-38.6219,-5.89056
Vitex polygama,-47.9369,-23.3442
Casearia grandiflora,-48.423889,-14.709444
Plathymenia reticulata,-46.01,-15.32
Chamaecrista ensiformis,-44.265556,-15.1125
Miconia hypoleuca,-38.4953,-12.5125
Casearia sylvestris,-51.866667,-12.9
Helicteres brevispira,-37.1558,-8.62306
Faramea multiflora,-43.7894,-20.0875
Indigofera suffruticosa,-51.3958,-30.6733
Senna multijuga,-61.8738889,-1.3711111
Blepharocalyx salicifolius,-47.666667,-16.75
Jacaranda jasminoides,-41.403056,-12.560278
Cybianthus brasiliensis,-43.8014,-20.2533
Abarema filamentosa,-39.2658,-17.7319
Senegalia polyphylla,-47.81,-21.17
Myrcia tomentosa,-46.25,-19.3333333
Solanum caavurana,-40.890833,-18.755
Vochysia tucanorum,-44.4042,-19.2744
Byrsonima sericea,-38.3242,-12.6975
Cordia anabaptista,-40.2925,-20.3297
Solanum sanctae-catharinae,-49.7269,-29.3353
Psychotria bahiensis,-36.5864,-10.2903
Schefflera macrocarpa,-42.475,-14.0694
Palicourea guianensis,-40.85,-4.033333
Aegiphila integrifolia,-50.94,-24.2
Pera glabrata,-48.1997,-23.0431
Tibouchina arborea,-40.550833,-20.134167
Licania hypoleuca,-37.529167,-11.744444
Banara guianensis,-38.968889,-4.206667
Parapiptadenia rigida,-51.13,-27.6892
Cupania impressinervia,-35.5306,-8.7075
Ocotea elegans,-40.7497,-20.635
Eugenia punicifolia,-42.4972,-15.1719
Casearia sylvestris,-48.61,-23.1
Xylopia aromatica,-47.83,-21.67
Bernardia pulchella,-52.404444,-24.25
Ocotea notata,-37.4383,-11.2683
Myrcia venulosa,-38.35,-12.933333
Mesocapparis lineata,-49.6725,-3.76611
Clidemia hirta,-55.488278,-20.465694
Croton sellowii,-38.998056,-14.258889
Ocotea lancifolia,-41.1561,-11.55
Annona montana,-43.21,-22.9
Varronia multispicata,-39.083333,-15.15
Piptadenia stipulacea,-38.231667,-9.696667
Vassobia breviflora,-50.7608,-24.445
Leptolobium bijugum,-36.3061,-10.2919
Amburana cearensis,-37.636667,-6.11
Myrcia tomentosa,-34.945833,-8.271111
Casearia grandiflora,-48.333333,-15.833333
Symplocos tetrandra,-50.8683,-27.3058
Chrysophyllum gonocarpum,-48.44,-22.88
Galipea jasminiflora,-43.6697,-19.88
Vismia guianensis,-47.933333,-16.05
Palicourea macrobotrys,-54.7083,-2.44306
Psychotria leiocarpa,-50.6156,-24.3239
Myrciaria cuspidata,-41.0922,-3.56222
Psychotria vellosiana,-43.6864,-19.823222
Byrsonima crassifolia,-54.0692,-2.00778
Gochnatia polymorpha,-40.343111,-20.462139
Cordia trichotoma,-53.410278,-26.728889
Inga marginata,-52.5056,-29.7147
Emmotum nitens,-47.885278,-15.944722
Solanum argenteum,-43.89,-19.63
Carpotroche brasiliensis,-37.4483,-11.3508
Copaifera langsdorffii,-51.1,-20.63
Myrsine umbellata,-41.9,-13.2833333
Miconia albicans,-46.1883,-23.5228
Eugenia punicifolia,-35.2,-6.083333
Pouteria ramiflora,-47.578056,-21.612222
Senegalia polyphylla,-68.87,-3.38
Senegalia riparia,-42.4656,-16.9517
Heterocondylus alatus,-49.3208,-28.5178
Randia armata,-46.6808,-22.6819
Terminalia fagifolia,-46.3466666,-14.1038889
Inga capitata,-39.5,-14.316667
Swartzia apetala,-37.0528,-10.5033
Bredemeyera floribunda,-64.669167,-9.273056
Styrax camporum,-47.44,-19.8653
Myrcia variabilis,-47.4,-20.53
Diospyros hispida,-51.2917,-22.4492
Vantanea obovata,-41.438889,-12.455556
Symplocos estrellensis,-49.2064,-25.5347
Psychotria carthagenensis,-47.316667,-15.716667
Dialium guianense,-35.248333,-7.6225
Libidibia ferrea,-35.725,-8.90889
Tapirira guianensis,-42.6508,-20.2261
Waltheria cinerescens,-41.233333,-12.9
Geonoma schottiana,-40.6075,-19.931389
Siparuna guianensis,-46.7411,-21.0167
Albizia edwallii,-53.5017,-28.2925
Sapium argutum,-40.25,-9.92
Cupania scrobiculata,-71.9333333,-9.1833333
Allophylus petiolulatus,-48.896667,-27.100833
Byrsonima variabilis,-43.67,-19.88
Machaerium acutifolium,-42.8367,-5.09417
Cordia rufescens,-40.5008,-9.39861
Machaerium stipitatum,-48.8344,-25.4769
Sloanea guianensis,-45.88,-23.17
Syagrus romanzoffiana,-51.05,-29.36
Quararibea penduliflora,-39.528889,-15.158611
Salzmannia nitida,-39.0753,-15.2933
Mollinedia blumenaviana,-45.504722,-23.624722
Vernonia rubriramea,-47.91,-22.54
Ocotea lancifolia,-41.118611,-11.722222
Senegalia tenuifolia,-38.6856,-3.89083
Trichilia pallida,-47.91,-22.54
Schoepfia brasiliensis,-39.7,-12.75
Psychotria longipes,-44.96,-23.07
Solanum didymum,-39.0333333,-15.1833333
Ziziphus joazeiro,-36.888667,-7.47275
Tibouchina heteromalla,-43.032778,-16.853611
Lacmellea aculeata,-46.7656,-1.05361
Ilex brevicuspis,-51.015,-26.7753
Marlierea tomentosa,-45.31,-23.22
Clidemia hirta,-47.6136,-16.7686
Hymenaea courbaril,-41.3233,-5.50361
Miconia ferruginata,-54.0439,-19.5314
Platymiscium pubescens,-43.9378,-19.9208
Miconia prasina,-40.4705556,-20.0591667
Solanum stipulaceum,-37.431192,-11.276475
Clethra scabra,-40.6075,-19.931389
Abrus precatorius,-35.0077778,-6.3694445
Myrsine umbellata,-41.28,-11.63
Spondias venulosa,-39.812778,-10.681944
Senna velutina,-49.33,-15.75
Peltogyne venosa,-60.6206,-3.29972
Indigofera suffruticosa,-47.47,-21.85
Geonoma gamiova,-46.31666667,-23.78333333
Lacistema aggregatum,-60.083333,-2.316667
Randia armata,-44.8319445,-12.2533333
Vismia guianensis,-39.0753,-15.2933
Anacardium occidentale,-41.05,-21.64
Buchenavia tomentosa,-48.3333333,-14.3333333
Hymenaea courbaril,-47.042331,-22.801017
Esenbeckia febrifuga,-53.0069,-24.0622
Piper umbellatum,-39.183333,-13.824167
Simarouba amara,-36.38,-8.2
Leptolobium elegans,-47.47,-20.25
Miconia prasina,-64.8,-3.23
Eugenia stictopetala,-48.70027778,-1.488333333
Piper malacophyllum,-49.4,-28.39
Piper corcovadensis,-48.780833,-27.628889
Cordia sellowiana,-41.334167,-15.75
Matayba guianensis,-40.530278,-19.971389
Cordia trichoclada,-40.8758334,-19.2341666
Cordiera sessilis,-47.55,-21.47
Manihot tripartita,-54.76,-18.51
Coussarea platyphylla,-51.5,-19.1166667
Myrsine parvula,-50.224444,-30.073889
Urera baccifera,-48.44,-22.88
Margaritopsis chaenotricha,-39.07,-15.29
Myracrodruon urundeuva,-46.3694,-14.0931
Libidibia ferrea,-38.3833,-10.6
Dendropanax cuneatus,-44.1983,-19.9678
Licaria armeniaca,-45.3106,-23.2231
Prockia crucis,-51.9386,-23.4253
Rhamnus sphaerosperma,-49.069444,-24.078889
Senna aversiflora,-36.0442,-7.90306
Ramisia brasiliensis,-39.7130556,-14.6408333
Tocoyena formosa,-44.72241667,-13.07722222
Tapirira guianensis,-49.0044,-22.1105
Aspidosperma illustre,-42.0228,-20.9047
Eugenia bunchosiifolia,-46.56,-23.69
Casearia oblongifolia,-43.0016667,-22.9297223
Ficus pertusa,-49.62,-10.79
Styrax camporum,-44.186111,-17.753333
Lamanonia ternata,-46.9568,-23.6958
Myrsine coriacea,-42.3375,-22.3197223
Styrax pohlii,-60.025,-3.10194
Acca sellowiana,-51.636667,-28.238611
Berberis laurina,-49.4916666,-28.1205556
Chromolaena odorata,-60.025,-3.10194
Psychotria carthagenensis,-39.2658,-17.7319
Myrcia heringii,-48.47141667,-24.79375
Hymenaea courbaril,-34.9064,-7.83417
Aegiphila vitelliniflora,-48.32,-21.25
Randia ferox,-50.935556,-29.599722
Casearia sylvestris,-43.1036,-22.8833
Picrasma crenata,-41.84825,-20.4195
Mollinedia oligantha,-41.9666667,-21.9666667
Chamaecrista bahiae,-47.561389,-0.606389
Tovomita brasiliensis,-40.6003,-19.9356
Amphilophium crucigerum,-46.727144,-23.564314
Baccharis platypoda,-43.308056,-18.205833
Guatteria sellowiana,-43.433056,-18.904444
Ocotea notata,-38.4192,-12.1356
Miconia fasciculata,-48.585278,-24.434167
Senegalia recurva,-46.55,-23.11
Alchornea triplinervia,-41.3538889,-12.9947222
Amburana cearensis,-38.321111,-7.983333
Gochnatia polymorpha,-51.015,-26.7753
Clidemia hirta,-44.63,-22.47
Senna rizzinii,-35.3831,-5.27278
Ocotea pulchella,-47.816667,-22.25
Dalbergia ecastaphyllum,-43.21,-22.9
Ocotea nutans,-40.126345,-18.336298
Sloanea hirsuta,-47.876944,-24.675833
Erythrina speciosa,-45.0711,-23.4339
Bauhinia longifolia,-39.0647,-16.4497
Solanum paniculatum,-36.9592,-10.4272
Copaifera lucens,-35.9433,-9.30667
Senna aversiflora,-35.7969,-8.23333
Bernardia scabra,-39.5533,-16.575
Augusta longifolia,-47.62,-16.8672223
Asclepias curassavica,-53.9922,-28.5169
Indigofera suffruticosa,-35.0025,-7.56056
Symplocos celastrinea,-47.2928,-19.3528
Davilla kunthii,-53.344444,-13.202778
Coussarea nodosa,-47.005556,-24.339444
Alchornea triplinervia,-47.99,-23.87
Leandra regnellii,-49.378611,-26.250556
Senegalia polyphylla,-42.7322,-19.7122
Diospyros inconstans,-49.0459,-22.6065
Xylosma venosa,-49.94,-22.21
Vernonanthura ferruginea,-46.587222,-14.095278
Inga marginata,-49.9503,-29.1967
Campomanesia guaviroba,-46.74,-23.36
Bactris setosa,-40.088611,-19.886111
Strychnos parvifolia,-48.3658,-21.6033
Clusia nemorosa,-57.12,-1.08
Agonandra brasiliensis,-57.491667,-18.056389
Astraea lobata,-38.2992,-12.5303
Psidium cattleianum,-52.322444,-24.109722
Margaritopsis cephalantha,-42.8819,-20.7539
Erythroxylum suberosum,-38.966667,-12.25
Psychotria hoffmannseggiana,-39.1,-16.56
Ossaea sanguinea,-48.611111,-25.738667
Miconia theizans,-46.45975833,-23.76854444
Guettarda viburnoides,-40.21,-10.402778
Ternstroemia alnifolia,-41.924722,-13.261944
Myrsine loefgrenii,-47.06,-22.9
Tocoyena formosa,-37.986194,-10.881167
Handroanthus ochraceus,-39.1019,-12.67
Luehea divaricata,-51.7719,-27.4197
Cestrum axillare,-36.3711,-8.14583
Maytenus schumanniana,-47.92,-24.38
Myrcia mutabilis,-43.879764,-20.255969
Coccoloba alnifolia,-39.3719,-17.8919
Mimosa caesalpiniifolia,-44.3,-2.53
Piper arboreum,-49.0486111,-15.7480555
Ficus pertusa,-41.0467,-21.0989
Solanum mauritianum,-50.174444,-29.471389
Bathysa stipulata,-43.2656,-21.5878
Myrcia tomentosa,-38.95,-14.066667
Crateva tapia,-60.6206,-3.29972
Alchornea glandulosa,-47.8103,-21.1775
Baccharis brachylaenoides,-43.501667,-20.023056
Myrsine gardneriana,-43.9758,-21.1869
Baccharis oblongifolia,-41.7728,-13.1519
Ficus insipida,-44.05,-5.8
Sebastiania brasiliensis,-37.2644,-8.07361
Eugenia florida,-52.755306,-23.835583
Baccharis singularis,-39.471944,-12.853056
Garcinia gardneriana,-49.71,-24.25
Libidibia ferrea,-36.8078,-7.39083
Casearia sylvestris,-49.2064,-25.5347
Pourouma guianensis,-56.4767,-9.66472
Trichilia pallida,-47.31,-22.94
Anacardium occidentale,-46.99,-22.97
Vitex megapotamica,-50.040039,-26.460146
Brunfelsia brasiliensis,-43.686389,-19.823056
Varronia leucocephala,-37.261944,-8.358889
Leandra variabilis,-48.83,-25.48
Palicourea rigida,-48.4247223,-16.1730556
Tabernaemontana catharinensis,-50.07,-21.42
Bowdichia virgilioides,-35.1797,-7.89667
Dahlstedtia pentaphylla,-46.25,-23.99
Aspidosperma pyricollum,-49.22,-25.27
Miconia elegans,-57.4144,-11.5353
Metrodorea nigra,-52.6856,-22.9344
Diospyros hispida,-47.9552778,-15.9708334
Ficus luschnathiana,-51.3148,-22.4778
Cyathea delgadii,-41.383333,-12.566667
Miconia rimalis,-41.81,-13.58
Diospyros hispida,-48.284722,-22.8
Miconia albicans,-51.711944,-17.900278
Ocotea pulchra,-44.96,-23.07
Guapira pernambucensis,-38.9166667,-15.9166667
Cheiloclinium cognatum,-55.2494444,-11.6916667
Bixa orellana,-48.59,-24.58
Eugenia acutata,-47.433333,-20.216667
Styrax ferrugineus,-56.4461,-14.4086
Myrsine venosa,-41.6636,-13.2497
Lantana undulata,-34.916667,-7.833333
Piper aduncum,-48.816686,-26.446139
Lonchocarpus cultratus,-46.5692,-22.0681
Eugenia mosenii,-47.92,-24.38
Cordiera sessilis,-44.73,-17.59
Palicourea marcgravii,-48.432667,-11.253944
Urera caracasana,-56.0967,-15.5961
Pluchea sagittalis,-42.8819,-20.7539
Schefflera macrocarpa,-44.789167,-22.870833
Poincianella pluviosa,-40.1,-15.1166667
Campomanesia dichotoma,-35.759722,-7.078611
Solanum scuticum,-49.45,-21.99
Gaylussacia brasiliensis,-45.827222,-11.8775
Guazuma ulmifolia,-41.83,-13.65
Guapira opposita,-49.8889,-29.5514
Campomanesia guazumifolia,-44.1983,-19.9678
Diospyros hispida,-45.236389,-7.145667
Sparattanthelium tupiniquinorum,-39.86,-18.72
Maprounea guianensis,-63.0208,-7.50611
Lantana fucata,-47.43,-23.54
Solanum asterophorum,-35.8455555,-8.7322223
Cupania racemosa,-35.0147,-8.11278
Capsicum parvifolium,-40.6775,-5.17833
Miconia ligustroides,-49.07,-24.062222
Posoqueria acutifolia,-49.068056,-24.080833
Salacia elliptica,-49.5178,-27.0569
Erythroxylum vacciniifolium,-45.59,-22.73
Cyrtocarpa caatingae,-44.055556,-12.945556
Trema micrantha,-47.783333,-24.666667
Bauhinia cheilantha,-39.3328,-10.4378
Aureliana fasciculata,-46.632778,-23.436111
Guapira tomentosa,-40.666667,-9.25
Eugenia punicifolia,-54.3639,-19.9178
Myrceugenia euosma,-49.26,-26.19
Erythroxylum campestre,-47.9464,-18.1658
Bredemeyera floribunda,-49.37,-21.04
Cordyline spectabilis,-50.4136,-24.5094
Piper hispidum,-39.08,-16.5
Guarea guidonia,-47.042331,-22.801017
Miconia minutiflora,-54.43,0.92
Guapira opposita,-41.9494,-18.8511
Jatropha mutabilis,-38.408056,-9.231389
Guapira opposita,-48.44,-22.88
Psychotria nemorosa,-41.82,-19.74
Senegalia martiusiana,-41.2392,-15.505
Poincianella pyramidalis,-40.064167,-12.726389
Coussarea contracta,-51.6678,-27.5669
Vachellia farnesiana,-43.3503,-21.7642
Apeiba tibourbou,-40.42,-10.94
Brosimum gaudichaudii,-37.4383,-11.2683
Plathymenia reticulata,-40.6967,-3.22556
Vochysia tucanorum,-49.465,-18.9689
Handroanthus heptaphyllus,-45.6653,-2.95278
Stephanopodium blanchetianum,-39.6313889,-16.8386111
Brunfelsia pilosa,-51.9792,-23.9161
Apuleia leiocarpa,-50.8,-3.37
Nectandra membranacea,-44.6066667,-22.4575
Piper marginatum,-34.8811,-8.05389
Mollinedia clavigera,-51.35,-23.4
Citronella paniculata,-47.06,-22.9
Anthodiscus amazonicus,-64.984444,-9.681944
Eugenia aurata,-54.483333,-20.816667
Leandra regnellii,-48.7786,-27.6881
Psychotria mapourioides,-41.433333,-12.55
Piper crassinervium,-53.028333,-24.156389
Croton urucurana,-44.1997,-20.1433
Berberis laurina,-49.7158,-25.7697
Cestrum intermedium,-46.768611,-23.453056
Sparattosperma leucanthum,-43.266667,-22.55
Virola sebifera,-49.2186,-16.4064
Byrsonima crassifolia,-45.05,-12.1
Psychotria carthagenensis,-35.0027778,-7.8388889
Casearia obliqua,-50.4136,-24.5094
Guapira opposita,-49.846111,-29.393611
Maclura tinctoria,-40.08469,-19.132858
Tapirira obtusa,-43.9758,-21.1869
Tocoyena formosa,-45.29,-12.17
Myrceugenia bracteosa,-50.6044,-25.23
Senna velutina,-46.383333,-16.75
Myrcia laruotteana,-52.016944,-26.82
Tetrastylidium grandifolium,-39.5339,-15.9508
Guatteria ferruginea,-40.6003,-19.9356
Amaioua intermedia,-38.9967,-14.2775
Couepia grandiflora,-46.2319,-14.9467
Pouteria cuspidata,-59.48,-1.83
Ocotea lancifolia,-43.38,-18.82
Ficus obtusiuscula,-42.9086,-20.4164
Salzmannia nitida,-35.06472222,-6.238888889
Senegalia tenuifolia,-70.25,-7.5
Solanum rhytidoandrum,-35.67,-6.51
Xylopia frutescens,-37.475,-11.0319
Mimosa tenuiflora,-37.7661,-6.15222
Calyptranthes concinna,-49.08,-25.5
Henriettea succosa,-37.7105556,-12.04
Sapium glandulosum,-45.04247222,-23.25708333
Lantana camara,-50.58,-25.02
Dodonaea viscosa,-46.88,-23.18
Ocotea porosa,-52.4708,-26.3958
Humiria balsamifera,-39.02,-14.17
Salacia elliptica,-44.2,-6.533333
Geoffroea spinosa,-40.2928,-6.00306
Paralychnophora santosii,-42.88,-16.55
Dahlstedtia pinnata,-49.071839,-26.9215
Mabea fistulifera,-50.0583,-22.5755
Virola gardneri,-49.2389,-22.8806
Indigofera suffruticosa,-49.38,-23.19
Cordia toqueve,-60.33,2.67
Styrax ferrugineus,-48.733333,-22.8
Miconia ligustroides,-47.93,-15.78
Cordia exaltata,-55.8661,-1.76556
Mollinedia fruticulosa,-42.8819,-20.7539
Myrciaria ferruginea,-35.9394,-8.9725
Guapira laxiflora,-39.566111,-15.395833
Ocotea catharinensis,-49.047789,-26.192511
Aspidosperma pyrifolium,-38.62,-5.65806
Campomanesia pubescens,-48.297222,-22.8
Ficus maxima,-67.81,-9.97472
Swartzia apetala,-37.4253,-10.685
Pseudopiptadenia psilostachya,-43.7075,-22.7439
Inga capitata,-67.8713889,-9.9288889
Inga edulis,-39.166667,-14.8
Manihot tripartita,-51.7144,-17.8814
Psychotria suterella,-52.6831,-29.6036
Clusia nemorosa,-38.789722,-13.087778
Rinorea bahiensis,-39.7,-14.7333333
Tachigali paratyensis,-43.2666667,-22.55
Cybianthus detergens,-42.9083333,-16.5666667
Pera glabrata,-47.805556,-24.895
Maytenus gonoclada,-48.8425,-24.5094
Myrcia multiflora,-52.284239,-15.864392
Hevea brasiliensis,-54.718889,-17.383333
Picramnia sellowii,-48.12,-22.28
Himatanthus sucuuba,-56.0922,-2.15222
Pterogyne nitens,-49.8194,-22.2197
Miconia calvescens,-40.307409,-20.161415
Ilex dumosa,-46.99,-24.32
Bauhinia acuruana,-41.208333,-11.423056
Mimosa bimucronata,-48.5130556,-22.8416666
Psidium rufum,-47.47,-21.85
Forsteronia leptocarpa,-39.3233,-14.3125
Cryptocarya moschata,-47.13,-23.52
Rudgea viburnoides,-43.745,-19.5136
Indigofera suffruticosa,-62.2158,-10.7481
Guettarda sericea,-37.5733333,-9.715
Miconia chamissois,-43.94,-19.92
Eugenia umbellata,-43.9378,-19.9208
Albizia polycephala,-42.3664,-21.1306
Psidium grandifolium,-41.5589,-12.5289
Himatanthus obovatus,-57.33,-14.2
Apeiba tibourbou,-59.416667,-15.166667
Nectandra grandiflora,-48.6275,-27.6153
Plenckia populnea,-43.8467,-19.9856
Beilschmiedia taubertiana,-40.6306,-19.5394
Solanum argenteum,-51.2783,-23.2758
Himatanthus phagedaenicus,-34.8631,-7.115
Galipea jasminiflora,-47.3,-21.27
Calyptranthes brasiliensis,-41.7703,-12.4186
Cupania vernalis,-51.2294,-23.9014
Lonchocarpus sericeus,-43.8856,-4.45528
Tithonia diversifolia,-47.89,-22.01
Symplocos nitidiflora,-48.9,-25.6
Casearia grandiflora,-51.833333,0.616667
Senegalia polyphylla,-52.056389,-21.279722
Inga marginata,-42.3311111,-22.3488889
Anadenanthera colubrina,-39.6981,-12.7119
Mabea fistulifera,-42.881667,-20.754167
Cyathea atrovirens,-49.14,-27.449722
Vitex cymosa,-60.025,-3.10194
Piper arboreum,-47.0608,-22.9056
Heterocondylus alatus,-49.590556,-26.640278
Myrcia guianensis,-51.267242,-15.908483
Jatropha mutabilis,-41.327778,-11.491389
Miconia sellowiana,-46.79,-21.96
Eugenia ramboi,-51.1836,-29.9178
Piper cuyabanum,-43.89,-19.63
Styrax leprosus,-50.849722,-28.035
Psidium acutangulum,-68.12388889,-9.411111111
Chrysophyllum flexuosum,-39.05,-14.32
Alchornea glandulosa,-47.71,-22.43
Matayba juglandifolia,-46.564722,-21.838889
Myrsine gardneriana,-50.4167,-28.6678
Inga laurina,-44.0406,-22.9597
Himatanthus obovatus,-46.87,-17.22
Chamaecrista ensiformis,-43.0333333,-22.5833333
Trichilia pallens,-48.961944,-26.28
Calyptranthes lucida,-45.129722,-23.413333
Sarcaulus brasiliensis,-68.8725,-3.37833
Ficus obtusiuscula,-47.7458,-21.1141
Ocotea pulchella,-48.1872,-18.6472
Ocotea notata,-39.25,-16.5
Miconia ciliata,-59.8333,3.35972
Agonandra brasiliensis,-46.2319,-14.9467
Clidemia hirta,-38.05,-12.02
Forsteronia leptocarpa,-48.8344,-25.4769
Trichilia claussenii,-46.5503,-23.1169
Myrsine gardneriana,-49.410833,-27.629167
Tibouchina candolleana,-47.891667,-15.9725
Psidium cattleianum,-50.3675,-23.11
Campomanesia xanthocarpa,-53.0261,-26.1494
Alibertia edulis,-45.75777778,-15.1225
Lafoensia pacari,-41.85,-11.183333
Schinus terebinthifolius,-43.915972,-19.891611
Protium heptaphyllum,-50.833333,-17.25
Casearia commersoniana,-48.22,-13.5331
Albizia pedicellaris,-39.3719,-17.8919
Manihot tripartita,-43.6003,-18.2494
Byrsonima laxiflora,-47.55,-21.47
Daphnopsis fasciculata,-49.19,-25.92
Licaria bahiana,-40.068194,-19.151111
Richeria grandis,-43.7408,-18.4544
Psidium grandifolium,-49.2731,-25.4278
Nectandra membranacea,-49.020778,-26.467278
Psychotria brachyceras,-51.5831,-30.3525
Alseis pickelii,-35.43083333,-5.590277778
Zanthoxylum fagara,-51.4947,-27.1936
Miconia ligustroides,-49.298889,-28.285278
Eugenia repanda,-54.68,-29.69
Senna affinis,-40.472222,-19.914167
Daphnopsis racemosa,-52.5219,-30.5439
Zollernia ilicifolia,-35.02277778,-6.377777778
Parapiptadenia rigida,-51.13,-27.689167
Kielmeyera membranacea,-40.088611,-19.886111
Miconia ligustroides,-41.7975,-13.073611
Cybistax antisyphilitica,-51.0233,-30.0811
Sebastiania brasiliensis,-50.3675,-23.11
Psychotria platypoda,-39.168611,-14.001944
Psidium acutangulum,-63.9039,-8.76194
Piptocarpha angustifolia,-52.44475,-24.520611
Siphoneugena densiflora,-46.88,-23.18
Amphilophium crucigerum,-50.129447,-27.000294
Lithrea brasiliensis,-44.2617,-21.1356
Piper glabratum,-43.4511,-22.7592
Ficus obtusifolia,-47.61,-16.77
Ocotea glomerata,-38.083333,-11.933333
Ocotea diospyrifolia,-57.018889,-19.576667
Cybistax antisyphilitica,-44.3181,-21.0219
Amaioua guianensis,-47.99,-23.87
Poincianella pluviosa,-43.2075,-22.9028
Piper aduncum,-50.129722,-29.249722
Copaifera trapezifolia,-48.9175,-27.0981
Byrsonima laxiflora,-50.215,-16.1267
Ficus obtusifolia,-63.9039,-8.76194
Guapira opposita,-40.5333333,-20.2666667
Tibouchina sellowiana,-48.6678,-27.6453
Byrsonima sericea,-40.0722,-19.3911
Endlicheria paniculata,-47.0925,-23.7149
Ficus enormis,-48.36,-24.09
Machaerium nyctitans,-43.890556,-20.522222
Piper hispidum,-57.5166667,-7.5833333
Ruprechtia laxiflora,-37.3292,-9.67194
Eugenia punicifolia,-43.9378,-19.9208
Daphnopsis fasciculata,-50.0972,-24.9178
Guazuma ulmifolia,-46.8842,-23.1864
Aparisthmium cordatum,-40.826111,-19.874444
Bixa orellana,-47.46,-20.2
Antonia ovata,-46.893889,-16.383611
Myrcia tijucensis,-49.6167,-29.1139
Miconia albicans,-40.218889,-20.220833
Syagrus oleracea,-54.368889,-20.572444
Ficus luschnathiana,-49.0858,-24.9744
Campomanesia pubescens,-46.54,-22.95
Swartzia reticulata,-39.0494,-14.7889
Tibouchina pulchra,-49.0661,-26.9194
Solanum insidiosum,-40.5283334,-19.9697223
Guarea macrophylla,-44.816944,-23.3025
Mollinedia triflora,-46.768611,-23.473056
Tibouchina semidecandra,-43.8514,-19.7697
Palicourea marcgravii,-49.1822,-10.4425
Myrcia tomentosa,-48.37,-23.08
Ceiba speciosa,-56.4767,-9.66472
Qualea multiflora,-48.9072,-21.1858
Poecilanthe parviflora,-50.975556,-23.540833
Erythrina speciosa,-39.0494,-14.7889
Ximenia americana,-41.1747223,-11.0780556
Miconia pepericarpa,-43.745,-19.5136
Apuleia leiocarpa,-52.717778,-22.1875
Calyptranthes pulchella,-43.526944,-20.093333
Solanum crinitum,-63.1666667,-7.5166667
Davilla rugosa,-53.2669,-22.7722
Myrcianthes gigantea,-49.06,-25.31
Manihot anomala,-56.715,-20.5386
Asclepias curassavica,-48.6114,-27.0903
Piper hispidum,-70.7656,-8.16139
Lacistema robustum,-37.560278,-11.669722
Cybianthus brasiliensis,-48.7222,-26.37
Samanea inopinata,-39.0647,-16.4497
Erythroxylum citrifolium,-48.066667,-0.916667
Ouratea castaneifolia,-49.5289,-11.7967
Byrsonima vacciniifolia,-38.51277778,-9.551944444
Mollinedia ovata,-39.5425,-15.095556
Rubus brasiliensis,-51.706111,-27.405
Senna obtusifolia,-38.8828,-15.8631
Cephalanthus glabratus,-50.631667,-30.812222
Apeiba tibourbou,-39.2178,-6.88833
Dahlstedtia pinnata,-50.220028,-26.370169
Byrsonima verbascifolia,-47.68,-23.35
Psychotria nemorosa,-47.924722,-24.183056
Psidium sartorianum,-49.06,-22.31
Senegalia tenuifolia,-57.233944,-19.231167
Curatella americana,-48.2839,-15.1603
Luehea grandiflora,-46.44,-22.79
Alibertia edulis,-45.25,-3.49
Leandra laevigata,-49.05,-26.55
Ziziphus joazeiro,-37.636667,-6.11
Indigofera suffruticosa,-47.6136,-16.7686
Cochlospermum vitifolium,-35.0183,-8.00222
Varronia curassavica,-45.07,-23.43
Byrsonima sericea,-37.315,-10.758056
Virola sebifera,-64.7,-3.366667
Augusta longifolia,-40.448611,-10.900556
Cedrela fissilis,-46.932778,-22.836944
Spondias tuberosa,-40.230556,-10.103056
Sorocea guilleminiana,-40.814722,-19.897778
Senna macranthera,-42.821389,-10.788333
Psychotria leiocarpa,-51.701056,-29.155056
Palicourea marcgravii,-35.069444,-8.226944
Simarouba amara,-39.1,-13.94
Myrsine umbellata,-45.9375,-23.075
Inga sessilis,-47.0608,-22.9056
Bathysa nicholsonii,-44.7131,-23.2178
Myrsine guianensis,-35.5647,-8.20111
Plathymenia reticulata,-39.15,-10.016667
Swartzia macrostachya,-39.416667,-17.133333
Psychotria deflexa,-48.1872,-18.6472
Ossaea marginata,-41.473056,-20.3458
Sterculia striata,-47.3311,-11.1058
Amburana cearensis,-47.217611,-13.593194
Triplaris gardneriana,-46.492246,-14.4808
Solanum paniculatum,-38.85,-11.71
Schoepfia brasiliensis,-40.5183,-11.1806
Myrcia splendens,-40.473056,-20.059167
Platypodium elegans,-46.1056,-15.9169
Ocotea velutina,-48.0329,-22.1092
