SpName,Longitude,Latitude
Myrcia pubipetala,-49.5178,-27.0569
Casearia arborea,-42.39,-22.65
Davilla rugosa,-39.8589,-18.7161
Myrcia amazonica,-43.573,-20.293492
Margaritopsis cephalantha,-48.70027778,-1.488333333
Lithrea brasiliensis,-52.790667,-30.593139
Myrsine parvifolia,-39.5339,-15.9508
Trema micrantha,-48.2772,-18.9186
Rubus brasiliensis,-44.635,-20.5414
Amaioua intermedia,-47.062946,-23.725098
Virola sebifera,-47.816667,-15.85
Zanthoxylum rhoifolium,-51.9264,-18.9653
Maytenus gonoclada,-49.1586111,-25.3158333
Byrsonima lancifolia,-48.28,-18.92
Luehea divaricata,-53.170139,-18.993167
Vitex polygama,-46.1447,-22.7553
Eugenia involucrata,-45.07,-23.43
Styrax martii,-41.433333,-12.466667
Pouteria torta,-43.431333,-19.414444
Crateva tapia,-42.2938889,-22.9363889
Ilex paraguariensis,-50.674349,-26.819825
Myrciaria cuspidata,-44.758611,-14.245833
Casearia sylvestris,-41.5331,-20.7636
Piper cernuum,-48.804906,-25.819917
Vantanea compacta,-40.483611,-12.313056
Hornschuchia bryotrophe,-39.05,-14.79
Psychotria vellosiana,-44.89,-21.9589
Plinia complanata,-48.40361111,-24.63083333
Coussarea hydrangeifolia,-48.45,-14.6
Schefflera calva,-47.2928,-19.3528
Aniba firmula,-45.4811,-7.02194
Vernonanthura phosphorica,-44.2467,-19.4658
Miconia nervosa,-54.45,-19.516667
Bauhinia forficata,-48.66,-26.91
Casearia aculeata,-66.046389,-3.345
Guettarda pohliana,-50.4486,-16.9478
Dalbergia brasiliensis,-49.238942,-25.441994
Varronia leucocephala,-40.4986,-9.41167
Manihot tripartita,-38.3911,-3.90139
Guarea macrophylla,-49.59,-28.62
Guapira opposita,-39.01,-15.32
Geonoma pohliana,-39.016667,-14.416667
Genipa americana,-64.346,-2.708778
Coussarea contracta,-50.5803,-23.9108
Piper miquelianum,-48.99,-24.65
Pouteria caimito,-64.7114,-3.35417
Palicourea tetraphylla,-43.403889,-19.026111
Byrsonima verbascifolia,-49.06,-22.31
Senna cana,-37.248611,-8.549722
Mimosa arenosa,-40.4308,-13.4411
Byrsonima intermedia,-49.075,-24.051389
Ocotea vaccinioides,-48.8777778,-25.9372222
Casearia commersoniana,-43.7753,-22.8522
Margaritopsis chaenotricha,-40.550833,-19.348056
Pera glabrata,-52.401056,-21.673361
Solanum paniculatum,-47.56,-22.41
Maclura tinctoria,-47.882,-21.3106
Schinus terebinthifolius,-45.4528,-22.4256
Astraea lobata,-49.2539,-16.6786
Trichilia elegans,-39.974861,-19.099417
Amburana cearensis,-37.7567,-9.62361
Tibouchina semidecandra,-41.1847,-20.6036
Myrcia spectabilis,-46.29508333,-23.77481944
Rudgea viburnoides,-51.83,-18.03
Marlierea affinis,-40.6,-19.9166667
Trixis antimenorrhoea,-39.076389,-12.232778
Cordia trichotoma,-47.64,-22.72
Solanum stipulaceum,-42.3,-13.384722
Psidium rufum,-43.57,-19.8
Casearia sylvestris,-51.9064,-27.4617
Clidemia capilliflora,-39.721667,-13.595278
Anadenanthera colubrina,-49.9692,-14.5489
Magnolia ovata,-45.07,-23.43
Marlierea racemosa,-46.42083333,-23.58138889
Myrcia amazonica,-47.580278,-8.72
Jacaranda puberula,-50.1972,-25.9861
Myrcia eriocalyx,-43.6063889,-19.3086111
Trichilia elegans,-52.74,-26.46
Aegiphila brachiata,-51.271861,-25.312278
Ocotea puberula,-51.05,-23.266667
Siparuna reginae,-66.63,-1.4
Protium heptaphyllum,-53.61,-23.4
Lantana camara,-42.1392,-19.7897
Psidium oligospermum,-38.359444,-12.065
Leptolobium elegans,-44.1781,-21.1103
Protium brasiliense,-43.6,-18.25
Guettarda sericea,-37.116667,-7.833333
Abarema cochliacarpos,-36.3508,-9.78194
Bauhinia longifolia,-48.75,-23.683333
Davilla rugosa,-48.443706,-1.436472
Geissanthus ambiguus,-51.81,-16.95
Guarea macrophylla,-47.9297,-15.7797
Anadenanthera colubrina,-52.323917,-24.103028
Dalbergia brasiliensis,-51.167778,-23.896389
Marlierea obversa,-40.292222,-20.329722
Jatropha mutabilis,-41.328889,-11.493056
Dendropanax cuneatus,-46.52,-22.59
Psychotria carthagenensis,-58.5728,-15.4944
Cedrela fissilis,-47.17,-21.28
Schefflera morototoni,-55.8661,-1.76556
Maprounea brasiliensis,-48.776667,-26.548056
Casearia bahiensis,-39.2844,-14.5931
Vernonanthura phosphorica,-43.506944,-20.408056
Solanum campaniforme,-39.016389,-12.313056
Guapira opposita,-40.5625,-19.951667
Coccoloba laevis,-35.007778,-6.369444
Senna macranthera,-36.5686,-9.03028
Andira humilis,-44.4,-19.27
Piptadenia stipulacea,-37.9458,-7.01444
Brunfelsia uniflora,-40.57,-15.26
Cupania vernalis,-47.92,-24.38
Sebastiania brasiliensis,-52.83,-27.09
Hirtella glandulosa,-48.775,-1.5916666
Licaria chrysophylla,-51.85,1.51
Laplacea fructicosa,-46.9422,-22.3722
Piper hayneanum,-39.296111,-17.765833
Maytenus rigida,-36.898222,-7.470556
Peltogyne pauciflora,-40.122222,-13.890833
Erythroxylum subrotundum,-43.1036,-22.8833
Urera aurantiaca,-56.4819,-21.1211
Senna silvestris,-47.140556,-18.9325
Aspidosperma cylindrocarpon,-47.52,-23.21
Myrcia pulchra,-49.2064,-25.5347
Couepia grandiflora,-47.516667,-14.116667
Byrsonima cacaophila,-39.383333,-14.333333
Senna rizzinii,-38.7766667,-10.8808334
Mollinedia uleana,-47.0917,-23.7611
Mabea fistulifera,-48.5114,-5.34278
Thyrsodium spruceanum,-40.535556,-19.335556
Cochlospermum regium,-49.06,-22.31
Eugenia florida,-56.3783,-20.2406
Ocotea corymbosa,-48.05,-23.59
Anacardium occidentale,-43.0406,-22.6528
Psychotria longipes,-43.961111,-19.461944
Inga subnuda,-40.6456,-20.8058
Erythrina falcata,-44.3525,-21.1930555
Copaifera langsdorffii,-48.12,-22.78
Coussarea nodosa,-43.0406,-22.6528
Simarouba amara,-41.945278,-13.524167
Ocotea odorifera,-49.658889,-24.161389
Miconia chamissois,-47.85,-15.874444
Clusia criuva,-43.3908,-18.0042
Chiococca alba,-47.0305556,-16.1888889
Glycydendron amazonicum,-39.115,-14.499722
Asclepias curassavica,-51.1817,-29.0289
Eugenia punicifolia,-35.142056,-6.741861
Cyathea atrovirens,-48.87,-27.63
Nectandra lanceolata,-51.916944,-27.1375
Aniba firmula,-49.942244,-27.334533
Ocotea glauca,-41.924722,-13.264444
Vernonanthura tweedieana,-48.8272,-26.8997
Davilla rugosa,-45.150278,-12.500278
Anacardium occidentale,-37.45,-11.35
Croton floribundus,-48.05,-23.59
Cecropia pachystachya,-51.7144,-17.8814
Angostura bracteata,-39.5339,-15.9508
Aiouea saligna,-48.6133,-28.0233
Simarouba versicolor,-63.166667,-7.516667
Allophylus sericeus,-39.29,-14.32
Brunfelsia uniflora,-52.2739,-27.6342
Myrceugenia miersiana,-42.5311,-22.2819
Lantana camara,-39.603333,-14.705833
Licaria bahiana,-39.08,-15.29
Cordia trichotoma,-51.0364,-23.0586
Bauhinia cheilantha,-52.4,-13.84
Bauhinia cheilantha,-40.7742,-5.53444
Zollernia paraensis,-60.8867,-12.9619
Lantana camara,-36.66027778,-9.75166667
Miconia stenostachya,-48.22,-10.32
Psychotria carthagenensis,-49.320833,-26.818611
Myrciaria floribunda,-41.5833333,-22.2161111
Diospyros hispida,-44.6,-15.533333
Myrciaria delicatula,-44.743611,-13.422778
Chamaecrista apoucouita,-43.1786,-22.505
Miconia rubiginosa,-65.181944,-4.895556
Myrcia recurvata,-37.586944,-11.877778
Tibouchina maximiliana,-44.9997,-21.2453
Bredemeyera laurifolia,-39.2,-16.42
Endlicheria paniculata,-67.7833333,-10.0333333
Vismia guianensis,-38.5,-12.966667
Palicourea marcgravii,-42.0081,-21.9553
Myrsine gardneriana,-48.5111,-25.6736
Sapium glandulosum,-38.771944,-10.874722
Goniorrhachis marginata,-37.534167,-10.549444
Cybianthus detergens,-47.92,-15.78
Eugenia aurata,-51.291419,-15.853236
Aspidosperma pyricollum,-49.7158,-25.7697
Croton nepetifolius,-41.095556,-11.258333
Protium heptaphyllum,-49.6725,-3.76611
Swartzia apetala,-40.326667,-20.406944
Palicourea marcgravii,-47.9297,-15.7797
Zanthoxylum rhoifolium,-39.0147,-14.1031
Hirtella ciliata,-42.83,-2.75
Psidium myrtoides,-47.2647,-13.7764
Cinnamomum pseudoglaziovii,-48.82,-28.3414
Guettarda viburnoides,-47.093333,-8.728889
Mimosa pigra,-57.733333,-3.3
Miconia stenostachya,-51.0436,-22.2223
Myrceugenia ovata,-49.7269,-29.3353
Trema micrantha,-48.425833,-6.121389
Brunfelsia brasiliensis,-41.6672,-20.5414
Miconia rubiginosa,-63.33333333,0.816666667
Tibouchina clavata,-47.805556,-24.895
Aloysia virgata,-55.8,-20.466667
Apeiba tibourbou,-49.35,-4.02
Croton heliotropiifolius,-38.433333,-12.133333
Hirtella glandulosa,-47.9503,-16.2525
Pterodon emarginatus,-52.6,-13.2
Guapira laxiflora,-35.9433,-9.30667
Casearia sylvestris,-40.475833,-12.3275
Dicksonia sellowiana,-44.4467,-22.4689
Prunus myrtifolia,-44.366111,-22.806389
Ossaea confertiflora,-47.92,-24.38
Manihot caerulescens,-41.33,-10.33
Psychotria brachyceras,-49.232222,-28.619167
Unonopsis guatterioides,-51.1,-20.63
Vochysia thyrsoidea,-41.6636,-13.2497
Zanthoxylum fagara,-51.05,-23.266667
Siparuna brasiliensis,-47.51,-14.1325
Guapira hirsuta,-45.07,-23.43
Tabebuia aurea,-48.065,-13.6
Blepharocalyx salicifolius,-47.43333333,-20.21666667
Ternstroemia brasiliensis,-49.4267,-15.2981
Miconia pusilliflora,-44.8,-23.3
Campomanesia eugenioides,-39.8525,-12.871389
Picramnia andrade-limae,-35.020694,-6.379778
Pseudopiptadenia contorta,-39.7,-14.74
Miconia sellowiana,-52.721417,-23.890361
Myrsine guianensis,-46.78,-24.18
Inga pleiogyna,-39.01,-14.1
Solanum caavurana,-41.2972,-16.0053
Myrcia tomentosa,-38.048611,-12.017778
Esenbeckia febrifuga,-50.4136,-24.5094
Bonnetia stricta,-41.333333,-12.983333
Myrcianthes pungens,-51.1628,-23.3103
Piper caldense,-46.5181,-18.5789
Miconia elegans,-49.34,-24.11
Asclepias curassavica,-50.5803,-23.9108
Jacaranda puberula,-48.869722,-27.005556
Schinus terebinthifolius,-37.9683334,-12.4963889
Sapindus saponaria,-36.7758,-8.46639
Miconia cinnamomifolia,-48.78,-27.99
Campomanesia pubescens,-51.7144,-17.8814
Mollinedia calodonta,-48.9328,-26.7206
Senegalia martiusiana,-40.4655556,-19.2880555
Cestrum retrofractum,-39.603333,-14.705833
Cyathea phalerata,-46.63,-23.54
Plathymenia reticulata,-43.3908,-18.0042
Pterodon emarginatus,-51.7144,-17.8814
Araucaria angustifolia,-51.015,-26.7753
Lafoensia pacari,-47.89,-22.01
Annona dolabripetala,-43.7144,-19.1689
Piper hispidum,-67.8,-9.97
Schoepfia brasiliensis,-35.36388889,-5.380277778
Myrsine guianensis,-36.9403,-10.5933
Persea willdenovii,-47.076,-23.6928
Solanum rhytidoandrum,-37.75,-6.166667
Tetrorchidium rubrivenium,-48.596814,-26.801217
Hymenaea courbaril,-50.41,-22.66
Pera glabrata,-47.77,-22.51
Matayba elaeagnoides,-53.6,-26.6
Sapindus saponaria,-38.321111,-7.983333
Piper caldense,-43.8122222,-20.8802778
Zollernia ilicifolia,-49.0858,-24.9744
Brosimum guianense,-55.5181,-1.9175
Tournefortia candidula,-41.293611,-11.893333
Solanum mauritianum,-46.1447,-22.7553
Casearia obliqua,-50.3828,-25.8742
Curatella americana,-57.2166667,-18.1833333
Ocotea notata,-41.193889,-11.438056
Ficus luschnathiana,-49.9347,-29.365
Cassia grandis,-67.81,-9.97472
Plinia rivularis,-41.8817,-22.7469
Senegalia tenuifolia,-39.5783,-8.09056
Calyptranthes concinna,-52.4067,-28.2628
Endlicheria glomerata,-42.6444,-19.5825
Xylopia aromatica,-48.9242,-19.3072
Vantanea obovata,-41.408333,-12.465556
Senna cana,-37.166667,-8.616667
Senna silvestris,-47.9297,-15.7797
Coussarea nodosa,-39.28,-14.59
Byrsonima sericea,-41.455833,-12.431944
Guazuma ulmifolia,-48.36,-21.6
Handroanthus ochraceus,-44.914167,-11.780833
Piptadenia paniculata,-43.2656,-21.5878
Mollinedia argyrogyna,-43.3908,-18.0042
Cavanillesia umbellata,-46.7717,-13.0367
Solanum pseudoquina,-49.3,-28.7
Leandra rhamnifolia,-39.0494,-14.7889
Ocotea puberula,-49.6431,-27.2142
Eugenia flavescens,-43.98525,-19.471722
Myrcia lundiana,-37.4383,-11.2683
Psidium sartorianum,-51.0283,-22.8506
Trixis antimenorrhoea,-55.751278,-20.792889
Conchocarpus heterophyllus,-38.033333,-11.866667
Psidium cattleianum,-48.47,-23.59
Eugenia suberosa,-44.1044,-21.6014
Alseis floribunda,-51.0481,-23.2692
Cecropia glaziovii,-40.535556,-19.335556
Pereskia grandifolia,-47.533333,-22.383333
Palicourea marcgravii,-40.739444,-19.760833
Casearia arborea,-55.19,-9.59
Davilla kunthii,-39.039167,-14.993611
Schinus terebinthifolius,-40.273333,-19.820556
Cordiera concolor,-46.1883,-23.5228
Indigofera suffruticosa,-46.668492,-22.694886
Sloanea hirsuta,-48.5047,-24.7564
Bauhinia cheilantha,-37.378333,-9.626111
Drimys brasiliensis,-49.205278,-24.268333
Cordiera elliptica,-52.2567,-15.89
Ocotea silvestris,-50.2972,-25.6833
Ocotea puberula,-49.298889,-28.285278
Xylosma prockia,-44.2467,-19.4658
Psychotria nuda,-42.983333,-22.45
Machaerium pedicellatum,-41.7869,-22.3708
Byrsonima crispa,-38.9233,-4.225
Nectandra puberula,-49.2064,-25.5347
Trichilia pleeana,-49.92,-6.07
Diospyros inconstans,-39.02,-16.28
Miconia lepidota,-43.7855555,-22.7444444
Leandra regnellii,-50.58,-25.02
Cupania vernalis,-46.965308,-23.749258
Hirtella glandulosa,-47.6,-15.6
Sloanea hirsuta,-43.1786,-22.505
Senegalia polyphylla,-48.8808,-18.8706
Pseudobombax tomentosum,-47.2928,-19.3528
Ocotea elegans,-40.575556,-19.887222
Ramisia brasiliensis,-40.444167,-18.777222
Piper mosenii,-43.0113889,-22.4469444
Posoqueria latifolia,-57.6,-3.2
Heliocarpus popayanensis,-50.3675,-23.11
Guapira opposita,-40.6035,-19.9485
Baccharis tridentata,-44.1781,-21.1103
Brosimum gaudichaudii,-49.8198,-21.4574
Psychotria brachyceras,-49.7269,-29.3353
Machaerium villosum,-46.433333,-23.366667
Prunus myrtifolia,-43.3503,-21.7642
Cupania vernalis,-51.6597,-25.6956
Ocotea pulchella,-47.93,-15.78
Agonandra brasiliensis,-46.91,-16.36
Pimenta pseudocaryophyllus,-46.53,-23.66
Vachellia farnesiana,-44.3617,-15.4881
Thyrsodium spruceanum,-39.0494,-14.7889
Psychotria platypoda,-35.8417,-9.38333
Qualea multiflora,-48.05,-23.59
Sloanea guianensis,-55.1983,-9.95028
Gochnatia polymorpha,-41.054944,-20.932611
Guazuma ulmifolia,-38.1017,-7.83806
Andira fraxinifolia,-35.29972222,-5.464444444
Sorocea bonplandii,-51.8564,-23.8653
Palicourea rigida,-57.583333,-19.2
Cupania bracteosa,-38.083333,-11.933333
Cariniana estrellensis,-47.9405,-21.3424
Angostura bracteata,-39.516667,-15.15
Trema micrantha,-46.8936,-21.8322
Miconia cinerascens,-43.7931,-21.8425
Aparisthmium cordatum,-39.0753,-15.2933
Guarea kunthiana,-42.1392,-19.7897
Allophylus sericeus,-44.812222,-23.311111
Cynophalla flexuosa,-37.1983,-10.2267
Lacistema hasslerianum,-50.0583,-22.5755
Cinnamodendron dinisii,-50.805,-28.125
Inga lentiscifolia,-51.01,-26.78
Psychotria vellosiana,-50.2428,-24.2458
Virola sebifera,-48.9603,-20.6369
Emmotum affine,-39.701944,-18.403333
Casearia sylvestris,-36.414167,-8.183611
Plinia cauliflora,-39.183889,-12.161667
Myrcia splendens,-45.283333,-12.166667
Machaerium punctatum,-46.99,-22.97
Bixa orellana,-53.530417,-24.399722
Cynophalla flexuosa,-38.321111,-7.983333
Piptocarpha axillaris,-48.36,-24.09
Dictyoloma vandellianum,-39.42,-12.76
Casearia grandiflora,-39.4094,-7.23417
Inga vera,-49.060833,-17.822778
Miconia albicans,-45.31,-23.22
Byrsonima cacaophila,-40.0722,-19.3911
Ficus trigona,-48.2772,-18.9186
Allophylus edulis,-52.7,-27.1
Luehea candicans,-52.166667,-17.366667
Amaioua guianensis,-43.915972,-19.891611
Siparuna brasiliensis,-39.339444,-15.174167
Myrcia spectabilis,-47.949,-24.353833
Stylogyne pauciflora,-47.9972,-23.8783
Myrciaria cuspidata,-51.1628,-23.3103
Maytenus gonoclada,-45.6575,-22.69
Cestrum bracteatum,-54.5881,-25.5478
Palicourea croceoides,-72.97,-7.58
Pouteria macrophylla,-61.073381,-6.0777
Vismia guianensis,-47.7166667,-7.5166667
Paypayrola blanchetiana,-34.947778,-7.824167
Chiococca alba,-48.2,-15.7
Guettarda viburnoides,-38.9967,-14.2775
Miconia fasciculata,-47.0645,-23.7441
Eugenia stictopetala,-42.4605556,-15.135
Triplaris gardneriana,-48.5711,-13.79
Psychotria hoffmannseggiana,-50.706111,-11.183889
Casearia commersoniana,-42.3664,-21.1306
Erythroxylum tenue,-39.0361111,-14.9847223
Jacaranda micrantha,-44.0528,-20.3331
Senna macranthera,-37.43,-7.19
Clarisia racemosa,-68.7481,-11.0161
Psychotria mapourioides,-47.82,-22.25
Moldenhawera blanchetiana,-38.426944,-12.927222
Mabea piriri,-45.66,-3.27
Myrcia mutabilis,-41.4508333,-12.4502778
Manilkara salzmannii,-35.1161,-8.59083
Hymenaea courbaril,-34.8811,-8.05389
Hennecartia omphalandra,-51.572222,-27.089722
Myrsine gardneriana,-48.57,-25.88
Sorocea hilarii,-40.466667,-20.600278
Guatteria schomburgkiana,-63.316667,0.816667
Miconia petropolitana,-51.5525,-26.1614
Matayba juglandifolia,-47.88,-24.71
Myrcia aethusa,-48.5747,-25.8828
Triplaris gardneriana,-35.125833,-6.838889
Casearia javitensis,-41.8775,-13.291667
Simarouba amara,-56.0861,-9.87556
Byrsonima crassifolia,-45.40694444,-13.54027778
Schinus terebinthifolius,-51.5558,-27.26
Baccharis oblongifolia,-48.755833,-27.893333
Solanum stipulaceum,-41.1666667,-16.0666667
Syagrus romanzoffiana,-42.8722,-19.6528
Piptocarpha angustifolia,-49.3142,-25.19
Lacistema hasslerianum,-48.586417,-23.710956
Miconia nervosa,-39.2841667,-14.6033333
Piper hispidum,-38.9861111,-14.3002778
Piper hispidum,-49.049444,-27.630278
Styrax acuminatus,-50.309062,-26.82217
Siparuna guianensis,-50.215,-16.1267
Eugenia candolleana,-37.6222223,-11.9577778
Chloroleucon dumosum,-41.63,-12.45
Myrcia guianensis,-41.383333,-12.566667
Piptocarpha rotundifolia,-44.195167,-19.358778
Hirtella gracilipes,-43.0406,-22.6528
Ocotea lancifolia,-43.425,-19.0372
Miconia brevipes,-60.92,2.5
Plinia peruviana,-44.9997,-21.2453
Stryphnodendron adstringens,-52.992222,-18.401222
Casearia sylvestris,-43.9758,-21.1869
Myrcia tomentosa,-46.3658,-20.2453
Ternstroemia brasiliensis,-38.5108,-12.9711
Mimosa bimucronata,-35.0639,-8.39889
Xylopia brasiliensis,-51.9386,-23.4253
Simira rubescens,-70.83,-8.42
Styrax camporum,-46.853333,-17.961389
Anaxagorea dolichocarpa,-35.86,-8.752222
Calycolpus legrandii,-38.335833,-12.069722
Solanum didymum,-46.935778,-23.230444
Mimosa scabrella,-50.3578,-28.8847
Trixis antimenorrhoea,-40.983333,-11.616667
Ocotea villosa,-49.68,-27.539444
Psychotria stachyoides,-48.51,-22.13
Drimys brasiliensis,-50.0119,-24.7911
Ficus organensis,-45.88,-23.17
Brosimum guianense,-61.333333,3.366667
Eugenia excelsa,-48.69,-26.19
Miconia rubiginosa,-48.1,-21.72
Bauhinia rufa,-46.496389,-19.580833
Eugenia florida,-34.9064,-7.83417
Campomanesia dichotoma,-34.977103,-6.502464
Chiococca alba,-44.1781,-21.1103
Erythroxylum simonis,-35.75055556,-6.965555556
Himatanthus bracteatus,-55.8661,-1.76556
Piper tuberculatum,-68.6569,-9.06556
Handroanthus impetiginosus,-52.2,-15.3
Pseudobombax grandiflorum,-43.8064,-20.9536
Aegiphila obducta,-49.770611,-27.54012
Trichilia pallida,-52.303139,-24.102528
Croton sonderianus,-38.1017,-7.83806
Allophylus puberulus,-42.4502778,-22.925
Dalbergia nigra,-45.4528,-22.4256
Palicourea marcgravii,-51.6208334,-20.79
Senna alata,-49.1178,-5.3686
Coussarea hydrangeifolia,-47.209722,-11.591944
Casearia decandra,-57.8825,-21.6989
Miconia albicans,-55.7166667,-19.3333333
Machaerium nyctitans,-43.4602778,-22.5855556
Cordia trichoclada,-43.1036,-22.8833
Piper hispidum,-39.603333,-14.705833
Allophylus edulis,-43.233333,-22.516667
Senegalia polyphylla,-41.6653,-14.2036
Ouratea cuspidata,-40.307222,-20.128611
Indigofera suffruticosa,-44.1666667,-4.4166667
Licania octandra,-63.9039,-8.76194
Alibertia edulis,-52.5511,-17.5694
Pouteria gardneriana,-41.432778,-11.012778
Vatairea macrocarpa,-48.326111,-13.869444
Myrcia guianensis,-43.9378,-19.9208
Allophylus guaraniticus,-50.963991,-26.861249
Diospyros sericea,-40.5075,-11.20444444
Baccharis dracunculifolia,-45.19,-22.81
Trichilia pallida,-48.1872,-18.6472
Terminalia argentea,-48.6,-15.3
Jatropha mollissima,-39.1483,-3.43944
Endlicheria paniculata,-47.06,-22.9
Cyrtocarpa caatingae,-40.458056,-12.301111
Annona rugulosa,-51.0864,-26.23
Humiria balsamifera,-60.113889,-4.197222
Miconia ibaguensis,-43.969944,-19.454361
Jatropha mollissima,-39.3741667,-12.5111111
Myrsine coriacea,-49.0661,-26.9194
Himatanthus obovatus,-48.211667,-16.316944
Bowdichia virgilioides,-47.816667,-15.85
Myrsine coriacea,-42.5325,-22.3205556
Xylopia brasiliensis,-43.1786,-22.505
Strychnos trinervis,-43.67,-19.88
Inga striata,-48.788611,-23.539722
Leptolobium bijugum,-37.0717,-10.9111
Styrax ferrugineus,-47.866667,-15.766667
Myrcia pubipetala,-44.816944,-23.3025
Coussarea hydrangeifolia,-45.232778,-18.185
Heisteria perianthomega,-39.536111,-15.160278
Pilocarpus spicatus,-40.915,-5.140278
Erythroxylum campestre,-46.539722,-13.673056
Cestrum intermedium,-54.0939,-25.2953
Alchornea triplinervia,-43.8916667,-21.7
Campomanesia adamantium,-50.6044,-25.23
Manihot anomala,-56.366667,-20.233333
Pityrocarpa moniliformis,-37.25555556,-8.513888889
Maprounea guianensis,-50.73,-11.18
Miconia pusilliflora,-46.564722,-21.838889
Conchocarpus longifolius,-42.0186,-22.8794
Inga capitata,-35.035,-8.28667
Baccharis calvescens,-47.986944,-24.062222
Schefflera calva,-50.4136,-24.5094
Ficus maxima,-67.4,-9.96
Erythroxylum columbinum,-39.3233,-14.3125
Trichilia claussenii,-51.4581,-25.3953
Miconia albicans,-60.025,-3.10194
Ossaea angustifolia,-39.46,-13.89
Ocotea corymbosa,-48.416667,-22.75
Manihot caerulescens,-42.216667,-13.433333
Solanum scuticum,-51.865172,-23.349528
Matayba elaeagnoides,-47.71,-22.43
Schinus terebinthifolius,-51.865056,-25.053306
Maytenus gonoclada,-49.645833,-25.4675
Cyathea delgadii,-47.2928,-19.3528
Piptocarpha densifolia,-48.6836,-27.9617
Libidibia ferrea,-37.1558,-8.62306
Gymnanthes glabrata,-39.0753,-15.2933
Campomanesia guazumifolia,-48.751111,-23.547222
Tabebuia cassinoides,-46.78,-24.18
Tabebuia cassinoides,-39.265833,-17.731944
Psychotria suterella,-48.8272,-26.8997
Ocotea puberula,-39.05,-14.79
Croton organensis,-44.32,-22.68
Geonoma pauciflora,-39.721667,-13.595278
Tocoyena sellowiana,-48.69,-28.08
Emmotum nitens,-41.000833,-11.628333
Commiphora leptophloeos,-40.116667,-12.716667
Inga striata,-48.383333,-24.633333
Bauhinia ungulata,-43.6636,-8.09667
Miconia latecrenata,-42.9656,-22.4122
Calyptranthes strigipes,-49.2731,-25.4278
Posoqueria longiflora,-39.4211,-14.8983
Sophora tomentosa,-38.9967,-14.2775
Ocotea velloziana,-45.64,-22.061944
Geissospermum laeve,-43.361389,-18.126389
Guarea guidonia,-39.083333,-14.416667
Solanum argenteum,-47.813596,-21.235878
Palicourea macrobotrys,-51.2783,-23.2758
Senna macranthera,-39.0247,-16.2781
Luehea grandiflora,-46.3114,-20.7181
Samanea inopinata,-39.4094,-7.23417
Cheiloclinium cognatum,-47.880278,-18.151389
Anadenanthera peregrina,-43.307222,-13.218056
Dalbergia miscolobium,-43.3794,-18.6047
Leandra cuneata,-39.33944444,-15.17416667
Ocotea floribunda,-60.8997,-12.5522
Cryptocarya moschata,-47.8658,-24.6747
Myrcia selloi,-49.218056,-28.805
Ocotea corymbosa,-47.91,-22.54
Psychotria vellosiana,-43.66,-19.78
Siparuna guianensis,-44.5633,-22.4961
Aureliana fasciculata,-39.6991666,-14.7363889
Myrcia tijucensis,-39.0833333,-15.15
Byrsonima crassifolia,-47.455833,-6.953889
Chaetocarpus echinocarpus,-53.7333333,-10.55
Guatteria macropus,-39.0294445,-14.3280556
Cestrum intermedium,-49.298889,-28.285278
Psychotria deflexa,-65.333333,-4.87
Tapirira guianensis,-58.1267,-15.1297
Aspidosperma pyrifolium,-39.4178,-5.80361
Guarea kunthiana,-47.6194,-21.9039
Myrsine balansae,-45.0711,-23.4339
Randia armata,-46.05,-20.6153
Senna macranthera,-45.2417,-18.2064
Myrceugenia oxysepala,-50.4136,-24.5094
Laplacea fructicosa,-43.79,-21.84
Inga laurina,-51.6783,-20.7511
Leandra rhamnifolia,-39.699167,-14.736389
Hirtella gracilipes,-48.145278,-15.025556
Rhamnus sphaerosperma,-49.205278,-24.268333
Nectandra nitidula,-39.8,-19.58
Terminalia fagifolia,-42.2347222,-9.6455555
Machaerium acutifolium,-42.475,-14.0694
Commiphora leptophloeos,-38.0342,-8.27472
Ficus obtusiuscula,-53.6139,-23.3956
Jacaranda puberula,-45.12,-23.42
Sterculia striata,-55.9675,-16.1944
Guapira opposita,-40.3078,-20.1286
Manihot anomala,-46.87,-17.22
Guapira opposita,-46.5614,-21.7878
Dilodendron bipinnatum,-50.22,-20.64
Erythroxylum suberosum,-51.7644,-23.7097
Commiphora leptophloeos,-47.5,-14.4
Mollinedia schottiana,-49.6792,-28.9261
Maytenus ilicifolia,-56.4819,-21.1211
Senna pendula,-42.8186,-22.9194
Aspidosperma pyrifolium,-37.503611,-9.723333
Humiria balsamifera,-41.326944,-12.756389
Eschweilera ovata,-39.133333,-16.533333
Styrax pohlii,-54.133333,-10.45
Myrcia splendens,-41.403056,-12.560278
Endlicheria paniculata,-46.7286,-23.5656
Guapira laxiflora,-39.3736,-14.1642
Gochnatia polymorpha,-52.2739,-27.6342
Myrcia splendens,-42.8622,-16.8003
Brunfelsia clandestina,-39.0247,-16.2781
Ficus guaranitica,-51.3967,-16.0078
Erythroxylum suberosum,-57.566667,-18.066667
Chomelia obtusa,-48.5166667,-14.1833333
Senna silvestris,-44.3208,-19.125
Leandra australis,-49.115,-25.2061
Baccharis lateralis,-46.3861,-21.9236
Mollinedia clavigera,-48.7563889,-23.5136111
Ocotea aciphylla,-47.7,-24.783333
Myrcia spectabilis,-40.6003,-19.9356
Diospyros sericea,-40.333333,-10.5
Ficus adhatodifolia,-48.694444,-26.73
